סעיף,חשבון,שם חשבון,מחלקה,סוג תקציב,משרות מעודכן,טור  1,טור  2,טור  3,טור  4
711000301,1711000301,תקציב עזר לשכר- העמסה,0,גמיש,0,"2,277,911",0,0,0
711000391,1711000391,פנסיה,2,גמיש,0,0,0,0,0
711000410,1711000410,"שכירות תחנה מס,5",0,גמיש,0,"53,000",0,0,0
711000420,1711000420,תקונים,1,גמיש,0,"30,000",0,0,0
711000430,1711000430,חשמל ומים,1,גמיש,0,"225,425",0,0,0
711000440,1711000440,בטוח,1,גמיש,0,"97,066",0,0,0
711000450,1711000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
711000470,1711000470,ציוד משרדי,3,גמיש,0,"130,000",0,0,0
711000510,1711000510,"נסיעות ואש""ל",0,גמיש,0,"2,700",0,0,0
711000520,1711000520,ספרות מקצועית,1,גמיש,0,"1,800",0,0,0
711000540,1711000540,דיוור ותקשורת,1,גמיש,0,"370,000",0,0,0
711000550,1711000550,פרסום,0,גמיש,0,"60,000",0,0,0
711000570,1711000570,מיכון,1,גמיש,0,"95,000",0,0,0
711000593,1711000593,השתת' בת.מיכון,3,גמיש,0,"78,518",0,0,0
711000596,1711000596,ת.ע. מוסך,0,גמיש,0,"3,036,611",0,0,0
711000740,1711000740,אחזקת מסופונים,1,גמיש,0,"140,000",0,0,0
711000750,1711000750,סקרים ופרוייקטים,1,גמיש,0,"591,800",0,0,0
711000780,1711000780,בטיחות,0,גמיש,0,"30,000",0,0,0
711000782,1711000782,תחרות חלונות ראוה,0,גמיש,0,0,0,0,0
711000794,1711000794,ת.ע. מחסן,1,קשיח,0,"4,624",0,0,0
711000795,1711000795,השתת. בת.ע. נגריה,1,גמיש,0,919,0,0,0
711000798,1711000798,השתת. בת.ע. תחזוקה,1,גמיש,0,"14,111",0,0,0
711000980,1711000980,שונות,1,גמיש,0,"1,800",0,0,0
712200110,1712200110,שכר,2,גמיש,0,"9,146,542",0,0,0
712200120,1712200120,תוספות,2,גמיש,0,"1,673,148",0,0,0
712200130,1712200130,ש.נ,3,גמיש,0,"105,966",0,0,0
712200140,1712200140,נקוי רחובות החזר הוצאות,2,גמיש,0,"1,282,747",0,0,0
712200181,1712200181,נקוי רחובות הפרשות סוציאל,2,גמיש,0,"3,123,210",0,0,0
712200210,1712200210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
712200391,1712200391,פנסיה,2,גמיש,0,0,0,0,0
712200510,1712200510,"אש""ל וכיבודים",0,גמיש,0,"60,000",0,0,0
712200596,1712200596,ת.ע. מוסך,0,גמיש,0,0,0,0,0
712200720,1712200720,חמרים,1,גמיש,0,"280,000",0,0,0
712200740,1712200740,כלים מכשירים וציוד,1,גמיש,0,"55,000",0,0,0
712200750,1712200750,תברואה- עב' קבלניות,1,גמיש,0,"26,000,000",0,0,0
712200751,1712200751,שכירת מטאטאים מכניים,0,גמיש,0,"4,600,000",0,0,0
712200753,1712200753,העסקת עובדים,1,גמיש,0,0,0,0,0
712200754,1712200754,תשלומי פצויים לעובדי שאנן,0,גמיש,0,0,0,0,0
712200780,1712200780,חלקי חילוף ואביזרים,1,גמיש,0,"28,000",0,0,0
712200794,1712200794,ת.ע. מחסן,1,קשיח,0,"19,996",0,0,0
712200795,1712200795,ת.ע. נגריה,0,גמיש,0,"4,137",0,0,0
712200798,1712200798,ת.ע. אחזקה,0,גמיש,0,"60,861",0,0,0
712300110,1712300110,שכר,2,גמיש,0,"18,404,628",0,0,0
712300120,1712300120,תוספות,2,גמיש,0,"9,481,172",0,0,0
712300130,1712300130,ש.נ,3,גמיש,0,"145,006",0,0,0
712300140,1712300140,אסוף ובעור אשפה החזר הוצא,2,גמיש,0,"2,732,809",0,0,0
712300181,1712300181,אסוף ובעור אשפה הפרשות סו,2,גמיש,0,"6,915,678",0,0,0
712300210,1712300210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
712300391,1712300391,פנסיה,2,גמיש,0,0,0,0,0
712300596,1712300596,ת.ע. מוסך,0,גמיש,0,"1,349,605",0,0,0
712300720,1712300720,חמרים,1,גמיש,0,"300,000",0,0,0
712300740,1712300740,כלים מכשירים וציוד,1,גמיש,0,"30,000",0,0,0
712300750,1712300750,פנוי פסלת גזום,1,גמיש,0,"3,100,000",0,0,0
712300751,1712300751,פנוי אשפה אפעל,0,גמיש,0,"1,350,000",0,0,0
712300752,1712300752,פינוי מכלים כתומים,0,גמיש,0,0,0,0,0
712300760,1712300760,שמוש במגרש אשפה,1,גמיש,0,0,0,0,0
712300794,1712300794,ת.ע. מחסן,1,קשיח,0,"25,428",0,0,0
712300795,1712300795,ת.ע. נגריה,0,גמיש,0,"5,172",0,0,0
712300798,1712300798,ת.ע. אחזקה,0,גמיש,0,"77,127",0,0,0
712300830,1712300830,אגוד ערים אשפה,1,גמיש,0,"22,800,000",0,0,0
712400110,1712400110,מינהלת הבורסה - שכר,0,קשיח,0,"379,247",0,0,0
712400120,1712400120,מינהלת הבורסה - תוספות,0,גמיש,0,"20,078",0,0,0
712400130,1712400130,מינהלת הבורסה - ש.נ,0,גמיש,0,"10,039",0,0,0
712400140,1712400140,מינהלת הבורסה -החזר הוצאו,0,גמיש,0,"72,504",0,0,0
712400181,1712400181,מינהלת הבורסה - הפרשות,0,גמיש,0,"139,429",0,0,0
712400210,1712400210,על תיקניים,0,גמיש,0,0,0,0,0
712400301,1712400301,ת.ע.לשכר העמסה,0,גמיש,0,"21,314",0,0,0
712400391,1712400391,פנסיה ופיצויים,0,גמיש,0,0,0,0,0
712400440,1712400440,בטוח,0,גמיש,0,"48,988",0,0,0
712400540,1712400540,דיוור ותקשורת,0,גמיש,0,"10,000",0,0,0
712400750,1712400750,מינהלת הבורסה - קבלניות,0,גמיש,0,"3,100,000",0,0,0
712400751,1712400751,נקיון משרדי בורסה וחרום,0,גמיש,0,"24,500",0,0,0
712400752,1712400752,בורסה - ארועים,0,גמיש,0,0,0,0,0
712400780,1712400780,הוצאות ארגוניות,0,גמיש,0,"7,500",0,0,0
712400794,1712400794,ת.ע. מחסן,0,גמיש,0,"2,312",0,0,0
712400795,1712400795,ת.ע. נגריה,0,גמיש,0,460,0,0,0
712400798,1712400798,ת.ע. אחזקה,0,גמיש,0,"7,109",0,0,0
712500434,1712500434,בתי שמוש צבוריים עבודות ק,1,גמיש,0,"295,000",0,0,0
712500750,1712500750,"שיפוץ בתי""ש ציבוריים",1,גמיש,0,"10,000",0,0,0
713000110,1713000110,שכר,2,גמיש,0,"2,844,352",0,0,0
713000120,1713000120,תוספות,2,גמיש,0,"256,549",0,0,0
713000130,1713000130,ש.נ,3,גמיש,0,"914,654",0,0,0
713000140,1713000140,פיקוח תברואי החזר הוצאות,2,גמיש,0,"501,945",0,0,0
713000181,1713000181,פיקוח תברואי הפרשות סוציא,2,גמיש,0,"1,204,667",0,0,0
713000210,1713000210,משכורות - על תיקניים,0,קשיח,0,0,0,0,0
713000391,1713000391,פנסיה,2,גמיש,0,0,0,0,0
714000110,1714000110,שכר,0,גמיש,0,"1,059,661",0,0,0
714000120,1714000120,תוספות,0,גמיש,0,"50,194",0,0,0
714000130,1714000130,שעות נוספות,0,גמיש,0,"156,161",0,0,0
714000140,1714000140,החזר הוצאות,0,גמיש,0,"138,314",0,0,0
714000181,1714000181,הפרשות,0,גמיש,0,"423,865",0,0,0
714000210,1714000210,על תיקני,0,גמיש,0,0,0,0,0
714000470,1714000470,ציוד משרדי,0,גמיש,0,"30,000",0,0,0
714000780,1714000780,שרותים וטרינריים,0,גמיש,0,"1,100,000",0,0,0
714000830,1714000830,אגוד ערים וטרינרי,0,גמיש,0,0,0,0,0
715200110,1715200110,שכר,2,גמיש,0,"446,173",0,0,0
715200120,1715200120,תוספות,2,גמיש,0,"25,655",0,0,0
715200130,1715200130,ש.נ,3,גמיש,0,"4,461",0,0,0
715200140,1715200140,הדברת מחלות מדבקות השכר ה,2,גמיש,0,"72,504",0,0,0
715200181,1715200181,הדברת מחלות מדבקות הפרשות,2,גמיש,0,"117,120",0,0,0
715200210,1715200210,על תיקני,0,גמיש,0,0,0,0,0
715200391,1715200391,פנסיה,2,גמיש,0,0,0,0,0
715200720,1715200720,חמרים,1,גמיש,0,"20,000",0,0,0
715200740,1715200740,כלים מכשירים וציוד,1,גמיש,0,"4,000",0,0,0
715200794,1715200794,ת.ע. מחסן,1,קשיח,0,0,0,0,0
715200795,1715200795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
715200798,1715200798,ת.ע. אחזקה,0,גמיש,0,108,0,0,0
715300110,1715300110,שכר,2,גמיש,0,0,0,0,0
715300120,1715300120,חשבון מהסבה,3,גמיש,0,0,0,0,0
715300130,1715300130,ש.נ,3,גמיש,0,0,0,0,0
715300140,1715300140,הדברת מזיקים החזר הוצאות,2,גמיש,0,0,0,0,0
715300181,1715300181,הדברת מזיקים הפרשות סוציא,2,גמיש,0,0,0,0,0
715300210,1715300210,על תיקני,0,גמיש,0,0,0,0,0
715300391,1715300391,פנסיה,2,גמיש,0,0,0,0,0
715300596,1715300596,ת.ע. מוסך,0,גמיש,0,"71,032",0,0,0
715300720,1715300720,חמרים,1,גמיש,0,"10,000",0,0,0
715300740,1715300740,כלים מכשירים וציוד,1,גמיש,0,"3,800",0,0,0
715300750,1715300750,הדברת דבורים,1,גמיש,0,"250,000",0,0,0
715300751,1715300751,הדברת מכרסמים,0,גמיש,0,"500,000",0,0,0
715300794,1715300794,השתת. בת.ע. מחסן,1,גמיש,0,925,0,0,0
715300795,1715300795,ת.ע. נגריה,0,גמיש,0,230,0,0,0
715300798,1715300798,ת.ע. אחזקה,0,גמיש,0,"2,693",0,0,0
721000110,1721000110,שכר,2,גמיש,0,"379,247",0,0,0
721000120,1721000120,תוספות,2,גמיש,0,"52,425",0,0,0
721000130,1721000130,ש.נ,3,גמיש,0,0,0,0,0
721000140,1721000140,החזר הוצאות,2,גמיש,0,"72,504",0,0,0
721000181,1721000181,הפרשות לצבירת זכויות סוצי,2,גמיש,0,"102,620",0,0,0
721000210,1721000210,משכורת-על תקני,0,גמיש,0,0,0,0,0
721000301,1721000301,תקציב עזר לשכר - העמסה,0,גמיש,0,"20,817",0,0,0
721000391,1721000391,פנסיה,2,גמיש,0,0,0,0,0
721000410,1721000410,שכירויות אגף ביטחון,0,גמיש,0,0,0,0,0
721000420,1721000420,תיקונים,3,גמיש,0,"3,000",0,0,0
721000430,1721000430,חשמל ומים,1,גמיש,0,"26,000",0,0,0
721000440,1721000440,ביטוח,1,גמיש,0,"60,932",0,0,0
721000450,1721000450,ריהוט והחזקתו,1,גמיש,0,0,0,0,0
721000470,1721000470,ציוד משרדי,1,גמיש,0,"14,000",0,0,0
721000510,1721000510,"נסיעות ואש""ל",1,גמיש,0,"3,000",0,0,0
721000520,1721000520,בטחון - ימי עיון,0,גמיש,0,0,0,0,0
721000540,1721000540,דיוור ותקשורת,1,גמיש,0,"140,000",0,0,0
721000550,1721000550,בטחון - פרסום,0,גמיש,0,0,0,0,0
721000570,1721000570,מיכון,1,גמיש,0,"10,000",0,0,0
721000593,1721000593,השתת' בת.מיכוו,3,גמיש,0,"5,982",0,0,0
721000596,1721000596,ת.ע. מוסך,0,גמיש,0,"710,318",0,0,0
721000740,1721000740,בטחון - כלים ומכשירים,0,גמיש,0,0,0,0,0
721000750,1721000750,הוצאות אבטחה,1,גמיש,0,"1,700,000",0,0,0
721000753,1721000753,"עובדי ""שאנן""",0,גמיש,0,0,0,0,0
721000760,1721000760,שיטור עירוני,0,גמיש,0,"380,000",0,0,0
721000780,1721000780,הוצאות אחרות,1,גמיש,0,0,0,0,0
721000781,1721000781,חרום- סקרים,0,גמיש,0,0,0,0,0
721000794,1721000794,השתת' בת.ע. מחסן,1,גמיש,0,"2,889",0,0,0
721000795,1721000795,השתת' בת.ע. נגריה,1,גמיש,0,575,0,0,0
721000798,1721000798,ת.ע. אחזקה,0,גמיש,0,"8,833",0,0,0
722100110,1722100110,שכר,3,גמיש,0,"78,080",0,0,0
722100120,1722100120,תוספות,3,גמיש,0,"10,039",0,0,0
722100130,1722100130,ש.נ,3,גמיש,0,0,0,0,0
722100140,1722100140,החזר הוצאות,3,גמיש,0,"9,481",0,0,0
722100181,1722100181,נילוות,3,גמיש,0,"20,636",0,0,0
722100391,1722100391,ת.ע. פנסיה,0,קשיח,0,0,0,0,0
722100440,1722100440,ביטוח,0,גמיש,0,"4,150",0,0,0
722100750,1722100750,נקיון משרדים,0,גמיש,0,0,0,0,0
722100780,1722100780,משמר אזרחי,1,גמיש,0,"195,000",0,0,0
722100794,1722100794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
722100795,1722100795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
722100798,1722100798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
723000110,1723000110,"שכר הג""א",0,שכר,0,0,0,0,0
723000120,1723000120,"הג""א - תוספות",0,גמיש,0,0,0,0,0
723000130,1723000130,"הג""א ש.נ",0,שכר,0,0,0,0,0
723000140,1723000140,"הג""א החזר הוצאות",0,שכר,0,0,0,0,0
723000181,1723000181,"הג""א הפרשות סוציאליות",0,שכר,0,0,0,0,0
723000310,1723000310,ת.ע. שכר,0,שכר,0,0,0,0,0
723000391,1723000391,ת.ע. פנסיה,0,קשיח,0,0,0,0,0
723000420,1723000420,אחז מחסן ציוד,1,גמיש,0,"45,000",0,0,0
723000430,1723000430,חשמל  ונקיון,1,גמיש,0,"450,000",0,0,0
723000440,1723000440,בטוח,1,גמיש,0,"26,013",0,0,0
723000441,1723000441,"הג""א - ימי עיון ודמי חבר",0,גמיש,0,0,0,0,0
723000540,1723000540,דיוור ותקשורת,1,גמיש,0,0,0,0,0
723000550,1723000550,פרסום,1,גמיש,0,0,0,0,0
723000740,1723000740,חומרים ושונות לחרום,0,גמיש,0,0,0,0,0
723000750,1723000750,הקמת מחסן חבל רמה,1,גמיש,0,0,0,0,0
723000780,1723000780,חדרי בקרה,1,גמיש,0,"40,000",0,0,0
723000782,1723000782,"חיוב הג""א ארצי",0,גמיש,0,0,0,0,0
723000794,1723000794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
723000795,1723000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
723000798,1723000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
723000810,1723000810,"השתתפות בהג""א ארצי",0,גמיש,0,"700,000",0,0,0
723000813,1723000813,"השתתפות בהוצ,הג""א בני ברק",0,גמיש,0,0,0,0,0
724000110,1724000110,שכר,2,גמיש,0,"462,382",0,0,0
724000120,1724000120,תוספות,2,גמיש,0,"10,275",0,0,0
724000130,1724000130,ש.נ,3,גמיש,0,"51,376",0,0,0
724000140,1724000140,כבוי אש החזר הוצאות,2,גמיש,0,"61,651",0,0,0
724000181,1724000181,כבוי אש הפרשות סוציאליות,2,גמיש,0,"123,302",0,0,0
724000210,1724000210,משכורת-על תקני,0,גמיש,0,0,0,0,0
724000301,1724000301,תקציב עזר לשכר - העמסה,0,גמיש,0,"24,323",0,0,0
724000391,1724000391,פנסיה,2,גמיש,0,0,0,0,0
724000420,1724000420,תקונים,1,גמיש,0,0,0,0,0
724000430,1724000430,מאור כח חימום מים,1,גמיש,0,0,0,0,0
724000440,1724000440,בטוח,1,גמיש,0,0,0,0,0
724000450,1724000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
724000470,1724000470,ציוד משרדי,3,גמיש,0,0,0,0,0
724000510,1724000510,"נסיעות ואש""ל",1,גמיש,0,0,0,0,0
724000522,1724000522,ספרות מקצועית,1,גמיש,0,0,0,0,0
724000523,1724000523,ימי עיון למוד והד,1,גמיש,0,0,0,0,0
724000540,1724000540,בולים טלפון ומברקי,1,גמיש,0,0,0,0,0
724000570,1724000570,מיכון ועיבוד נתונים,1,גמיש,0,0,0,0,0
724000593,1724000593,השתת' בת.מיכון,3,גמיש,0,0,0,0,0
724000710,1724000710,אחזקת רכב,0,גמיש,0,0,0,0,0
724000720,1724000720,חמרים,1,גמיש,0,0,0,0,0
724000740,1724000740,כלים מכשירים וציוד,1,גמיש,0,0,0,0,0
724000750,1724000750,נקיון משרדים,0,גמיש,0,0,0,0,0
724000780,1724000780,שונות,1,גמיש,0,0,0,0,0
724000794,1724000794,השתת. בת.ע. מחסן,1,גמיש,0,0,0,0,0
724000795,1724000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
724000798,1724000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
724000810,1724000810,תש' למשרד לבטחון פנים,0,גמיש,0,"14,000,000",0,0,0
724000930,1724000930,ציוד מכני,1,גמיש,0,0,0,0,0
725000110,1725000110,שכר בטיחות וגהות,3,גמיש,0,"105,966",0,0,0
725000120,1725000120,שכר בטיחות וגהות,3,גמיש,0,"11,155",0,0,0
725000130,1725000130,ש.נ,3,גמיש,0,0,0,0,0
725000140,1725000140,שכר בטיחות וגהות,3,גמיש,0,"8,366",0,0,0
725000181,1725000181,שכר בטיחות וגהות,3,גמיש,0,"25,655",0,0,0
725000210,1725000210,משכורת-על תקני,0,גמיש,0,0,0,0,0
725000391,1725000391,ת.ע. פנסיה,0,קשיח,0,0,0,0,0
725000422,1725000422,חומרים,0,גמיש,0,0,0,0,0
725000430,1725000430,"חשמל, מים וחומרי נקיון",0,גמיש,0,0,0,0,0
725000440,1725000440,ביטוח,0,גמיש,0,608,0,0,0
725000470,1725000470,ציוד משרדי,0,גמיש,0,0,0,0,0
725000520,1725000520,שבוע הבטיחות,0,גמיש,0,0,0,0,0
725000521,1725000521,ימי עיון,0,גמיש,0,"120,000",0,0,0
725000523,1725000523,דמי חבר,0,גמיש,0,"2,000",0,0,0
725000570,1725000570,מיחשוב ועיבוד נתונים,0,גמיש,0,"2,000",0,0,0
725000593,1725000593,השתת. בתקציב עזר מיכון,0,גמיש,0,897,0,0,0
725000780,1725000780,בטיחות וגהות_- סקר,1,קשיח,0,0,0,0,0
725000794,1725000794,השתת. בת.ע. מחסן,0,גמיש,0,0,0,0,0
725000795,1725000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
725000798,1725000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
726000780,1726000780,ועדת התגונות,1,גמיש,0,"60,000",0,0,0
727000120,1727000120,פיקוח עירוני ביגוד,0,גמיש,0,0,0,0,0
727000420,1727000420,פיקוח עירוני - תיקונים,0,גמיש,0,0,0,0,0
727000470,1727000470,פיקוח עירוני- ציוד משרדי,0,גמיש,0,0,0,0,0
727000510,1727000510,פיקוח עירוני-נסיעות ואשל,0,גמיש,0,0,0,0,0
727000540,1727000540,הוצ' תקשורת,0,גמיש,0,0,0,0,0
727000740,1727000740,פיקוח עירוני  - חומרים,0,גמיש,0,0,0,0,0
727000741,1727000741,פיקוח עירוני - ציוד בטיחות,0,גמיש,0,0,0,0,0
727000742,1727000742,פיקוח עירוני - מסופונים,0,גמיש,0,0,0,0,0
727000750,1727000750,פיקוח עירוני - הכשרות מקצועיות,0,גמיש,0,0,0,0,0
727000751,1727000751,פיקוח עירוני - איתור כתובות חי,0,גמיש,0,0,0,0,0
727000781,1727000781,פיקוח עירוני - נופש וימי כיף,0,גמיש,0,0,0,0,0
731000110,1731000110,שכר,2,גמיש,0,"6,357,962",0,0,0
731000120,1731000120,תוספות,2,גמיש,0,"407,133",0,0,0
731000130,1731000130,ש.נ,3,גמיש,0,"109,312",0,0,0
731000140,1731000140,משרד מהנדס הרשות החזר הוצ,2,גמיש,0,"1,003,889",0,0,0
731000181,1731000181,משרד מהנדס הרשות הפרשות ס,2,גמיש,0,"2,175,093",0,0,0
731000210,1731000210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
731000211,1731000211,העסקת עובדים מזדמנת,0,גמיש,0,0,0,0,0
731000301,1731000301,תקציב עזר לשכר - העמסה,0,גמיש,0,"344,893",0,0,0
731000310,1731000310,משכורת,0,גמיש,0,0,0,0,0
731000391,1731000391,פנסיה,2,גמיש,0,0,0,0,0
731000420,1731000420,תקונים,1,גמיש,0,"80,000",0,0,0
731000430,1731000430,חשמל ומים,1,גמיש,0,"751,416",0,0,0
731000440,1731000440,בטוח,1,גמיש,0,"76,721",0,0,0
731000450,1731000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
731000470,1731000470,ציוד משרדי,3,גמיש,0,"300,000",0,0,0
731000510,1731000510,"נסיעות ואש""ל",1,גמיש,0,"12,000",0,0,0
731000520,1731000520,עתונות וספרות מקצועית,1,גמיש,0,"7,000",0,0,0
731000523,1731000523,שונות דמי חבר,1,גמיש,0,"10,000",0,0,0
731000540,1731000540,דיוור ותקשורת,1,גמיש,0,"150,000",0,0,0
731000550,1731000550,פרסום,1,גמיש,0,"30,000",0,0,0
731000570,1731000570,מיכון_ועיבוד נתונים,1,גמיש,0,"165,000",0,0,0
731000593,1731000593,השתת' בת.מיכון,3,גמיש,0,"134,602",0,0,0
731000596,1731000596,ת.ע. מוסך,0,גמיש,0,"639,287",0,0,0
731000740,1731000740,כלים מכשירים וציוד,1,גמיש,0,"5,000",0,0,0
731000750,1731000750,מדידות ושמאות,1,גמיש,0,"350,000",0,0,0
731000751,1731000751,שרותי תה,0,גמיש,0,0,0,0,0
731000780,1731000780,התחדשות מתחם הבורסה,0,גמיש,0,0,0,0,0
731000794,1731000794,השתת. בת.ע. מחסן,1,גמיש,0,"2,774",0,0,0
731000795,1731000795,השתת. בת.ע. נגריה,1,גמיש,0,575,0,0,0
731000798,1731000798,השתת. בת.ע. תחזוקה,1,גמיש,0,"8,402",0,0,0
742000110,1742000110,שכר,2,גמיש,0,"2,565,494",0,0,0
742000120,1742000120,תוספות,2,גמיש,0,"167,314",0,0,0
742000130,1742000130,ש.נ,3,גמיש,0,"25,655",0,0,0
742000140,1742000140,דרכים ומדרכות החזר הוצאות,2,גמיש,0,"429,441",0,0,0
742000181,1742000181,דרכים ומדרכות הפרשות סוצי,2,גמיש,0,"853,306",0,0,0
742000210,1742000210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
742000301,1742000301,ת.ע. לשכר העמסה,0,גמיש,0,"138,638",0,0,0
742000391,1742000391,פנסיה,2,גמיש,0,0,0,0,0
742000440,1742000440,בטוח,1,גמיש,0,"20,648",0,0,0
742000450,1742000450,רהוט,1,גמיש,0,0,0,0,0
742000470,1742000470,ציוד משרדי,1,גמיש,0,0,0,0,0
742000510,1742000510,"נסיעות ואש""ל",1,גמיש,0,0,0,0,0
742000596,1742000596,ת.ע. מוסך,0,גמיש,0,"355,159",0,0,0
742000710,1742000710,הובלות והסעות,1,גמיש,0,0,0,0,0
742000720,1742000720,חמרים,1,גמיש,0,"52,000",0,0,0
742000740,1742000740,כלים מכשירים וציוד,1,גמיש,0,"7,000",0,0,0
742000750,1742000750,עבודות קבלניות,1,גמיש,0,"3,000",0,0,0
742000751,1742000751,תמרורים מוארים,0,גמיש,0,"195,000",0,0,0
742000794,1742000794,השתת. בת.ע. מחסן,1,גמיש,0,"1,040",0,0,0
742000795,1742000795,ת.ע. נגריה,0,גמיש,0,230,0,0,0
742000798,1742000798,ת.ע. אחזקה,0,גמיש,0,"3,016",0,0,0
743000110,1743000110,שכר,2,גמיש,0,"964,849",0,0,0
743000120,1743000120,תוספות,2,גמיש,0,"105,966",0,0,0
743000130,1743000130,ש.נ,3,גמיש,0,"172,892",0,0,0
743000140,1743000140,תאורת רחובות החזר הוצאות,2,גמיש,0,"223,086",0,0,0
743000181,1743000181,תאורת רחובות הפרשות סוציא,2,גמיש,0,"334,630",0,0,0
743000210,1743000210,משכורת - על תקני,0,גמיש,0,0,0,0,0
743000301,1743000301,ת.ע. לשכר העמסה,0,גמיש,0,"61,800",0,0,0
743000391,1743000391,פנסיה,2,גמיש,0,0,0,0,0
743000440,1743000440,ביטוח,0,גמיש,0,"133,099",0,0,0
743000470,1743000470,ציוד משרדי,0,גמיש,0,0,0,0,0
743000510,1743000510,"נסיעות ואש""ל",0,גמיש,0,"3,000",0,0,0
743000540,1743000540,דיוור ותקשורת,1,גמיש,0,"6,000",0,0,0
743000570,1743000570,מאור מיכון,0,גמיש,0,0,0,0,0
743000596,1743000596,העמסת הוצאות מוסך,0,גמיש,0,"497,223",0,0,0
743000720,1743000720,חמרים,1,גמיש,0,"50,000",0,0,0
743000740,1743000740,כלים מכשירים וציוד,1,גמיש,0,"16,000",0,0,0
743000750,1743000750,עבודות קבלניות,1,גמיש,0,0,0,0,0
743000751,1743000751,בדיקת חשבונות חשמל,0,גמיש,0,"60,000",0,0,0
743000770,1743000770,חשמל ומים לפעולות,1,גמיש,0,"5,700,000",0,0,0
743000794,1743000794,השתת. בת.ע. מחסן,1,גמיש,0,"6,357",0,0,0
743000795,1743000795,ת.ע. נגריה,0,גמיש,0,"1,264",0,0,0
743000798,1743000798,ת.ע. אחזקה,0,גמיש,0,"19,390",0,0,0
743000920,1743000920,הרחבת רשת המאור,1,גמיש,0,"35,000",0,0,0
744100110,1744100110,שכר,2,גמיש,0,0,0,0,0
744100120,1744100120,תוספות,2,גמיש,0,0,0,0,0
744100130,1744100130,ש.נ,3,גמיש,0,0,0,0,0
744100140,1744100140,תחזוקת רמזורים ואיי תנועה,2,גמיש,0,0,0,0,0
744100181,1744100181,תחזוקת רמזורים ואיי תנועה,2,גמיש,0,0,0,0,0
744100210,1744100210,משכורת על תקני,0,גמיש,0,0,0,0,0
744100391,1744100391,פנסיה,2,גמיש,0,0,0,0,0
744100440,1744100440,ביטוח,0,גמיש,0,"33,603",0,0,0
744100720,1744100720,דרכים והנדסה חמרים,1,גמיש,0,0,0,0,0
744100740,1744100740,כלים מכשירים וציוד,1,גמיש,0,0,0,0,0
744100750,1744100750,אחזקת רמזורים,1,גמיש,0,"1,250,000",0,0,0
744100770,1744100770,חשמל לרמזורים,0,גמיש,0,"220,000",0,0,0
744100780,1744100780,סקרים,1,גמיש,0,0,0,0,0
744100784,1744100784,"פעילות זה""ב",0,גמיש,0,0,0,0,0
744100794,1744100794,השתת. בת.ע. מחסן,1,גמיש,0,"1,618",0,0,0
744100795,1744100795,ת.ע. נגריה,0,גמיש,0,345,0,0,0
744100798,1744100798,ת.ע. אחזקה,0,גמיש,0,"4,847",0,0,0
745000110,1745000110,שכר,2,גמיש,0,0,0,0,0
745000120,1745000120,תוספות,2,גמיש,0,0,0,0,0
745000130,1745000130,ש.נ,3,גמיש,0,0,0,0,0
745000140,1745000140,"ביוב,תיעול וניקוז החזר הו",2,גמיש,0,0,0,0,0
745000181,1745000181,"ביוב,תיעול וניקוז הפרשות",2,גמיש,0,0,0,0,0
745000210,1745000210,על תיקני,0,גמיש,0,0,0,0,0
745000391,1745000391,פנסיה,2,גמיש,0,0,0,0,0
745000440,1745000440,ביטוח,0,גמיש,0,"38,968",0,0,0
745000750,1745000750,נקוי וצלום קווי תעול בעיר,1,גמיש,0,"50,000",0,0,0
745000751,1745000751,תחזוקת מכוני מי גשם,0,גמיש,0,"80,000",0,0,0
745000752,1745000752,נקיון תעלות פתוחות וקולטנים,0,גמיש,0,"910,000",0,0,0
745000753,1745000753,ציוד לימי גשם,0,גמיש,0,"16,000",0,0,0
745000754,1745000754,השלמת תוכנית אב לתעול,0,גמיש,0,0,0,0,0
745000755,1745000755,תחזוקה מונעת של רשת התעול,0,גמיש,0,"150,000",0,0,0
745000756,1745000756,תחזוקת שבר רשת תעול,0,גמיש,0,"60,000",0,0,0
745000794,1745000794,ת.ע. מחסן,0,גמיש,0,"1,849",0,0,0
745000795,1745000795,ת.ע. נגריה,0,גמיש,0,345,0,0,0
745000798,1745000798,ת.ע. אחזקה,0,גמיש,0,"5,709",0,0,0
745000830,1745000830,ניקוז-השתת'איגוד ערים,1,גמיש,0,"625,000",0,0,0
746100110,1746100110,שכר,2,גמיש,0,"2,453,950",0,0,0
