,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2015 ,   תקציב ישן   2014 ,   הוצאה בפועל 2013 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
32210,751,  32210/751/6,השתת' הסוכנות היהודית לאולפנים  ,"  250,000 ","  350,000 ","  464,566 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,921,  32210/921/6,השתתפות הממשלה חינוך למבוגרים   ,"  400,000 ","  300,000 ","  560,923 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,923,  32210/923/8,השתתפות הממשלה-תרבות תורנית     ,"  100,000 ","  100,000 ","  355,179 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32220,421,  32220/421/6,תרבות תורנית-הכנסות מפעילות כולל,"  100,000 ","  100,000 ","  276,790 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,423,  32220/423/8,יד לבנים-הכנסות מפעילות         ,  -   ,  -   ,"  264,967 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,425,  32220/425/1,מרכז עינב-הכנסות מפעולות תרבות  ,"  800,000 ","  800,000 ","  777,675 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,429,  32220/429/5,הכנסות מפעולות תרבות-כללי       ,  -   ,"  100,000 ","  78,540 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,591,  32220/591/5,הכנסות מקרנות-לחלוקת פרסים      ,"  35,000 ","  35,000 ","  36,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,921,  32220/921/3,השתת' מ.החינוך למוס' ואירועי תרב,"  55,000 ","  55,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,922,  32220/922/4,השתת' משרד התמ ס לפעולות תרבות ש,"  995,000 ","  1,125,000 ","  1,652,571 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32300,411,  32300/411/8,הכנסות מהספריה למוסיקה          ,"  5,000 ","  5,000 ","  3,973 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,412,  32300/412/9,השאלת ספרים בספריות             ,"  20,000 ","  20,000 ","  25,657 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,413,  32300/413/1,קנסות                           ,"  40,000 ","  30,000 ","  36,718 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,421,  32300/421/1,בית העיר- הכנסות                ,  -   ,"  300,000 ","  156,456 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,422,  32300/422/2,בית ביאליק-הכנסות מדמי כניסה    ,  -   ,"  300,000 ","  291,470 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,423,  32300/423/3,בית ביאליק-הכנסות מפעילות תרבות ,  -   ,"  200,000 ","  194,105 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,424,  32300/424/4,בית אריאלה-הכנסות מפעילות תרבות ,"  1,260,000 ","  1,260,000 ","  836,373 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,425,  32300/425/5,הכנסות ממכירת קטלוגים           ,"  10,000 ","  10,000 ","  8,992 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,426,  32300/426/6,הכנסות משימוש במאגרי מידע       ,"  30,000 ","  30,000 ","  31,414 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,427,  32300/427/7,הכנסות מדמי שימוש               ,"  100,000 ","  100,000 ","  129,142 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,920,  32300/920/6,השתתפות הממשלה לספריות          ,"  100,000 ","  100,000 ","  100,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32400,441,  32400/441/3,הכנסות מאגודות ספורט            ,  -   ,"  40,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,741,  32400/741/3,הכנסות מהטוטו לפעולות ספורט     ,  -   ,  -   ,"  10,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,921,  32400/921/5,השת' הממשלה לאגודות ספורט       ,"  190,000 ","  200,000 ","  32,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,922,  32400/922/6,השת' הממשלה - יוזמות בספורט     ,"  600,000 ","  600,000 ","  1,342,481 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,923,  32400/923/7,השת' הממשלה למועדוני ספורט בי ס ,"  200,000 ","  200,000 ","  200,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,925,  32400/925/9,השת' ממ' במרכזי מצוינות         ,"  200,000 ","  200,000 ","  180,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32800,921,  32800/921/6,השתת' הממשלה לפרויקטים שונים    ,  -   ,  -   ,"  119,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,328,הכנסות לנוער                      ,3280,הכנסות לנוער                      ,32800,הכנסות לנוער                      
,,,,"  5,490,000 ","  6,560,000 ","  8,164,992 ",,,"32 סה""כ",,,,,,,
33200,410,  33200/410/8,דמי טפול בתחנות לבריאות המשפחה  ,"  30,000 ","  30,000 ","  21,324 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,421,  33200/421/2,הכנסות ממשתתפים-בריאות בקהילה   ,"  30,000 ","  30,000 ","  19,375 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,940,  33200/940/2,השת' ממשלה בתחנות לבריאות המשפחה,"  9,200,000 ","  9,000,000 ","  8,440,359 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33600,410,  33600/410/9,אגרת שרותים בבתיה ס-בריאות השן  ,  -   ,  -   ,"  305,582 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,336,שרותי בריאות השן                  ,3360,שרותי בריאות השן                  ,33600,שרותי בריאות השן                  
33600,940,  33600/940/3,השתתפות הממשלה-בריאות השן       ,"  970,000 ","  900,000 ","  977,567 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,336,שרותי בריאות השן                  ,3360,שרותי בריאות השן                  ,33600,שרותי בריאות השן                  
33600,991,  33600/991/5,השתתפות הממשלה בטיפולי שינים לקש,"  100,000 ","  100,000 ","  92,448 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,336,שרותי בריאות השן                  ,3360,שרותי בריאות השן                  ,33600,שרותי בריאות השן                  
33700,940,  33700/940/1,השת' ממשלה-תכניות רווחה בבריאות ,"  20,000 ","  20,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,337,השת' ממשלה-רווחה ושיקום שכונות    ,3370,השת' ממשלה-רווחה ושיקום שכונות    ,33700,השת' ממשלה-רווחה ושיקום שכונות    
,,,,"  10,350,000 ","  10,080,000 ","  9,856,655 ",,,"33 סה""כ",,,,,,,
34200,421,  34200/421/1,הכנסות מיעוץ נישואין- אגף דרום  ,"  40,000 ","  35,000 ","  40,378 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,422,  34200/422/2,הכנסות מיעוץ נישואין-אגף מרכז   ,"  30,000 ","  30,000 ","  28,620 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,423,  34200/423/3,הכנסות מיעוץ נישואין-אגף מזרח   ,  -   ,  -   ,"  1,256 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,424,  34200/424/4,דמי רישום והדרכה -משפחתונים     ,"  65,000 ","  60,000 ","  66,724 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,425,  34200/425/5,השתתפות קשישים בארוחות          ,"  150,000 ","  150,000 ","  91,407 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,426,  34200/426/6,הכנסות מדמי שימוש בנכסי המינהל  ,"  60,000 ","  60,000 ","  58,011 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,428,  34200/428/8,השתתפות מטופלי סמים             ,"  100,000 ","  150,000 ","  113,460 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,429,  34200/429/9,השת' הקשיש בהוצ' מכירת נכסים    ,"  100,000 ","  200,000 ","  15,904 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,441,  34200/441/5,הכנסות מהרשות לשיקום האסיר      ,  -   ,  -   ,"  100,240 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,445,  34200/445/9,הכנסות מעמותות להעסקת בנות ש ל  ,  -   ,"  20,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,446,  34200/446/1,הכנסות מהרשות הארצית למלחמה בסמי,"  50,000 ","  50,000 ","  204,000 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,448,  34200/448/3,הכנסות למועדון מכורי סמים-מהרשות,"  115,000 ","  115,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34300,410,  34300/410/5,השתתפות הורים לטפול בילד ובנוער ,"  600,000 ","  600,000 ","  526,076 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,420,  34300/420/7,השת' קרובים בטיפול בזקן         ,"  1,500,000 ","  1,700,000 ","  1,830,174 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,430,  34300/430/9,גבייה מגופים-נדחי חב ס          ,"  30,000 ","  30,000 ","  34,934 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,440,  34300/440/2,השת' זקנים בהעסקת סמך מקצועי    ,"  50,000 ","  50,000 ","  47,032 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,450,  34300/450/4,השת' הורים בסידור מפגרים ונכים  ,"  1,700,000 ","  1,600,000 ","  1,656,027 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,460,  34300/460/6,השת' משפחות בהעסקת סמך מקצועי   ,"  10,000 ","  10,000 ","  4,472 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,480,  34300/480/1,השת' משפחות באחז'קשישים בג.השלוש,"  250,000 ","  300,000 ","  332,044 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,490,  34300/490/3,הכנסות שונות                    ,  -   ,"  10,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34510,931,  34510/931/9,שכר עבודה והוצאות מינהל         ,"  30,000,000 ","  30,000,000 ","  30,381,556 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה- כללי              ,34510,השתתפות הממשלה- כללי              
34510,932,  34510/932/1,השתת' לאבטחת מוסדות רווחה       ,"  100,000 ","  100,000 ","  104,406 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה- כללי              ,34510,השתתפות הממשלה- כללי              
34510,933,  34510/933/2,השתתפות לתוכנית תעסוקה          ,"  2,835,000 ","  3,780,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה- כללי              ,34510,השתתפות הממשלה- כללי              
34510,934,  34510/934/3,תכנית לחסרי מעמד                ,"  3,150,000 ",  -   ,  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה- כללי              ,34510,השתתפות הממשלה- כללי              
34520,931,  34520/931/6,משפחות במצוקה                   ,"  770,000 ","  770,000 ","  776,382 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,932,  34520/932/7,סיוע למשפחות עם ילדים           ,"  725,000 ","  725,000 ","  691,043 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,933,  34520/933/8,טיפול באלכוהוליסטים             ,"  450,000 ","  900,000 ","  432,519 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,934,  34520/934/9,טיפול בדרי רחוב                 ,"  1,790,000 ","  1,675,000 ","  1,851,405 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,935,  34520/935/1,תוכנית ארצית לטיפול בדרי רחוב   ,"  1,350,000 ","  1,350,000 ","  1,243,792 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,936,  34520/936/2,טיפול באלימות במשפחה            ,"  1,750,000 ","  1,750,000 ","  1,603,313 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,937,  34520/937/3,משפחות שכולות תאונות דרכים      ,"  180,000 ","  180,000 ","  190,019 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,938,  34520/938/4,תוכנית לטיפול בזנות ובסחר בנשים ,"  9,200,000 ","  5,430,000 ","  3,709,000 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,939,  34520/939/5,הוצ' אחרות לטיפול במשפחה        ,"  110,000 ","  125,000 ","  195,523 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34531,931,  34531/931/8,סידור ילדים בפנימיות            ,"  33,880,000 ","  34,770,000 ","  30,707,882 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,932,  34531/932/9,סידור במשפחות אמנה              ,"  1,275,000 ","  1,275,000 ","  1,243,928 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,933,  34531/933/1,סידור ילדים במעונות יום         ,"  11,170,000 ","  11,320,000 ","  9,667,664 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,934,  34531/934/2,משפחתונים-ילדי נשים עובדות      ,"  2,150,000 ","  2,150,000 ","  2,053,731 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,935,  34531/935/3,סידור ילדים במפתנים             ,"  950,000 ","  950,000 ","  741,515 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,938,  34531/938/6,תוכנית ביתית לקהילה האתיופית    ,"  210,000 ","  220,000 ","  206,877 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34532,791,  34532/791/1,השת' האג' לק.החינוך-תוכ'-יש מצב ,  -   ,  -   ,"  353,147 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,931,  34532/931/4,מרכז חרום לילדים בסיכון         ,"  75,000 ","  300,000 ","  182,555 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,932,  34532/932/5,יצירת קשר הורים וילדים          ,"  435,000 ","  450,000 ","  409,441 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,933,  34532/933/6,מועדוניות משותפות               ,"  930,000 ","  900,000 ","  985,735 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,934,  34532/934/7,טיפול בילד בקהילה               ,"  2,240,000 ","  1,980,000 ","  1,852,580 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,935,  34532/935/8,מרכז הורים וילדים               ,"  485,000 ","  480,000 ","  537,072 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,936,  34532/936/9,טיפול בנוער ובצעירים            ,"  2,270,000 ","  2,290,000 ","  1,405,560 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,939,  34532/939/3,השת' לתכ' לאומית לילדים בסיכון  ,"  1,330,000 ","  1,330,000 ","  990,937 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34532,961,  34532/961/1,השתת' משרד התמ ת למשפחתונים     ,"  260,000 ","  250,000 ","  263,200 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34532,טיפול בילד ובנוער               ונ
34540,931,  34540/931/9,מסגרות יומיות לזקן              ,"  2,100,000 ","  2,070,000 ","  2,072,496 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34540,932,  34540/932/1,עזרה לקשיש                      ,"  185,000 ","  185,000 ","  559,214 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34540,933,  34540/933/2,החזקת קשישים במוסדות)+ג.השלושה( ,"  13,040,000 ","  13,970,000 ","  12,993,005 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34540,934,  34540/934/3,מועדונים לקשישים                ,"  560,000 ","  400,000 ","  451,880 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34540,935,  34540/935/4,דיור תומך                       ,"  525,000 ","  525,000 ","  685,009 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34540,936,  34540/936/5,טיפול בזקן בקהילה               ,"  1,570,000 ","  1,645,000 ","  1,522,430 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3454,טיפול בקשיש                     ונ,34540,טיפול בקשיש                     ונ
34551,931,  34551/931/2,סידור מפגרים במוסדות ממשלתיים   ,"  17,615,000 ","  17,990,000 ","  17,707,029 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
