 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
73521,126,  73521/126/9,1735211269,הבראה                           ,52000,30000,43022,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73521,הנהלת מח' רישוי בניה              
73521,127,  73521/127/1,1735211271,השתתפות באחזקת רכב-5            ,214000,91000,185804,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73521,הנהלת מח' רישוי בניה              
73521,130,  73521/130/5,1735211305,תשלומים מיוחדים                 ,337000,215000,321255,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73521,הנהלת מח' רישוי בניה              
73521,181,  73521/181/7,1735211817,מיסים וביטוח לאומי              ,183000,120000,173720,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73521,הנהלת מח' רישוי בניה              
73521,182,  73521/182/8,1735211828,קופות גמל והשתלמות              ,166000,33000,142522,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73521,הנהלת מח' רישוי בניה              
73522,110,  73522/110/6,1735221106,משכורת כוללת                    ,2060000,2474000,1781165,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,124,  73522/124/3,1735221243,החזר הוצאות                     ,167000,203000,137737,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,126,  73522/126/5,1735221265,הבראה                           ,140000,200000,108398,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,127,  73522/127/6,1735221276,השתתפות באחזקת רכב-13           ,546000,891000,425765,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,130,  73522/130/1,1735221301,תשלומים מיוחדים                 ,561000,1020000,597211,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,181,  73522/181/3,1735221813,מיסים וביטוח לאומי              ,450000,601000,394515,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73522,182,  73522/182/4,1735221824,קופות גמל והשתלמות              ,491000,852000,375087,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73522,צוותי מתאמי ומהנדסי רישוי בניה    
73523,110,  73523/110/2,1735231102,א. משכורת ושכר לעובדים          ,845000,828000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,124,  73523/124/8,1735231248,החזר הוצאות                     ,66000,65000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,126,  73523/126/1,1735231261,הבראה                           ,98000,97000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,127,  73523/127/2,1735231272,השתתפות באחזקת רכב-15           ,552000,545000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,130,  73523/130/6,1735231306,תשלומים מיוחדים                 ,520000,550000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,181,  73523/181/8,1735231818,מיסים וביטוח לאומי              ,269000,262000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73523,182,  73523/182/9,1735231829,קופות גמל והשתלמות              ,581000,550000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7352,מחלקת רשוי בניה                   ,73523,מכון הרישוי העירוני               
73531,110,  73531/110/7,1735311107,משכורת כוללת                    ,745000,822000,733489,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,124,  73531/124/4,1735311244,החזר הוצאות                     ,41000,47000,40440,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,126,  73531/126/6,1735311266,הבראה                           ,39000,46000,39136,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,127,  73531/127/7,1735311277,השתתפות באחזקת רכב-3            ,162000,234000,160167,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,130,  73531/130/2,1735311302,תשלומים מיוחדים                 ,235000,308000,263892,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,181,  73531/181/4,1735311814,מיסים וביטוח לאומי              ,158000,183000,165112,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73531,182,  73531/182/5,1735311825,קופות גמל והשתלמות              ,137000,194000,132658,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73531,הנהלה ושרותים מנהליים             
73532,110,  73532/110/3,1735321103,משכורת כוללת                    ,2499000,2276000,2189884,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,124,  73532/124/9,1735321249,החזר הוצאות                     ,121000,98000,89031,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,126,  73532/126/2,1735321262,הבראה                           ,142000,137000,124063,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,127,  73532/127/3,1735321273,השתתפות באחזקת רכב-22           ,708000,764000,647813,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,130,  73532/130/7,1735321307,תשלומים מיוחדים                 ,1081000,1008000,977909,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,181,  73532/181/9,1735321819,מיסים וביטוח לאומי              ,589000,538000,532352,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,182,  73532/182/1,1735321821,קופות גמל והשתלמות              ,523000,526000,431356,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,531,  73532/531/2,1735325312,אחזקת רכב                       ,4000,7000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,533,  73532/533/4,1735325334,שכירת רכב ורכב עירוני           ,285000,285000,264843,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,534,  73532/534/5,1735325345,דלק ושמן                        ,6000,6000,5511,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73532,751,  73532/751/3,1735327513,סיוע למפקחי בניה                ,51000,51000,27925,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73532,פיקוח על הבניה                    
73533,110,  73533/110/8,1735331108,משכורת כוללת                    ,388000,369000,345697,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,124,  73533/124/5,1735331245,החזר הוצאות                     ,37000,37000,35754,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,126,  73533/126/7,1735331267,הבראה                           ,25000,23000,22605,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,127,  73533/127/8,1735331278,השתתפות באחזקת רכב-3            ,112000,125000,107305,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,130,  73533/130/3,1735331303,תשלומים מיוחדים                 ,191000,194000,184657,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,181,  73533/181/5,1735331815,מיסים וביטוח לאומי              ,98000,94000,92178,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73533,182,  73533/182/6,1735331826,קופות גמל והשתלמות              ,76000,79000,65256,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7353,פיקוח בניה                        ,73533,מדור מבנים מסוכנים                
73540,110,  73540/110/8,1735401108,משכורת כוללת                    ,1989000,1617000,1676381,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,124,  73540/124/5,1735401245,החזר הוצאות                     ,202000,183000,201577,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,126,  73540/126/7,1735401267,הבראה                           ,147000,122000,134978,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,127,  73540/127/8,1735401278,השתתפות באחזקת רכב - 5          ,392000,254000,365914,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,130,  73540/130/3,1735401303,תשלומים מיוחדים                 ,479000,416000,533778,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,181,  73540/181/5,1735401815,מיסים וביטוח לאומי              ,430000,338000,393567,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,182,  73540/182/6,1735401826,קופות גמל והשתלמות              ,508000,359000,457478,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,230,  73540/230/6,1735402306,משימות חולפות-2.0               ,114000,100000,200844,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,751,  73540/751/8,1735407518,שירותי גניזה                    ,65000,65000,105000,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,754,  73540/754/2,1735407542,צילום מסמכים בגנזך הטכני        ,390000,390000,390107,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,782,  73540/782/6,1735407826,תיקים לתיקיית הגנזך             ,35000,35000,32277,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73540,783,  73540/783/7,1735407837,תיקי מידע הגשה                  ,30000,30000,24002,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,735,אגף רשוי ופקוח בניה               ,7354,מחלקת בקרה ותיעוד                 ,73540,מחלקת בקרה ותיעוד                 
73610,110,  73610/110/6,1736101106,משכורת כוללת                    ,851000,842000,763040,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,124,  73610/124/3,1736101243,החזר הוצאות                     ,37000,36000,33156,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,126,  73610/126/5,1736101265,הבראה                           ,38000,36000,34524,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,127,  73610/127/6,1736101276,השתתפות באחזקת רכב-6            ,110000,129000,111889,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,130,  73610/130/1,1736101301,תשלומים מיוחדים                 ,154000,150000,158942,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,181,  73610/181/3,1736101813,מיסים וביטוח לאומי              ,160000,155000,143828,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,182,  73610/182/4,1736101824,קופות גמל והשתלמות              ,143000,76000,94108,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,310,  73610/310/3,1736103103,שעות נוספות רשומות              ,47000,46000,45064,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,531,  73610/531/5,1736105315,אחזקת רכב                       ,24000,25000,22373,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,532,  73610/532/6,1736105326,ביטוח רכב                       ,19000,18000,16576,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,533,  73610/533/7,1736105337,שכירת רכב ורכב עירוני           ,52000,52000,34790,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,534,  73610/534/8,1736105348,דלק ושמן                        ,45000,45000,23741,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,691,  73610/691/2,1736106912,מערכות מידע ומחשוב              ,780000,700000,681394,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,781,  73610/781/3,1736107813,רכישת תיקים לגנזך               ,40000,40000,17399,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,782,  73610/782/4,1736107824,ביקורת איזו                     ,10000,10000, -   ,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73610,783,  73610/783/5,1736107835,חוברות ופרסומי מידע             ,50000,80000,64447,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7361,הנהלה ושרותים מינהליים            ,73610,הנהלה ושרותים מינהליים            
73620,110,  73620/110/3,1736201103,משכורת כוללת                    ,906000,875000,889601,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,124,  73620/124/9,1736201249,החזר הוצאות                     ,86000,76000,78238,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,126,  73620/126/2,1736201262,הבראה                           ,65000,61000,60121,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,127,  73620/127/3,1736201273,השתתפות באחזקת רכב-5            ,385000,215000,118313,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,130,  73620/130/7,1736201307,תשלומים מיוחדים                 ,248000,239000,255658,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,181,  73620/181/9,1736201819,מיסים וביטוח לאומי              ,219000,184000,182559,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73620,182,  73620/182/1,1736201821,קופות גמל והשתלמות              ,218000,199000,202065,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7362,מחלקת רישוי עסקים                 ,73620,מחלקת רשוי עסקים                  
73630,110,  73630/110/9,1736301109,משכורת כוללת                    ,792000,764000,687901,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,124,  73630/124/6,1736301246,החזר הוצאות                     ,75000,76000,70088,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,126,  73630/126/8,1736301268,הבראה                           ,41000,42000,41595,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,127,  73630/127/9,1736301279,השתתפות באחזקת רכב-8            ,184000,175000,171257,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,130,  73630/130/4,1736301304,תשלומים מיוחדים                 ,267000,265000,283313,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,181,  73630/181/6,1736301816,מיסים וביטוח לאומי              ,176000,166000,163101,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73630,182,  73630/182/7,1736301827,קופות גמל והשתלמות              ,167000,236000,156847,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7363,מחלקת בקורת עסקים                 ,73630,מחלקת בקורת עסקים                 
73640,110,  73640/110/6,1736401106,משכורת כוללת                    ,1326000,1043000,1102225,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,124,  73640/124/3,1736401243,החזר הוצאות                     ,101000,81000,88167,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,126,  73640/126/5,1736401265,הבראה                           ,71000,63000,64102,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,127,  73640/127/6,1736401276,השתתפות באחזקת רכב-4            ,277000,233000,261138,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,130,  73640/130/1,1736401301,תשלומים מיוחדים                 ,417000,358000,385241,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,181,  73640/181/3,1736401813,מיסים וביטוח לאומי              ,284000,223000,242837,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
73640,182,  73640/182/4,1736401824,קופות גמל והשתלמות              ,295000,256000,236560,7,שרותים מקומיים                    ,73,מינהל הנדסה                       ,736,אגף רשוי עסקים                    ,7364,מח' רישוי הנדסי לעסקים            ,73640,מחלקת רישוי הנדסי לעסקים          
,,,,,71340000,69710000,60618094,,,"73 סה""כ",,,,,,,
74111,110,  74111/110/2,1741111102,משכורת כוללת                    ,2189000,2274000,2128316,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,124,  74111/124/8,1741111248,החזר הוצאות                     ,73000,78000,74877,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,126,  74111/126/1,1741111261,הבראה                           ,74000,71000,68534,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,127,  74111/127/2,1741111272,השתתפות באחזקת רכב-10           ,251000,251000,249666,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,130,  74111/130/6,1741111306,תשלומים מיוחדים                 ,237000,234000,252080,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,170,  74111/170/5,1741111705,סעיף שאינו חוזר                 , -   , -   ,21611,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,181,  74111/181/8,1741111818,מיסים וביטוח לאומי              ,366000,365000,364916,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,182,  74111/182/9,1741111829,קופות גמל והשתלמות              ,410000,197000,258804,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,412,  74111/412/4,1741114124,מיסים ואגרות                    ,2000,10000,758,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,531,  74111/531/1,1741115311,אחזקת רכב                       ,8000,8000,1601,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,533,  74111/533/3,1741115333,שכירת רכב                       ,144000,143000,126732,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,534,  74111/534/4,1741115344,דלק ושמן                        ,42000,40000,51267,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
