,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציבי,שם סעיף                         ,   תקציב חדש   2011 ,תקן חדש 2011,   תקציב ישן   2010 ,תקן ישן 2010,   הוצאה בפועל 2009 ,מספר חלק,שם חלק                            ,מספר פרק,שם פרק                            ,מספר פרק משנה,שם פרק משנה                       ,מספר פרק עזר,שם פרק עזר                        ,מספר פרק עזר משנה,שם פרק עזר משנה                   
31800,927,31800/927/4,לב יפו - ס' שאינו חוזר          ,  -   ,0,  -   ,0,"  36,537 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,928,31800/928/5,שכונת עזרא - ס' שאינו חוזר      ,  -   ,0,  -   ,0,"  23,271 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,929,31800/929/6,דרום מזרח העיר- ס' שאינו חוזר   ,  -   ,0,  -   ,0,"  93,109 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31800,980,31800/980/9,תוכנית תנופה                    ,"  220,000 ",0,"  220,000 ",0,"  214,202 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,318,תכניות רווחה ושיקום שכונות        ,3180,תכניות רווחה ושיקום שכונות        ,31800,תכניות רווחה ושיקום שכונות        
31900,921,31900/921/5,קרית שלום - ס' שאינו חוזר       ,  -   ,0,  -   ,0,"  -23,036 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,923,31900/923/7,נוה גולן - ס' שאינו חוזר        ,  -   ,0,  -   ,0,"  -2,746 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,926,31900/926/1,יפו ד' - ס' שאינו חוזר          ,  -   ,0,  -   ,0,"  -12,087 ",3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
31900,929,31900/929/4,השתת' משה ח לתוכנית לאומית לילדי,"  1,670,000 ",0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,31,חינוך                             ,319,תוכניות רווחה בחינוך              ,3190,תוכניות רווחה בחינוך              ,31900,תוכניות רווחה בחינוך              
,,,,"  302,820,000 ",0,"  301,980,000 ",0,"  300,394,738 ",,,"31 סה""כ",,,,,,,
32210,751,32210/751/6,השתת' הסוכנות היהודית לאולפנים  ,"  150,000 ",0,"  150,000 ",0,"  357,185 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,921,32210/921/6,השתתפות הממשלה חינוך למבוגרים   ,"  300,000 ",0,"  500,000 ",0,"  391,016 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32210,923,32210/923/8,השתתפות הממשלה-תרבות תורנית     ,"  50,000 ",0,"  50,000 ",0,"  108,700 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3221,מרכזי השכלה                       ,32210,מרכזי השכלה                       
32220,421,32220/421/6,תרבות תורנית-הכנסות ממופעים ואיר,"  50,000 ",0,"  23,000 ",0,"  273,085 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,422,32220/422/7,תרבות תורנית- הכנסות מפעילות    ,"  10,000 ",0,"  7,000 ",0,"  7,200 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,423,32220/423/8,יד לבנים-הכנסות מפעילות         ,"  300,000 ",0,"  200,000 ",0,"  301,138 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,424,32220/424/9,יד לבנים-הכנסות מתיאטרון אנגלי  ,"  50,000 ",0,"  50,000 ",0,"  25,510 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,425,32220/425/1,מרכז עינב-הכנסות מפעולות תרבות  ,"  800,000 ",0,"  650,000 ",0,"  865,124 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,426,32220/426/2,תרבות תורנית-הכנסות מפעולות לשכו,"  10,000 ",0,"  10,000 ",0,"  11,230 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,429,32220/429/5,הכנסות מפעולות תרבות-כללי       ,"  50,000 ",0,  -   ,0,"  218,736 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,591,32220/591/5,הכנסות מקרנות-לחלוקת פרסים      ,"  110,000 ",0,"  120,000 ",0,"  18,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,741,32220/741/1,השתתפות מפעל הפיס לאירועי תרבות ,  -   ,0,  -   ,0,"  15,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,921,32220/921/3,השת' למוסדות תרבות שונים        ,  -   ,0,  -   ,0,"  64,476 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32220,922,32220/922/4,השתת' משרד התמ ס לפעולות תרבות ש,"  840,000 ",0,  -   ,0,"  1,323,968 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,322,הכנסות לפעולות תרבות              ,3222,פעולות תרבות כלליות               ,32220,פעולות תרבות כלליות               
32300,411,32300/411/8,הכנסות מהספריה למוסיקה          ,"  5,000 ",0,  -   ,0,"  7,732 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,412,32300/412/9,השאלת ספרים בספריות             ,"  5,000 ",0,  -   ,0,"  12,625 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,413,32300/413/1,קנסות                           ,"  20,000 ",0,"  20,000 ",0,"  30,177 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,421,32300/421/1,בית העיר- הכנסות                ,"  300,000 ",0,"  400,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,422,32300/422/2,בית ביאליק-הכנסות מדמי כניסה    ,"  300,000 ",0,"  200,000 ",0,"  430,301 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,423,32300/423/3,בית ביאליק-הכנסות מפעילות תרבות ,"  200,000 ",0,"  200,000 ",0,"  235,064 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,424,32300/424/4,בית אריאלה-הכנסות מפעילות תרבות ,"  1,260,000 ",0,"  1,260,000 ",0,"  1,252,651 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,425,32300/425/5,הכנסות ממכירת קטלוגים           ,"  10,000 ",0,"  10,000 ",0,"  9,085 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,426,32300/426/6,הכנסות משימוש במאגרי מידע       ,"  50,000 ",0,"  50,000 ",0,"  68,566 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,427,32300/427/7,הכנסות מדמי שימוש               ,"  100,000 ",0,"  100,000 ",0,"  77,850 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32300,920,32300/920/6,השתתפות הממשלה לספריות          ,"  100,000 ",0,  -   ,0,"  100,000 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,323,ספריות ובתי תרבות                 ,3230,ספריות ובתי תרבות                 ,32300,ספריות ובתי תרבות                 
32400,441,32400/441/3,הכנסות מאגודות ספורט            ,"  40,000 ",0,"  40,000 ",0,"  19,561 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,922,32400/922/6,השת' הממשלה - יוזמות בספורט     ,"  400,000 ",0,"  400,000 ",0,"  815,516 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,923,32400/923/7,השת' הממשלה למועדוני ספורט בי ס ,"  200,000 ",0,"  200,000 ",0,"  158,604 ",3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32400,925,32400/925/9,השת' ממ' במרכזי מצוינות         ,"  120,000 ",0,"  120,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,324,השתתפות בספורט                    ,3240,השתתפות בספורט                    ,32400,השתתפות בספורט                    
32800,441,32800/441/4,השתתפות מוסדות ורשויות          ,  -   ,0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,328,הכנסות לנוער                      ,3280,הכנסות לנוער                      ,32800,הכנסות לנוער                      
32800,921,32800/921/6,השת' ממשלה בפרוייקטים שונים     ,  -   ,0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,32,תרבות                             ,328,הכנסות לנוער                      ,3280,הכנסות לנוער                      ,32800,הכנסות לנוער                      
,,,,"  5,830,000 ",0,"  4,760,000 ",0,"  7,198,100 ",,,"32 סה""כ",,,,,,,
33200,410,33200/410/8,דמי טפול בתחנות לבריאות המשפחה  ,"  50,000 ",0,"  1,900,000 ",0,"  2,127,763 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,421,33200/421/2,הכנסות ממשתתפים-בריאות בקהילה   ,"  40,000 ",0,"  40,000 ",0,"  39,880 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,422,33200/422/3,הכנסות מגביה מרפ' שיניים לקשיש  ,  -   ,0,"  250,000 ",0,"  292,529 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,490,33200/490/6,הכנסות שונות                    ,"  5,000 ",0,"  5,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33200,940,33200/940/2,השת' ממשלה בתחנות לבריאות המשפחה,"  8,700,000 ",0,"  6,200,000 ",0,"  6,502,850 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,332,תחנות לבריאות המשפחה ושרותי בריאוך,3320,תחנות לבריאות המשפחה ושרותי בריאוך,33200,תחנות לבריאות המשפחה ושרותי בריאוך
33300,410,33300/410/6,דמי טיפול במרפאות מעקב          ,"  15,000 ",0,"  15,000 ",0,"  16,795 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,333,מרפאות מעקב אחר לידה              ,3330,מרפאות מעקב אחר לידה              ,33300,מרפאות מעקב אחר לידה              
33600,410,33600/410/9,אגרת שרותים בבתיה ס-בריאות השן  ,"  735,000 ",0,"  935,000 ",0,"  1,566,538 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,336,שרותי בריאות השן                  ,3360,שרותי בריאות השן                  ,33600,שרותי בריאות השן                  
33600,940,33600/940/3,השתתפות הממשלה-בריאות השן       ,"  1,775,000 ",0,"  1,575,000 ",0,"  1,548,000 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,336,שרותי בריאות השן                  ,3360,שרותי בריאות השן                  ,33600,שרותי בריאות השן                  
33700,940,33700/940/1,השת' ממשלה-תכניות רווחה בבריאות ,"  20,000 ",0,"  30,000 ",0,"  10,150 ",3,תקבולים משרותים ממלכתיים          ,33,בריאות                            ,337,השת' ממשלה-רווחה ושיקום שכונות    ,3370,השת' ממשלה-רווחה ושיקום שכונות    ,33700,השת' ממשלה-רווחה ושיקום שכונות    
,,,,"  11,340,000 ",0,"  10,950,000 ",0,"  12,104,505 ",,,"33 סה""כ",,,,,,,
34200,421,34200/421/1,הכנסות מיעוץ נישואין- אגף דרום  ,"  35,000 ",0,"  35,000 ",0,"  27,795 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,422,34200/422/2,הכנסות מיעוץ נישואין-אגף מרכז   ,"  20,000 ",0,"  20,000 ",0,"  23,696 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,423,34200/423/3,הכנסות מיעוץ נישואין-אגף מזרח   ,"  5,000 ",0,"  5,000 ",0,"  2,624 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,424,34200/424/4,דמי רישום והדרכה -משפחתונים     ,"  55,000 ",0,"  55,000 ",0,"  65,375 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,425,34200/425/5,השתתפות קשישים בארוחות          ,"  150,000 ",0,"  150,000 ",0,"  138,049 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,428,34200/428/8,השתתפות מטופלי סמים             ,"  150,000 ",0,"  150,000 ",0,"  119,835 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,429,34200/429/9,השת' הקשיש בהוצ' מכירת נכסים    ,"  300,000 ",0,"  300,000 ",0,"  177,386 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,441,34200/441/5,הכנסות מהרשות לשיקום האסיר      ,  -   ,0,"  100,000 ",0,"  100,000 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,445,34200/445/9,הכנסות מעמותות להעסקת בנות ש ל  ,"  50,000 ",0,"  50,000 ",0,"  44,701 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,446,34200/446/1,הכנסות מהרשות הארצית למלחמה בסמי,"  50,000 ",0,"  50,000 ",0,"  97,500 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,448,34200/448/3,הכנסות למועדון מכורי סמים-מהרשות,"  115,000 ",0,"  115,000 ",0,  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34200,591,34200/591/9,הכנסות מקרנות                   ,  -   ,0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,342,הכנסות מפעו' המנהל לשירותים חבר'  ,3420,הכנסות מפעו' המנהל לשירותים חבר'  ,34200,הכנסות מפעו' המנהל לשירותים חבר'  
34300,410,34300/410/5,השתתפות הורים לטפול בילד ובנוער ,"  600,000 ",0,"  600,000 ",0,"  575,792 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,420,34300/420/7,השת' קרובים בטיפול בזקן         ,"  2,200,000 ",0,"  2,200,000 ",0,"  2,635,528 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,430,34300/430/9,גבייה מגופים-נדחי חב ס          ,"  40,000 ",0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,440,34300/440/2,השת' זקנים בהעסקת סמך מקצועי    ,"  150,000 ",0,"  150,000 ",0,"  114,552 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,450,34300/450/4,השת' הורים בסידור מפגרים ונכים  ,"  1,400,000 ",0,"  1,200,000 ",0,"  1,292,003 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,460,34300/460/6,השת' משפחות בהעסקת סמך מקצועי   ,"  10,000 ",0,"  10,000 ",0,"  9,115 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,480,34300/480/1,השת' משפחות באחז'קשישים בג.השלוש,"  1,000,000 ",0,"  1,200,000 ",0,"  951,086 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34300,490,34300/490/3,הכנסות שונות                    ,"  10,000 ",0,"  10,000 ",0,"  10,457 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,343,הכנסות מטפול בילד  בנער ובזקן     ,3430,הכנסות מטפול בילד  בנער ובזקן     ,34300,הכנסות מטפול בילד  בנער ובזקן     
34510,931,34510/931/9,שכר עבודה והוצאות מינהל         ,"  24,000,000 ",0,"  24,200,000 ",0,"  23,477,425 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה-שכר עבודה          ,34510,השתתפות הממשלה-שכר עבודה          
34510,932,34510/932/1,השתת' לאבטחת מוסדות רווחה       ,"  115,000 ",0,  -   ,0,  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3451,השתתפות הממשלה-שכר עבודה          ,34510,השתתפות הממשלה-שכר עבודה          
34520,931,34520/931/6,משפחות במצוקה                   ,"  770,000 ",0,"  770,000 ",0,"  978,700 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,932,34520/932/7,סיוע למשפחות עם ילדים           ,"  725,000 ",0,"  725,000 ",0,"  778,011 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,933,34520/933/8,טיפול באלכוהוליסטים             ,"  520,000 ",0,"  520,000 ",0,"  785,342 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,934,34520/934/9,טיפול בדרי רחוב                 ,"  1,020,000 ",0,"  1,000,000 ",0,"  834,097 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,935,34520/935/1,תוכנית ארצית לטיפול בדרי רחוב   ,"  830,000 ",0,"  645,000 ",0,"  1,017,518 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,936,34520/936/2,טיפול באלימות במשפחה            ,"  1,225,000 ",0,"  1,225,000 ",0,"  1,555,988 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,937,34520/937/3,משפחות שכולות תאונות דרכים      ,"  150,000 ",0,"  150,000 ",0,"  29,616 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,938,34520/938/4,תוכנית לטיפול בזנות             ,"  3,360,000 ",0,"  3,140,000 ",0,"  2,776,884 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,939,34520/939/5,הוצ' אחרות לטיפול במשפחה        ,"  125,000 ",0,"  300,000 ",0,"  338,972 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34520,950,34520/950/9,השתת' מש' הקליטה בטיפול בדרי רחו,  -   ,0,"  100,000 ",0,"  91,686 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3452,טיפול במשפחה                    ונ,34520,טיפול במשפחה                    ונ
34531,931,34531/931/8,סידור ילדים בפנימיות            ,"  29,060,000 ",0,"  27,300,000 ",0,"  26,168,514 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,932,34531/932/9,סידור במשפחות אמנה              ,"  1,160,000 ",0,"  1,160,000 ",0,"  1,134,317 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,933,34531/933/1,סידור ילדים במעונות יום         ,"  8,780,000 ",0,"  8,210,000 ",0,"  7,676,303 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,934,34531/934/2,משפחתונים-ילדי נשים עובדות      ,"  1,450,000 ",0,"  1,400,000 ",0,"  1,416,066 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,935,34531/935/3,סידור ילדים במפתנים             ,"  425,000 ",0,"  335,000 ",0,"  316,136 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
34531,936,34531/936/4,ילדים במעונות חסות              ,"  50,000 ",0,"  250,000 ",0,"  20,666 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3453,טיפול בילד ובנער                ונ,34531,סידור ילדים במוסדות             ונ
