,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
 פרק  ,פרק מתוקן,סעיף,סעיף מתוקן,סעיף נקי,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2016 , תקן ח 2016 , כמות חדשה  ,   תקציב ישן   2015 , תקן י 2015 ,   הוצאה בפועל 2014 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק משנה מתוקן לקידוד המתאים,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   ,,,,
81220,81220,753,753,812207536,  81220/753/6,עבודות בקבלנות                  ,196000,0,0,196000,0,180070,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,759,759,812207593,  81220/759/3,שכר גננות חובה                  ,34500000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,781,781,812207811,  81220/781/1,הוצאות אחזקה כלליות לגנים       ,33000,0,0,32000,0,30000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,783,783,812207833,  81220/783/3,אחזקת ציוד ורהוט                ,33000,0,0,32000,0,30000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,785,785,812207855,  81220/785/5,תקוני מבנים ומתקנים             ,1518000,0,0,1577000,0,1681904,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,786,786,812207866,  81220/786/6,ארועים וחגיגות מרכזיות          ,146000,0,0,76000,0,75970,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,820,820,812208209,  81220/820/9,השתת' לסיוע לילדים-גני ל בשכונות,39000,0,0,39000,0,38980,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,858,858,812208585,  81220/858/5,אחזקת גנים במבנים-מוסדות חינוך  ,50000,0,0,77000,0,77000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,861,861,812208619,  81220/861/9,אחזקת גנים במבנים של בתי ס      ,363000,0,0,343000,0,606964,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,862,862,812208621,  81220/862/1,ניהול עצמי בחטיבות צעירות-יובל ח,682000,0,0,749000,0,755102,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,863,863,812208632,  81220/863/2,תיגבור אשכול בן יהודה מגג סולארי,11000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,864,864,812208643,  81220/864/3,הזנה לגני חנ מ-יובל חינוך       ,620000,0,0,520000,0,497636,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,870,870,812208701,  81220/870/1,סעיף שאינו חוזר                 ,0,0,0,0,0,41183,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,881,881,812208814,  81220/881/4,השתת' לאקים - כתות גן           ,333000,0,0,253000,0,163000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,882,882,812208825,  81220/882/5,השתת' למעון יהודי ערבי ביפו-נעמ ,102000,0,0,102000,0,102000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81220,81220,884,884,812208847,  81220/884/7,השתת' למרכז לילדים אשרמן        ,40000,0,0,40000,0,40000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8122,גני ילדים-גיל חובה                ,81220,גני ילדים-גיל חובה                ,,,,
81230,81230,110,110,812301101,  81230/110/1,משכורת כוללת                    ,28125000,402,0,26768000,388,26124477,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,124,124,812301247,  81230/124/7,החזר הוצאות                     ,3007000,0,0,2151000,0,2131083,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,126,126,812301269,  81230/126/9,הבראה                           ,2521000,0,0,1815000,0,1794557,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,130,130,812301305,  81230/130/5,תשלומים מיוחדים                 ,2934000,0,0,2290000,0,2375293,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,181,181,812301817,  81230/181/7,מיסים וביטוח לאומי              ,5801000,0,0,4368000,0,3890630,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,182,182,812301828,  81230/182/8,קופות גמל והשתלמות              ,8787000,0,0,6126000,0,5927117,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,230,230,812302308,  81230/230/8,משימות חולפות - 1.515           ,9587000,0,152,108000,0,267455,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,250,250,812302503,  81230/250/3,עובדים יומיים - 3.26            ,3328000,0,33,5026000,0,11715,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,310,310,812303107,  81230/310/7,שעות נוספות רשומות              ,271000,0,0,266000,0,299373,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,411,411,812304112,  81230/411/2,שכר דירה                        ,54000,0,0,54000,0,47000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,431,431,812304316,  81230/431/6,מים                             ,928000,0,0,707000,0,840577,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,435,435,812304351,  81230/435/1,חשמל ואנרגיה                    ,2618000,0,0,2521000,0,2083315,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,436,436,812304362,  81230/436/2,נקיון                           ,392000,0,0,376000,0,278000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,722,722,812307225,  81230/722/5,חמרים מכשירים וציוד למודי       ,815000,0,0,503000,0,482953,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,759,759,812307599,  81230/759/9,החזר שכר גננות למשרד החינוך     ,51760000,0,0,51982000,0,79665652,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,781,781,812307817,  81230/781/7,הוצאות אחזקה כלליות לגנים       ,41000,0,0,39000,0,37950,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,782,782,812307828,  81230/782/8,אחזקת ציוד ורהוט                ,41000,0,0,39000,0,35970,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81230,81230,785,785,812307852,  81230/785/2,תקוני מבנים ומתקנים             ,1761000,0,0,1805000,0,1708412,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8123,גני ילדים למטה מגיל חובה          ,81230,גני ילדים למטה מגיל חובה          ,,,,
81251,81251,694,570,812516948,  81251/694/8,רכישת מחשבים ולומדות            ,143000,0,0,173000,0,130271,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,720,720,812517202,  81251/720/2,חמרים וציוד                     ,120000,0,0,118000,0,115700,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,752,752,812517521,  81251/752/1,הכשרה טרום תפקידית              ,124000,0,0,124000,0,107741,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,783,783,812517838,  81251/783/8,יוזמות חינוכיות                 ,13000,0,0,13000,0,12950,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,861,861,812518615,  81251/861/5,תיגבור וסיוע לגנים-יובל חינוך   ,833000,0,0,465000,0,465000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,862,862,812518626,  81251/862/6,התחדשות לגיל הרך-יובל חינוך     ,250000,0,0,250000,0,196000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,863,863,812518637,  81251/863/7,כישורי הורות ותגבור בגני ל -יובל,400000,0,0,400000,0,418000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,864,864,812518648,  81251/864/8,בנות שרות לאומי-גני ל-יובל חינוך,43000,0,0,43000,0,43000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,865,865,812518659,  81251/865/9,סל תרבות-ע י יובל חינוך         ,54000,0,0,30000,0,30000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,866,866,812518661,  81251/866/1,ספר עד הבית הדרכת אמהות לגיל הרך,149000,0,0,169000,0,169000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,867,867,812518672,  81251/867/2,פרוייקט מעג ן - יובל חינוך      ,269000,0,0,269000,0,269000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,868,868,812518683,  81251/868/3,מיומנויות יסוד בגני ל-יובל חינוך,432000,0,0,502000,0,332000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81251,81251,869,869,812518694,  81251/869/4,תוכניות לצמצום פערים-יובל חינוך ,579000,0,0,579000,0,579000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81251,פעולות תגבור                      ,,,,
81252,81252,861,861,812528611,  81252/861/1,מרכזים מדעיים-יובל חינוך        ,325000,0,0,325000,0,331000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81252,מרכזים מדעיים                   וז,,,,
81253,81253,721,721,812537214,  81253/721/4,חומרים  מכשירים וציוד לימודי    ,425000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81253,מועדוניות גן                      ,,,,
81253,81253,861,861,812538616,  81253/861/6,הפ' מועדוניות גן ע י יובל חינוך ,19257000,0,0,19910000,0,19509000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81253,מועדוניות גן                      ,,,,
81253,81253,863,863,812538638,  81253/863/8,השתלמויות למועדוניות גן-יובל חינ,120000,0,0,120000,0,91000,8,שרותים ממלכתיים                   ,81,חנוך                              ,812,חנוך קדם יסודי                    ,812,8125,פעולות רווחה וטיפוח             ,81253,מועדוניות גן                      ,,,,
81310,81310,110,110,813101105,  81310/110/5,משכורת כוללת                    ,2723000,25,0,2884000,25,2542231,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,124,124,813101242,  81310/124/2,החזר הוצאות                     ,154000,0,0,144000,0,139577,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,126,126,813101264,  81310/126/4,הבראה                           ,124000,0,0,127000,0,123074,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,127,127,813101275,  81310/127/5,השתתפות באחזקת רכב - 23         ,580000,0,23,564000,0,542066,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,130,130,813101309,  81310/130/9,תשלומים מיוחדים                 ,344000,0,0,351000,0,337379,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,181,181,813101812,  81310/181/2,מיסים וביטוח לאומי              ,514000,0,0,533000,0,486305,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,182,182,813101823,  81310/182/3,קופות גמל והשתלמות              ,560000,0,0,578000,0,504045,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,310,310,813103102,  81310/310/2,שעות נוספות רשומות              ,6000,0,0,6000,0,64483,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,340,340,813103408,  81310/340/8,שעות נוספות מיוחדות             ,3000,0,0,3000,0,7907,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,432,432,813104322,  81310/432/2,תחזוקת החצר הגן                 ,1247000,0,0,1227000,0,1063000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,433,433,813104333,  81310/433/3,ביטוח                           ,2763000,0,0,2754000,0,2441380,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,461,461,813104617,  81310/461/7,צורכי משרד                      ,18000,0,0,18000,0,11934,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,610,511,813106102,  81310/610/2,כיבודים                         ,8000,0,0,8000,0,7914,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,670,580,813106705,  81310/670/5,ס. שאינו חוזר                   ,0,0,0,8000,0,9566,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,693,533,813106933,  81310/693/3,ביטוח ושירות מחשבים             ,1909000,0,0,1909000,0,2075247,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,694,570,813106944,  81310/694/4,השתת. ביוזמות מחשוב בית ספר     ,320000,0,0,320000,0,319786,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,781,781,813107812,  81310/781/2,בתי ס בניהול עצמי-יובל חינוך    ,15243000,0,0,14745000,0,14329733,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,782,782,813107823,  81310/782/3,תיגבור בתי ס בניהול עצמי        ,209000,0,0,209000,0,209000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,783,783,813107834,  81310/783/4,יוזמות פדגוגיות חינוך יסודי     ,93000,0,0,93000,0,168980,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,784,784,813107845,  81310/784/5,פרויקט התיקשוב                  ,5712000,0,0,5129000,0,4874469,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,791,791,813107914,  81310/791/4,עתודה לפתיחת בתי ספר יסודיים    ,642000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,861,861,813108611,  81310/861/1,תגבור מורים בבתי הספר היסודיים-י,1200000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,862,862,813108622,  81310/862/2,סל תרבות ע י יובל חינוך         ,93000,0,0,56000,0,56000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,863,863,813108633,  81310/863/3,פרוייקט חינוך לשוני מתוקשב-יובל ,145000,0,0,145000,0,150000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,864,864,813108644,  81310/864/4,אסיסטנטים לחדרי מחשב-יובל חינוך ,7268000,0,0,6763000,0,6252000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,865,865,813108655,  81310/865/5,מיומנויות יסוד בחינוך יסודי-יובל,100000,0,0,100000,0,100000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,866,866,813108666,  81310/866/6,תלמידים מצטינים בדרום-יובל חינוך,150000,0,0,150000,0,150000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,867,867,813108677,  81310/867/7,אולפן לעולים מאתיופיה-יובל חינוך,75000,0,0,75000,0,75000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,868,868,813108688,  81310/868/8,אולפן לילדי דראפור-יובל חינוך   ,25000,0,0,25000,0,25000,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81310,81310,869,869,813108699,  81310/869/9,אולפן לעולים מצרפת -יובל חינוך  ,80000,0,0,0,0,0,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8131,הנהלה ושירותים מינהליים           ,81310,הנהלה ושירותים מינהליים           ,,,,
81323,81323,110,110,813231108,  81323/110/8,משכורת כוללת                    ,8201000,109,0,8266000,108,7429131,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,124,124,813231245,  81323/124/5,החזר הוצאות                     ,666000,0,0,659000,0,612350,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,126,126,813231267,  81323/126/7,הבראה                           ,547000,0,0,554000,0,499308,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,127,127,813231278,  81323/127/8,השתתפות באחזקת רכב-80           ,1572000,0,80,1416000,0,1327586,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,130,130,813231303,  81323/130/3,תשלומים מיוחדים                 ,1715000,0,0,1651000,0,1532957,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,181,181,813231815,  81323/181/5,מיסים וביטוח לאומי              ,1795000,0,0,1784000,0,1576119,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,182,182,813231826,  81323/182/6,קופות גמל והשתלמות              ,1829000,0,0,1859000,0,1654572,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,250,250,813232501,  81323/250/1,עובדים יומיים -10               ,1081000,0,10,1048000,0,735774,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,310,310,813233105,  81323/310/5,שעות נוספות רשומות              ,748000,0,0,734000,0,644364,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,340,340,813233402,  81323/340/2,שעות נוספות מיוחדות             ,275000,0,0,270000,0,328798,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81323,81323,399,399,813233994,  81323/399/4,החזר בגין שעות נוספות מיוחדות   ,-351000,0,0,-344000,0,-416751,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81323,מזכירים                           ,,,,
81324,81324,110,110,813241104,  81324/110/4,משכורת כוללת                    ,16400000,265,0,15423000,257,14673934,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81324,תחזוקת מבנים                      ,,,,
81324,81324,124,124,813241241,  81324/124/1,החזר הוצאות                     ,1498000,0,0,1423000,0,1368730,8,שרותים ממלכתיים                   ,81,חנוך                              ,813,חנוך יסודי                        ,813,8132,בתי ספר יסודיים                   ,81324,תחזוקת מבנים                      ,,,,
