91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 0102 / 21 - 10 ,4/22/2013,15:18,,,
1.746000.521,השתלמויות ,2,2,1,1,50,,,,,,,
1.746000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.746000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.746000.720,חומרים ,0,0,0,0,0,,,,,,,
1.746000.743,רכישת כלים ומכשור ,4,4,4,0,0,,,,,,,
1.746000.750,עבודות קבלניות ,62,62,64,-2,3,,,,,,,
1.746000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.746100.000,גינות ציבוריים ,0,0,0,0,0,,,,,,,
1.746100.432,מים ,110,110,179,-69,62,,,,,,,
1.746100.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.746100.720,חומרים ,0,0,0,0,0,,,,,,,
1.746100.730,מכסחת דשא 843-51 ,0,0,0,0,0,,,,,,,
1.746100.731,דלק ושמנים ,1,1,1,0,0,,,,,,,
1.746100.732,תיקונים ,2,2,0,2,100,,,,,,,
1.746100.733,רישוי וביטוח ,3,3,1,2,66,,,,,,,
1.746100.741,השכרת כלים מכשירים וציוד ,0,0,0,0,0,,,,,,,
1.746100.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.746100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.746100.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.746400.000,ריהוט רחוב ומתקני משחקים ,0,0,0,0,0,,,,,,,
1.748000.000,בתי עלמין ,0,0,0,0,0,,,,,,,
1.750000.000,חגיגות מבצעים וארועים ,0,0,0,0,0,,,,,,,
1.751000.000,חגיגות יום העצמאות ,0,0,0,0,0,,,,,,,
1.751000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.751000.720,חומרים ,0,0,0,0,0,,,,,,,
1.751000.741,השכרת כלים ,0,0,0,0,0,,,,,,,
1.751000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.752000.000,חגיגות וטכסים אחרים ,0,0,0,0,0,,,,,,,
1.752000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.752000.720,חומרים ,0,0,0,0,0,,,,,,,
1.752000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.752000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.753000.000,פעולות אימוץ ,0,0,0,0,0,,,,,,,
1.753000.810,הועד למען החייל ,0,0,0,0,0,,,,,,,
1.753000.811,הועד למען השוטר המרחבי ,0,0,0,0,0,,,,,,,
1.756000.513,נסיעות ,0,0,0,0,0,,,,,,,
1.756000.580,כנסים וארועים בינלאומיים ,3,3,3,0,0,,,,,,,
1.761000.000,השת.במוסדות כלליים ,0,0,0,0,0,,,,,,,
1.762000.000,השתת בועדים מקומים ,0,0,0,0,0,,,,,,,
1.765000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.767000.000,בטוח אלמנטרי לרשות ,0,0,0,0,0,,,,,,,
1.767000.441,ביטוח ,82,82,87,-5,6,,,,,,,
1.773100.810,הון מניות ,0,0,0,0,0,,,,,,,
1.773200.810,הלוואת בעלים ןשטרי הון ,0,0,0,0,0,,,,,,,
1.811000.000,מינהל חינוך ,0,0,0,0,0,,,,,,,
1.812200.000,גני ילדים-חובה ,0,0,0,0,0,,,,,,,
1.812300.000,גני ילדים-טרום חובה ,0,0,0,0,0,,,,,,,
1.813200.000,"בי""ס יסודי חורה א' ",0,0,0,0,0,,,,,,,
1.813201.000,"בי""ס יסודי אלעטאונה ",0,0,0,0,0,,,,,,,
1.813202.000,"בי""ס יסודי חורה ב'-אלמג'ד ",0,0,0,0,0,,,,,,,
1.813203.000,"בי""ס יסודי אלביאדר ",0,0,0,0,0,,,,,,,
1.813300.000,"בי""ס חינוך מיוחד ",0,0,0,0,0,,,,,,,
1.813301.000,חינוך מיוחד ללא תקן ,0,0,0,0,0,,,,,,,
1.813302.000,"בי""ס אלופאא לאוטיסטים ",0,0,0,0,0,,,,,,,
1.813600.000,"מרכז מתי""א ",0,0,0,0,0,,,,,,,
1.814000.000,"בי""ס חט""ב חורה ",0,0,0,0,0,,,,,,,
1.814001.000,"בי""ס אלנור-עתיד ",0,0,0,0,0,,,,,,,
1.815200.000,"ביס""ס תיכון - עמל ",0,0,0,0,0,,,,,,,
1.815201.000,"בי""ס תיכון - עתיד אלנור ",0,0,0,0,0,,,,,,,
1.815202.000,"בי""ס תיכון - סכנין ",0,0,0,0,0,,,,,,,
1.815203.000,"בי""ס תיכון - אלעהד ",0,0,0,0,0,,,,,,,
1.815204.000,"בי""ס תיכון אלסלאם ",0,0,0,0,0,,,,,,,
1.816800.000,קרן מילגות עירונית ,0,0,0,0,0,,,,,,,
1.817300.000,שרות פסיכולוגי חינוכי ,0,0,0,0,0,,,,,,,
1.817400.000,שרותי בריאות לתלמיד ,0,0,0,0,0,,,,,,,
1.817500.000,בטוח תלמידים ,0,0,0,0,0,,,,,,,
1.817600.000,רווחה חינוכית ,0,0,0,0,0,,,,,,,
1.817800.000,הסעת ילדים ,0,0,0,0,0,,,,,,,
1.817900.000,"שרותים נוספים לבתי""ס וגני ",0,0,0,0,0,,,,,,,
1.818000.000,חינוך מבוגרים ,0,0,0,0,0,,,,,,,
1.818200.000,אוניברסיטאות ,0,0,0,0,0,,,,,,,
1.822000.000,פעולות תרבות ,0,0,0,0,0,,,,,,,
1.822000.431,חשמל ,0,0,0,0,0,,,,,,,
1.822000.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.822000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.822000.550,הוצאות פרסום ,0,0,0,0,0,,,,,,,
1.822000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.822000.750,עבודות קבלניות ,0,0,64,-64,0,,,,,,,
1.823000.000,סיפריה עירונית ,0,0,0,0,0,,,,,,,
1.823000.431,חשמל ,35,35,27,8,22,,,,,,,
1.823000.432,מים ,18,18,31,-13,72,,,,,,,
1.823000.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.823000.434,שרותי ניקיון-סיפריה ,13,13,13,0,0,,,,,,,
1.823000.470,ציוד משרדי-סיפריה ,0,0,0,0,0,,,,,,,
1.823000.521,השתלמויות-ספריה ,2,2,2,0,0,,,,,,,
1.823000.540,הוצאות תקשורת ,2,2,3,-1,50,,,,,,,
1.823000.560,הוצאות משרדיות-סיפריה ,0,0,0,0,0,,,,,,,
1.823000.580,הוצאות ארגוניות שונות ,0,0,0,0,0,,,,,,,
1.823000.720,חומרים-סיפריה ,0,0,0,0,0,,,,,,,
1.823000.743,"כלים, מכשירים וציוד ",0,0,0,0,0,,,,,,,
1.823000.750,עבודות קבלניות-סיפריה ,7,7,4,3,42,,,,,,,
1.823000.751,שמירה ,8,8,14,-6,75,,,,,,,
1.823000.780,הוצאות שונות-סיפריה ,0,0,0,0,0,,,,,,,
1.823000.930,ציוד יסודי-סיפריה ,0,0,0,0,0,,,,,,,
1.824000.000,"מתנ""סים ",0,0,0,0,0,,,,,,,
1.824000.410,"דמי הוון מתנ""ס ",0,0,0,0,0,,,,,,,
1.824000.431,חשמל ,23,23,20,3,13,,,,,,,
1.824000.432,מים ,35,35,34,1,2,,,,,,,
1.824000.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.824000.434,שירותי נקיון ,12,12,15,-3,25,,,,,,,
1.824000.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.824000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.824000.540,"הוצאות תקשורת מתנ""ס ",2,2,2,0,0,,,,,,,
1.824000.750,עבודות קבלניות ,4,4,32,-28,700,,,,,,,
1.824000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.824000.810,השתתפות ותרומות ,300,300,456,-156,52,,,,,,,
1.824000.811,"החזר הוצאות למתנ""ס ",50,50,0,50,100,,,,,,,
1.824000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.826400.000,מועדון לאשה ,0,0,0,0,0,,,,,,,
1.826400.410,"מועדון לאישה-שכ""ד ",30,30,0,30,100,,,,,,,
1.826400.431,חשמל ,0,0,0,0,0,,,,,,,
1.826400.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.826400.580,הוצאות אורגוניות/שונות ,0,0,0,0,0,,,,,,,
1.826400.750,עבודות קבלניות-מ.נשים ,0,0,0,0,0,,,,,,,
1.828100.000,מינהל הנוער ,0,0,0,0,0,,,,,,,
1.828100.750,עב' קבלניות-מינהל הנוער ,0,0,2,-2,0,,,,,,,
1.828200.810,מרחב פתוח נוער ,0,0,0,0,0,,,,,,,
1.828300.000,חוגי נוער ,0,0,0,0,0,,,,,,,
1.828300.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.828300.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.828300.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.828300.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.828300.710,הובלות והסעות קבלניות ,0,0,0,0,0,,,,,,,
1.828300.720,חומרים ,0,0,0,0,0,,,,,,,
1.828300.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.828300.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.828300.810,השתתפות בחוגי העשרה ,0,0,0,0,0,,,,,,,
1.828400.000,קיטנות נוער ,0,0,0,0,0,,,,,,,
1.828400.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.828400.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.828400.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.828400.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.828400.720,חומרים ,0,0,0,0,0,,,,,,,
1.828400.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.828400.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.828400.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.828400.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.829000.000,ספורט ,0,0,0,0,0,,,,,,,
1.829100.000,מינהל הספורט ,0,0,0,0,0,,,,,,,
1.829100.441,ביטוח ,0,0,0,0,0,,,,,,,
1.829100.511,אירוח וכיבוד ,1,1,0,1,100,,,,,,,
1.829100.521,השתלמויות-ספורט ,7,7,11,-4,57,,,,,,,
1.829100.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.829100.523,דמי חבר בארגונים-ספורט ,0,0,0,0,0,,,,,,,
1.829100.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.829100.580,הוצ' אירגוניות ,2,2,0,2,100,,,,,,,
1.829200.431,חשמל ,5,5,0,5,100,,,,,,,
1.829200.432,מים ,20,20,12,8,40,,,,,,,
1.829200.434,שרותי נקיון ,12,12,3,9,75,,,,,,,
1.829300.000,פעולות ספורט ,0,0,0,0,0,,,,,,,
1.829300.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.829300.580,הוצאות ארגוניות/אחרות ,20,20,23,-3,15,,,,,,,
1.829300.720,חומרים ,0,0,0,0,0,,,,,,,
1.829300.743,רכישת כלים ומכשור ,20,20,5,15,75,,,,,,,
1.829300.750,עבודות קבלניות ,16,16,22,-6,37,,,,,,,
1.829300.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.829300.810,השתת' בתקציב פעלות ספו ,0,0,0,0,0,,,,,,,
1.829300.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.829300.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.829900.000,ארגוני ספורט ,0,0,0,0,0,,,,,,,
1.830000.000,בריאות ,0,0,0,0,0,,,,,,,
1.832000.000,מרפאות ,0,0,0,0,0,,,,,,,
1.832200.000,מרפאות כלליות ,0,0,0,0,0,,,,,,,
1.832200.720,חומרים ,0,0,0,0,0,,,,,,,
1.832200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.832200.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.832400.000,תחנות אם וילד ,0,0,0,0,0,,,,,,,
1.832400.410,שכר דירה ודמי חכירה ,0,0,0,0,0,,,,,,,
1.832400.431,חשמל ,15,15,14,1,6,,,,,,,
1.832400.432,מים ,33,33,41,-8,24,,,,,,,
1.832400.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.832400.434,שרותי נקיון ,24,24,24,0,0,,,,,,,
1.832400.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.832400.720,חומרים ,0,0,0,0,0,,,,,,,
1.832400.743,רכישת כלים מכשירים וציוד ,0,0,0,0,0,,,,,,,
1.832400.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.832400.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.833300.520,ספרות מקצועית ועתנות ,0,0,0,0,0,,,,,,,
1.833300.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.833300.580,הוצאות ארגוניות שונות ,0,0,0,0,0,,,,,,,
1.833300.753,הזנה ,0,0,0,0,0,,,,,,,
1.835000.000,מוסדות בריאות אחרים ,0,0,0,0,0,,,,,,,
1.835000.720,חומרים ,0,0,0,0,0,,,,,,,
1.835000.740,כלים מכשירים וציוד ,0,0,0,0,0,,,,,,,
1.835000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.836200.780,השתתפות בנ.ט.נ ,0,0,0,0,0,,,,,,,
1.837000.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.841000.000,מינהל הרווחה ,0,0,0,0,0,,,,,,,
1.842000.000,רווחת הפרט והמשפחה ,0,0,0,0,0,,,,,,,
1.843000.000,שרותים לילד ולנוער ,0,0,0,0,0,,,,,,,
1.844000.000,שירותים לזקן ,0,0,0,0,0,,,,,,,
1.845000.000,שרותים למפגר ,0,0,0,0,0,,,,,,,
1.846000.000,שרותי שיקום ,0,0,0,0,0,,,,,,,
1.847000.000,שרותי תיקון ,0,0,0,0,0,,,,,,,
1.848000.000,עבודות קהילתיות ,0,0,0,0,0,,,,,,,
1.853000.000,שרותי דת למוסלמים ,0,0,0,0,0,,,,,,,
1.853000.431,חשמל ,30,30,27,3,10,,,,,,,
1.853000.432,מים ,50,50,26,24,48,,,,,,,
1.853000.720,חומרים ,0,0,0,0,0,,,,,,,
1.853000.750,עבודות קבלניות ,0,0,128,-128,0,,,,,,,
1.853000.810,השתת ותרומות למוסות דת ,0,0,0,0,0,,,,,,,
1.859000.810,תמיכות למוסדות ,0,0,0,0,0,,,,,,,
1.879000.580,מבצע איכות הסביבה ,0,0,0,0,0,,,,,,,
1.879000.750,עבודות קבלניות ,0,0,59,-59,0,,,,,,,
1.879000.810,איכות הסביבה ,0,0,0,0,0,,,,,,,
1.911000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.913000.000,אספקה והנדסת מים ,0,0,0,0,0,,,,,,,
1.913100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.913100.980,הוצאות אחרות ,0,0,0,0,0,,,,,,,
1.913200.521,השתלמויות-מים ,7,7,7,0,0,,,,,,,
1.913200.720,חומרים ,1,1,25,-24,400,,,,,,,
1.913200.743,רכישת כלים ומכשור ,60,60,43,17,28,,,,,,,
1.913200.750,עבודות קבלניות ,50,50,95,-45,90,,,,,,,
1.913200.780,הוצאות שונות ,1,1,1,0,0,,,,,,,
1.913200.980,הוצאות_אחרות ,0,0,0,0,0,,,,,,,
1.970000.780,אגרת ביוב מ.מ.י ,0,0,0,0,0,,,,,,,
1.972000.000,פרעון מלוות מים וביוב ,0,0,0,0,0,,,,,,,
1.972000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
. ," סה""כ פעולות כלליות ",5520,5520,6355,-835,15,,,,,,,
1.913100.720,קנית מים ממקורות ,4601,4601,4645,-44,0,,,,,,,
. ," סה""כ הוצאות לרכישת מים ",4601,4601,4645,-44,0,,,,,,,
. ," סה""כ כלליות ",16011,16011,17705,-1694,10,,,,,,,
1.811000.110,השכר הקובע ,321,321,353,-32,9,,,,,,,
1.811000.120,תוספות שאינן נכללות בשכר ,9,9,17,-8,88,,,,,,,
1.811000.130,שעות נוספות ,32,32,41,-9,28,,,,,,,
1.811000.140,החזר הוצאות ,95,95,77,18,18,,,,,,,
1.811000.181,הפרשות סוציאליות ,72,72,80,-8,11,,,,,,,
1.811000.182,מיסים ועלויות ,34,34,39,-5,14,,,,,,,
1.812200.110,השכר הקובע ,897,897,989,-92,10,,,,,,,
1.812200.120,תוספות שאינן נכללות בשכר ,99,99,91,8,8,,,,,,,
1.812200.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.812200.140,החזר הוצאות ,55,55,40,15,27,,,,,,,
1.812200.181,הפרשות סוציאליות ,200,200,215,-15,7,,,,,,,
1.812200.182,מיסים ועלויות ,79,79,84,-5,6,,,,,,,
1.812200.320,פיצויים ,0,0,3,-3,0,,,,,,,
1.812201.110,השכר הקובע מ.מ. ,95,95,163,-68,71,,,,,,,
1.812201.120,תוספות שאינן נכללות בשכר ,1,1,0,1,100,,,,,,,
1.812201.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.812201.140,החזר הוצאות ,1,1,1,0,0,,,,,,,
1.812201.181,סוציאליות מ.מ. ,4,4,6,-2,50,,,,,,,
1.812201.182,מסים מ.מ. ,7,7,12,-5,71,,,,,,,
1.812300.110,השכר הקובע ,755,755,864,-109,14,,,,,,,
1.812300.120,תוספות שאינן נכללות בש ,35,35,32,3,8,,,,,,,
1.812300.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.812300.140,החזר הוצאות ,38,38,39,-1,2,,,,,,,
1.812300.181,הפרשות סוציאליות ,184,184,201,-17,9,,,,,,,
1.812300.182,מיסים ועלויות ,62,62,70,-8,12,,,,,,,
1.812300.320,פיצויים ,0,0,0,0,0,,,,,,,
1.812301.110,השכר הקובע מ.מ. ,129,129,115,14,10,,,,,,,
1.812301.120,תוספות שאינן נכללות ב ,0,0,0,0,0,,,,,,,
1.812301.140,החזר הוצאות ,2,2,0,2,100,,,,,,,
1.812301.181,סוציאליות מ.מ. ,5,5,5,0,0,,,,,,,
1.812301.182,מסים מ.מ. ,10,10,9,1,10,,,,,,,
1.812302.110,השכר הקובע - ט.חובה מעגן ,0,0,8,-8,0,,,,,,,
1.812302.120,תוספות שאינן נכללות בשכר הקו,0,0,0,0,0,,,,,,,
1.812302.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.812302.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.812302.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.812302.182,מסים ועלויות ,0,0,1,-1,0,,,,,,,
1.813200.110,השכר הקובע ,169,169,164,5,2,,,,,,,
1.813200.120,תוספות שאינן נכללות_בש ,5,5,5,0,0,,,,,,,
1.813200.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.813200.140,החזר הוצאות ,7,7,27,-20,285,,,,,,,
1.813200.181,הפרשות סוציאליות ,30,30,33,-3,10,,,,,,,
1.813200.182,מיסים ועלויות ,14,14,15,-1,7,,,,,,,
1.813200.320,פיצויים ,0,0,0,0,0,,,,,,,
1.813201.110,השכר הקובע ,193,193,210,-17,8,,,,,,,
1.813201.120,תוספות שאינן נכללות בשכר ,6,6,13,-7,116,,,,,,,
1.813201.130,שעות נוספות ,6,6,6,0,0,,,,,,,
1.813201.140,החזר הוצאות ,4,4,4,0,0,,,,,,,
1.813201.181,הפרשות סוציאליות ,36,36,40,-4,11,,,,,,,
1.813201.182,מיסים ועלויות ,17,17,18,-1,5,,,,,,,
1.813201.320,פיצויים ,0,0,0,0,0,,,,,,,
1.813202.110,השכר הקבוע ,315,315,298,17,5,,,,,,,
1.813202.120,עוספות שאינן נכללות בש ,13,13,13,0,0,,,,,,,
1.813202.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.813202.140,החזר הוצאות ,39,39,14,25,64,,,,,,,
1.813202.181,הפרשות סוציאליות ,77,77,72,5,6,,,,,,,
1.813202.182,מיסים ועלויות ,28,28,24,4,14,,,,,,,
1.813203.110,השכר הקובע ,174,174,185,-11,6,,,,,,,
1.813203.120,תוספות שאינן נכללות בשכר ,12,12,12,0,0,,,,,,,
1.813203.130,שעות נוספות ,0,0,10,-10,0,,,,,,,
1.813203.140,החזר הוצאות ,9,9,8,1,11,,,,,,,
1.813203.181,הפרשות סוציאליות ,37,37,40,-3,8,,,,,,,
1.813203.182,מיסים ועלויות ,15,15,16,-1,6,,,,,,,
1.813203.320,פיצויים ,0,0,0,0,0,,,,,,,
1.813204.110,השכר הקובע ,137,137,158,-21,15,,,,,,,
1.813204.120,תוספות שאינן נכללות בשכר ,7,7,3,4,57,,,,,,,
1.813204.130,שעות נוספות ,1,1,0,1,100,,,,,,,
1.813204.140,החזר הוצאות ,18,18,19,-1,5,,,,,,,
1.813204.181,הפרשות סוציאליות ,36,36,39,-3,8,,,,,,,
1.813204.182,מיסים ועלויות ,12,12,14,-2,16,,,,,,,
1.813204.320,פיצויים ,0,0,0,0,0,,,,,,,
1.813205.110,השכר הקובע ,117,117,145,-28,23,,,,,,,
1.813205.120,תוספות שאינן נכללות ב ,7,7,11,-4,57,,,,,,,
1.813205.130,שעות נוספות ,1,1,0,1,100,,,,,,,
1.813205.140,החזר הוצאות ,18,18,24,-6,33,,,,,,,
1.813205.181,הפרשות סוציאליות ,36,36,22,14,38,,,,,,,
1.813205.182,מיסים ועלויות ,12,12,14,-2,16,,,,,,,
1.813205.320,פיצויים ,0,0,0,0,0,,,,,,,
1.813300.110,השכר הקובע ,801,801,921,-120,14,,,,,,,
1.813300.120,תוספות שאינן נכללות בשכר ,18,18,20,-2,11,,,,,,,
1.813300.130,שעות נוספות ,0,0,1,-1,0,,,,,,,
1.813300.140,החזר הוצאות ,34,34,35,-1,2,,,,,,,
1.813300.181,הפרשות סוציאליות ,186,186,213,-27,14,,,,,,,
1.813300.182,מיסים ועלויות ,64,64,73,-9,14,,,,,,,
1.813300.320,פיצויים ,0,0,4,-4,0,,,,,,,
1.813301.110,השכר הקובע ,237,237,404,-167,70,,,,,,,
1.813301.120,תוספות שאינן נכללות ב ,0,0,0,0,0,,,,,,,
1.813301.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.813301.140,החזר הוצאות ,7,7,11,-4,57,,,,,,,
1.813301.181,הפרשות סוציאליות ,8,8,15,-7,87,,,,,,,
1.813301.182,מיסים ועלויות ,18,18,31,-13,72,,,,,,,
1.813301.320,פצויי פיטורין ,0,0,0,0,0,,,,,,,
1.813302.110,השכר הקובע - אלופאא ,0,0,112,-112,0,,,,,,,
1.813302.120,תוספות שאינן נכללות - אלופאא,0,0,1,-1,0,,,,,,,
1.813302.130,שעות נוספות - אלופאא ,0,0,2,-2,0,,,,,,,
1.813302.140,החזר הוצאות - אלופאא ,0,0,4,-4,0,,,,,,,
1.813302.181,הפרשות סוציאליות - אלופאא ,0,0,19,-19,0,,,,,,,
1.813302.182,מיסים ועלויות - אלופאא ,0,0,9,-9,0,,,,,,,
1.813302.320,פיצויים - אלופאא ,0,0,0,0,0,,,,,,,
1.813400.110,השכר הקובע ,30,30,9,21,70,,,,,,,
1.813400.120,תוספות שאינן נכללות בשכר הקו,5,5,0,5,100,,,,,,,
1.813400.130,שעות נוספות ,0,0,6,-6,0,,,,,,,
1.813400.140,החזר הוצאות ,5,5,0,5,100,,,,,,,
1.813400.181,הפרשים סוציאלים ,5,5,1,4,80,,,,,,,
1.813400.182,מיסים ועלויות ,5,5,1,4,80,,,,,,,
1.813600.110,השכר הקובע ,57,57,56,1,1,,,,,,,
1.813600.120,תוספות שאינן נכללות ב ,1,1,1,0,0,,,,,,,
1.813600.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.813600.140,החזר הוצאות ,2,2,2,0,0,,,,,,,
1.813600.181,הפרשות סוציאליות ,8,8,13,-5,62,,,,,,,
1.813600.182,מסים ועלויות ,5,5,4,1,20,,,,,,,
1.814000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.814000.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.814000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.814000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.814000.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.814000.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.814000.320,פיצויים ,0,0,0,0,0,,,,,,,
1.814001.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.814001.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.814001.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.814001.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.814001.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.814001.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.814001.320,פיצויים ,0,0,0,0,0,,,,,,,
1.815200.110,השכר הקובע-עמל ,155,155,163,-8,5,,,,,,,
1.815200.120,תוספות שאינן נכללות בשכר ,2,2,5,-3,150,,,,,,,
1.815200.130,שעות נוספות-עמל ,0,0,0,0,0,,,,,,,
1.815200.140,החזר הוצאות-עמל ,5,5,5,0,0,,,,,,,
1.815200.181,הפרשות סוציאליות ,34,34,34,0,0,,,,,,,
1.815200.182,מיסים ועלויות ,12,12,13,-1,8,,,,,,,
1.815201.110,השכר הקבוע-אלנור ,35,35,19,16,45,,,,,,,
1.815201.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.815201.130,שעות נוספות-אלנור ,0,0,0,0,0,,,,,,,
1.815201.140,החזר הוצאות-אלנור ,1,1,0,1,100,,,,,,,
1.815201.181,הפרשות סוציאליות ,7,7,2,5,71,,,,,,,
1.815201.182,מיסים ועלויות ,3,3,1,2,66,,,,,,,
1.816600.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.816600.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.816600.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.816600.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.816600.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.816600.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.817100.110,השכר הקובע ,27,27,33,-6,22,,,,,,,
1.817100.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817100.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817100.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817100.181,הפרשות סוציאליות ,7,7,8,-1,14,,,,,,,
1.817100.182,מיסים ועלויות ,2,2,2,0,0,,,,,,,
1.817200.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.817200.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817200.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817200.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817200.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.817200.182,מסיים ועלויות ,0,0,0,0,0,,,,,,,
1.817300.110,השכר הקובע ,447,447,547,-100,22,,,,,,,
1.817300.120,תוספות שאינן נכללות בשכר ,5,5,7,-2,40,,,,,,,
1.817300.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817300.140,החזר הוצאות ,131,131,156,-25,19,,,,,,,
1.817300.181,הפרשות סוציאליות ,99,99,123,-24,24,,,,,,,
