,,,,,,הוצאות,,,,,,,
,1816700130,700130,816,1,"אשכולות פייס ש""נ ","36,000","20,400","25,400",,,,,
,1816700210,700210,816,1,מש ,0,"112,900","128,500",,,,,
,1816700420,700420,816,1,אחזקת מבנים ,"20,000","18,900","20,000",,,,,
,1816700540,700540,816,1,אשכולות פייס -טלפון ,"5,000","1,200","1,400",,,,,
,1816700721,700721,816,1,אשכולות פייס-הקצבות ,"20,000","15,000","20,000",,,,,
,1816700780,700780,816,1,אשכולות פייס -הוצאות ,"50,000","39,300","50,000",,,,,
,,,"816 סה""כ",,,"934,400","825,100","604,600",,,,,
,1817100530,100530,817,1,ניידת בית ספר -חרו ,"10,000","11,500","10,000",,,,,
,1817100531,100531,817,1,ניידת בית ספר חר ,"20,500","32,500","40,000",,,,,
,1817100533,100533,817,1,ביטוח ורישוי רכב ,"30,000","88,000","88,000",,,,,
,1817100536,100536,817,1,השכרת רכב ,"139,000","175,000","175,000",,,,,
,1817100750,100750,817,1,שמירה בבתי ספר ,"5,700,000","6,166,400","6,700,000",,,,,
,1817100780,100780,817,1,מע מצוקה-מוסדות חינוך ,"180,000","159,000","180,000",,,,,
,1817100781,100781,817,1,אחזקת מערכות ,"100,000","97,400","100,000",,,,,
,1817200110,200110,817,1,שכר מרכזיה פדגוגית ,"240,000","202,600","240,800",,,,,
,1817200130,200130,817,1,שעות נוספות ,"3,700","11,600","13,900",,,,,
,1817200210,200210,817,1,מש ,"49,400","105,200","127,000",,,,,
,1817200430,200430,817,1,"מרפ""ד מ ויצמן ","111,000","98,900","111,000",,,,,
,1817200451,200451,817,1,מחשבים מרפד ,"12,000","3,300","4,400",,,,,
,1817200540,200540,817,1,מרפד-טלפון ,"7,100","2,800","3,600",,,,,
,1817200721,200721,817,1,הקצבות מ פדגוגי ,"20,000","20,000","20,000",,,,,
,1817200722,200722,817,1,הפיסגה הקצבות חינוך ,"151,000","77,900","105,200",,,,,
,1817200751,200751,817,1,מרפד חרדי ,"295,000","282,500","340,000",,,,,
,1817200780,200780,817,1,מרכזיה פדגוגית ,"140,000","134,700","140,000",,,,,
,1817300110,300110,817,1,שרות פסיכולוגי -שכר ,"5,005,900","4,811,600","5,600,000",,,,,
,1817300130,300130,817,1,שעות נוספות רשומות ,"145,000","164,400","194,200",,,,,
,1817300210,300210,817,1,שרות פסיכולוגי זמני ,"910,400","1,003,600","1,159,800",,,,,
,1817300230,300230,817,1,"ש""נ לעובדים זמניים ","24,500","22,900","26,700",,,,,
,1817300320,300320,817,1,פצוים ,"26,900","1,200","1,600",,,,,
,1817300410,300410,817,1,"שכ""ד ש.פסיכולוגי ","715,000","678,700","730,000",,,,,
,1817300420,300420,817,1,ת.מזגנים ,0,0,0,,,,,
,1817300450,300450,817,1,אחזקת ציוד ,0,0,0,,,,,
,1817300451,300451,817,1,תוכנות מיחשוב ,"17,000","2,500","3,400",,,,,
,1817300540,300540,817,1,פסיכולוגי-טלפון דאר ,"19,900","-6,200",0,,,,,
,1817300570,300570,817,1,אוטומציה ,"7,800","1,500",0,,,,,
,1817300721,300721,817,1,ש.פסיכולוגי-הקצבות ,"9,000","9,000","12,200",,,,,
,1817300722,300722,817,1,הדרכה ,"85,000","62,700","85,000",,,,,
,1817300755,300755,817,1,מעגן ,0,0,0,,,,,
,1817300780,300780,817,1,ש.פסיכולוגי-הוצ ,"60,000","48,300","59,700",,,,,
,1817500440,500440,817,1,ביטוח תלמידים ,"1,190,000","1,572,500","1,573,000",,,,,
,1817600110,600110,817,1,רווחה חינוכית -שכר ,"282,600","256,800","309,700",,,,,
,1817600130,600130,817,1,שעות נוספות ,"46,500","57,200","68,100",,,,,
,1817600210,600210,817,1,מש ,0,0,0,,,,,
,1817600780,600780,817,1,רוחה חינוכית ,"1,500,000","835,400","1,000,000",,,,,
,1817600781,600781,817,1,תוכנית 360 לילדים ונוער ב,"671,100","24,200","671,000",,,,,
,1817800570,800570,817,1,הסעות -אוטומציה ,200,0,0,,,,,
,1817800710,800710,817,1,הסעת ח.רגיל ,"1,700,000","1,472,500","1,666,900",,,,,
,1817800711,800711,817,1,החזר הוצ'נסיעת תלמידים ,"514,100","591,600","600,000",,,,,
,1817800712,800712,817,1,ליווי תלמידים ,"3,380,000","4,910,900","5,300,000",,,,,
,1817800713,800713,817,1,הסעות ח.מיוחד ,"8,000,000","9,441,600","10,275,000",,,,,
,1817800714,800714,817,1,נסיעות מיוחדות אגף חינוך ,"300,000","284,200","300,000",,,,,
,1817800715,800715,817,1,ח.ר.ללא השתתפות ,"300,000","753,600","906,500",,,,,
,1817800716,800716,817,1,מלווה ללא השתתפות ,"762,000","659,900","756,600",,,,,
,1817800717,800717,817,1,כרטיסיות ללא השתתפות ,"470,000","255,800","334,300",,,,,
,1817800718,800718,817,1,מלווים רווחה ,"570,000","683,600","780,000",,,,,
,1817800719,800719,817,1,חינוך מיוחד ללא מימון ,"376,000","768,700","900,000",,,,,
,1817800780,800780,817,1,הוצ שונות ,"18,000","2,500","3,200",,,,,
,,,"817 סה""כ",,,"34,315,600","37,040,500","41,715,800",,,,,
,181800110,110,818,1,חינוך מבוגרים משכורות ,"110,500","99,600","120,200",,,,,
,181800130,130,818,1,שעות נוספות רשומות ,"6,800","6,300","7,400",,,,,
,181800430,430,818,1,חשמל ,"343,700","311,500","34,000",,,,,
,181800540,540,818,1,חינוך מבוגרים ,200,300,200,,,,,
,181800541,541,818,1,פלאפון-תיכונית ,"10,900","5,000","6,700",,,,,
,181800760,760,818,1,חינוך מבוגרים קנית ,"223,900","253,900","224,000",,,,,
,181800780,780,818,1,חינוך מבוגרים תכו ,0,0,0,,,,,
,1818100110,100110,818,1,משכורות כוללות ,0,0,0,,,,,
,,,"818 סה""כ",,,"696,000","676,600","392,500",,,,,
,182200110,110,822,1,תרבות וארועים-שכר ,"29,100","233,200","253,300",,,,,
,182200111,111,822,1,השתת ,"27,500",0,0,,,,,
,182200130,130,822,1,שעות נוספות רשומות ,"5,600","31,000","39,100",,,,,
,182200410,410,822,1,"שכ""ד ",0,"177,300","140,800",,,,,
,182200430,430,822,1,חשמל מוזיאון דונדיקוב ,"23,000","23,400","24,900",,,,,
,182200540,540,822,1,טלפון תרבות וארועים ,0,0,0,,,,,
,182200541,541,822,1,מכשירי קשר+פלאפון ,"1,100",800,"1,100",,,,,
,182200570,570,822,1,מחשוב מח'תרבות ,"8,300","2,300","3,100",,,,,
,182200755,755,822,1,הפעלת היכל התרבות ,"3,000,000","3,045,200","3,000,000",,,,,
,182200780,780,822,1,הוצאות אחרות תרבות ,"230,000","221,200","230,000",,,,,
,182200781,781,822,1,ארועי תרבות ,"5,360,000","5,360,000","5,360,000",,,,,
,182200782,782,822,1,חברה עירונית ,"5,317,000","5,319,400","7,117,000",,,,,
,182200783,783,822,1,מועדונים קהלתיים ,"300,000","300,000","300,000",,,,,
,182200784,784,822,1,פעולות מיוחדות ,"400,000","400,000","400,000",,,,,
,1822100810,100810,822,1,משרדי ממשלה ,"1,471,000","1,226,900","1,471,000",,,,,
,,,"822 סה""כ",,,"16,172,600","16,340,700","18,340,300",,,,,
,182300110,110,823,1,ספריות משכורות כוללות ,"355,300","221,700","247,500",,,,,
,182300130,130,823,1,שעות נוספות רשומות ,"14,500","13,600","14,500",,,,,
,182300420,420,823,1,ספריות תחזוקת מבנה ,"1,900","3,500","2,000",,,,,
,182300430,430,823,1,ספריה-חשמל ,"163,800","138,000","151,500",,,,,
,182300434,434,823,1,קבלן נקיון ,"132,100","119,200","134,100",,,,,
,182300540,540,823,1,ספריות -טלפון דאר ,"1,100","1,700","2,300",,,,,
,182300760,760,823,1,ספריות -מאירהוף-ש ,"1,220,000","1,370,000","1,220,000",,,,,
,182300780,780,823,1,הוצאות אחרות ,"80,000","30,300","80,000",,,,,
,182300781,781,823,1,ארכיון ,"200,000","169,100","200,000",,,,,
,1823100780,100780,823,1,ספרית מדאר ,"81,000","55,700","81,000",,,,,
,1823781110,781110,823,1,שכר ,0,0,0,,,,,
,1823781130,781130,823,1,שכר שעות נוספות ,0,0,0,,,,,
,,,"823 סה""כ",,,"2,249,700","2,122,800","2,132,900",,,,,
,182400410,410,824,1,רשת מתנסים-שכד ,"406,500","1,346,000","406,500",,,,,
,182400430,430,824,1,רשת המתנסים חשמל ,"1,075,000","1,082,300","1,075,000",,,,,
,182400540,540,824,1,רשת המתנסים טלפון ,0,0,0,,,,,
,182400541,541,824,1,מכשירי קשר ,800,0,0,,,,,
,182400780,780,824,1,רשת מתנסים החזרים ,"325,000","341,000","325,000",,,,,
,182400781,781,824,1,מתנס תנופה ,"345,000","345,000","395,000",,,,,
,182400782,782,824,1,מופת ,"120,000","120,000","120,000",,,,,
,182400783,783,824,1,קיץ בטוח ,0,0,0,,,,,
,182400784,784,824,1,מלחמה בסמים ,0,0,0,,,,,
,182400785,785,824,1,תקותנו ,"350,000","350,000","350,000",,,,,
,182400786,786,824,1,רזרבה מתנס ק.משה ,"300,000","300,000","300,000",,,,,
,182400787,787,824,1,מתנס מהות ,"400,000","400,000","450,000",,,,,
,182400788,788,824,1,גולה ,"50,000","36,600","100,000",,,,,
,182400789,789,824,1,תגבור ,"70,000","70,000","145,000",,,,,
,182400810,810,824,1,רשת המתנסים ,"1,560,000","1,551,000","1,560,000",,,,,
,,,"824 סה""כ",,,"5,002,300","5,941,900","5,226,500",,,,,
,1825100110,100110,825,1,קונסרבטוריון-משכ ,"289,200","278,300","304,300",,,,,
,1825100210,100210,825,1,עובדים זמניים ,0,0,0,,,,,
,1825100434,100434,825,1,נקיון ,"34,000","71,500","80,000",,,,,
,1825100540,100540,825,1,קונסבטוריון דאר טלפ ,"1,500","2,400","3,200",,,,,
,1825300110,300110,825,1,מח מוסיקה ,"246,300","224,700","247,000",,,,,
,1825300130,300130,825,1,ש.נ. ,"43,200","40,100","43,000",,,,,
,,,"825 סה""כ",,,"614,200","617,000","677,500",,,,,
,182600110,110,826,1,אומנויות הבמה ,"444,900","393,500","433,300",,,,,
,182600130,130,826,1,אומנויות הבמה ,"64,000","71,300","77,000",,,,,
,182600210,210,826,1,זמניים ,"30,100","79,700","87,400",,,,,
,182600784,784,826,1,פסטיבל המדע ,"100,000",0,0,,,,,
,1826100110,100110,826,1,בימת הנוער משכורות ,"440,700","429,400","466,400",,,,,
,1826100130,100130,826,1,שעות נוספות רשומות ,"41,000","43,700","50,200",,,,,
,1826100210,100210,826,1,בימת הנוער-עובדים זמניים ,0,0,0,,,,,
,1826100230,100230,826,1,שעות נוספות ,0,0,0,,,,,
,1826100410,100410,826,1,שכד בימת הנוער בית ,"260,000",0,0,,,,,
,1826100420,100420,826,1,בימת הנוער תחזוקת מ ,0,0,0,,,,,
,1826100430,100430,826,1,בימת הנוער -חשמל ,800,700,800,,,,,
,1826100540,100540,826,1,בימת הנוער טלפון ,0,0,0,,,,,
,1826100541,100541,826,1,מירס/פלאפון ,700,200,300,,,,,
,1826100750,100750,826,1,הדרכה מוזיקלית ,"78,000","78,000","78,000",,,,,
,1826200110,200110,826,1,שכר ,"21,600","2,400","2,600",,,,,
,1826200130,200130,826,1,שכר שעות נוספות ,"9,000","9,700","10,600",,,,,
,1826200810,200810,826,1,מוזיאונים ,"240,000","246,900","240,000",,,,,
,1826400110,400110,826,1,משכורות כוללות ,"579,600","533,700","584,800",,,,,
,1826400130,400130,826,1,שעות נוספות רשומות ,"67,000","72,600","79,000",,,,,
,1826400210,400210,826,1,מש ,"18,800","14,600","16,300",,,,,
,1826400230,400230,826,1,מש ,600,400,500,,,,,
,1826400420,400420,826,1,יד לבנים תחזוקת מבנה ,"60,000","56,700","60,000",,,,,
,1826400430,400430,826,1,יד לבנים חשמל ,"83,400","61,400","67,000",,,,,
,1826400540,400540,826,1,יד לבנים -דאר טלפון ,"18,600","18,900","20,000",,,,,
,1826400542,400542,826,1,דאר יד לבנים ,"4,700","4,600","1,600",,,,,
,1826500110,500110,826,1,בית תרבות-משכורות כ ,"1,019,600","948,500","1,032,400",,,,,
,1826500130,500130,826,1,שעות נוספות רשומות ,"42,000","29,700","33,800",,,,,
,1826500210,500210,826,1,מש ,"2,000",0,0,,,,,
,1826500430,500430,826,1,בית תרבות-חשמל ,"66,100","36,200","37,900",,,,,
,1826500434,500434,826,1,קבלן נקיון ,"32,700","21,000","21,000",,,,,
,1826500451,500451,826,1,תוכנות מיחשוב ,0,0,0,,,,,
,1826500536,"500,536",826,1,ליסניג ,0,0,0,,,,,
,1826500540,500540,826,1,בית תרבות דאר טלפון ,0,0,0,,,,,
,1826500541,500541,826,1,פלאפון ,"4,900","7,400","10,000",,,,,
,1826500542,"500,542",826,1,מכונת ביול ,0,0,0,,,,,
,1826500780,"500,780",826,1,בית תרבות הוצאות ,0,0,0,,,,,
,1826600110,600110,826,1,"בי""ס להורים ","151,000","78,700","103,200",,,,,
,,,"826 סה""כ",,,"3,881,800","3,239,900","3,514,100",,,,,
,182700110,110,827,1,תרבות תורנית -שכר ,"229,800","226,900","250,000",,,,,
,182700130,130,827,1,שכר שעות נוספות ,"34,700","39,400","42,200",,,,,
,182700780,780,827,1,תרבות תורנית הוצאות ,"1,380,000","1,350,400","1,530,000",,,,,
,182700781,781,827,1,תרבות תורנית-מ ,"1,100,000","1,189,800","1,250,000",,,,,
,182700783,783,827,1,פעולות נוספות ,0,0,0,,,,,
,,,"827 סה""כ",,,"2,744,500","2,806,500","3,072,200",,,,,
,1828200110,200110,828,1,משכורות כוללות ,"3,800",0,0,,,,,
,1828200210,200210,828,1,זמניים ,"295,900","293,500","318,800",,,,,
,1828200410,200410,828,1,שכד חיילים ,0,0,0,,,,,
,1828200430,200430,828,1,חשמל מועדונים ,0,0,0,,,,,
,1828200536,200536,828,1,ליסינג רכב ,0,0,0,,,,,
,1828200580,200580,828,1,עתידים ,0,0,"240,000",,,,,
,1828200760,200760,828,1,אגף הנוער ,"100,000","107,500","100,000",,,,,
,1828200761,200761,828,1,קיץ בטוח ,"200,000","200,000","200,000",,,,,
,1828200780,200780,828,1,פעולות נוער ,"2,628,000","2,628,100","2,628,000",,,,,
,1828200781,200781,828,1,צעירים ,"200,000","200,000","200,000",,,,,
,1828900780,900780,828,1,תנועות נוער ,"220,000","219,000","270,000",,,,,
,,,"828 סה""כ",,,"3,647,700","3,648,100","3,956,800",,,,,
,1829300110,300110,829,1,משכורות כוללות ,"343,700","324,800","355,600",,,,,
,1829300130,300130,829,1,שעות נוספות רשומות ,"20,700","20,700","22,300",,,,,
,1829300210,300210,829,1,שכר זמניים ,"2,800","2,100","2,800",,,,,
,1829300430,300430,829,1, חשמל ,"564,900","460,100","531,400",,,,,
,1829300540,300540,829,1,הוצ' טלפון ,500,800,"1,000",,,,,
,1829300580,300580,829,1,פרויקטים בספורט ,"1,432,000","1,432,000","1,432,000",,,,,
,1829300780,300780,829,1,ספורט-הוצאות אחרות ,"69,700","65,900","69,000",,,,,
,1829300810,300810,829,1,אחזקת מגרשים ,0,0,0,,,,,
,1829400110,400110,829,1,שכר היכל הספורט-אמ ,"295,900","270,500","295,300",,,,,
,1829400130,400130,829,1,שכר היכל הספורט-אצ ,"64,600","63,700","71,700",,,,,
,1829400420,400420,829,1,ת.מזגנים ,"1,100",900,600,,,,,
,1829400540,400540,829,1,טלפון-אולם ספורט עמית ,700,"1,700","2,300",,,,,
,1829500110,500110,829,1,שכר היכל הספורט ,"401,200","348,300","383,300",,,,,
,1829500130,500130,829,1,שנ היכל הספורט ,"26,000","20,200","23,000",,,,,
,1829500210,500210,829,1,מש ,"21,500","12,700","15,400",,,,,
,1829500230,500230,829,1,מש זמ ,0,0,0,,,,,
,1829500540,500540,829,1,היכל הספורט-טלפון ,"3,600","7,100","9,500",,,,,
,1829500780,500780,829,1,היכל הספורט ,0,0,0,,,,,
,1829600110,600110,829,1,אוסי וזהר היכל ספורט ,"377,600","339,800","373,600",,,,,
,1829600130,600130,829,1,אוסי וזהר היכל ספורט ,"64,600","66,500","74,400",,,,,
,1829600210,600210,829,1,משכורות זמניים ,"2,800","12,700","16,600",,,,,
,1829600420,600420,829,1,ת.מזגנים ,0,0,0,,,,,
,1829600540,600540,829,1,אולם ספורט ,600,"1,400","2,000",,,,,
,1829700430,700430,829,1,שפרינצק אולם ,"19,600","16,800","18,500",,,,,
,1829710110,710110,829,1,שזר-אולם ,"420,400","422,700","461,900",,,,,
,1829710130,710130,829,1,שזר-אולם ,"80,600","82,900","91,000",,,,,
,1829710540,710540,829,1,שזר -טלפון ,0,300,400,,,,,
,1829800110,800110,829,1,משכורות ,"316,700","197,500","224,700",,,,,
,1829800130,800130,829,1,שעות נוספות ,"50,400","34,300","36,900",,,,,
,1829800210,800210,829,1,שכר זמנים ,"39,000","77,100","85,200",,,,,
,1829800760,800760,829,1,ספורטק ,"400,000","308,000","400,000",,,,,
,1829900780,900780,829,1,אולם קציר ,"450,000","451,700","450,000",,,,,
,1829900811,900811,829,1,סל ספורט לאגודות ,"164,000","258,400","164,000",,,,,
,1829910780,910780,829,1,בריכת וייסגל ,"660,000","728,800","660,000",,,,,
,,,"829 סה""כ",,,"6,295,200","6,030,400","6,274,400",,,,,
,1832100110,100110,832,1,מרפאות יעוץ -שכר ,0,-100,-200,,,,,
,1832400110,400110,832,1,משכורות כוללות ,"330,700","265,000","290,400",,,,,
,1832400130,400130,832,1,שעות נוספות רשומות ,"15,600","9,000","8,900",,,,,
,1832400430,400430,832,1,טיפת חלב-חשמל ,"88,900","73,600","88,900",,,,,
,1832400540,400540,832,1,טיפות חלב-טלפון ,"7,400","10,400","7,400",,,,,
,,,"832 סה""כ",,,"442,600","357,900","395,400",,,,,
,183600810,810,836,1,נטן ,0,0,0,,,,,
,,,"836 סה""כ",,,0,0,0,,,,,
,183700760,760,837,1,רשות סמים ,"540,000","828,600","740,000",,,,,
,,,"837 סה""כ",,,"540,000","828,600","740,000",,,,,
,184100550,550,841,1,חוברת מידע ,"50,000","50,000","50,000",,,,,
,184100780,780,841,1,עזרה לנזקקים-הו ,"190,000","180,300","180,000",,,,,
,184100781,781,841,1,סיוע לאמהות ,"37,700","4,700","37,000",,,,,
,18411110,1110,841,1,"שכר עובדי האגף לש""ח ","14,909,300","12,903,300","14,537,000",,,,,
,18411130,1130,841,1,שנ ,"823,360","838,400","917,800",,,,,
,18411320,1320,841,1,פיצויים ,"11,800","41,300","52,400",,,,,
,18414110,4110,841,1,"שכר כ""א לחינוך מיוחד ","180,000","159,500","170,100",,,,,
,18416410,6410,841,1,שכד ,"160,000","363,800","269,000",,,,,
,18416430,6430,841,1,חשמל ,"185,000","111,100","150,000",,,,,
,18416434,6434,841,1,ניקיון ,"40,000","29,300","40,000",,,,,
,18416540,6540,841,1,טלפון ,"112,000","100,700","119,000",,,,,
,18416541,6541,841,1,ט נייד ,0,0,0,,,,,
,18416542,6542,841,1,דאר ,0,0,0,,,,,
,18416550,6550,841,1,פרסום ,"2,700","2,700","3,600",,,,,
,18416560,6560,841,1,אחזקת מכונות צילום ,0,100,0,,,,,
,18416570,6570,841,1,מחשוב ,"120,000","19,800",0,,,,,
,18416710,6710,841,1,הסעות ,"170,000","153,100","222,000",,,,,
,18416750,6750,841,1,עבודות קבלניות(מוקד( ,"380,000","366,200","430,000",,,,,
,18416751,6751,841,1,רווחה קהילתית לגמלאים ,0,0,"50,000",,,,,
,18416752,6752,841,1,תכנון משפחה ,0,0,"50,000",,,,,
,18416780,6780,841,1,הוצ ,"175,000","48,800","100,000",,,,,
,18416783,6783,841,1,רזרבה גישור ,"220,000","215,800","220,000",,,,,
,18416930,6930,841,1,רכישות חד פעמיות ,0,0,0,,,,,
,18417110,7110,841,1,עושים משטרה ,"80,900","75,900","82,200",,,,,
,,,"841 סה""כ",,,"17,847,760","15,664,800","17,680,100",,,,,
,1842201840,201840,842,1,טיפול האלכוהוליסטים ,0,0,0,,,,,
,1842202780,202780,842,1,משפחות במצוקה בקהילה ,"276,000","283,700","282,000",,,,,
,1842202840,202840,842,1,משפחות מצוקה בקהילה ,"410,000","296,400","410,000",,,,,
,1842205840,205840,842,1,טיפול בדרי רחוב ,0,"1,100",0,,,,,
,1842206840,206840,842,1,דרי רחוב ,0,"2,000","1,900",,,,,
,1842207840,207840,842,1,סיוע למשפחות עם ילדים ,"305,000","332,900","365,000",,,,,
,1842209840,209840,842,1,דרי רחוב-רב בעייתי ,"6,700",0,0,,,,,
,1842210780,210780,842,1,סיוע בהוצאות אבל ,0,0,0,,,,,
,1842211840,211840,842,1,סיוע חד פעמי לחימום ,"13,200",0,0,,,,,
,1842403110,403110,842,1,משכורות ,"7,900","3,700","4,800",,,,,
,1842403130,403130,842,1,שעות נוספות ,"21,300","11,600","15,200",,,,,
,1842403755,403755,842,1,כא ,"395,000","372,000","395,000",,,,,
,1842403780,403780,842,1,טיפול באלימות ,"20,000","5,100","20,000",,,,,
,1842408840,408840,842,1,בית נועם ,0,0,0,,,,,
,1842409840,409840,842,1,תחנות לטיפול במשפחה ,"53,300","53,300","53,333",,,,,
,1842410840,410840,842,1,מס.טיפול לגברים אלימים ,"46,500",0,0,,,,,
,1842411840,411840,842,1,טיפול במשפחות אומנה ,0,0,"8,000",,,,,
,,,"842 סה""כ",,,"1,554,900","1,361,800","1,555,233",,,,,
,1843500780,500780,843,1,נוער בסיכון ומעמד הילד ,"270,000","84,900","460,000",,,,,
,1843501110,501110,843,1,שכר רכזות משפחתונים ,"32,400","29,200","31,700",,,,,
,1843503760,503760,843,1,טיפול ,"118,000","106,300","118,000",,,,,
,1843503780,503780,843,1,טיפול בילד (שונות( ,"959,100","982,200","988,000",,,,,
,1843503840,503840,843,1,טיפול בילד בקהילה ,"240,000","182,000","241,000",,,,,
,1843504110,504110,843,1,שכר מועדוניות משותפות ,"533,500","582,300","640,000",,,,,
,1843504130,504130,843,1,שעות נוספות ,"11,500","12,100","13,500",,,,,
,1843504510,504510,843,1,מועדוניות ארוחות חמות ,"300,000","227,200","300,000",,,,,
,1843504760,504760,843,1,מועדוניות ,"700,000","703,900","750,000",,,,,
,1843504780,504780,843,1,מועדניות (הסעות( ,"30,000","18,700","40,000",,,,,
,1843507780,507780,843,1,יצירת קשר הורים ילדים ,"70,000","70,000","70,000",,,,,
,1843507840,507840,843,1,יצירת קשר הורים ילדים ,"12,000","7,800","12,000",,,,,
,1843508840,508840,843,1,טיפול במשפחות אומנה ,"198,700","259,500","240,000",,,,,
,1843509780,509780,843,1,טיפול בפגיעות מיניות ,"121,100","138,400","280,000",,,,,
,1843510430,510430,843,1,חשמל ,"5,000","5,300","5,400",,,,,
,1843511780,511780,843,1,בדיקות פסכולוגיות ,"46,000","15,300","24,267",,,,,
,1843513780,513780,843,1,תוכנית לאומית ילד ונוער ,0,"140,000","280,800",,,,,
,1843801780,801780,843,1,החזקת_ילדים בפנמיות ,"52,300",400,"5,000",,,,,
,1843801840,801840,843,1,אחזקת ילדים בפנימיות ,"10,456,000","11,473,200","11,103,473",,,,,
,1843802780,802780,843,1,עם הפנים לקהילה ,"422,100","419,700","425,000",,,,,
,1843901840,901840,843,1,ילדים במעונות יום ,"3,780,000","2,996,200","3,570,600",,,,,
,,,"843 סה""כ",,,"18,357,700","18,454,600","19,598,740",,,,,
,1844301780,301780,844,1,אחזקת זקנים במוסדות ,"10,900","2,000","2,000",,,,,
,1844301840,301840,844,1,אחזקת זקנים במוסדות ,"4,252,000","4,028,100","4,521,480",,,,,
,1844302840,302840,844,1,נופשון לזקן ,"50,000","65,200","74,400",,,,,
,1844402760,402760,844,1,מועדון ,"21,800","21,800","21,800",,,,,
,1844402780,402780,844,1,מועדון קשישים ,"121,400","122,200","122,600",,,,,
,1844403780,403780,844,1,טיפול בזקן בקהילה ,"10,000","45,000","80,000",,,,,
,1844403840,403840,844,1,טיפול בזקן בקהילה ,"290,700","165,500","261,000",,,,,
,1844405110,405110,844,1,שכר מרכזי ועדות חוק סיעוד,"1,037,200","920,700","1,000,000",,,,,
,1844405130,405130,844,1,שנ ,"52,000","54,100","58,200",,,,,
,1844406430,406430,844,1,חשמל ,"2,100","2,800","3,200",,,,,
,1844406840,406840,844,1,טיפול שינים ,"20,900","6,500","5,280",,,,,
,1844407780,407780,844,1,שכונה תומכת ,"106,700","115,400","106,667",,,,,
,1844408780,408780,844,1,השתתפות בפעילות קשישים ,"99,000","98,700","101,000",,,,,
,1844409780,409780,844,1,מועדוניות תוכנית העשרה ,"47,000","46,100","47,000",,,,,
,1844410780,410780,844,1,שרותים לניצולי שואה ,"100,000","98,300","100,000",,,,,
,1844413840,413840,844,1,מיגול וציוד ביתי ,"7,300","5,800","7,000",,,,,
,1844414840,414840,844,1,סיוע לניצולי שואה ,"9,300",0,0,,,,,
,1844441484,441484,844,1,סיוע לניצולי שואה ,0,0,0,,,,,
,1844501780,501780,844,1,דיור מוגן -בית ענת ,0,0,"230,000",,,,,
,1844501810,501810,844,1,עלה ,"520,000","520,000","520,000",,,,,
,1844501840,501840,844,1,מסגרת יום לזקן ,"371,200","219,000","403,867",,,,,
,,,"844 סה""כ",,,"7,129,500","6,537,200","7,665,494",,,,,
,1845101840,101840,845,1,סידור מפגרים במוסדות ,"20,728,635","18,577,900","21,000,000",,,,,
,1845102840,102840,845,1,מפגרים במוסד ממשלתי ,"3,501,200","3,072,300","3,351,600",,,,,
,1845103840,103840,845,1,אחזקת אוטיסטים ,"2,978,800","3,089,600","3,412,100",,,,,
,1845104840,104840,845,1,טיפול בהורים וילדים ,"245,900","206,900","294,724",,,,,
,1845105780,105780,845,1,נופשונים וקיטנות ,"22,100","25,700","38,913",,,,,
,1845106840,106840,845,1,מעונות יום שיקומיים ,"582,000","619,500","707,936",,,,,
,1845107840,107840,845,1,מועדונים לילדים ,0,0,"62,763",,,,,
,1845108840,108840,845,1,מ.יום ותעסוקה לבוגרים ,"448,000","375,200","437,333",,,,,
,1845110840,110840,845,1,משפחות אומנה למפגר ,"26,200","23,900","26,667",,,,,
,1845111840,111840,845,1,משפחות אומנה ,"18,700","17,300","21,200",,,,,
,1845112840,112840,845,1,הסעות לאוטיסטים ,"38,500","73,900","86,800",,,,,
,1845113780,113780,845,1,סביבה תומכת ,"246,900","240,000","270,000",,,,,
,1845201110,201110,845,1,שכר מסגרות יום ארוך(עידוד,"178,400","87,900","104,800",,,,,
,1845201130,201130,845,1,שנ ,"48,000","19,600","25,000",,,,,
,1845201560,201560,845,1,אחזקת מכונת צילום ,"2,000","1,600","1,900",,,,,
,1845201760,201760,845,1,כא ,"140,000","139,100","200,000",,,,,
,1845201780,201780,845,1,הוצ שונות ,"170,000","169,500","190,000",,,,,
,1845203110,203110,845,1,שכר לימן ,"400,000","223,000","263,900",,,,,
,1845203130,203130,845,1,שנ ,"25,500","16,900","17,100",,,,,
,1845203320,203320,845,1,פיצויים ,0,0,0,,,,,
,1845203540,203540,845,1,טלפון לימן ,"1,700","2,800","3,800",,,,,
,1845203780,203780,845,1,הוצ שונות ,"19,600","19,000","36,500",,,,,
,1845203840,203840,845,1,מפגרים במעון טיפולי ,"1,500,000","1,651,600","2,484,900",,,,,
,1845204110,204110,845,1,שכר מעש ,"328,600","298,400","357,100",,,,,
,1845204130,204130,845,1,ש.נ מעש ,"23,500","25,500","30,600",,,,,
,1845204540,204540,845,1,מעש טלפון ,100,200,100,,,,,
,1845204780,204780,845,1,הוצ שונות ,"340,000","330,300","368,000",,,,,
,1845204840,204840,845,1,"פירוט מפעל מעשי""ם ","1,152,200","1,207,000","1,402,008",,,,,
,1845205840,205840,845,1,מפגרים במעון אמוני ,"51,600","54,800","68,800",,,,,
,1845301840,301840,845,1,שרותים תומכים למפגר ,"44,900","54,000","60,000",,,,,
,1845302840,302840,845,1,נופשונים למפגר ,"50,300","55,200","56,000",,,,,
