"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
753,741100,1,,עובדים חיצוניים   ,קשיח,0.00%,0,0,
961,741100,1,,רז' פעולות ורכישות,גמיש,0.00%,0,0,0
741100  סך הכל ,,,,אגף התשתיות,,-3.73%,"714,300","742,000","674,146.72"
0,742000,1,,דרכים ומדרכות     , ,,                ,                ,
100,742000,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,742000,1,,השכר הקובע-תקציבית,שכר,0.54%,"241,400","240,100","280,809.74"
119,742000,1,,השכר הקובע-צוברת  ,שכר,0.47%,"1,144,100","1,138,700","953,256.40"
122,742000,1,,ביגוד             ,שכר,-18.89%,"24,900","30,700","30,913.15"
126,742000,1,,דמי הבראה         ,שכר,-23.86%,"38,300","50,300","44,197.55"
130,742000,1,,שעות נוספות       ,שכר,0.00%,"57,700","57,700","53,763.75"
140,742000,1,,השתתפות באחזקת רכב,שכר,-4.51%,"150,200","157,300","120,603.40"
511,742000,1,,אירוח וכיבוד      ,גמיש,-20.00%,"3,600","4,500","4,314.01"
544,742000,1,,הוצאות דאר        ,קשיח,0.00%,"13,000","13,000",639.79
571,742000,1,,"מיכון וענ""א       ",קשיח,-10.92%,"20,400","22,900","22,900.00"
580,742000,1,,ייעוץ חיצוני,גמיש,0.00%,"65,000",0,"65,182.50"
581,742000,1,,מיפוי  תשתיות,גמיש,0.00%,0,0,0
596,742000,1,,השתתפות בעזר 096  ,קשיח,-3.68%,"162,300","168,500","159,214.00"
700,742000,1,,הוצאות לפעולות    , ,,,,0
715,742000,1,,עבודות קבלניות-רכב,גמיש,60.00%,"16,000","10,000",0
722,742000,1,,חמרים-תחזוקה עצמית,גמיש,-20.00%,"120,000","150,000","73,243.78"
742,742000,1,,כלים וציוד        ,גמיש,-20.00%,"16,000","20,000",0
745,742000,1,,מבצעי חורף        ,גמיש,-20.00%,"16,000","20,000","5,299.00"
753,742000,1,,עובדים חיצוניים   ,קשיח,0.00%,0,0,
754,742000,1,,עבודות קבלניות    ,גמיש,8.33%,"1,300,000","1,200,000","1,326,707.00"
757,742000,1,,ציפוי כבישים,גמיש,0.00%,0,0,"573,855.00"
758,742000,1,,אחזקת כביש 20,קשיח,35.00%,"270,000","200,000","215,916.00"
759,742000,1,,עבודת קבלני טרקטור,גמיש,-20.00%,"104,000","130,000","86,148.00"
763,742000,1,,עובד חברת מוסדות  ,קשיח,0.00%,0,0,
794,742000,1,,השתתפות בעזר 094  ,קשיח,2.93%,"49,200","47,800","46,487.00"
931,742000,1,,הוצאות חד פעמיות  ,גמיש,-20.00%,"8,000","10,000",0
960,742000,1,,רזרבה-תחזוקה כללית,גמיש,-20.00%,"280,000","350,000","335,122.00"
742000  סך הכל ,,,,דרכים ומדרכות     ,,1.95%,"4,100,100","4,021,500","4,398,572.07"
0,743000,1,,תאורת רחובות      , ,,                ,                ,
110,743000,1,,השכר הקובע-תקציבית,שכר,5.13%,"453,200","431,100","412,824.09"
119,743000,1,,השכר הקובע-צוברת  ,שכר,3.82%,"486,400","468,500","452,512.80"
122,743000,1,,ביגוד             ,שכר,3.40%,"30,400","29,400","23,670.10"
126,743000,1,,דמי הבראה         ,שכר,0.86%,"47,000","46,600","36,960.00"
130,743000,1,,שעות נוספות       ,שכר,1.75%,"168,700","165,800","160,186.00"
140,743000,1,,השתתפות באחזקת רכב,שכר,11.90%,"159,800","142,800","140,642.75"
431,743000,1,,חשמל              ,קשיח,16.00%,"5,800,000","5,000,000","5,413,188.40"
596,743000,1,,השתתפות בעזר 096  ,קשיח,-3.67%,"621,900","645,600","609,949.00"
722,743000,1,,פנסים ומנורות     ,גמיש,10.00%,"550,000","500,000","496,285.74"
742,743000,1,,כלים וציוד        ,גמיש,0.00%,"10,000","10,000","7,939.12"
745,743000,1,,תיקון נזקים       ,גמיש,50.00%,"150,000","100,000","123,366.00"
754,743000,1,,עבודות תאורה      ,גמיש,0.00%,"271,000","271,000","259,592.92"
758,743000,1,,צביעת עמודי תאורה ,גמיש,-55.56%,"80,000","180,000","33,911.00"
794,743000,1,,השתתפות בעזר 094  ,קשיח,2.91%,"81,400","79,100","76,910.00"
743000  סך הכל ,,,,תאורת רחובות      ,,10.41%,"8,909,800","8,069,900","8,247,937.92"
0,744000,1,,בטיחות בדרכים     , ,,,,
119,744000,1,,השכר הקובע-צוברת,שכר,3.04%,"111,700","108,400","108,807.45"
122,744000,1,,ביגוד,שכר,0.00%,"2,600","2,600","2,076.00"
126,744000,1,,דמי הבראה,שכר,1.72%,"5,900","5,800","4,620.00"
130,744000,1,,שעות נוספות,שכר,-16.20%,"15,000","17,900","16,075.25"
140,744000,1,,השתתפות באחזקת רכב,שכר,3.09%,"16,700","16,200","16,167.85"
431,744000,1,,חשמל              ,קשיח,-22.86%,"540,000","700,000","528,662.01"
571,744000,1,,"מיכון וענ""א       ",קשיח,-10.75%,"40,700","45,600","45,600.00"
722,744000,1,,חמרים-תחזוקה עצמית,גמיש,-20.00%,"160,000","200,000","124,130.00"
742,744000,1,,כלים וציוד        ,גמיש,-20.00%,"8,000","10,000",0
754,744000,1,,עב' בטיחות בדרכים ,גמיש,16.67%,"700,000","600,000","847,932.00"
784,744000,1,,תמרור תחנות אוטוב',גמיש,-28.89%,"32,000","45,000","19,780.00"
794,744000,1,,השתתפות בעזר 094  ,קשיח,2.80%,"73,500","71,500","69,469.00"
744000  סך הכל ,,,,בטיחות בדרכים     ,,-6.41%,"1,706,100","1,823,000","1,783,319.56"
0,745000,1,,תיעול ונקוז       , ,,                ,                ,
119,745000,1,,השכר הקובע-צוברת,שכר,1.05%,"278,400","275,500","273,147.61"
122,745000,1,,ביגוד,שכר,0.00%,"2,600","2,600","2,076.00"
126,745000,1,,דמי הבראה,שכר,0.00%,"4,800","4,800","3,780.00"
140,745000,1,,השתתפות באחזקת רכב,שכר,7.75%,"41,700","38,700","40,620.10"
722,745000,1,,חמרים-תחזוקה עצמית,גמיש,-20.00%,"8,000","10,000",0
742,745000,1,,כלים וציוד        ,גמיש,-20.00%,"8,000","10,000",0
754,745000,1,,עבודות קבלניות    ,גמיש,16.67%,"350,000","300,000","389,169.10"
757,745000,1,,הערכות לחורף,גמיש,28.00%,"320,000","250,000","245,018.00"
758,745000,1,,אחזקת תעלות       ,גמיש,17.65%,"100,000","85,000","48,228.37"
759,745000,1,,ניקוי מובלים,גמיש,0.00%,"400,000","400,000","353,433.00"
760,745000,1,,"התחשבנות תחז' עת""א",קשיח,5.26%,"20,000","19,000","17,886.00"
800,745000,1,,השת' תמיכות תרומות, ,,,,0
831,745000,1,,הש'ניקוז נחל אילון,קשיח,0.00%,0,0,
832,745000,1,,רשות הניקוז-ירקון ,קשיח,5.57%,"402,000","380,800","401,700.00"
833,745000,1,,השת'ניקוז נחל שורק,קשיח,0.00%,0,0,
961,745000,1,,רז' פעולות ורכישות,גמיש,0.00%,0,0,0
745000  סך הכל ,,,,תיעול ונקוז       ,,8.96%,"1,935,500","1,776,400","1,775,058.18"
0,746100,1,,גינות צבוריות ונוף, ,,                ,                ,
110,746100,1,,השכר הקובע-תקציבית,שכר,-13.31%,"2,447,300","2,822,900","2,688,396.74"
119,746100,1,,השכר הקובע-צוברת  ,שכר,8.50%,"2,250,100","2,073,900","1,497,486.36"
122,746100,1,,ביגוד             ,שכר,7.48%,"126,400","117,600","101,787.80"
126,746100,1,,דמי הבראה         ,שכר,2.55%,"132,500","129,200","105,707.61"
130,746100,1,,שעות נוספות       ,שכר,3.25%,"187,600","181,700","211,547.30"
140,746100,1,,השתתפות באחזקת רכב,שכר,-3.74%,"492,100","511,200","437,629.34"
210,746100,1,,השכר הקובע        ,שכר,26.09%,"60,900","48,300","20,748.87"
253,746100,1,,עובדים חיצוניים   ,שכר,54.62%,"40,200","26,000","31,558.00"
431,746100,1,,חשמל              ,קשיח,9.69%,"60,000","54,700","61,448.60"
432,746100,1,,מים               ,קשיח,0.00%,"4,200,000","4,200,000","3,947,189.90"
433,746100,1,,חומרי נקיון       ,גמיש,0.00%,"3,000","3,000","1,693.81"
437,746100,1,,אחזקת אזעקה       ,קשיח,0.00%,"2,000","2,000",939.6
470,746100,1,,אחזקת מכונות משרד ,גמיש,0.00%,"4,500","4,500","3,370.15"
471,746100,1,,מכשירי כתיבה      ,גמיש,0.00%,"20,000","20,000","13,728.81"
492,746100,1,,השתתפות בעזר 092  ,קשיח,17.66%,"265,800","225,900","235,281.00"
511,746100,1,,אירוח וכיבוד      ,גמיש,-20.00%,"3,200","4,000","3,252.40"
512,746100,1,,"נסיעות ואש""ל      ",גמיש,-16.67%,"1,000","1,200",0
522,746100,1,,ספרים ועיתונים    ,גמיש,-19.15%,"3,800","4,700","3,427.00"
530,746100,1,,אופניים לעובדים   ,קשיח,0.00%,0,0,"1,000.00"
544,746100,1,,הוצאות דאר        ,קשיח,0.00%,"1,200","1,200",581.23
562,746100,1,,הדפסות            ,גמיש,-20.00%,"2,400","3,000","2,999.50"
565,746100,1,,צילומים והעתקות   ,גמיש,0.00%,"8,700","8,700","8,700.00"
571,746100,1,,"מיכון וענ""א       ",קשיח,-10.83%,"163,100","182,900","183,000.00"
580,746100,1,,יועצים-חיצוניים   ,קשיח,7.51%,"730,000","679,000","665,934.00"
596,746100,1,,השתתפות בעזר 096  ,קשיח,-3.69%,"297,600","309,000","291,839.00"
715,746100,1,,עבודות קבלניות-רכב,גמיש,-25.00%,"150,000","200,000","103,673.00"
722,746100,1,,חמרים-תחזוקה עצמית,גמיש,-20.00%,"120,000","150,000","71,926.80"
728,746100,1,,רכישת צמחים       ,גמיש,0.00%,"60,000","60,000","48,750.20"
742,746100,1,,כלים וציוד        ,גמיש,-20.00%,"48,000","60,000","26,395.56"
754,746100,1,,עבודות מסגרות,קשיח,0.00%,"350,000","350,000","306,486.50"
756,746100,1,,שמירה בקבלנות     ,גמיש,15.70%,"532,200","460,000","424,901.60"
757,746100,1,,גיזום עצים בקבלנות,גמיש,2.31%,"798,000","780,000","755,894.00"
758,746100,1,,קבלני גינון גנים  ,קשיח,2.35%,"8,000,000","7,816,000","7,729,161.95"
759,746100,1,,"עב"" קבלניות שונות ",גמיש,-11.58%,"336,000","380,000","377,721.50"
780,746100,1,,אחזקת אדניות      ,גמיש,0.00%,"55,000","55,000","35,320.40"
781,746100,1,,תחרות קירייה יפה  ,גמיש,0.00%,"4,800","4,800","3,112.00"
782,746100,1,,אחזקת פינת ליטוף  ,גמיש,-4.76%,"200,000","210,000","154,395.78"
784,746100,1,,גן הקקטוסים,גמיש,0.00%,"7,400","7,400","6,473.00"
794,746100,1,,השתתפות בעזר 094  ,קשיח,2.87%,"143,200","139,200","135,280.00"
923,746100,1,,תחז' יצירות אומנות,גמיש,5.81%,"450,000","425,300","387,858.00"
931,746100,1,,רכישות חד פעמיות  ,גמיש,-36.55%,"184,000","290,000","170,321.35"
932,746100,1,,אחזקת מזרקות,קשיח,0.00%,"450,000","450,000","457,614.15"
933,746100,1,,אחזקת מתקני משחק,קשיח,-11.54%,"1,150,000","1,300,000","1,162,958.60"
934,746100,1,,עבודות טכניות,קשיח,2.62%,"510,000","497,000","482,999.30"
935,746100,1,,תיקונים מוונדליזם,גמיש,-50.00%,"300,000","600,000","511,218.00"
936,746100,1,,אחזקת ספסלים,גמיש,0.00%,"270,000",0,
937,746100,1,,אחזקת מתקני כושר,גמיש,0.00%,"140,000",0,
746100  סך הכל ,,,,גינות צבוריות ונוף,,-0.34%,"25,762,000","25,849,300","23,871,708.71"
0,746700,1,,פארק פרס, ,,                ,                ,
432,746700,1,,מים               ,קשיח,0.00%,"750,000","750,000","807,827.20"
870,746700,1,,אחזקת פארק פרס,גמיש,-10.00%,"1,620,000","1,800,000","1,800,000.00"
871,746700,1,,אחזקת מגדל המים,גמיש,0.00%,"4,800","4,800","4,800.00"
746700  סך הכל ,,,,פארק פרס, ,-7.05%,"2,374,800","2,554,800","2,612,627.20"
0,751000,1,,חגיגות יום העצמאות, ,,                ,                ,
210,751000,1,,השכר הקובע        ,שכר,0.00%,"12,000","12,000",0
782,751000,1,,הפקת ארועים       ,גמיש,-25.53%,"700,000","940,000","821,406.55"
751000  סך הכל ,,,,חגיגות יום העצמאות,,-25.21%,"712,000","952,000","821,406.55"
0,752000,1,,חגיגות+טכסים אחרים, ,,                ,                ,
514,752000,1,,מתנות עירייה      ,גמיש,-20.00%,"22,400","28,000","6,460.00"
781,752000,1,,ארועים            ,גמיש,-20.00%,"80,000","100,000","83,345.09"
783,752000,1,,רכ'מדליונים וספרים,גמיש,-19.79%,"15,400","19,200","11,180.00"
752000  סך הכל ,,,,חגיגות+טכסים אחרים,,-19.97%,"117,800","147,200","100,985.09"
0,753000,1,,פעולות אימוץ      , ,,                ,                ,
881,753000,1,,אימוץ הגדוד ועד   ,גמיש,-20.00%,"6,400","8,000","2,673.50"
883,753000,1,,"אימוץ ממר""מ       ",גמיש,-20.00%,"3,200","4,000",0
753000  סך הכל ,,,,פעולות אימוץ      ,,-20.00%,"9,600","12,000","2,673.50"
513,754000,1,,משלח' נכנסות/יוצאות,גמיש,-68.49%,"150,000","476,000","98,767.72"
515,754000,1,,משלחות נוער,גמיש,20.00%,"240,000","200,000","115,524.06"
754000  סך הכל ,,,,קשרים בינלאומיים  ,,-42.31%,"390,000","676,000","214,291.78"
0,761000,1,,מוקד ויעוץ לאזרחים, ,,                ,                ,
110,761000,1,,השכר הקובע-תקציבית,שכר,-1.73%,"465,500","473,700","436,311.27"
119,761000,1,,השכר הקובע-צוברת  ,שכר,51.43%,"1,645,000","1,086,300","1,016,154.98"
122,761000,1,,ביגוד             ,שכר,-7.14%,"29,900","32,200","25,876.50"
126,761000,1,,דמי הבראה         ,שכר,-8.22%,"73,700","80,300","65,714.80"
130,761000,1,,שעות נוספות       ,שכר,3.26%,"329,500","319,100","382,665.45"
140,761000,1,,השתתפות באחזקת רכב,שכר,0.53%,"113,000","112,400","106,501.55"
471,761000,1,,מכשירי כתיבה      ,גמיש,0.00%,"10,000","10,000","6,036.16"
492,761000,1,,השתתפות בעזר 092  ,קשיח,17.64%,"108,700","92,400","96,239.00"
511,761000,1,,אירוח וכיבוד      ,גמיש,-19.44%,"5,800","7,200","6,176.51"
544,761000,1,,הוצאות דאר        ,קשיח,0.00%,"1,500","1,500",5.33
562,761000,1,,הדפסות            ,גמיש,-20.00%,"1,600","2,000",0
571,761000,1,,"מיכון וענ""א       ",קשיח,-10.81%,"91,600","102,700","102,800.00"
596,761000,1,,השתתפות בעזר 096  ,קשיח,-3.68%,"81,200","84,300","79,656.00"
742,761000,1,,כלים וציוד        ,גמיש,0.00%,0,0,
743,761000,1,,ציוד ואחזקתו      ,גמיש,-20.00%,"8,000","10,000",526.06
754,761000,1,,עבודות קבלניות    ,גמיש,-20.00%,"12,000","15,000","3,204.04"
757,761000,1,,תשאולים והודעות,גמיש,-20.00%,"5,600","7,000","2,297.35"
931,761000,1,,רכישות חד פעמיות  ,גמיש,-20.00%,800,"1,000",0
761000  סך הכל ,,,,מוקד ויעוץ לאזרחים,,22.42%,"2,983,400","2,437,100","2,330,165.00"
0,764000,1,,תרבות הדיור       , ,,,,
110,764000,1,,השכר הקובע-תקציבית,שכר,0.94%,"140,300","139,000","132,697.28"
119,764000,1,,השכר הקובע-צוברת  ,שכר,5.59%,"92,600","87,700","85,285.51"
122,764000,1,,ביגוד             ,שכר,0.00%,"5,200","5,200","4,152.00"
126,764000,1,,דמי הבראה         ,שכר,4.92%,"12,800","12,200","9,660.00"
140,764000,1,,השתתפות באחזקת רכב,שכר,-4.94%,"23,100","24,300","22,776.85"
471,764000,1,,מכשירי כתיבה      ,גמיש,0.00%,"4,500","4,500","3,639.76"
544,764000,1,,הוצאות דאר        ,קשיח,0.00%,"8,500","8,500","7,444.46"
562,764000,1,,הדפסות            ,גמיש,-20.00%,"2,000","2,500","1,603.00"
571,764000,1,,"מיכון וענ""א       ",קשיח,-10.92%,"20,400","22,900","22,900.00"
580,764000,1,,יעוץ חיצוני       ,גמיש,0.00%,"28,000","28,000","24,456.00"
585,764000,1,,פיקוח שיפוצים     ,גמיש,0.00%,0,0,0
723,764000,1,,אדניות            ,גמיש,-20.00%,"1,600","2,000",0
782,764000,1,,סדנאות            ,גמיש,-20.00%,"1,600","2,000",0
961,764000,1,,רז' פעולות ורכישות,גמיש,0.00%,0,0,0
764000  סך הכל ,,,,תרבות הדיור       ,,0.53%,"340,600","338,800","314,614.86"
0,765000,1,,השת' במוסדות+שונות, ,,                ,                ,
800,765000,1,,השת' תמיכות תרומות, ,,                ,                ,0
811,765000,1,,הקצבה למרכז השלטון,קשיח,0.00%,"450,000","450,000","453,100.00"
812,765000,1,,"השת' ביה""ד למשמעת",קשיח,0.00%,"24,000","24,000","24,426.00"
765000  סך הכל ,,,,השת' במוסדות+שונות,,0.00%,"474,000","474,000","477,526.00"
0,767000,1,,בטוח אלמנטרי לרשות, ,,                ,                ,
110,767000,1,,השכר הקובע-תקציבית,שכר,-100.00%,0,"47,300","46,496.25"
119,767000,1,,השכר הקובע-צוברת  ,שכר,4.97%,"255,600","243,500","237,820.48"
122,767000,1,,ביגוד             ,שכר,87.50%,"4,500","2,400","1,974.00"
126,767000,1,,דמי הבראה         ,שכר,87.72%,"10,700","5,700","4,463.35"
140,767000,1,,השתתפות באחזקת רכב,שכר,3.59%,"23,100","22,300","21,119.50"
440,767000,1,,קופת ביטוח        ,קשיח,0.00%,"350,000","350,000","48,817.40"
441,767000,1,,בטוח תושבים צד ג' ,קשיח,6.06%,"192,500","181,500","151,848.00"
442,767000,1,,השת' עצמית - גוף,קשיח,0.00%,"2,500,000","2,500,000","3,145,993.50"
443,767000,1,,השת' עצמית - רכוש,קשיח,0.00%,"350,000","350,000","147,802.87"
444,767000,1,,ביטוח חבות מעביד  ,קשיח,0.00%,"32,100","32,100","27,658.00"
445,767000,1,,ביטוח חבות מקצועית,קשיח,0.00%,"8,000","8,000","7,200.00"
446,767000,1,,סחורה בהעברה,קשיח,0.00%,800,800,770
447,767000,1,,נאמנות עובדים,קשיח,9.52%,"11,500","10,500","10,500.00"
448,767000,1,,ביטוח אש,קשיח,0.00%,"757,800","757,800","638,826.20"
580,767000,1,,יעוץ לביטוח       ,קשיח,14.58%,"55,000","48,000","46,800.00"
581,767000,1,,טיפול משפטי,קשיח,0.00%,"500,000","500,000","483,556.84"
767000  סך הכל ,,,,בטוח אלמנטרי לרשות,,-0.16%,"5,051,600","5,059,900","5,021,646.39"
0,768000,1,,מרכז הדרכה ופיתוח, ,,                ,                ,
126,768000,1,,דמי הבראה         ,שכר,0.00%,0,0,"28,541.40"
768000  סך הכל ,,,,מרכז הדרכה ופיתוח,,0.00%,0,0,"28,541.40"
0,769000,1,,שרותים שונים      , ,,                ,                ,
110,769000,1,,השכר הקובע-תקציבית,שכר,-41.89%,"89,900","154,700","164,591.94"
119,769000,1,,השכר הקובע-צוברת  ,שכר,0.00%,"98,500",0,0
122,769000,1,,ביגוד             ,שכר,2.17%,"4,700","4,600","3,736.80"
126,769000,1,,דמי הבראה         ,שכר,0.86%,"11,700","11,600","9,156.00"
140,769000,1,,השתתפות באחזקת רכב,שכר,-4.38%,"15,300","16,000","16,242.15"
210,769000,1,,שכר הדרכה,שכר,0.00%,0,0,0
253,769000,1,,טיפול בפנסיונרים  ,שכר,0.00%,0,0,0
255,769000,1,,טפול משפחות שכולות,שכר,0.00%,0,0,0
431,769000,1,,חשמל              ,קשיח,0.00%,0,0,
432,769000,1,,מים               ,קשיח,0.00%,"2,200","2,200",0
441,769000,1,,ביטוח             ,קשיח,0.00%,0,0,0
471,769000,1,,מכשירי כתיבה      ,גמיש,0.00%,"10,000","10,000","5,274.51"
511,769000,1,,אירוח וכיבוד      ,גמיש,-20.00%,"4,000","5,000","4,922.91"
519,769000,1,,תרומות            ,גמיש,-20.00%,"16,000","20,000",0
561,769000,1,,שיכפולים          ,גמיש,-20.00%,"2,000","2,500",949
562,769000,1,,הדפסות            ,גמיש,-20.00%,"4,000","5,000",0
721,769000,1,,"חמרים לתחזוקת ""נקודת חן""",גמיש,0.00%,800,0,
751,769000,1,,"עבודות קבלניות ""נקודת חן""",גמיש,0.00%,"6,400",0,
752,769000,1,,נקיון בית הוועד,קשיח,-15.45%,"9,300","11,000","10,512.90"
780,769000,1,,השתתפויות         ,גמיש,0.00%,"500,000","500,000","578,790.57"
781,769000,1,,מצגת יד לבנים,גמיש,0.00%,"16,000","16,000","14,606.00"
782,769000,1,,תמלוגים-על מוסיקה ,גמיש,3.70%,"280,000","270,000","268,975.34"
784,769000,1,,קשר עם חיילים     ,גמיש,8.57%,"380,000","350,000","380,860.50"
786,769000,1,,מעמד האשה,גמיש,0.00%,"240,000","240,000","65,139.69"
811,769000,1,,קמחא דפסחא,גמיש,0.00%,"114,000",0,0
813,769000,1,,תמיכה לראש השנה,גמיש,0.00%,"35,000",0,
816,769000,1,,הקצבה לועד הורים  ,גמיש,0.00%,"31,000","31,000","31,000.00"
820,769000,1,,תמיכה במוסדות דת  ,גמיש,0.00%,"520,000","520,000","507,794.00"
821,769000,1,,ועדת תמיכות       ,גמיש,0.00%,"155,000","155,000","151,337.00"
884,769000,1,,שמות לאנדרטה      ,גמיש,-20.00%,"12,000","15,000","6,496.00"
885,769000,1,,טיפול במשפ' שכולות,גמיש,0.00%,"30,000","30,000","30,000.00"
769000  סך הכל ,,,,שרותים שונים      ,,9.21%,"2,587,800","2,369,600","2,250,385.31"
0,769100,1,,בית  העובד        , ,,                ,                ,
119,769100,1,,השכר הקובע-צוברת  ,שכר,0.00%,0,0,0
210,769100,1,,השכר הקובע,שכר,0.00%,"26,000","26,000","21,169.45"
253,769100,1,,שכר הדרכה,שכר,0.00%,"4,000","4,000",0
471,769100,1,,מכשירי כתיבה      ,גמיש,0.00%,"3,000","3,000","2,664.23"
511,769100,1,,אירוח וכיבוד      ,גמיש,-20.00%,"1,600","2,000","1,855.00"
544,769100,1,,הוצאות דאר        ,גמיש,0.00%,"36,000",0,
561,769100,1,,שיכפולים          ,גמיש,-20.00%,"5,200","6,500","4,029.71"
723,769100,1,,חומרים            ,גמיש,-21.43%,"1,100","1,400",0
752,769100,1,,נקיון בית העובד,קשיח,8.14%,"9,300","8,600","8,670.16"
781,769100,1,,פעולות תרבות      ,גמיש,-20.00%,"8,000","10,000","5,483.71"
782,769100,1,,יריד אומנים       ,גמיש,-20.00%,"2,000","2,500",0
931,769100,1,,ציוד חד פעמי      ,גמיש,-20.00%,"2,000","2,500","2,407.07"
769100  סך הכל ,,,,בית  העובד        ,,47.67%,"98,200","66,500","46,279.33"
0,772100,1,,מינהלת תעשיה ומסחר, ,,                ,                ,
110,772100,1,,השכר הקובע-תקציבית,שכר,49.82%,"124,500","83,100","371,329.80"
119,772100,1,,השכר הקובע-צוברת  ,שכר,42.81%,"935,100","654,800","656,736.67"
122,772100,1,,ביגוד             ,שכר,-21.05%,"12,000","15,200","16,342.25"
126,772100,1,,דמי הבראה         ,שכר,2.69%,"26,700","26,000","23,391.62"
130,772100,1,,שעות נוספות       ,שכר,-41.16%,"19,300","32,800","35,147.65"
140,772100,1,,השתתפות באחזקת רכב,שכר,-0.37%,"135,800","136,300","121,586.05"
420,772100,1,,כיבוי אש          ,גמיש,0.00%,"2,000","2,000",0
433,772100,1,,חומרי נקיון       ,גמיש,0.00%,"3,000",0,"1,643.98"
470,772100,1,,אחזקת מכונות משרד ,גמיש,0.00%,"2,500","2,500","1,955.22"
471,772100,1,,מכשירי כתיבה      ,גמיש,0.00%,"15,000","15,000","11,579.38"
492,772100,1,,השתתפות בעזר 092  ,קשיח,17.60%,"67,500","57,400","59,761.00"
511,772100,1,,אירוח וכיבוד      ,גמיש,-20.00%,"8,800","11,000","9,179.57"
512,772100,1,,"נסיעות ואש""ל      ",גמיש,-19.05%,"3,400","4,200","1,065.00"
522,772100,1,,ספרים ועיתונים    ,גמיש,-18.75%,"2,600","3,200","2,472.48"
540,772100,1,,הוצאות טלפון      ,קשיח,0.00%,0,0,
544,772100,1,,הוצאות דאר        ,קשיח,0.00%,700,700,62.77
550,772100,1,,פירסומים          ,גמיש,-20.00%,"4,800","6,000",0
561,772100,1,,שיכפולים          ,גמיש,-20.83%,"1,900","2,400",998.9
562,772100,1,,הדפסות            ,גמיש,-21.43%,"1,100","1,400",117
565,772100,1,,"תצאו""ת            ",גמיש,-20.00%,"16,000","20,000","11,600.00"
571,772100,1,,"מיכון וענ""א       ",קשיח,-10.77%,"61,300","68,700","68,700.00"
596,772100,1,,השתתפות בעזר 096  ,קשיח,-3.77%,"10,200","10,600","10,028.00"
722,772100,1,,חמרים-תחזוקה עצמית,גמיש,-16.67%,"1,000","1,200",175
752,772100,1,,נקיון בקבלנות     ,קשיח,-34.80%,"16,300","25,000","25,988.06"
754,772100,1,,פינויים           ,גמיש,-20.00%,"4,000","5,000",0
759,772100,1,,עבודות אחזקה,גמיש,-20.00%,"256,000","320,000","319,002.00"
781,772100,1,,"פעולות סמנכ""ל",גמיש,-19.79%,"7,700","9,600","6,333.00"
794,772100,1,,השתתפות בעזר 094  ,קשיח,3.30%,"9,400","9,100","8,822.00"
870,772100,1,,"השתתפות במט""י     ",גמיש,0.00%,"150,000","150,000","150,000.00"
931,772100,1,,רכישות            ,גמיש,-20.00%,"2,800","3,500",59.67
960,772100,1,,פעולות לעידוד א.ת.,גמיש,-20.00%,"48,000","60,000","34,161.00"
772100  סך הכל ,,,,מינהלת תעשיה ומסחר,,12.25%,"1,949,400","1,736,700","1,948,238.07"
0,781100,1,,פיקוח  עירוני     , ,,                ,                ,
100,781100,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,781100,1,,השכר הקובע-תקציבית,שכר,5.58%,"1,374,600","1,301,900","1,285,710.30"
119,781100,1,,השכר הקובע-צוברת  ,שכר,-1.78%,"4,247,400","4,324,400","3,341,809.67"
122,781100,1,,ביגוד             ,שכר,10.42%,"28,600","25,900","20,903.60"
126,781100,1,,דמי הבראה         ,שכר,4.98%,"244,600","233,000","184,732.45"
130,781100,1,,שעות נוספות       ,שכר,27.21%,"966,800","760,000","702,697.05"
140,781100,1,,השתתפות באחזקת רכב,שכר,18.85%,"262,300","220,700","201,332.40"
253,781100,1,,חברה קבלנית       ,שכר,0.00%,"200,000",0,"280,764.93"
431,781100,1,,חשמל              ,קשיח,0.00%,"56,400","56,400","56,486.40"
432,781100,1,,מים               ,קשיח,0.00%,"1,400","1,400",0
433,781100,1,,חומרי נקיון       ,גמיש,-100.00%,0,"8,800","5,406.00"
437,781100,1,,אחזקת אזעקה       ,קשיח,0.00%,"6,100","6,100","3,578.76"
441,781100,1,,בטוח תאונות אישיות,קשיח,0.00%,400,400,400
470,781100,1,,אחזקת מכונות משרד ,גמיש,-19.54%,"7,000","8,700","3,612.75"
471,781100,1,,מכשירי כתיבה      ,גמיש,0.00%,"50,000","50,000","47,773.36"
492,781100,1,,השתתפות בעזר 092  ,קשיח,17.68%,"333,400","283,300","295,137.00"
511,781100,1,,אירוח וכיבוד      ,גמיש,-20.20%,"16,200","20,300","16,482.52"
512,781100,1,,"נסיעות ואש""ל      ",גמיש,0.00%,200,200,245
516,781100,1,,כיבוד-ארוע'עירונים,גמיש,-19.51%,"6,600","8,200","7,010.42"
544,781100,1,,הוצאות דאר        ,קשיח,12.00%,"14,000","12,500","12,954.08"
550,781100,1,,פירסומים          ,גמיש,0.00%,"2,400","2,400","1,920.00"
561,781100,1,,שיכפולים          ,גמיש,0.00%,"20,000","20,000","15,894.55"
562,781100,1,,הדפסות            ,גמיש,0.00%,"10,000","10,000","19,949.69"
