חשבון,שם חשבון,תקציב יחסי,ביצוע יחסי,שריון יחסי,ביצוע + שריון יחסי,יתרת תקציב יחסי,אחוז ביצוע יחסי, תקציב שנתי , ביצוע  שנתי 
1811000522,ספרים ועתונים,"5,000",823,50,873,"4,127.00",17.46," 5,000 ", 823 
1811000550,פירסום,"78,000","46,581.37","4,082.80","50,664.17","27,335.83",64.95," 78,000 "," 46,581 "
1811000570,מנהל חינוך מיכון ועיבוד,"950,000","920,109.37","11,044.45","931,153.82","18,846.18",98.01," 950,000 "," 920,109 "
1811000593,עזר מחשב,"165,400","157,856.00",0,"157,856.00","7,544.00",95.43," 165,400 "," 157,856 "
1811000750,טיפול בגלאים,"130,000","88,974.00","3,083.39","92,057.39","37,942.61",70.81," 130,000 "," 88,974 "
1811000751,בית ברל,"225,000","225,000.00",0,"225,000.00",0,100," 225,000 "," 225,000 "
1811000752,תיקוני מזגנים,"170,000","168,410.80","1,135.20","169,546.00",454,99.73," 170,000 "," 168,411 "
1811000753,גינון גני ילדים,"350,000","332,660.88",0,"332,660.88","17,339.12",95.04," 350,000 "," 332,661 "
1811000755,עזרה ראשונה,"6,000","3,610.00",0,"3,610.00","2,390.00",60.16," 6,000 "," 3,610 "
1811000780,הוצאות אחרות,"30,000","19,637.09",712,"20,349.09","9,650.91",67.83," 30,000 "," 19,637 "
1811000781,שוק הספרים,0,0,0,0,0,0, -   , -   
1811000782,הוצאות שונות,"18,000","18,299.60",135,"18,434.60",-434.6,102.41," 18,000 "," 18,300 "
1811000783,השתלמויות,"13,400","6,810.00",0,"6,810.00","6,590.00",50.82," 13,400 "," 6,810 "
1811000785,קבלני העברת ריהוט,"10,000","1,888.00",0,"1,888.00","8,112.00",18.88," 10,000 "," 1,888 "
1811000786,יעוץ כלכלי,"257,600","256,329.00","1,298.20","257,627.20",-27.2,100.01," 257,600 "," 256,329 "
1811000930,אמצעי מיגון,0,0,0,0,0,0, -   , -   
1811000931,הוצאות כנגד הרשאות,"364,200","512,078.42",76.68,"512,155.10","-147,955.10",140.62," 364,200 "," 512,078 "
1811000932,העברה לתברים,"1,000,000","1,000,000.00",0,"1,000,000.00",0,100," 1,000,000 "," 1,000,000 "
1812000780,פרויקט ספריית פיג'מה,"220,000","158,885.00",0,"158,885.00","61,115.00",72.22," 220,000 "," 158,885 "
1812100110,שכר מנהל גני ילדים,"710,000","748,930.29",0,"748,930.29","-38,930.29",105.48," 710,000 "," 748,930 "
1812100130,שעות נוספות,"40,000","29,289.57",0,"29,289.57","10,710.43",73.22," 40,000 "," 29,290 "
1812100140,אחזקת רכב עובדים,"75,000","92,404.64",0,"92,404.64","-17,404.64",123.2," 75,000 "," 92,405 "
1812200110,שכר סייעות חובה,"9,200,000","9,509,733.64",0,"9,509,733.64","-309,733.64",103.36," 9,200,000 "," 9,509,734 "
1812200115,שכר תקציבי עזר,"97,500","92,175.00",0,"92,175.00","5,325.00",94.53," 97,500 "," 92,175 "
1812200130,שעות נוספות,0,"40,448.37",0,"40,448.37","-40,448.37",0, -   ," 40,448 "
1812200210,סייעות חובה זמניים,"655,000","303,132.80",0,"303,132.80","351,867.20",46.27," 655,000 "," 303,133 "
1812200430,חשמל,"287,000","242,326.24",0,"242,326.24","44,673.76",84.43," 287,000 "," 242,326 "
1812200440,בטוח,"45,200","45,182.00",0,"45,182.00",18,99.96," 45,200 "," 45,182 "
1812200450,רהוט והחזקתו,"20,000",0,0,0,"20,000.00",0," 20,000 ", -   
1812200492,טלפונים,"78,800","81,509.00",0,"81,509.00","-2,709.00",103.43," 78,800 "," 81,509 "
1812200740,חומרי עבודה ושונות,"535,000","533,067.70","1,247.00","534,314.70",685.3,99.87," 535,000 "," 533,068 "
1812200750,פרויקט איתור לקויות למידה בגני,"120,000",0,0,0,"120,000.00",0," 120,000 ", -   
1812200751,תכנית למניעת אלימות,"9,000","9,000.00",0,"9,000.00",0,100," 9,000 "," 9,000 "
1812200752,שרותי סייעות מחליפות,"350,000","347,839.29",0,"347,839.29","2,160.71",99.38," 350,000 "," 347,839 "
1812200760,גננות עובדות מדינה מקבילים,"9,849,900","9,639,310.00",0,"9,639,310.00","210,590.00",97.86," 9,849,900 "," 9,639,310 "
1812200780,כלים מכשירים וציוד,"33,000","32,630.28",0,"32,630.28",369.72,98.87," 33,000 "," 32,630 "
1812200781,עיר בריאה גני ילדים,"40,000","30,724.50",102.5,"30,827.00","9,173.00",77.06," 40,000 "," 30,725 "
1812200798,אחזקה תקציב עזר,"712,700","704,174.00",0,"704,174.00","8,526.00",98.8," 712,700 "," 704,174 "
1812201110,ריתמוסקיה,"24,300","17,310.08",0,"17,310.08","6,989.92",71.23," 24,300 "," 17,310 "
1812201210,שכר מורים ריתמ,"486,600","363,267.03",0,"363,267.03","123,332.97",74.65," 486,600 "," 363,267 "
1812210110,"שכר סעיות חנ""מ","2,449,300","2,439,978.12",0,"2,439,978.12","9,321.88",99.61," 2,449,300 "," 2,439,978 "
1812210210,"זמניים סעיות חנ""מ חובה","801,000","1,749,034.10",0,"1,749,034.10","-948,034.10",218.35," 801,000 "," 1,749,034 "
1812300110,משכורת ושכר משולבי,"7,558,000","7,734,253.60",0,"7,734,253.60","-176,253.60",102.33," 7,558,000 "," 7,734,254 "
1812300115,שכר תקציבי עזר,"97,500","92,175.00",0,"92,175.00","5,325.00",94.53," 97,500 "," 92,175 "
1812300130,שעות נוספות,0,"19,233.55",0,"19,233.55","-19,233.55",0, -   ," 19,234 "
1812300210,זמניים,"604,600","881,291.66",0,"881,291.66","-276,691.66",145.76," 604,600 "," 881,292 "
1812300310,"משכ"" פנסיונרים",0,0,0,0,0,0, -   , -   
1812300430,חשמל,"277,500","219,402.86",0,"219,402.86","58,097.14",79.06," 277,500 "," 219,403 "
1812300440,בטוח,"45,200","45,182.00",0,"45,182.00",18,99.96," 45,200 "," 45,182 "
1812300450,רהוט והחזקתו,"20,000",0,"13,055.00","13,055.00","6,945.00",65.27," 20,000 ", -   
1812300492,טלפונים,"78,800","81,509.00",0,"81,509.00","-2,709.00",103.43," 78,800 "," 81,509 "
1812300520,השתלמויות,"18,000","17,938.50",0,"17,938.50",61.5,99.65," 18,000 "," 17,939 "
1812300593,אחזקת רכב סיור,"136,500","130,274.00",0,"130,274.00","6,226.00",95.43," 136,500 "," 130,274 "
1812300740,חומרי עבודה ושונות,"395,000","386,681.28",463,"387,144.28","7,855.72",98.01," 395,000 "," 386,681 "
1812300760,גננות עובדות מדינה,"14,970,000","14,885,182.32",0,"14,885,182.32","84,817.68",99.43," 14,970,000 "," 14,885,182 "
1812300780,כלים מכשירים וציוד,"15,000","14,213.25",532,"14,745.25",254.75,98.3," 15,000 "," 14,213 "
1812300781,זהב בגן,"3,500","3,500.00",0,"3,500.00",0,100," 3,500 "," 3,500 "
1812300795,אחזקה תקציבי עזר,0,0,0,0,0,0, -   , -   
1812300798,אחזקה תקציב עזר,"242,900","239,994.00",0,"239,994.00","2,906.00",98.8," 242,900 "," 239,994 "
1812300930,הצטידות גני ילדים,"4,000","16,228.66",825.88,"17,054.54","-13,054.54",426.36," 4,000 "," 16,229 "
1812310110,"סעיות חנ""מ טרום חובה",0,"29,040.17",0,"29,040.17","-29,040.17",0, -   ," 29,040 "
1812500110,שכר,"5,950,000","4,988,679.72",0,"4,988,679.72","961,320.28",83.84," 5,950,000 "," 4,988,680 "
1812500130,שעות נוספות,0,"833,875.62",0,"833,875.62","-833,875.62",0, -   ," 833,876 "
1812500210,זמניים יום לימודים ארוך,"655,000","572,476.31",0,"572,476.31","82,523.69",87.4," 655,000 "," 572,476 "
1812500430,חשמל,"250,000","250,000.00",0,"250,000.00",0,100," 250,000 "," 250,000 "
1812500750,שמירה,"1,739,000","1,705,663.17",0,"1,705,663.17","33,336.83",98.08," 1,739,000 "," 1,705,663 "
1812500752,שירותי סייעות מחליפות יולא,"1,450,000","1,450,178.59",0,"1,450,178.59",-178.59,100.01," 1,450,000 "," 1,450,179 "
1812500753,הזנה יולא,"6,900,000","6,614,858.57",0,"6,614,858.57","285,141.43",95.86," 6,900,000 "," 6,614,859 "
1812500760,יולא גננות מדינה,"979,400","638,821.78",0,"638,821.78","340,578.22",65.22," 979,400 "," 638,822 "
1812500780,יום לימודים ארוך,"1,892,000","1,889,058.35","16,945.58","1,906,003.93","-14,003.93",100.74," 1,892,000 "," 1,889,058 "
1812500795,תקציב עזר אחזקה,0,0,0,0,0,0, -   , -   
1812500798,תקציב עזר אחזקה,"734,800","726,010.00",0,"726,010.00","8,790.00",98.8," 734,800 "," 726,010 "
1812500930,רכישות מיחודות,"400,000","371,693.94","28,169.64","399,863.58",136.42,99.96," 400,000 "," 371,694 "
1812510110,אמהות בית,"8,250,000","8,387,196.88",0,"8,387,196.88","-137,196.88",101.66," 8,250,000 "," 8,387,197 "
1812510210,אמהות בית זמניים,"52,000","99,716.63",0,"99,716.63","-47,716.63",191.76," 52,000 "," 99,717 "
1812520110,שכר מינהל יולא,0,0,0,0,0,0, -   , -   
1812520210,ריתמוסיקה,"2,150,000","1,830,306.90",0,"1,830,306.90","319,693.10",85.13," 2,150,000 "," 1,830,307 "
1812530110,שכר מינהל יולא,"314,000","313,502.80",0,"313,502.80",497.2,99.84," 314,000 "," 313,503 "
1812600110,שכר פסיכולוגים ליקויי למידה,"120,000",0,0,0,"120,000.00",0," 120,000 ", -   
1812610110,שכר מועדונית חינוך מיוחד,0,0,0,0,0,0, -   , -   
1812610780,מועדונית חינוך מיוחד,0,0,0,0,0,0, -   , -   
1812800780,אחרות קיטנה גני ילדים,"185,000","174,626.89","1,938.76","176,565.65","8,434.35",95.44," 185,000 "," 174,627 "
1813200110,שרתים שכר,"4,598,400","4,727,737.68",0,"4,727,737.68","-129,337.68",102.81," 4,598,400 "," 4,727,738 "
1813200115,שכר תקציבי עזר,"1,036,400","979,881.68",0,"979,881.68","56,518.32",94.54," 1,036,400 "," 979,882 "
1813200130,שעות נוספות,"317,600","378,692.48",0,"378,692.48","-61,092.48",119.23," 317,600 "," 378,692 "
1813200140,אחזקת רכב עובדים,"169,300","132,024.45",0,"132,024.45","37,275.55",77.98," 169,300 "," 132,024 "
1813200210,זמניים,0,"171,989.62",0,"171,989.62","-171,989.62",0, -   ," 171,990 "
1813200310,"משכ"" פנסיורים",0,0,0,0,0,0, -   , -   
1813200421,שיפוץ מבני חינוך בהשתת',"600,300","600,299.67",0,"600,299.67",0.33,99.99," 600,300 "," 600,300 "
1813200430,חשמל,"1,740,000","1,907,393.74",0,"1,907,393.74","-167,393.74",109.62," 1,740,000 "," 1,907,394 "
1813200440,בטוח,"90,400","90,364.00",0,"90,364.00",36,99.96," 90,400 "," 90,364 "
1813200450,רהוט ואחזקתו,"4,500",0,0,0,"4,500.00",0," 4,500 ", -   
1813200511,יסודיים אירוח וכיבו,"24,900","24,218.00",0,"24,218.00",682,97.26," 24,900 "," 24,218 "
1813200512,הוצאות טיולים יסודי,0,0,0,0,0,0, -   , -   
1813200593,תקציב עזר מחשב,"620,400","592,101.00",0,"592,101.00","28,299.00",95.43," 620,400 "," 592,101 "
1813200740,חומרי עבודה,"1,332,000","1,313,065.00",0,"1,313,065.00","18,935.00",98.57," 1,332,000 "," 1,313,065 "
1813200741,השתתפות דמי  שכפול,"128,600","112,192.00",0,"112,192.00","16,408.00",87.24," 128,600 "," 112,192 "
1813200742,הוצאות קיום חינוך מיוחד,"435,000","405,353.31","3,738.90","409,092.21","25,907.79",94.04," 435,000 "," 405,353 "
1813200743,הוצאות להקצבות חינוך,"67,000","66,900.00",100,"67,000.00",0,100," 67,000 "," 66,900 "
1813200744,סל תלמיד לעולה יסודי,"20,000","17,320.00",0,"17,320.00","2,680.00",86.6," 20,000 "," 17,320 "
1813200750,עבודות נקיון,"3,268,900","2,887,436.76",0,"2,887,436.76","381,463.24",88.33," 3,268,900 "," 2,887,437 "
1813200751,תלן מוזיקה,"237,000","236,900.00",0,"236,900.00",100,99.95," 237,000 "," 236,900 "
1813200752,מחול ביסודי,"138,000","85,496.40","9,263.00","94,759.40","43,240.60",68.66," 138,000 "," 85,496 "
1813200753,רופאי שיניים,"154,000",0,0,0,"154,000.00",0," 154,000 ", -   
1813200754,חינוך מוסיקלי,"25,000","24,600.00",0,"24,600.00",400,98.4," 25,000 "," 24,600 "
1813200755,סל תרבות,"165,000","163,834.00",0,"163,834.00","1,166.00",99.29," 165,000 "," 163,834 "
1813200780,אגרות תלמידי חוץ,"3,016,000","3,015,452.00",0,"3,015,452.00",548,99.98," 3,016,000 "," 3,015,452 "
1813200781,הוצאות אחרות,"187,000","186,315.00",413,"186,728.00",272,99.85," 187,000 "," 186,315 "
1813200782,פרח,"13,000","12,000.00",0,"12,000.00","1,000.00",92.3," 13,000 "," 12,000 "
1813200783,אגרת חינוך,"46,500","42,560.00",0,"42,560.00","3,940.00",91.52," 46,500 "," 42,560 "
1813200784,השתתפות משרד החינוך בסייעת צמו,"30,400","30,289.00",0,"30,289.00",111,99.63," 30,400 "," 30,289 "
1813200795,עזר אחזקת אולמות ספורט,"144,800","137,569.00",0,"137,569.00","7,231.00",95," 144,800 "," 137,569 "
1813200796,אחזקת רכב תקציב עזר,"224,500","220,509.00",0,"220,509.00","3,991.00",98.22," 224,500 "," 220,509 "
1813200798,אחזקה תקציב עזר,"1,696,500","1,676,205.00",0,"1,676,205.00","20,295.00",98.8," 1,696,500 "," 1,676,205 "
1813201110,שכר,0,0,0,0,0,0, -   , -   
1813201210,זמניים,0,0,0,0,0,0, -   , -   
1813202210,הכלה,"308,200","467,065.24",0,"467,065.24","-158,865.24",151.54," 308,200 "," 467,065 "
1813203110,סייעות כיתתיות,"4,681,000","4,936,688.94",0,"4,936,688.94","-255,688.94",105.46," 4,681,000 "," 4,936,689 "
1813203111,סייעות חנם משלבות חודשיות,0,"618,675.00",0,"618,675.00","-618,675.00",0, -   ," 618,675 "
1813203210,"סייעות חנ""מ זמניים","6,249,900","5,821,396.12",0,"5,821,396.12","428,503.88",93.14," 6,249,900 "," 5,821,396 "
1813204780,תקשוב מתמטיקה_ואנגלית,"60,000","34,120.00",0,"34,120.00","25,880.00",56.86," 60,000 "," 34,120 "
1813206210,תלן אנגלית,"850,000","872,749.34",0,"872,749.34","-22,749.34",102.67," 850,000 "," 872,749 "
1813216210,מחול ביסודיים,"12,000","69,274.61",0,"69,274.61","-57,274.61",577.28," 12,000 "," 69,275 "
1813400750,תוכנית  חינוכית  מגדר ושויון,"150,000","112,858.83","3,200.00","116,058.83","33,941.17",77.37," 150,000 "," 112,859 "
1813600110,בתי תלמיד,"315,000","355,605.63",0,"355,605.63","-40,605.63",112.89," 315,000 "," 355,606 "
1813600140,אחזקת רכב עובדים,"25,700","24,623.01",0,"24,623.01","1,076.99",95.8," 25,700 "," 24,623 "
1813600210,זמניים,"393,200","366,522.25",0,"366,522.25","26,677.75",93.21," 393,200 "," 366,522 "
1813600550,פירסום,"35,000","30,391.00","4,609.00","35,000.00",0,100," 35,000 "," 30,391 "
1813600750,הכנסות מול הוצאות,"1,085,000","1,057,792.18",0,"1,057,792.18","27,207.82",97.49," 1,085,000 "," 1,057,792 "
1813600751,פעולות כנגד הכנסות,"55,000","48,517.00",0,"48,517.00","6,483.00",88.21," 55,000 "," 48,517 "
1813600752,נקיון בתי תלמיד,"125,000","107,058.41","13,049.69","120,108.10","4,891.90",96.08," 125,000 "," 107,058 "
1813600753,שמירת בתי תלמיד,0,0,0,0,0,0, -   , -   
1813600780,הוצאות אחרות,"30,000","23,410.72",261,"23,671.72","6,328.28",78.9," 30,000 "," 23,411 "
1813600930,ציוד מיוחד,"5,000","1,321.60",0,"1,321.60","3,678.40",26.43," 5,000 "," 1,322 "
1813610210,זמניים קלוב תעופה,"130,000","115,324.82",0,"115,324.82","14,675.18",88.71," 130,000 "," 115,325 "
1813610740,רכישת ציוד קלוב תעופה,"30,000","27,297.39","2,320.30","29,617.69",382.31,98.72," 30,000 "," 27,297 "
1813610753,עבודות קבלניות קלוב תעופה,"25,000","23,886.00",0,"23,886.00","1,114.00",95.54," 25,000 "," 23,886 "
1813700110,משכורת ושכר משולבי,"212,300","269,052.86",0,"269,052.86","-56,752.86",126.73," 212,300 "," 269,053 "
1813700115,שכ תקציבי עזר,"4,200","3,970.00",0,"3,970.00",230,94.52," 4,200 "," 3,970 "
1813700130,שעות נוספות,"21,000","18,879.57",0,"18,879.57","2,120.43",89.9," 21,000 "," 18,880 "
1813700140,אחזקת רכב עובדים,"8,400","7,332.44",0,"7,332.44","1,067.56",87.29," 8,400 "," 7,332 "
1813700210,זמניים,"35,900","20,874.26",0,"20,874.26","15,025.74",58.14," 35,900 "," 20,874 "
1813700430,חשמל,"109,000","103,960.79",0,"103,960.79","5,039.21",95.37," 109,000 "," 103,961 "
1813700440,בטוח,"34,300","34,215.00",0,"34,215.00",85,99.75," 34,300 "," 34,215 "
1813700750,פעילות קהילתית,"35,000","18,082.70","3,105.00","21,187.70","13,812.30",60.53," 35,000 "," 18,083 "
1813700751,נקיון חווה חקלאית,"46,300","34,938.32",0,"34,938.32","11,361.68",75.46," 46,300 "," 34,938 "
1813700780,הוצאות קיום,"80,000","74,872.87","3,441.03","78,313.90","1,686.10",97.89," 80,000 "," 74,873 "
1813700798,אחזקה תקציב עזר,"25,000","24,701.40",0,"24,701.40",298.6,98.8," 25,000 "," 24,701 "
1813800110,שכר בית ספר של החופש הגדול,"27,000","27,357.62",0,"27,357.62",-357.62,101.32," 27,000 "," 27,358 "
1813800210,שכר זמניים קיטנות,"10,000","31,921.11",0,"31,921.11","-21,921.11",319.21," 10,000 "," 31,921 "
1813800750,בית ספר של החופש הגדול,"1,662,000","1,699,594.00",0,"1,699,594.00","-37,594.00",102.26," 1,662,000 "," 1,699,594 "
1814000110,שכר שרתים,"4,821,800","4,232,320.38",0,"4,232,320.38","589,479.62",87.77," 4,821,800 "," 4,232,320 "
1814000115,שכר תקציבי עזר,"669,000","632,465.00",0,"632,465.00","36,535.00",94.53," 669,000 "," 632,465 "
1814000130,שעות נוספות,"129,900","99,300.39",0,"99,300.39","30,599.61",76.44," 129,900 "," 99,300 "
1814000140,אחזקת רכב עובדים,"59,400","33,249.91",0,"33,249.91","26,150.09",55.97," 59,400 "," 33,250 "
1814000210,זמניים,0,0,0,0,0,0, -   , -   
1814000211,המר משרד הדתות,0,"12,154.57",0,"12,154.57","-12,154.57",0, -   ," 12,155 "
1814000430,"חשמל,מים,וחמ","753,000","814,371.30",0,"814,371.30","-61,371.30",108.15," 753,000 "," 814,371 "
1814000440,שרותים אחרים ביטוח,"38,900","38,821.00",0,"38,821.00",79,99.79," 38,900 "," 38,821 "
1814000450,רהוט והחזקתו,0,0,0,0,0,0, -   , -   
1814000511,שתיה לעובדים,"9,400","8,832.00",0,"8,832.00",568,93.95," 9,400 "," 8,832 "
1814000512,הוצאות טיולים חטיבות,0,0,0,0,0,0, -   , -   
1814000593,עזר מחשב,"402,700","384,332.00",0,"384,332.00","18,368.00",95.43," 402,700 "," 384,332 "
1814000740,חומרי עבודה,"490,000","478,364.00",0,"478,364.00","11,636.00",97.62," 490,000 "," 478,364 "
1814000741,דמי שיכפול,"57,000","52,936.00",0,"52,936.00","4,064.00",92.87," 57,000 "," 52,936 "
1814000742,הוצאות מזנונים,"180,000","185,434.00",0,"185,434.00","-5,434.00",103.01," 180,000 "," 185,434 "
1814000744,סל תלמיד לעולה חטיבות,"30,000","13,696.00",0,"13,696.00","16,304.00",45.65," 30,000 "," 13,696 "
1814000750,נקיון,"1,679,600","1,441,320.89",0,"1,441,320.89","238,279.11",85.81," 1,679,600 "," 1,441,321 "
1814000751,יזמים צעירים,"10,000","10,000.00",0,"10,000.00",0,100," 10,000 "," 10,000 "
1814000780,חטיבות ביניים הוצ' שונות,"81,000","75,028.99","1,764.00","76,792.99","4,207.01",94.8," 81,000 "," 75,029 "
1814000781,נאסא,"20,000","19,980.00",0,"19,980.00",20,99.9," 20,000 "," 19,980 "
1814000782,אגרת תלמיד,"19,000","17,654.34",0,"17,654.34","1,345.66",92.91," 19,000 "," 17,654 "
1814000786,תוכנית למצטיינים,"250,000","186,054.40","1,429.60","187,484.00","62,516.00",74.99," 250,000 "," 186,054 "
1814000795,אחזקת אולמות ספורט עזר,"69,000","65,561.00",0,"65,561.00","3,439.00",95.01," 69,000 "," 65,561 "
1814000798,אחזקה תקציב עזר,"564,000","557,253.00",0,"557,253.00","6,747.00",98.8," 564,000 "," 557,253 "
1814000930,כיתת כתום,"70,000",0,0,0,"70,000.00",0," 70,000 ", -   
1814001110,סייעות כיתתיות חטיבות,"890,000","902,122.59",0,"902,122.59","-12,122.59",101.36," 890,000 "," 902,123 "
1814001210,זמניים שרתים,"500,000","364,450.98",0,"364,450.98","135,549.02",72.89," 500,000 "," 364,451 "
1814002210,"סייעות חנ""מ זמניים","737,200","736,000.01",0,"736,000.01","1,199.99",99.83," 737,200 "," 736,000 "
1814006110,עובדת סוציאלית,"66,500",0,0,0,"66,500.00",0," 66,500 ", -   
1814008210,שעות תגבור חטיבות,0,0,0,0,0,0, -   , -   
1815000110,סייעות כיתתיות תיכון,"516,200","531,398.27",0,"531,398.27","-15,198.27",102.94," 516,200 "," 531,398 "
1815000210,"סייעות חנ""מ זמניים","385,000","197,637.00",0,"197,637.00","187,363.00",51.33," 385,000 "," 197,637 "
1815000750,תגבור בגרויות,"142,000","141,600.00",0,"141,600.00",400,99.71," 142,000 "," 141,600 "
1815008110,שכר בית ספר דמוקרתי,"2,272,000","2,081,995.64",0,"2,081,995.64","190,004.36",91.63," 2,272,000 "," 2,081,996 "
1815008511,שתיה למורים,"2,000","1,271.44",0,"1,271.44",728.56,63.57," 2,000 "," 1,271 "
1815008512,הוצאות טיולים - תיכון דמוקרטי,0,0,0,0,0,0, -   , -   
1815008743,בחינות בגרות,"1,000","1,470.00",0,"1,470.00",-470,147," 1,000 "," 1,470 "
1815008780,הוצאות אחרות,"16,000","15,600.00",0,"15,600.00",400,97.5," 16,000 "," 15,600 "
1815008781,דמוקרטי,"12,000","12,000.00",0,"12,000.00",0,100," 12,000 "," 12,000 "
1815008782,אגרת תלמיד,600,0,0,0,600,0, 600 , -   
1815008789,דמי שכפול,"1,900",924,0,924,976,48.63," 1,900 ", 924 
1815010110,שכר מורים כצנלסון,"14,932,300","14,600,347.65",0,"14,600,347.65","331,952.35",97.77," 14,932,300 "," 14,600,348 "
1815010111,שכר עובדים כצנלסון,"928,300","1,246,951.49",0,"1,246,951.49","-318,651.49",134.32," 928,300 "," 1,246,951 "
1815010115,שכר תקציבי עזר,"60,100","56,818.00",0,"56,818.00","3,282.00",94.53," 60,100 "," 56,818 "
1815010130,שעות נוספות,"84,200","129,307.31",0,"129,307.31","-45,107.31",153.57," 84,200 "," 129,307 "
1815010131,משכורת,"238,400","42,649.06",0,"42,649.06","195,750.94",17.88," 238,400 "," 42,649 "
1815010140,אחזקת רכב מורים,"50,700","41,683.67",0,"41,683.67","9,016.33",82.21," 50,700 "," 41,684 "
1815010141,רכב עובדים כצנלסון,"63,400","5,931.21",0,"5,931.21","57,468.79",9.35," 63,400 "," 5,931 "
1815010211,עובדים זמניים כצנלסון,"49,500","52,856.20",0,"52,856.20","-3,356.20",106.78," 49,500 "," 52,856 "
1815010430,חשמל כצנלסון,"200,500","232,950.48",0,"232,950.48","-32,450.48",116.18," 200,500 "," 232,950 "
1815010440,ביטוח כצנלסון,"20,900","20,836.00",0,"20,836.00",64,99.69," 20,900 "," 20,836 "
1815010450,ריהוט כצנלסון,"3,000",0,0,0,"3,000.00",0," 3,000 ", -   
1815010511,כיבוד_כצנלסון,"10,100","9,830.64",0,"9,830.64",269.36,97.33," 10,100 "," 9,831 "
1815010512,הוצאות טיולים - כצנסלון,0,0,0,0,0,0, -   , -   
1815010593,עזר מחשב,"95,000","90,666.00",0,"90,666.00","4,334.00",95.43," 95,000 "," 90,666 "
1815010740,הוצאות קיום כצנלסון,"112,000","111,999.96",0,"111,999.96",0.04,99.99," 112,000 "," 112,000 "
1815010741,הוצאות מזנונים,"70,000","61,811.81",0,"61,811.81","8,188.19",88.3," 70,000 "," 61,812 "
1815010743,בחינות בגרות כצנלסון,"7,000","5,820.00",0,"5,820.00","1,180.00",83.14," 7,000 "," 5,820 "
1815010744,ליווי אקדמאי מבר,"14,000","12,990.00",0,"12,990.00","1,010.00",92.78," 14,000 "," 12,990 "
1815010745,מגמות יחודיות,"25,000","24,993.50",0,"24,993.50",6.5,99.97," 25,000 "," 24,994 "
1815010750,נקיון כצנלסון,"294,300","243,535.40",0,"243,535.40","50,764.60",82.75," 294,300 "," 243,535 "
1815010752,בריאות,"51,000","47,889.12",0,"47,889.12","3,110.88",93.9," 51,000 "," 47,889 "
1815010780,אחרות כצנלסון,"15,000","14,515.40",0,"14,515.40",484.6,96.76," 15,000 "," 14,515 "
1815010781,חינוך חברתי כצנלסון,"3,000",0,0,0,"3,000.00",0," 3,000 ", -   
1815010782,הוצאות,"4,600","4,206.00",0,"4,206.00",394,91.43," 4,600 "," 4,206 "
1815010783,הזדמנות שלישית,"10,000","3,000.00",0,"3,000.00","7,000.00",30," 10,000 "," 3,000 "
1815010784,מסע פולין כצלנסון,"7,700","7,700.00",0,"7,700.00",0,100," 7,700 "," 7,700 "
1815010787,סל תלמיד לעולה,"4,700",0,0,0,"4,700.00",0," 4,700 ", -   
1815010789,דמי שיכפול,"16,000","11,776.00",0,"11,776.00","4,224.00",73.6," 16,000 "," 11,776 "
1815010795,אחזקת אולמות ספורט עזר,"21,900","20,807.00",0,"20,807.00","1,093.00",95," 21,900 "," 20,807 "
1815010798,אחזקה תקציב עזר,"55,000","54,342.00",0,"54,342.00",658,98.8," 55,000 "," 54,342 "
1815020110,שכר מורים גלילי,"15,423,000","14,986,764.42",0,"14,986,764.42","436,235.58",97.17," 15,423,000 "," 14,986,764 "
1815020111,שכר עובדים גלילי,"1,202,200","1,254,106.29",0,"1,254,106.29","-51,906.29",104.31," 1,202,200 "," 1,254,106 "
1815020115,שכר תקציבי עזר,"60,100","56,818.00",0,"56,818.00","3,282.00",94.53," 60,100 "," 56,818 "
1815020130,שעות נוספות מורים,"12,100","179,647.10",0,"179,647.10","-167,547.10",1484.68," 12,100 "," 179,647 "
1815020131,משכורת,"15,600","14,932.58",0,"14,932.58",667.42,95.72," 15,600 "," 14,933 "
1815020140,אחזקת רכב עובדים,"36,600","39,655.00",0,"39,655.00","-3,055.00",108.34," 36,600 "," 39,655 "
1815020141,רכב עובדים גלילי,"72,100","58,090.05",0,"58,090.05","14,009.95",80.56," 72,100 "," 58,090 "
1815020210,זמניים ישי,0,"4,171.80",0,"4,171.80","-4,171.80",0, -   ," 4,172 "
1815020211,גלילי עובדים זמניים,"30,700","64,715.63",0,"64,715.63","-34,015.63",210.8," 30,700 "," 64,716 "
1815020430,חשמל גלילי,"155,000","197,372.60",0,"197,372.60","-42,372.60",127.33," 155,000 "," 197,373 "
1815020440,ביטוח גלילי,"20,900","20,836.00",0,"20,836.00",64,99.69," 20,900 "," 20,836 "
1815020450,ריהוט גלילי,"3,000",0,0,0,"3,000.00",0," 3,000 ", -   
1815020511,כיבוד גלילי,"10,000","9,972.00",0,"9,972.00",28,99.72," 10,000 "," 9,972 "
1815020512,הוצאות טיולים - גלילי,0,0,0,0,0,0, -   , -   
1815020593,עזר מחשב,"95,000","90,666.00",0,"90,666.00","4,334.00",95.43," 95,000 "," 90,666 "
1815020740,הוצאות קיום גלילי,"112,000","111,999.96",0,"111,999.96",0.04,99.99," 112,000 "," 112,000 "
1815020741,הוצאות מזנונים,"85,000","59,420.00",0,"59,420.00","25,580.00",69.9," 85,000 "," 59,420 "
