חשבון ,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016
1733200540,73,טלפון ,3733200,"2,500","1,300","2,500","2,500"
1733200542,73,תקשורת סלולרית ,3733200,"11,300","7,500","22,000","22,000"
1733200750,73,צילומי אויר לאיתור חריגות,3733200,"60,000",0,"80,000","80,000"
1733200779,73,בטיחות עובדים -פ. בניה פר,3733200,0,0,"5,000","5,000"
1733300750,73,הריסת מבנים בלתי חוקיים ,3733200,"200,000","17,600","200,000","100,000"
1733400110,73,השכר הקובע ,3733400,"82,000","59,300","84,000","84,000"
1733400120,73,תוספות שלא נכללות בשכר ,3733400,"16,000","16,800","18,000","18,000"
1733400140,73,החזר הוצאות רכב ,3733400,"20,000","15,700","21,000","21,000"
1733400141,73,החזר הוצאות אחר ,3733400,"8,000","6,400","8,000","8,000"
1733400181,73,הפרשות סוציאליות ,3733400,"25,000","18,400","25,000","25,000"
1733400182,73,מיסים ועלויות ,3733400,"19,000","13,700","20,000","20,000"
1733400470,73,ציוד משרדי ,3733400,"5,000","2,300","5,000","5,000"
1733400471,73,תיכנון בניה-צילומים ,3733400,"17,000",0,"18,200","18,200"
1733400540,73,טלפון ,3733400,"1,000",300,"1,000","1,000"
1733400582,73,ליווי משפטי הועדה לבניין ,3733400,0,0,0,0
1741000110,74,השכר הקובע ,3741000,"450,000","135,900","397,000","37,000"
1741000120,74,תוספות שלא נכללות בשכר ,3741000,"69,000","49,100","95,000","95,000"
1741000140,74,החזר הוצאות רכב ,3741000,"38,000","23,600","55,000","55,000"
1741000141,74,החזר הוצאות אחר ,3741000,"19,000","4,900","16,000","16,000"
1741000181,74,הפרשות סוציאליות ,3741000,"91,000","16,000","66,000","66,000"
1741000182,74,מיסים ועלויות ,3741000,"87,000","28,300","82,000","82,000"
1741000470,74,ציוד משרדי ,3741000,"6,000","3,000","6,000","6,000"
1741000471,74,מכונות צילום ,3741000,"9,300",0,"10,000","10,000"
1741000510,74,כיבודים ,3741000,0,0,0,0
1741000530,74,רכב 77-591-72 ,3741000,"45,000","20,400","45,000","45,000"
1741000540,74,דואר וטלפון ,3741000,"4,000","2,600","4,000","4,000"
1741000572,74,תוכנה ,3741000,"137,000","20,100","140,000","140,000"
1741000573,74,הדרכות והטמעות ,3741000,0,0,"5,000","5,000"
1741000579,74,פרויקטים ,3741000,0,0,0,0
1741000730,74,רכב 62-703-29- אחזקה ,3741000,0,0,"35,000","35,000"
1741010110,74,השכר הקובע ,3741010,"705,000","499,800","695,000","695,000"
1741010120,74,תוספות שלא נכללות בשכר ,3741010,"204,000","160,500","202,000","202,000"
1741010130,74,שעות נוספות ,3741010,"168,000","141,400","197,000","177,300"
1741010140,74,החזר הוצאות רכב ,3741010,"187,000","117,400","178,000","178,000"
1741010141,74,החזר הוצאות אחר ,3741010,"18,000","15,000","21,000","21,000"
1741010181,74,הפרשות סוציאליות ,3741010,"123,000","90,000","123,000","123,000"
1741010182,74,מיסים ועלויות ,3741010,"181,000","132,500","189,000","189,000"
1741010470,74,ציוד משרדי ,3741010,"5,000","2,300","6,000","6,000"
1741010471,74,מכונות צילום ,3741010,0,0,"1,200","1,200"
1741010530,74,רכב 78-872-63 ,3741010,"30,000",0,0,0
1741010531,74,רכב מס' 18-274-34 ,3741010,"35,000","9,400","35,000","35,000"
1741010533,74,הוצאות רכב 95-254-66 ,3741010,"45,000",0,0,0
1741010542,74,תקשורת סלולרית ,3741010,"12,600","8,100","15,000","15,000"
1741010572,74,תוכנה ,3741010,"25,000",0,"47,000","47,000"
1741010779,74,בטיחות עובדים ,3741010,"3,000","2,200","3,000","3,000"
1741020110,74,השכר הקובע ,3741020,"1,012,000","709,900","1,137,000","873,700"
1741020120,74,תוספות שלא נכללות בשכר ,3741020,"145,000","120,100","158,000","158,000"
1741020130,74,שעות נוספות ,3741020,"292,000","232,400","386,000","347,400"
1741020140,74,החזר הוצאות רכב ,3741020,"280,000","190,400","280,000","280,000"
1741020141,74,החזר הוצאות אחר ,3741020,"34,000","27,300","41,000","41,000"
1741020181,74,הפרשות סוציאליות ,3741020,"230,000","163,400","260,000","260,000"
1741020182,74,מיסים ועלויות ,3741020,"243,000","177,600","286,000","286,000"
1741020210,74,"שכ""ע עובדי כ""א ",3741020,0,0,0,0
1741020470,74,ציוד משרדי ,3741020,"4,000","2,100","6,000","6,000"
1741020530,74,רכב מס' 36-924-31 ,3741020,"35,000","17,300","35,000","35,000"
1741020542,74,תקשורת סלולרית ,3741020,"2,500","3,600","9,000","9,000"
1741020572,74,תוכנה ,3741020,"36,000","18,000","37,000","37,000"
1741020750,74,עבודות קבלניות ,3741020,"70,000","47,500","70,000","70,000"
1741020779,74,בטיחות עובדים ,3741020,"4,000",700,"5,000","5,000"
1741020920,74,הסדרים קטנים ,3741020,"1,100,000","315,200","1,100,000","1,000,000"
1742000110,74,השכר הקובע ,6742000,"909,000","609,900","844,000","844,000"
1742000120,74,תוספות שלא נכללות בשכר ,6742000,"174,000","79,100","92,000","92,000"
1742000130,74,שעות נוספות ,6742000,"40,000","39,500","54,000","48,600"
1742000140,74,החזר הוצאות רכב ,6742000,"241,000","156,100","217,000","217,000"
1742000141,74,החזר הוצאות אחר ,6742000,"38,000","30,000","41,000","41,000"
1742000181,74,הפרשות סוציאליות ,6742000,"167,000","126,300","173,000","173,000"
1742000182,74,מיסים ועלויות ,6742000,"192,000","126,400","178,000","178,000"
1742000530,74,רכב 36-925-31 ,6742000,"40,000","14,000","40,000","40,000"
1742000531,74,רכב 99-867-65 ,6742000,"35,000","10,100",0,0
1742000540,74,דואר וטלפון ,6742000,"2,000","1,000","2,000","2,000"
1742000691,74,החזר מלוות-קרן ,6742000,0,0,0,0
1742000692,74,החזר מלוות-ריבית ,6742000,0,0,0,0
1742000693,74,החזר מלוות-הצמדה ,6742000,0,0,0,0
1742000730,74, 10-424-67,6742000,"25,000","8,300","25,000","25,000"
1742010110,74,השכר הקובע ,6742000,"240,000","67,000","92,000","92,000"
1742010120,74,תוספות שלו נכללות בשכר ,6742000,"47,000","7,600","8,000","8,000"
1742010130,74,שעות נוספות ,6742000,"55,000","30,800","42,000","37,800"
1742010140,74,החזר הוצאות רכב ,6742000,"83,000","28,100","37,000","37,000"
1742010141,74,החזר הוצאות אחר ,6742000,"9,000","2,700","4,000","4,000"
1742010181,74,הפרשות סוציאליות ,6742000,"39,000","12,300","17,000","17,000"
1742010182,74,מיסים ועלויות ,6742000,"59,000","18,400","26,000","26,000"
1742020110,74,השכר הקובע ,6742000,"415,000","269,700","351,000","351,000"
1742020120,74,תוספות שלא נכללות בשכר ,6742000,"103,000","61,400","69,000","69,000"
1742020130,74,שעות נוספות ,6742000,"42,000","24,800","36,000","32,400"
1742020140,74,החזר הוצאות רכב ,6742000,"133,000","84,900","128,000","128,000"
1742020141,74,החזר הוצאות אחר ,6742000,"17,000","12,200","17,000","17,000"
1742020181,74,הפרשות סוציאליות ,6742000,"72,000","46,800","62,000","62,000"
1742020182,74,מיסים ועלויות ,6742000,"101,000","61,200","85,000","85,000"
1742200470,74,ציוד משרדי מתכלה ,6742000,"5,100","4,500","10,000","10,000"
1742200471,74,הוצאות צילום ,6742000,"7,000",600,"7,500","7,500"
1742200542,74,תקשורת סלולרית ,6742000,"16,400","9,000","12,000","12,000"
1742200570,74,מיכון ועיבוד נתונים ,6742000,"12,000",0,0,0
1742200750,74,עבודות קבלניות-מוקד ,6742000,"4,100,000","1,809,300","4,100,000","4,100,000"
1742200751,74,סימון כבישים ,6742000,0,0,0,0
1742200779,74,בטיחות עובדים ,6742000,"5,000","3,200","5,000","5,000"
1742200920,74,ריהוט עב' שקום מדרכות וכב,6742000,"1,800,000","877,800","1,800,000","1,500,000"
1742200921,74,סימון כבישים ,6742000,"1,162,000","669,300","1,662,000","1,350,000"
1742200950,74,הוצ' תיכנון העתקות וצילומ,6742000,"4,300",0,"4,300","4,300"
1743000110,74,השכר הקובע ,3743000,"841,000","590,000","895,000","895,000"
1743000120,74,תוספות שלא נכללות בשכר ,3743000,"248,000","205,000","252,000","252,000"
1743000130,74,שעות נוספות ,3743000,"186,000","161,200","230,000","207,000"
1743000140,74,החזר הוצאות רכב ,3743000,"180,000","146,100","219,000","219,000"
1743000141,74,החזר הוצאות אחר ,3743000,"53,000","35,900","50,000","50,000"
1743000181,74,הפרשות סוציאליות ,3743000,"198,000","153,300","216,000","216,000"
1743000182,74,מיסים ועלויות ,3743000,"204,000","154,300","224,000","224,000"
1743000210,74,"שכר עובדי כ""א ",3743000,0,0,0,0
1743000470,74,ציוד משרדי מתכלה ,3743000,"6,000","3,100","6,000","6,000"
1743000471,74,מכונות צילום ,3743000,"7,000",0,"7,500","7,500"
1743000540,74,דואר וטלפון ,3743000,"3,000","2,200","4,000","4,000"
1743000542,74,תקשורת סלולרית ,3743000,"8,200","5,600","9,000","9,000"
1743000740,74,כלים מכשירים וציוד ,3743000,"25,000","8,300","25,000","25,000"
1743000750,74,אחזקת תאורה עירונית ,3743000,"4,000,000","2,374,200","4,150,000","4,050,000"
1743000751,74,תאונות ,3743000,"289,000","84,300","300,000","300,000"
1743000752,74,פיקוד ובקרה ,3743000,"950,000","459,000","950,000","950,000"
1743000771,74,חשמל מאור רחובות ,3743000,"9,271,000","5,845,800","9,250,000","9,250,000"
1743000779,74,בטיחות עובדים ,3743000,"3,000","1,200","4,000","4,000"
1743000920,74,עב' פיתוח מערכות תאורה וע,3743000,"1,710,000","1,102,200","1,710,000","1,500,000"
1743000923,74,עבודות שונות במערכות חשמל,3743000,0,0,0,0
1744100751,74,אחזקת רמזורים ,3743000,"1,940,000","868,400","1,940,000","1,940,000"
1744100771,74,חשמל רמזורים ,3743000,"225,000","167,900","225,000","225,000"
1744500110,74,השכר הקובע ,4744500,"223,000","180,800","249,000","249,000"
1744500120,74,תוספות שלו נכללות בשכר ,4744500,"19,000","18,800","20,000","20,000"
1744500130,74,שעות נוספות ,4744500,"4,000","3,400","5,000","4,500"
1744500140,74,החזר הוצאות רכב ,4744500,"46,000","28,500","47,000","47,000"
1744500141,74,החזר הוצאות אחר ,4744500,"13,000","8,500","11,000","11,000"
1744500181,74,הפרשות סוציאליות ,4744500,"58,000","47,800","65,000","65,000"
1744500182,74,מיסים ועלויות ,4744500,"40,000","31,000","46,000","46,000"
1744500540,74,הוצאות טלפון ,4744500,"4,000","2,300","4,000","4,000"
1744500542,74,"רט""ן-תקשורת סלולרית ",4744500,"1,300",800,"2,000","2,000"
1744500580,74,"מעבירי זה""ב - פרוייקט ברו",4744500,"85,900","29,200","85,900","85,900"
1744500581,74,משמרת ג' ,4744500,"63,800",0,"63,800","63,800"
1744500720,74,תיפעול ,4744500,0,0,0,0
1744500750,74,מרכז הדרכה ,4744500,0,0,0,0
1744500755,74,נקיון מטה בטיחות בדרכים ,4744500,"17,000","4,400","17,000","17,000"
1744500760,74,השתתפות עיריה בהרשאות מ.ת,4744500,"130,000","29,400","130,000","130,000"
1744500779,74,בטיחות עובדים ,4744500,0,0,0,0
1745000110,74,השכר הקובע ,6745000,"308,000","222,200","306,000","306,000"
1745000120,74,תוספות שאינם ניכללות בשכר,6745000,"121,000","98,600","125,000","125,000"
1745000130,74,שעות נוספות ,6745000,"68,000","57,400","98,000","88,200"
1745000140,74,החזר הוצאות רכב ,6745000,"94,000","63,600","78,000","78,000"
1745000141,74,החזר הוצאות אחר ,6745000,"8,000","5,900","8,000","8,000"
1745000181,74,הפרשות סוציאליות ,6745000,"53,000","38,200","53,000","53,000"
1745000182,74,מיסים ועלויות ,6745000,"82,000","61,000","87,000","87,000"
1745000470,74,ציוד משרדי ,6745000,"3,000",900,"3,000","3,000"
1745000530,74,הוצאות רכב 1561164 ,6745000,0,0,0,0
1745000542,74,"רט""ן ",6745000,"2,500","3,200","2,000","2,000"
1745000750,74,קריאות מוקד ,6745000,"400,000","194,300","400,000","400,000"
1745000751,74,בדיקות בנחל ,6745000,"184,000","53,900","184,000","114,000"
1745000752,74,אחזקת מזרקות ,6745000,"414,000","175,600","300,000","300,000"
1745000779,74,בטיחות עובדים ,6745000,"3,000",600,"3,000","3,000"
1745000830,74,אגרה לרשות הניקוז ,1745000,"916,000","487,500","916,000","916,000"
1745000920,74,תחזוקת מערכת ניקוז חורף נ,6745000,"2,050,000","571,000","2,050,000","1,500,000"
1745000930,74,ציוד יסודי ,6745000,0,0,"10,000","10,000"
1746000210,74,כוח אדם ,6746000,0,0,0,0
1746001110,74,השכר הקובע ,6746001,"415,000","324,000","410,000","410,000"
1746001120,74,תוספות שלו נכללות בשכר ,6746001,"49,000","41,400","50,000","50,000"
1746001130,74,שעות נוספות ,6746001,"3,000","4,800","1,000",900
1746001140,74,החזר הוצאות רכב ,6746001,"76,000","59,500","79,000","79,000"
1746001141,74,החזר הוצאות אחר ,6746000,"14,000","10,900","14,000","14,000"
1746001181,74,הפרשות סוציאליות ,6746000,"96,000","75,100","95,000","95,000"
1746001182,74,מיסים ועלויות ,6746000,"79,000","62,200","79,000","79,000"
1746001470,74,ציוד משרדי מתכלה ,6746000,"1,700",300,"1,700","1,700"
1746001471,74,מכונות צילום ,6746000,"4,700","4,200","5,000","5,000"
1746001540,74,דואר וטלפון ,6746000,"7,000","4,800","7,000","7,000"
1746001542,74,"רט""ן ",6746000,"39,400","37,100","56,000","56,000"
1746001572,74,תוכנת ניהול תיקי גן מישחק,6746000,"45,000","28,300","50,000","50,000"
1746001730,74,מכלית מים 6238924 ,6746000,"100,000","78,000","100,000","100,000"
1746001750,74,תיגבור ניקיון-פארקים ציבו,6746000,"40,000",0,"40,000","40,000"
1746001751,74,אחזקת מתקני משחק וכושר ,6746000,"1,160,000","757,000","1,200,000","1,200,000"
1746102110,74,השכר הקובע ,6746102,"2,357,000","1,678,800","2,283,000","2,283,000"
1746102120,74,תוספות שלא נכללות בשכר ,6746102,"345,000","313,300","347,000","347,000"
1746102130,74,שעות נוספות ,6746102,"349,000","270,900","382,000","343,800"
1746102140,74,החזר הוצאות רכב ,6746102,"382,000","348,600","455,000","455,000"
1746102141,74,החזר הוצאות אחר ,6746102,"148,000","106,500","142,000","142,000"
1746102181,74,הפרשות סוציאליות ,6746102,"341,000","255,900","343,000","343,000"
1746102182,74,מיסים ועלויות ,6746102,"471,000","345,800","486,000","486,000"
1746102420,74,אחזקת מבנים ושירותים ציבו,6746102,"7,000","1,100","7,000","7,000"
1746102433,74,חמרי נקיון ,6746102,"2,000","1,000","2,000","2,000"
1746102470,74,ציוד משרדי ,6746102,"3,400","2,000","3,400","3,400"
1746102540,74,דואר וטלפון ,6746102,"1,000",900,"1,500","1,500"
1746102720,74,חומרים ,6746102,"230,000","27,300","200,000","200,000"
1746102730,74,רכב תפעולי-1571378 ,6746102,"45,000","12,600","45,000","45,000"
1746102731,74,אחזקת זוג אופניים ,6746102,0,100,0,0
1746102732,74,טרקטורון 6207168 ,6746102,"60,000","41,900","60,000","60,000"
1746102733,74,טרקטורון 5071278 ,6746102,0,0,0,0
1746102740,74,כלים מכשירים וציוד ,6746102,"80,000","49,100","80,000","80,000"
1746102742,74,אחזקת כלים ,6746102,"8,000","1,800","8,000","8,000"
1746102750,74,עבודות קבלניות ,6746102,"5,160,000","3,582,500","5,586,500","5,586,500"
1746102751,74,גיזום ניקוש גנים צידי דרכ,6746102,"180,000","72,900","342,000","272,000"
1746102752,74,בדיקות מעבדה ,6746102,"12,000",0,"13,000","13,000"
1746102753,74,ניקיון פארקים ,6746102,"185,000","122,300","200,000","200,000"
1746102754,74,טיפול בדקלים ,6746102,"24,300","16,300","24,500","24,500"
1746102755,74,טיפול בפירות פיקוס ,6746102,"30,000","14,500","30,000","30,000"
1746102779,74,בטיחות עובדים ,6746102,"16,000","12,300","17,000","17,000"
1746102781,74,מיגון מחסן בגן בן גוריון ,6746102,"4,400",600,"4,400","4,400"
1746103110,74,השכר הקובע ,6746103,"893,000","577,200","992,000","716,000"
1746103120,74,תוספות שלא נכללות בשכר ,6746103,"178,000","117,800","156,000","156,000"
1746103130,74,שעות נוספות ,6746103,"152,000","103,700","165,000","148,500"
1746103140,74,החזר הוצאות רכב ,6746103,"305,000","148,000","335,000","335,000"
1746103141,74,החזר הוצאות אחר ,6746103,"47,000","31,800","61,000","61,000"
1746103181,74,הפרשות סוציאליות ,6746103,"147,000","92,500","153,000","153,000"
1746103182,74,מיסים ועלויות ,6746103,"212,000","126,500","234,000","234,000"
1746103470,74,ציוד משרדי ,6746103,"3,400","1,500","3,400","3,400"
1746103531,74,רכב 8644170 ,6746103,0,0,"45,000","45,000"
1746103540,74,דואר וטלפון ,6746103,"1,000",300,"1,000","1,000"
1746103720,74,חומרים ,6746103,"120,000","24,700","150,000","150,000"
1746103730,74,רכב תפעולי 2386268 ,6746103,"25,000","15,300","25,000","25,000"
1746103740,74,כלים וציוד ,6746103,"20,000","6,100","50,000","50,000"
1746103750,74,עבודות קבלניות כולל עורף ,6746103,"7,400,000","5,563,000","8,010,000","8,010,000"
1746103751,74,גיזום ניקוש גנים צידי דרכ,6746103,"275,000","136,300","442,500","372,500"
1746103752,74,בדיקות מעבדה ,6746103,"13,000",0,"13,000","13,000"
1746103754,74,טיפול בדקלים ,6746103,"24,300","14,200","24,500","24,500"
1746103755,74,טיפול בפירות הפיקוס ,6746103,"30,000","26,400","30,000","30,000"
1746103779,74,בטיחות עובדים ,6746103,"5,000","2,500","5,000","5,000"
1746103781,74,מיגון מחסן ,6746103,"2,500",0,"2,500","2,500"
1746104110,74,השכר הקובע ,6746104,"579,000","452,000","622,000","622,000"
1746104120,74,תוספות שלא נכללות בשכר ,6746104,"150,000","122,300","151,000","151,000"
1746104130,74,שעות נוספות ,6746104,"56,000","42,200","57,000","51,300"
1746104140,74,החזר הוצאות רכב ,6746104,"177,000","80,200","137,000","137,000"
1746104141,74,החזר הוצאות אחר ,6746104,"31,000","28,000","38,000","38,000"
1746104181,74,הפרשות סוציאליות ,6746104,"109,000","85,700","116,000","116,000"
1746104182,74,מיסים ועלויות ,6746104,"134,000","95,100","139,000","139,000"
1746104420,74,החזקת מבנים ,6746104,"7,700",0,"8,000","8,000"
1746104433,74,חמרי נקיון ,6746104,"1,000",600,"1,000","1,000"
1746104470,74,ציוד משרדי ,6746104,"4,300","3,200","4,300","4,300"
1746104540,74,דואר וטלפון ,6746104,"2,000",600,"1,500","1,500"
1746104720,74,חומרים ,6746104,"4,300",300,"5,000","5,000"
1746104730,74,רכב תפעולי 2386368 ,6746104,"25,000","7,600","25,000","25,000"
1746104740,74,כלים מכשירים וציוד ,6746104,"1,700",600,"2,000","2,000"
1746104742,74,אחזקת כלים ,6746104,900,0,"1,000","1,000"
1746104750,74,בטיחות בגנים ציבוריים ,6746104,"700,000","677,100","1,200,000","1,200,000"
1746104752,74,אחזקת מתקני משחק ,6746104,0,0,0,0
1746104771,74,חשמל לפעולות ,6746104,"2,000","1,700","3,000","3,000"
1746104779,74,בטיחות עובדים ,6746104,"4,000","2,000","4,000","4,000"
1746104781,74,מיגון במשתלה ,6746104,"4,200",800,"4,200","4,200"
1746104920,74,שיקומים קטנים רכישת ריהוט,6746104,"1,720,000","587,400","1,720,000","1,400,000"
1746104921,74,תיקוני מערכות השקיה ,6746104,"2,000,000","503,700","2,500,000","1,500,000"
1746104951,74,הוצ' תיכנון ,6746104,"14,500","9,400","24,000","24,000"
1746105110,74,השכר הקובע ,6746105,"312,000","215,500","285,000","285,000"
1746105120,74,תוספות שלא נכללות בשכר ,6746105,"53,000","48,900","57,000","57,000"
1746105130,74,שעות נוספות ,6746105,"82,000","63,800","89,000","80,100"
1746105140,74,החזר הוצאות רכב ,6746105,"74,000","50,600","69,000","69,000"
1746105141,74,החזר הוצאות אחר ,6746105,"25,000","15,400","20,000","20,000"
1746105181,74,הפרשות סוציאלית ,6746105,"70,000","53,300","72,000","72,000"
1746105182,74,מיסים ועלויות ,6746105,"73,000","52,000","72,000","72,000"
1746105420,74,אחזקת מבנה ,6746105,0,0,"20,000","20,000"
1746105470,74,ציוד משרדי ,6746105,"1,700",0,"1,700","1,700"
1746105730,74,רכב תפעולי 1571378 ,6746105,0,0,0,0
1746105750,74,עבודות קבלניות ,6746105,"364,000","204,600","376,000","376,000"
1746105772,74,מים פעולות ,6746105,"12,000,000","5,727,300","12,000,000","11,500,000"
1746105779,74,בטיחות עובדים ,6746105,"2,000","1,000","2,000","2,000"
1746105781,74,מיגון המבנה ,6746105,0,0,"4,200","4,200"
1746105930,74,ציוד יסודי ,6746105,0,0,0,0
1747200110,74,השכר הקובע ,6747200,"3,995,000","2,870,100","4,117,000","4,117,000"
1747200120,74,תוספות שלא נכללות בשכר ,6747200,"1,788,000","1,290,400","1,653,000","1,653,000"
1747200130,74,שעות נוספות ,6747200,"2,194,000","1,474,300","2,078,000","1,870,200"
1747200140,74,החזר הוצאות רכב ,6747200,"959,000","628,900","1,095,000","1,095,000"
1747200141,74,החזר הוצאות אחר ,6747200,"535,000","359,400","572,000","572,000"
1747200181,74,הפרשות סוציאליות ,6747200,"1,062,000","745,200","1,037,000","1,037,000"
1747200182,74,מיסים ועלויות ,6747200,"1,290,000","906,900","1,334,000","1,334,000"
1747200420,74,אחזקת מבנים ,6747200,"80,000","66,200","80,000","80,000"
1747200470,74,ציוד משרדי מתכלה ,6747200,"3,400","3,300","3,400","3,400"
1747200471,74,מכונות צילום ,6747200,"5,100","1,100","5,500","5,500"
1747200510,74,כיבוד ,6747200,0,"-10,000","2,000","2,000"
1747200540,74,דואר וטלפון ,6747200,"30,000","18,600","30,000","30,000"
1747200542,74,"רט""ן - רשת טלפונים ניידים",6747200,"27,800","27,100","55,000","55,000"
1747200572,74,תוכנת מולטי אס.מ אס ,6747200,"2,500",0,"2,000","2,000"
1747200720,74,קרם הגנה ,6747200,"109,700","105,600","109,700","109,700"
1747200730,74, 5פולריס לחופים + ( מפוחי,6747200,"100,000","108,600","131,000","131,000"
1747200731,74,אופנועי ים - 6 ,6747200,"90,000","82,200","90,000","90,000"
1747200732,74, 4נגררים ,6747200,"5,000","4,200","15,000","15,000"
1747200733,74,אחזקת אופנים ,6747200,"5,000",100,"5,000","5,000"
1747200734,74,רכב תפעולי - 4146569 ,6747200,"65,000","46,100","110,000","110,000"
1747200735,74,אחזקת 2 נפות ,6747200,"80,000","73,300","50,000","50,000"
1747200736,74,טרקטור 18-981-72 ,6747200,"135,000","69,100","135,000","135,000"
1747200738,74,רישוי ואחזקת 2 ניגררים ,6747200,"2,000",0,0,0
1747200742,74,אחזקת כלים מכשירים וציוד,6747200,"14,500","6,900","14,500","14,500"
1747200743,74,רכישת כלים וציוד ,6747200,"246,500","169,600","246,500","246,500"
1747200744,74,משקפיים ,6747200,"40,800","32,200","10,000","10,000"
1747200750,74,נקיון ידני ,6747200,"1,125,600","662,300","1,314,000","1,314,000"
1747200751,74,עבודות טרקטור ונפה ,6747200,"333,000","128,200","470,000","470,000"
1747200752,74,שרותי בריאות ,6747200,"560,000","490,800","631,000","631,000"
1747200753,74,קבלניות-כללי ,6747200,"525,000","208,200","525,000","525,000"
1747200754,74,הערכות לעונת החורף-חסימת ,6747200,"50,000",0,"50,000","50,000"
1747200755,74,שוטרים בשכר -חופים ,6747200,"89,000","89,000","89,000","89,000"
1747200756,74,הכנת חופי רחצה לתחילת עונ,6747200,"54,000","52,400","54,000","54,000"
1747200757,74,אחזקת מערכות כריזה ,6747200,"18,000","9,300","18,000","18,000"
1747200758,74,ניקוי שטח לא מוכרז ,6747200,"243,000","140,200","259,000","259,000"
1747200771,74,חשמל חופי רחצה ,6747200,"120,000","93,900","120,000","120,000"
1747200772,74,צריכת מים - חופים ,6747200,"730,000","525,500","1,000,000","1,000,000"
1747200779,74,בטיחות עובדים ,6747200,"4,000",300,"4,000","4,000"
1747200780,74,פירוק והצבת קירוי סככות ,6747200,"100,000","58,500","100,000","100,000"
1747200781,74,מיגון ,6747200,"7,500","3,100","10,000","10,000"
1747200782,74,דגימת מי ים ,6747200,"64,000","12,000","32,000","32,000"
1747200783,74,דגל כחול ויוזמות ,6747200,"50,000","20,000","80,000","80,000"
1747200784,74,נזקי סופה ,6747200,0,"-203,200",0,0
1747300110,74,השכר הקובע ,1747300,"464,000","332,500","498,000","498,000"
1747300120,74,תוספות שלא נכללות בשכר ,1747300,"95,000","83,000","95,000","95,000"
1747300130,74,שעות נוספות ,1747300,"186,000","129,800","175,000","157,500"
1747300140,74,החזר הוצאות רכב ,1747300,"126,000","71,000","105,000","105,000"
1747300141,74,החזר הוצאות אחר ,1747300,"87,000","103,900","132,000","132,000"
1747300181,74,הפרשות סוציאליות ,1747300,"107,000","78,500","105,000","105,000"
1747300182,74,מיסים ועלויות ,1747300,"129,000","97,400","141,000","141,000"
1747300540,74,בריכות שחיה ,1747300,0,0,0,0
1747300771,74,חשמל בריכות א' ב' ח' ,1747300,"200,000","137,800","200,000","200,000"
1747300772,74,מים לפעולות ,1747300,"610,000","508,700","600,000","600,000"
1749010110,74,שכר ,6749010,"730,000","461,100","753,000","753,000"
1749010120,74,שכר-תוספות ,6749010,"35,000","55,900","72,000","72,000"
1749010130,74,שעות נוספות ,6749010,"261,000","145,400","252,000","226,800"
1749010140,74,החזר הוצאות רכב ,6749010,"56,000","54,600","43,000","43,000"
1749010141,74,החזר הוצאות אחר ,6749010,"30,000","20,800","32,000","32,000"
1749010181,74,הפרשות סוצאליות ,6749010,"183,000","120,600","199,000","199,000"
1749010182,74,מיסים ועלויות ,6749010,"145,000","101,400","162,000","162,000"
1749010210,74,עובדים זמניים ,6749010,"100,000",0,0,0
1749010470,74,ציוד מתכלה ,6749010,"3,000","3,000","3,000","3,000"
1749010510,74,כיבוד ,6749010,"1,000",700,"1,000","1,000"
1749010511,74,כלכלה וביגוד למתנדבים ,6749010,"20,000","12,800","20,000","20,000"
1749010530,74,רכב צמוד 1888634 ,6749010,"35,000","22,900","35,000","35,000"
1749010540,74,דואר וטלפון ,6749010,"4,000",0,"4,000","4,000"
1749010542,74,"רט""ן ",6749010,"10,000",0,"4,000","4,000"
1749010730,74,טרקטורון 1207412 ,6749010,"35,000","1,300","35,000","35,000"
1749010731,74,ממונע חשמלי 9703075 ,6749010,"10,000","1,500","10,000","10,000"
1749010732,74,אחזקת אופניים ( 2( ,6749010,"3,000",0,"3,000","3,000"
1749010733,74,נגרר ,6749010,0,0,0,0
1749010743,74,רכישת כלים וחומרים ,6749010,"27,000","20,900","50,000","50,000"
1749010750,74,נקיון פארק+מעטפת+רחבת המש,6749010,"1,061,000","573,500","1,186,000","1,186,000"
1749010751,74,אחזקת אגם ומזרקה ,6749010,"432,000","350,500","542,000","542,000"
1749010752,74,אחזקת הפארק +רחבת המשכן ,6749010,"600,000","231,200","600,000","600,000"
1749010754,74,גינון פארק+ אמפי+ רחבת המ,6749010,"371,000","260,700","382,000","382,000"
1749010756,74,אבטחה בפארק ,6749010,0,0,0,0
1749010760,74,תיק בטיחות ,6749010,"35,000","16,300","25,000","25,000"
1749010771,74,חשמל מינהל פרויקטים ,6749010,"450,000","282,600","450,000","450,000"
1749010772,74,צריכת מים ,6749010,"1,510,000","441,900","1,500,000","1,500,000"
1749010779,74,בטיחות עובדים ,6749010,"3,000","1,300","3,000","3,000"
1749010930,74,ציוד יסודי ,6749010,"120,000","180,500","273,000","200,000"
1749101756,74,אבטחת פארק אשדוד ים ,6749010,0,0,0,0
1751000780,75,חגיגות יום העצמאות ,1750000,"1,000,000","981,400","1,150,000","1,000,000"
1752000110,75,השכר הקובע ,1750000,0,0,0,0
1752000120,75,תוספות שלא נכללות בשכר ,1750000,0,0,0,0
1752000140,75,החזר הוצאות רכב ,1750000,0,0,0,0
1752000141,75,החזר הוצאות אחר ,1750000,0,0,0,0
