חשבון ,שם חשבון ,מחלקה , ביצוע 2014 , תקציב 2015 מעודכן , הצעת תקציב 2016  
1825110140,החזר הוצאות ,48100," 125,086 "," 111,511 "," 132,719 "
1825110181,הפרשות סוציאליות ,48100," 694,751 "," 754,375 "," 832,606 "
1825110182,מיסים ועלויות ,48100," 270,582 "," 293,326 "," 304,016 "
1825110289,השתתפות בשי לחגים ,48100," 24,000 "," 26,730 "," 35,442 "
1825110420,תחזוקת מבנים ,48100," 17,818 "," 44,500 "," 59,400 "
1825110431,חשמל ,48100," 91,430 "," 102,960 "," 132,858 "
1825110432,מים ,48100," 58,754 "," 56,925 "," 52,173 "
1825110434,שרותי נקיון ,48100," 165,381 "," 181,170 "," 179,190 "
1825110440,ביטוח מבנה ותכולה ,48100," 9,354 "," 15,840 "," 15,939 "
1825110540,הוצאות תקשורת ,48100," 9,670 "," 2,772 "," 16,533 "
1825110550,פרסום והדפסות ,48100, -   , -   , -   
1825110560,צילום תווים ,48100, -   , -   , -   
1825110561,צילום מסמכים ,48100, -   ," 3,960 "," 9,900 "
1825110570,מיכון קונסרבטוריון ,48100," 18,549 "," 17,587 ", -   
1825110743,רכישת כלים מכשירים וציוד ,48100, -   ," 44,550 "," 49,500 "
1825110759,אבטחה וסדרנות ,48100," 58,506 "," 65,554 "," 82,170 "
1825110781,אירועים מוזיקלים ,48100," 19,812 "," 19,800 "," 29,700 "
1825110850,מילגות לתלמידים ,48100," 17,533 "," 19,865 "," 19,800 "
1326200990,השתת.משרד המדע והתרבות ,48200," -206,963 "," -250,000 "," -250,000 "
1826200431,חשמל ,48200, -   , -   , -   
1826200432,מים ,48200, -   , -   , -   
1826200440,ביטוח מבנה ותכולה ,48200," 17,130 "," 15,345 "," 15,444 "
1826200783,הקצבת משרד התרבות ,48200," 103,150 "," 247,500 "," 247,500 "
1826200870,השתתפות בתפעול מוזיאון ,48200," 1,433,827 "," 1,419,488 "," 1,405,293 "
1325300491,הכנסות מאירועים ומחול ,48300," -9,250 "," -5,000 "," -5,000 "
1325300990,השתת.משרד המדע והתרבות ,48300," -187,538 "," -140,000 "," -140,000 "
1825300434,שירותי נקיון-מרכז מחול ,48300," 13,631 "," 21,780 "," 21,780 "
1825300440,ביטוח תכולה ,48300," 2,141 "," 1,881 "," 1,881 "
1825300540,הוצאות תקשורת ,48300, 368 , 396 , 990 
1825300743,רכישת תלבושות ,48300," 10,785 "," 15,840 "," 15,642 "
1825300780,הקצבת משרד התרבות ,48300," 207,286 "," 138,600 "," 138,600 "
1825300781,להקת מחול עירונית ,48300," 167,505 "," 198,000 "," 196,020 "
1825300782,"בי""ס רוקד ",48300," 30,739 "," 31,185 "," 30,690 "
1825300783,"תזמורת כלי נשיפה ע""ש נ.אל",48300," 19,659 "," 33,660 "," 33,165 "
1825300784,"הוצאות פעולה ע""ח הכנסות ",48300," 5,867 "," 4,950 "," 4,950 "
1825300785,הוצ' פעולה מחול וזמר ,48300," 3,556 "," 8,910 "," 8,910 "
1825300786,"להקת מחול ""שלווה"" ",48300," 81,000 "," 80,190 "," 79,200 "
1825300788,פסטיבל כרמיאל ,48300," 17,431 "," 28,215 "," 29,700 "
1825310821,תמיכה בלהקות מחול ,48300," 617,000 "," 610,830 "," 759,330 "
1825311986,תמיכה מותנית בלהקות מחול ,48300, -   , -   , -   
1322240990,הקצבת משרד התרבות זמר ומח,49100, -   , -   , -   
1322240994,מ.התיירות-אירוע פארק הילד,49100, -   , -   , -   
1822240780,ארועי חינוך ותרבות ,49100," 49,524 "," 48,015 "," 47,520 "
1822240783,חבורות זמר ,49100," 49,500 "," 49,005 "," 49,500 "
1822240784,מ.התיירות-אירוע פארק הילד,49100, -   , -   , -   
1323000490,הכנסות שונות ,49200, -   , -100 , -100 
1823000110,שכר קובע ,49200," 867,762 "," 899,695 "," 1,039,000 "
1823000120,תוספות שאינן בשכר קובע ,49200," 121,326 "," 123,396 "," 135,392 "
1823000130,שעות נוספות ,49200," 48,020 "," 49,188 "," 49,094 "
1823000140,החזר הוצאות ,49200," 79,275 "," 93,626 "," 97,092 "
1823000181,הפרשות סוציאליות ,49200," 216,077 "," 230,716 "," 248,442 "
1823000182,מיסים ועלויות ,49200," 84,516 "," 88,732 "," 97,352 "
1823000420,תחזוקת מבנים ,49200," 37,409 "," 48,015 "," 47,520 "
1823000431,חשמל ,49200," 204,520 "," 208,890 "," 199,089 "
1823000432,מים ,49200," 7,367 "," 31,977 "," 7,029 "
1823000434,שרותי נקיון ,49200," 250,826 "," 272,250 "," 269,280 "
1823000440,ביטוח מבנה ותכולה ,49200," 21,441 "," 19,206 "," 19,305 "
1823000470,הוצאות משרדיות ,49200," 2,118 ", -   , -   
1823000523,דמי חבר א.מנהלי ספריות ,49200, 200 , 396 , 396 
1823000524,מינויים ,49200," 2,856 "," 2,970 "," 2,970 "
1823000550,פרסום והדפסות ,49200," 4,960 "," 4,455 "," 4,455 "
1823000561,צילום מסמכים ,49200," 1,017 "," 2,475 "," 2,475 "
1823000575,אחזקת תוכנות ,49200, -   , -   ," 10,890 "
1823000580,הוצאות אירגוניות ,49200," 3,410 "," 4,455 "," 4,455 "
1823000743,רכישת כלים מכשירים וציוד ,49200," 13,603 "," 12,870 "," 12,672 "
1823000752,רואה חשבון ,49200," 5,664 "," 6,425 "," 5,940 "
1823000759,אבטחה בספריה עירונית ,49200," 100,317 "," 108,900 "," 108,900 "
1823000780,עידוד הקריאה ,49200," 20,453 "," 31,185 "," 30,690 "
1823000782,"הוצאות ע""ח הכנסה ",49200, -   , 99 , 99 
1823000783,הוצאות פעולה אומנים ,49200," 25,969 "," 28,215 "," 27,918 "
1327000922,העברה מיועדת ת. תורנית ,49300," -361,321 "," -200,000 "," -200,000 "
1827000110,שכר קובע ,49300," 116,550 "," 110,415 ", -   
1827000120,תוספות שאינן בשכר קובע ,49300," 27,145 "," 26,122 ", -   
1827000140,החזר הוצאות ,49300," 29,452 "," 29,731 ", -   
1827000181,הפרשות סוציאליות ,49300," 25,562 "," 25,249 ", -   
1827000182,מיסים ועלויות ,49300," 13,049 "," 12,531 ", -   
1827000540,הוצאות תקשורת ,49300," 8,547 "," 9,306 "," 9,405 "
1827000561,צילום מסמכים ,49300, 354 ," 1,980 "," 1,980 "
1827000722,הקצבה מיועדת ת. תורנית ,49300," 361,321 "," 198,000 "," 198,000 "
1827000780,תרבות תורנית ,49300," 489,201 "," 501,850 "," 496,831 "
1326501990,השתת.מ.התרבות באירוע פתיח,49400, -   , -   , -   
1826500440,ביטוח מבנה ותכולה ,49400," 268,002 "," 239,580 "," 240,768 "
1826500540,הוצאות תקשורת ,49400," 87,953 "," 78,606 "," 96,030 "
1826500576,שירותי תוכנה ומיחשוב ,49400, -   , -   , -   
1826500870,השתתפות בפעילות המשכן-כיו,49400," 6,618,638 "," 6,552,451 "," 6,486,926 "
1826501440,ביטוח שבר מכני-משכן ,49400," 86,478 "," 77,319 "," 77,715 "
1326100790,ר.לפיתוח הנגב-תאטרון הפרי,49500," -50,000 ", -   , -   
1824100440,ביטוח מבנה ותכולה-מ.קפלן ,49500," 6,336 "," 5,643 "," 5,643 "
1824100870,"מתנ""ס פאני קפלן ",49500," 310,000 "," 306,900 "," 303,831 "
1824200110,שכר קובע ,49500," 204,040 "," 197,310 "," 207,687 "
1824200120,תוספות שאינן בשכר קובע ,49500," 16,736 "," 17,040 "," 13,660 "
1824200130,שעות נוספות ,49500," 39,600 "," 21,086 "," 21,045 "
1824200140,החזר הוצאות ,49500," 42,411 "," 48,467 "," 46,796 "
1824200181,הפרשות סוציאליות ,49500," 53,554 "," 53,796 "," 57,923 "
1824200182,מיסים ועלויות ,49500," 22,834 "," 22,748 "," 23,884 "
1824200440,ביטוח מבנה ,49500," 144,837 "," 154,375 "," 162,063 "
1824200870,השתתפות בחברת כיוונים ,49500," 4,640,250 "," 4,593,847 "," 4,547,908 "
1824200871,השתתפות בשכר חב.כיוונים ,49500," 2,849,600 "," 3,158,457 "," 4,215,872 "
1824200872,השתת.בפעולות חב.כיוונים ,49500," 4,749,099 "," 5,158,533 "," 5,007,947 "
1824200873,"מתנ""ס ע""ש לוין-ארנונה ",49500," 48,021 "," 49,500 "," 48,510 "
1824200874,ארנונה-נכסי כיוונים ,49500," 497,233 "," 396,370 "," 382,310 "
1824200876,עולם הילד-כיוונים ,49500," 165,000 ", -   , -   
1824201870,"פעילות תנ""ס-כיוונים ",49500," 940,000 "," 930,600 "," 822,294 "
1824201871,"הפעלת מתנסי""ם ",49500," 843,000 "," 1,187,000 "," 1,175,130 "
1824201872,"אחזקת מתנסי""ם-כיוונים ",49500," 150,000 "," 148,500 "," 147,015 "
1824205986,הוצאה מותנית-כיוונים ,49500, -   , -   , -   
1824400760,"מתנ""ס יוסף קארו ",49500," 285,000 "," 268,042 "," 265,361 "
1824600870,"מתנ""ס רמות ",49500," 1,800,000 "," 1,485,000 "," 1,470,150 "
1824700870,"מתנ""ס נווה זאב ",49500," 800,000 "," 247,500 "," 245,025 "
1825200820,תמיכה בתזמורות ,49500," 2,378,000 "," 2,355,210 "," 3,099,195 "
1825200986,תמיכה מותנית בתזמורות ,49500, -   , -   , -   
1825310440,ביטוח-אולפן בת דור ,49500," 12,464 "," 16,236 "," 16,335 "
1825310820,"תמיכה בתי""ס למחול ",49500," 397,000 "," 636,570 "," 639,540 "
1825310870,ארנונה-בת דור ,49500," 251,500 ", -   , -   
1825310986,"תמיכה מותנית בתי""ס למחול ",49500, -   , -   , -   
1826100780,תאטרון הפרינג ,49500," 50,000 ", -   , -   
1826100820,תמיכה בתאטרונים ,49500," 5,542,999 "," 5,514,300 "," 5,517,765 "
1826100986,תמיכה מותנית בתאטרונים ,49500, -   , -   , -   
1826210760,מוזיאון סטרומה ,49500," 31,825 "," 31,680 "," 31,363 "
1826230870,השתתפות בתפעול מוזיאון לו,49500," 320,000 "," 2,475,000 "," 2,450,250 "
1826420440,"ביטוח מבנה-בי""ס למשחק ",49500," 4,692 "," 6,930 "," 6,930 "
1826420820,"תמיכה בבתי""ס למשחק ",49500," 2,564,000 "," 2,543,310 "," 2,542,320 "
1326410495,השתתפות מוסדות באולם ,49600," -26,644 "," -20,000 "," -30,000 "
1326410970,מ.הבטחון-שיפוץ חדר זיכרון,49600, -   , -100 , -100 
1826410110,שכר קובע ,49600," 458,382 "," 468,792 "," 471,602 "
1826410120,תוספות שאינן בשכר קובע ,49600," 18,057 "," 19,142 "," 20,705 "
1826410130,שעות נוספות ,49600," 79,002 "," 44,186 "," 44,101 "
1826410140,החזר הוצאות ,49600," 79,816 "," 71,114 "," 63,084 "
1826410181,תוספות סוציאליות ,49600," 89,602 "," 91,734 "," 85,069 "
1826410182,מיסים ועלויות ,49600," 48,161 "," 48,563 "," 44,727 "
1826410420,תחזוקת מבנים ,49600," 57,497 "," 74,250 "," 73,507 "
1826410421,תחזוקת מעליות ,49600," 18,431 "," 22,770 "," 22,542 "
1826410425,תחזוקת מזגנים ,49600, -   ," 9,900 "," 9,801 "
1826410431,חשמל ,49600," 63,213 "," 67,320 "," 58,113 "
1826410432,מים ,49600," 12,057 "," 11,781 "," 10,098 "
1826410433,חומרי נקיון ,49600," 11,423 "," 10,890 "," 9,900 "
1826410434,שרותי נקיון ,49600," 90,659 "," 99,000 "," 98,010 "
1826410440,ביטוח מבנה ותכולה ,49600," 14,959 "," 13,365 "," 13,464 "
1826410470,ציוד משרדי ,49600," 1,192 ", -   , -   
1826410511,אירוח וכיבוד ,49600," 2,280 "," 3,762 "," 3,960 "
1826410540,הוצאות תקשורת ,49600," 6,131 "," 6,039 "," 6,930 "
1826410550,פרסום והדפסות ,49600, -   ," 2,970 "," 1,980 "
1826410561,צילום מסמכים ,49600," 2,139 "," 2,970 "," 2,970 "
1826410580,הוצאות אירגוניות ,49600," 1,080 "," 9,900 "," 6,930 "
1826410743,רכישת כלים מכשירים וציוד ,49600, 979 ," 9,405 "," 19,800 "
1826410751,עבודות קבלניות-שיפוץ חדר ,49600, -   , 99 , 99 
1826410755,בטיחות אש ,49600, -   ," 4,950 "," 9,900 "
1826410769,שירות לאומי ,49600, -   ," 38,016 "," 37,620 "
1826410780,הוצאות פעולה ,49600," 5,900 "," 21,780 "," 21,780 "
1826410785,הפעלת מועדון למשפחות שכול,49600," 110,000 "," 108,900 "," 107,811 "
1826410789,"הוצאות ע""ח השתתפות מוסדות",49600," 11,186 "," 19,800 "," 29,700 "
1826410930,רכישת ציוד יסודי ,49600," 5,276 "," 8,910 "," 19,800 "
1347310791,השתת.רשות למלחמה בסמים ,49610," -376,406 "," -651,812 "," -600,000 "
1347310793,גרעינים תורניים-ר.מלחמה ב,49610, -   , -   , -   
1847310110,שכר קובע ,49610," 316,931 "," 300,697 "," 389,752 "
1847310120,תוספות שאינן בשכר קובע ,49610," 44,943 "," 47,388 "," 56,948 "
1847310130,שעות נוספות ,49610," 8,523 "," 5,742 "," 5,731 "
1847310140,החזר הוצאות ,49610," 55,997 "," 42,680 "," 44,254 "
1847310181,הפרשות סוציאליות ,49610," 75,470 "," 73,406 "," 90,796 "
1847310182,מיסים ועלויות ,49610," 32,480 "," 30,562 "," 37,956 "
1847310410,שכר דירה ,49610," 135,852 "," 143,550 "," 333,630 "
1847310431,חשמל ,49610," 7,809 "," 7,920 "," 6,633 "
1847310434,שירותי נקיון ,49610," 19,435 "," 24,750 "," 51,480 "
1847310441,ביטוח רכב ,49610," 8,863 "," 8,910 "," 8,910 "
1847310540,הוצאות תקשורת ,49610," 5,952 "," 6,237 "," 6,930 "
1847310550,פרסום והדפסות ,49610," 20,000 "," 18,810 "," 17,820 "
1847310561,צילום מסמכים ,49610, 833 ," 2,475 "," 2,475 "
1847310580,הוצאות אירגוניות ,49610," 9,375 "," 13,860 "," 9,900 "
1847310731,דלק ,49610," 5,548 "," 7,533 "," 8,316 "
1847310732,תיקוני רכב ,49610," 2,402 "," 9,900 "," 9,900 "
1847310733,אגרת רישוי טסט ,49610," 1,947 "," 2,178 "," 2,178 "
1847310743,רכישת כלים מכשירים וציוד ,49610, -   ," 28,215 "," 24,750 "
1847310780,פרוייקטים יחודיים ,49610," 20,000 "," 34,650 "," 29,700 "
1847310782,בית ספר להורים ,49610," 30,000 "," 59,400 "," 64,350 "
1847310783,סיוע לבתי ספר ,49610," 30,000 "," 28,215 "," 24,750 "
1847310788,פעילות במלחמה בסמים ,49610," 1,099,997 "," 1,130,580 "," 1,089,000 "
1847310789,ניידת וסיירת הורים ,49610," 329,973 "," 316,800 "," 377,150 "
1847311781,יום של תכלת ,49610," 40,000 "," 37,620 "," 34,650 "
1847311783,כן לספורט-לא לסמים ,49610," 64,000 "," 60,192 "," 59,400 "
1847311784,גרעינים תורניים ,49610," 63,936 "," 75,240 "," 4,000 "
1369000950,משרד הקליטה-קליטה בקהילה ,49700," -603,284 "," -735,000 "," -735,000 "
1369000951,מלווים/פרוייקטורים-עידוד ,49700," -221,540 "," -299,400 "," -450,000 "
1369000953,מוקד קליטה לעולי אתיופיה ,49700," -694,171 "," -640,768 "," -640,768 "
1369000954,פרוייקט עולי קווקז ,49700," -252,548 "," -300,000 "," -300,000 "
1869000756,שרותי קליטה ,49700," 140,000 "," 138,600 "," 138,600 "
1869000782,משרד הקליטה-קליטה בקהילה ,49700," 757,244 "," 970,200 "," 960,300 "
1869000783,מלווים/פרוייקטורים-עידוד ,49700," 221,540 "," 296,406 "," 445,500 "
1869000784,פרוייקט עולי קווקז ,49700," 336,297 "," 396,000 "," 392,040 "
1869000787,מוקד קליטה לעולי אתיופיה ,49700," 694,171 "," 634,360 "," 628,016 "
1869000870,השת.בפעולות קליטה-כיוונים,49700," 700,000 "," 693,000 "," 686,070 "
1244520790,"השתת.במימון מדריכות-זהב""י",49800," -136,919 "," -136,000 "," -136,000 "
1244520991,מענק מ.תחבורה-שיפוץ מגרש ,49800, -   ," -30,000 "," -30,000 "
1244520992,מימון פעילות בטיחות בדרכי,49800," -356,888 "," -258,000 "," -258,000 "
1744520110,שכר קובע ,49800," 347,096 "," 339,298 "," 371,468 "
1744520120,תוספות שאינן בשכר קובע ,49800," 99,822 "," 97,964 "," 109,614 "
1744520130,שעות נוספות ,49800," 12,785 "," 6,732 "," 6,718 "
1744520140,החזר הוצאות ,49800," 60,681 "," 65,213 "," 70,612 "
1744520181,הפרשות סוציאליות ,49800," 96,057 "," 95,651 "," 102,456 "
1744520182,מיסים ועלויות ,49800," 39,304 "," 38,872 "," 42,916 "
1744520420,תחזוקת מבנים ,49800," 21,498 "," 21,780 "," 24,750 "
1744520431,חשמל-מרכז הדרכה ,49800," 9,715 "," 12,870 "," 8,514 "
1744520434,שירותי נקיון ,49800," 20,517 "," 27,720 "," 35,615 "
1744520511,אירוח וכיבוד ,49800," 3,554 "," 1,980 "," 1,980 "
1744520523,דמי חבר-בטרם בעיר-בטיחות ,49800," 15,000 "," 14,850 "," 24,750 "
1744520540,הוצאות תקשורת-מרכז הדרכה ,49800," 2,211 "," 2,574 "," 2,970 "
1744520550,פרסום והדפסות ,49800," 5,310 "," 5,940 "," 5,940 "
1744520561,צילום מסמכים ,49800, 560 ," 2,475 "," 2,475 "
1744520743,רכישת כלים מכשירים וציוד ,49800," 12,071 "," 14,850 "," 19,800 "
1744520750,אחזקת רמזורים ,49800, -   , -   , -   
1744520782,רכישת אביזרים ושיפוץ מגרש,49800," 147,977 "," 29,700 "," 29,700 "
1744520783,הוצא.פעולה בטיחות בדרכים ,49800," 29,623 "," 29,700 "," 29,700 "
1744520784,פעילות בטיחות בדרכים ,49800," 261,255 "," 255,420 "," 255,420 "
1211000490,"קנסות חוקי עזר-שפ""ע ",51100," -73,120 ", -   ," -50,000 "
1211000540,החזרי ביטוח ,51100," -18,101 ", -   , -   
1211000990,מ.הגנת הסביבה-התייעלות אנ,51100," -61,648 ", -   , -   
1711000105,עובדים זמניים ,51100," 120,451 "," 116,100 "," 169,290 "
1711000110,שכר קובע ,51100," 1,859,802 "," 2,149,003 "," 2,566,696 "
1711000120,תוספות שאינן בשכר קובע ,51100," 369,968 "," 429,716 "," 515,076 "
1711000130,שעות נוספות ,51100," 33,224 "," 85,456 "," 85,292 "
1711000140,החזר הוצאות ,51100," 351,865 "," 409,918 "," 508,944 "
1711000181,הפרשות סוציאליות ,51100," 536,253 "," 628,660 "," 735,642 "
1711000182,מיסים ועלויות ,51100," 202,158 "," 235,778 "," 278,324 "
1711000288,השתתפות בשי לחגים ,51100," 226,139 "," 182,160 "," 173,844 "
1711000421,תחזוקת מזגנים ,51100," 1,125 "," 9,900 "," 4,950 "
1711000442,שיפוי עבור נזקים ,51100, -   , -   , -   
1711000470,ציוד משרדי ,51100," 2,239 "," 24,750 "," 39,600 "
1711000511,אירוח וכיבוד ,51100," 5,362 "," 6,692 "," 7,207 "
1711000521,השתלמויות ,51100," 10,000 "," 29,700 "," 29,700 "
1711000523,דמי חבר א.מנהלי תברואה ,51100, 500 , 594 , 594 
1711000540,הוצאות תקשורת ,51100," 23,729 "," 27,027 "," 22,770 "
1711000550,פרסום והדפסות ,51100," 2,548 "," 8,415 "," 7,920 "
1711000561,צילום מסמכים ,51100," 4,822 "," 10,840 "," 11,137 "
1711000574,תקשורת מחשבים ,51100," 9,825 "," 9,348 ", -   
1711000575,רכישת תוכנות ,51100," 2,950 "," 10,890 "," 23,265 "
1711000579,קישור לרשת המיחשוב ,51100," 10,181 "," 11,937 ", -   
1711000580,הוצאות אירגוניות ,51100," 3,480 "," 6,435 "," 6,336 "
1711000582,כרטיסי איזי פארק ,51100, -   ," 1,980 ", 990 
1711000731,דלק ,51100," 32,432 "," 33,982 "," 40,319 "
1711000735,השכרת רכב ,51100," 71,825 "," 72,334 "," 64,602 "
1711000743,רכישת כלים מכשירים וציוד ,51100," 7,728 "," 179,460 "," 148,500 "
1711000750,שירותי יעוץ למכרזים ,51100," 1,180 "," 24,750 "," 19,800 "
1711000755,בטיחות אש ,51100," 2,844 "," 12,375 "," 6,930 "
1711000760,השתתפות בתפעול פארק חצרים,51100," 70,000 "," 69,300 "," 207,900 "
1711000769,שירות לאומי ,51100," 70,271 "," 131,670 "," 150,480 "
1711000780,פרוייקטים-איכות הסביבה ,51100, -   , -   , -   
1711000781,הסברה וחינוך לנקיון ,51100," 67,449 "," 148,500 "," 154,687 "
1711000782,"עבודות שירות-שב""ס ",51100, -   , -   , -   
1711000783,התייעלות אנרגטית עסקים קט,51100," 61,648 ", -   , -   
1711000930,שיפור סביבת העבודה לעובד ,51100, -   , -   , -   
1711000986,ה.מותנית שירותי נקיון ,51100, -   , -   , -   
1711100110,שכר קובע ,51110, -   , -   , -   
1711100120,תוספות שאינן בשכר קובע ,51110, -   , -   , -   
1711100130,שעות נוספות ,51110, -   , -   , -   
1711100140,החזר הוצאות ,51110, -   , -   , -   
1711100181,הפרשות סוציאליות ,51110, -   , -   , -   
1711100182,מיסים ועלויות ,51110, -   , -   , -   
1711100769,שירות לאומי ,51110, -   , -   , -   
1871100110,שכר קובע ,51120, -   , -   , -   
1871100120,תוספות שאינן בשכר קובע ,51120, -   , -   , -   
1871100130,שעות נוספות ,51120, -   , -   , -   
1871100140,החזר הוצאות ,51120, -   , -   , -   
1871100181,הפרשות סוציאליות ,51120, -   , -   , -   
1871100182,מיסים ועלויות ,51120, -   , -   , -   
1711300110,שכר קובע ,51130," 392,739 "," 397,950 "," 478,412 "
1711300120,תוספות שאינן בשכר קובע ,51130," 179,883 "," 178,541 "," 216,950 "
1711300130,שעות נוספות ,51130," 49,994 "," 27,593 "," 27,539 "
1711300140,החזר הוצאות ,51130," 57,840 "," 59,058 "," 61,219 "
1711300181,הפרשות סוציאליות ,51130," 108,352 "," 109,579 "," 128,517 "
1711300182,מיסים ועלויות ,51130," 51,362 "," 51,796 "," 59,765 "
1711300433,חומרי נקיון ,51130," 2,589 "," 2,970 "," 2,475 "
1711300470,ציוד משרדי ,51130, 326 , -   , -   
1711300511,כיבוד ,51130," 1,213 "," 1,584 "," 1,485 "
1711300561,צילום מסמכים ,51130, 51 ," 1,584 "," 1,485 "
1711300580,הוצאות ארגוניות ,51130, -   , 990 ," 1,485 "
1711300720,חומרים ,51130, 855 ," 10,890 "," 9,900 "
1711300731,דלק ,51130," 34,729 "," 59,773 "," 56,628 "
1711300735,השכרת רכב ,51130," 70,162 "," 122,618 "," 132,594 "
1711300743,רכישת כלים מכשירים וציוד ,51130," 7,996 "," 12,890 "," 11,880 "
1711300747,ביגוד לצרכי עבודה ,51130, 991 ," 1,782 "," 1,782 "
1711300769,שירות לאומי ,51130, -   , -   , -   
1711500110,שכר קובע ,51150," 316,291 "," 304,749 "," 298,483 "
1711500120,תוספות שאינן בשכר קובע ,51150," 130,038 "," 134,206 "," 145,362 "
1711500130,שעות נוספות ,51150," 27,158 "," 19,428 "," 19,391 "
1711500140,החזר הוצאות ,51150," 81,804 "," 81,428 "," 73,937 "
1711500181,הפרשות סוציאליות ,51150," 99,344 "," 111,928 "," 93,455 "
1711500182,מיסים ועלויות ,51150," 41,946 "," 45,342 "," 39,888 "
1711500511,כיבוד ,51150, 623 , 990 , 990 
1711500561,צילום מסמכים ,51150," 1,261 "," 1,584 "," 1,485 "
1711500731,דלק ,51150," 8,507 "," 12,108 "," 11,921 "
1711500735,השכרת רכב ,51150," 32,180 "," 36,828 "," 25,880 "
1711500769,שירות לאומי ,51150, -   , -   , -   
1781500110,שכר קובע ,51160," 633,779 "," 614,351 "," 856,106 "
1781500120,תוספות שאינן בשכר קובע ,51160," 99,823 "," 125,913 "," 87,563 "
1781500130,שעות נוספות ,51160," 69,994 "," 12,906 "," 12,880 "
1781500140,החזר הוצאות ,51160," 58,360 "," 168,315 "," 102,214 "
1781500181,הפרשות סוציאליות ,51160," 183,964 "," 164,824 "," 243,014 "
1781500182,מיסים ועלויות ,51160," 65,338 "," 70,379 "," 83,245 "
1781500550,פרסום והדפסות ,51160," 7,009 "," 9,405 "," 19,800 "
1781500731,דלק ,51160," 139,330 "," 121,706 "," 77,077 "
1781500735,השכרת רכב ,51160," 297,136 "," 228,292 "," 166,432 "
1781500741,שכירת מסופונים ,51160, -   , -   ," 63,243 "
1781500743,רכישת כלים מכשירים וציוד ,51160," 11,971 "," 15,840 "," 17,820 "
1781500747,ביגוד לצרכי עבודה ,51160, -   , -   ," 19,800 "
1371000990,השת משרד איכות הסביבה ,51200," -235,009 "," -235,000 "," -235,000 "
1371000992,העברה מיועדת ,51200, -   , -   , -   
1379000990,פרוייקטים-מ.להגנת הסביבה ,51200, -   , -   , -   
1871000110,שכר קובע ,51200," 370,415 "," 346,501 "," 363,455 "
1871000120,תוספות שאינן בשכר קובע ,51200," 115,615 "," 108,431 "," 114,540 "
1871000130,שעות נוספות ,51200," 2,860 "," 2,022 "," 2,017 "
1871000140,החזר הוצאות ,51200," 97,690 "," 107,590 "," 109,819 "
1871000181,הפרשות סוציאליות ,51200," 95,626 "," 92,425 "," 97,318 "
1871000182,מיסים ועלויות ,51200," 44,336 "," 42,849 "," 44,455 "
1871000288,השתתפות בשי לחגים ,51200, -   ," 3,960 "," 3,762 "
1871000420,תחזוקת מבנים ,51200, -   , -   , -   
1871000431,חשמל ,51200, -   , -   , -   
1871000433,חומרי נקיון ,51200, -   , -   , -   
1871000434,שרותי נקיון ,51200, -   , -   , -   
1871000440,ביטוח מבנה ותכולה ,51200, -   , -   , -   
1871000470,ציוד משרדי מתכלה ,51200," 1,315 ", -   , -   
1871000511,אירוח וכיבוד ,51200," 1,132 "," 1,287 "," 1,287 "
1871000521,השתלמויות ,51200, -   ," 11,880 "," 11,880 "
1871000522,ספרות מקצועית ,51200, -   , 990 , 792 
1871000540,הוצאות תקשורת ,51200," 3,558 "," 4,158 "," 4,455 "
1871000550,פרסום והדפסות ,51200, -   , 990 , -   
1871000561,צילום מסמכים ,51200, 602 ," 1,584 "," 1,485 "
1871000580,הוצאות אירגוניות ,51200, -   ," 2,475 "," 2,970 "
1871000720,חומרים ,51200, -   , -   , -   
1871000722,העברה מיועדת ,51200, -   , -   , -   
1871000731,דלק ,51200," 6,250 "," 9,245 "," 9,202 "
1871000735,שכירת רכב ,51200," 18,641 "," 22,941 "," 22,342 "
1871000743,רכישת כלים מכשירים וציוד ,51200, 651 ," 13,860 "," 19,305 "
1871000747,ביגוד לצרכי עבודה ,51200, -   ," 1,485 "," 1,485 "
1871000751,בדיקת זיהום אויר ,51200, -   , -   , -   
1871000752,סקרים ,51200," 5,428 "," 24,750 "," 21,780 "
1871000753,סקר מזהמים ותוכנית אב ז.א,51200, -   , -   , -   
1871000754,פינוי והטמנת אסבסט ,51200," 91,824 "," 227,700 "," 198,000 "
1871000756,פינוי חומרים מסוכנים ,51200, -   ," 29,700 "," 29,700 "
1871000986,הוצאה מותנית בדיקת זיהום ,51200, -   , -   , -   
1879000780,פרוייקטים-מ.להגנת הסביבה ,51200, -   , -   , -   
1712100110,שכר קובע ,52100," 3,573,119 "," 3,353,016 "," 3,764,469 "
1712100120,תוספות שאינן בשכר קובע ,52100," 1,917,628 "," 1,994,879 "," 2,133,498 "
1712100130,שעות נוספות ,52100," 196,324 "," 98,098 "," 97,911 "
1712100140,החזר הוצאות ,52100," 889,714 "," 797,901 "," 942,914 "
1712100181,הפרשות סוציאליות ,52100," 1,066,848 "," 1,039,100 "," 1,170,736 "
1712100182,מיסים ועלויות ,52100," 496,236 "," 477,056 "," 528,185 "
1712100431,חשמל ,52100," 95,510 "," 80,190 "," 81,081 "
1712100432,מים ,52100," 36,237 "," 15,741 "," 30,492 "
1712100433,חומרי נקיון ,52100," 9,455 "," 9,900 "," 9,900 "
1712100440,ביטוח מחסנים מבנים ותכולה,52100," 10,413 "," 9,306 "," 9,306 "
1712100470,ציוד משרדי ,52100," 7,934 ", -   , -   
