חשבון ,שם חשבון ,מחלקה , הצעת תקציב 2014 , תקציב 2013 מעודכן , ביצוע 2012  
1817710434,שרותי נקיון ,46600,"  56,000 ","  51,000 ","  43,953 "
1817710440,ביטוח מבנה ותכולה ,46600,"  3,500 ","  3,400 ","  3,312 "
1817710470,ציוד משרדי ,46600,"  2,500 ","  2,500 ","  2,724 "
1817710511,כיבוד ,46600,"  3,800 ","  3,800 ","  2,373 "
1817710540,הוצאות תקשורת ,46600,"  35,000 ","  27,000 ","  28,960 "
1817710561,צילום מסמכים ,46600,"  5,500 ","  5,000 ","  4,799 "
1817710743,רכישת כלים מכשירים וציוד ,46600,"  9,000 ","  10,000 ","  8,452 "
1817710782,חונכים למניעת נשירה ,46600,"  77,000 ",  -   ,  -   
1814000870,השתת.בהעצמה חינוכית-מ.ע. ,46610,"  348,610 ","  348,610 ","  348,610 "
1317600921,רווחה חינוכית ,46700,"  -2,040,000 ","  -2,700,000 ","  -2,559,531 "
1317600923,שיקום שכונות ,46700,"  -216,000 ","  -300,000 ","  -231,517 "
1817600110,שכר קובע ,46700,"  122,486 ","  126,318 ","  132,262 "
1817600120,תוספות שאינן בשכר קובע ,46700,"  19,662 ","  14,850 ","  19,048 "
1817600130,שעות נוספות ,46700,"  7,944 ","  44,585 ","  37,704 "
1817600140,החזר הוצאות ,46700,"  1,850 ","  1,501 ","  1,824 "
1817600181,הפרשות סוציאליות ,46700,"  23,737 ","  29,320 ","  29,279 "
1817600182,מיסים ועלויות ,46700,"  11,522 ","  13,325 ","  13,671 "
1817600780,שיקום שכונות ,46700,"  216,000 ","  300,000 ","  255,184 "
1817600784,רווחה חינוכית ,46700,"  2,350,000 ","  2,600,000 ","  2,538,937 "
1318000920,אולפנים ואולפניות ,46710,"  -38,000 ","  -38,000 ",  -   
1318000921,"תהיל""ה ",46710,"  -90,000 ","  -90,000 ",  -   
1318000923,קתדרה עממית ,46710,"  -40,000 ","  -40,000 ",  -   
1318000993,"תהיל""ה-משרד גמלאים ",46710,"  -30,000 ","  -30,000 ","  -23,758 "
1818000780,אולפנים ואולפניות ,46710,"  38,000 ","  38,000 ",  -   
1818000781,"תהיל""ה ",46710,"  90,000 ","  90,000 ",  -   
1818000782,קתדרה עממית ,46710,"  40,000 ","  40,000 ",  -   
1818000783,"תהיל""ה-משרד גמלאים ",46710,"  30,000 ","  30,000 ","  23,758 "
1817930110,שכר קובע ,46800,  -   ,"  72,348 ","  68,104 "
1817930120,תוספות שאינן בשכר קובע ,46800,  -   ,"  27,051 ","  27,426 "
1817930130,שעות נוספות ,46800,  -   ,"  1,193 ",  682 
1817930140,החזר הוצאות ,46800,  -   ,"  21,690 ","  19,952 "
1817930181,הפרשות סוציאליות ,46800,  -   ,"  24,682 ","  22,916 "
1817930182,מיסים ועלויות ,46800,  -   ,"  9,258 ","  8,796 "
1817930431,חשמל ,46800,"  44,000 ","  39,000 ","  39,425 "
1817930434,שרותי נקיון ,46800,"  46,000 ","  42,000 ","  41,000 "
1817930440,ביטוח מבנה ותכולה ,46800,"  3,500 ","  3,400 ","  3,312 "
1817930540,הוצאות תקשורת ,46800,"  13,000 ","  12,000 ","  10,485 "
1817931110,שכר קובע ,46810,"  166,930 ","  107,907 ","  99,922 "
1817931120,תוספות שאינן בשכר קובע ,46810,"  1,335 ","  4,717 ","  3,788 "
1817931130,שעות נוספות ,46810,"  1,581 ",  -   ,  -   
1817931140,החזר הוצאות ,46810,"  4,993 ","  9,060 ","  7,419 "
1817931181,הפרשות סוציאליות ,46810,"  41,898 ","  26,871 ","  24,060 "
1817931182,מיסים ועלויות ,46810,"  13,339 ","  9,300 ","  8,487 "
1817931420,תחזוקת מבנים ,46810,"  18,000 ","  18,000 ",  237 
1817931431,חשמל ,46810,"  37,200 ","  29,400 ","  30,112 "
1817931432,מים ,46810,"  105,000 ","  44,300 ","  62,884 "
1817931434,שרותי נקיון ,46810,"  53,000 ","  47,000 ","  39,548 "
1817931440,ביטוח מבנה ותכולה ,46810,"  4,000 ","  3,400 ","  3,312 "
1817931470,ציוד משרדי ,46810,"  6,000 ","  6,500 ","  2,017 "
1817931540,הוצאות תקשורת ,46810,"  10,000 ","  10,000 ","  7,385 "
1817931561,צילום מסמכים ,46810,"  3,500 ","  3,500 ","  3,183 "
1817931580,הוצאות אירגוניות ,46810,"  2,000 ","  2,000 ",  -   
1817931720,חומרים ,46810,"  2,000 ","  2,000 ",  -   
1817931743,רכישת כלים מכשירים וציוד ,46810,"  14,000 ","  14,000 ","  4,624 "
1817931753,עבודות קבלניות ,46810,"  10,000 ","  10,000 ",  -   
1321000990,פרס התרבות ,47000,  -   ,  -   ,"  -75,000 "
1821000110,שכר קובע ,47000,"  269,953 ","  266,620 ","  303,451 "
1821000120,תוספות שאינן בשכר קובע ,47000,"  20,511 ","  26,483 ","  30,106 "
1821000130,שעות נוספות ,47000,  -   ,  -   ,  -   
1821000140,החזר הוצאות ,47000,"  49,645 ","  35,326 ","  44,571 "
1821000181,הפרשות סוציאליות ,47000,"  53,872 ","  51,570 ","  58,305 "
1821000182,מיסים ועלויות ,47000,"  25,848 ","  24,971 ","  28,729 "
1821000288,השתתפות בשי לחגים ,47000,"  83,000 ","  71,500 ","  67,608 "
1821000540,הוצאות תקשורת ,47000,"  7,000 ","  7,000 ","  5,049 "
1821000550,פרסום והדפסות ,47000,"  2,000 ","  2,000 ",  890 
1821000561,צילום מסמכים ,47000,"  2,500 ","  2,500 ","  1,671 "
1821000580,הוצאות אירגוניות ,47000,"  3,000 ","  5,000 ","  6,204 "
1821000780,הגשר הבנדורי ,47000,"  50,000 ","  50,000 ","  47,864 "
1821000781,פרס התרבות ,47000,  -   ,  -   ,  -   
1826300440,בטוח מבנים ותכולה ,47100,"  12,500 ","  12,400 ","  11,942 "
1826300870,השתת. בגן זואולוגי ,47100,"  1,280,000 ","  1,280,000 ","  1,080,000 "
1328400950,השתת.משרד הקליטה בקייטנות,47200,"  -27,000 ","  -27,000 ","  -9,800 "
1828400752,קייטנות-כיוונים ,47200,"  400,000 ","  400,000 ","  400,000 "
1828400753,קייטנות קיץ-קהילה אתיופית,47200,"  27,000 ","  27,000 ","  9,800 "
1328210921,מועדוניות משולבות ,47300,"  -865,000 ","  -830,000 ","  -830,874 "
1828210110,שכר קובע ,47300,"  158,537 ","  100,784 ","  97,039 "
1828210120,תוספות שאינן בשכר קובע ,47300,"  69,679 ","  46,620 ","  43,800 "
1828210130,שעות נוספות ,47300,  -   ,  -   ,  -   
1828210140,החזר הוצאות ,47300,"  36,588 ","  23,265 ","  28,344 "
1828210181,הפרשות סוציאליות ,47300,"  41,989 ","  26,218 ","  25,025 "
1828210182,מיסים ועלויות ,47300,"  20,085 ","  12,998 ","  12,849 "
1828210410,שכר דירה ,47300,"  103,000 ","  108,000 ","  98,741 "
1828210420,תחזוקת מבנים ,47300,"  15,000 ","  9,500 ","  2,600 "
1828210431,חשמל ,47300,"  57,900 ","  33,200 ","  51,973 "
1828210432,מים ,47300,"  10,000 ","  10,200 ","  28,113 "
1828210433,חומרי נקיון ,47300,"  1,800 ","  1,800 ",  -   
1828210440,ביטוח מבנה ותכולה ,47300,"  10,700 ","  10,600 ","  10,236 "
1828210540,הוצאות תקשורת ,47300,"  11,000 ","  11,000 ","  8,230 "
1828210561,צילום מסמכים ,47300,  -   ,  -   ,  -   
1828210782,מועדוניות משולבות ,47300,"  860,000 ","  885,000 ","  904,438 "
1828221850,מילגות לשחמטאים מצטיינים ,47400,"  16,000 ","  16,000 ",  -   
1328240922,העברה מיועדת ,47500,  -   ,  -   ,  -   
1328240923,קידום נוער ,47500,"  -350,000 ","  -140,000 ","  -356,633 "
1328240926,נוער בסיכון במרחב הפתוח ,47500,"  -60,000 ","  -60,000 ",  -   
1328240927,נוער עולה בסיכון ,47500,"  -100,000 ","  -100,000 ",  -   
1828240110,שכר קובע ,47500,"  685,479 ","  673,274 ","  640,485 "
1828240120,תוספות שאינן בשכר קובע ,47500,"  56,618 ","  77,394 ","  72,499 "
1828240130,שעות נוספות ,47500,"  36,550 ","  3,424 ","  2,891 "
1828240140,החזר הוצאות ,47500,"  146,163 ","  174,695 ","  165,598 "
1828240181,הפרשות סוציאליות ,47500,"  169,989 ","  157,273 ","  152,641 "
1828240182,מיסים ועלויות ,47500,"  69,995 ","  70,366 ","  66,742 "
1828240420,תחזוקת מבנים ,47500,"  14,000 ","  14,000 ","  10,415 "
1828240511,אירוח וכיבוד ,47500,"  2,000 ","  2,000 ","  1,957 "
1828240540,הוצאות תקשורת ,47500,"  21,000 ","  18,000 ","  17,105 "
1828240561,צילום מסמכים ,47500,"  2,200 ","  2,000 ",  -   
1828240570,מיכון - קידום נוער ,47500,"  3,900 ","  3,700 ","  3,674 "
1828240743,רכישת כלים מכשירים וציוד ,47500,"  18,000 ","  19,000 ","  6,375 "
1828240780,הוצאות פעולה ,47500,"  10,000 ","  10,000 ","  8,134 "
1828240786,נוער בסיכון במרחב הפתוח ,47500,"  60,000 ","  60,000 ",  -   
1262100970,הכוונת חיילים-מענק מ.בטחו,47600,"  -138,000 ",  -   ,  -   
1317920928,השתתפות מגשרים בתי ספר ,47600,"  -75,000 ","  -75,000 ","  -19,524 "
1328200770,תרומת ק.קנדה-עמוד ענן ,47600,  -   ,  -   ,  -   
1328200910,ועדת עזבונות-גיוס משמעותי,47600,  -   ,  -   ,"  -35,000 "
1328200921,"השתת.משה""ח בשכר מנהל מ.נו",47600,  -   ,  -   ,"  -35,067 "
1328200991,חוסן קהילתי בשעת חירום ,47600,  -   ,  -   ,"  -54,390 "
1762100780,יעוץ ומידע לחיילים משוחרר,47600,"  138,000 ",  -   ,  -   
1817920110,שכר קובע ,47600,  -   ,  -   ,  -   
1817920120,תוספות שאינן בשכר קובע ,47600,  -   ,  -   ,  -   
1817920130,שעות נוספות ,47600,  -   ,  -   ,  -   
1817920140,החזר הוצאות ,47600,  -   ,  -   ,  -   
1817920181,הפרשות סוציאליות ,47600,  -   ,  -   ,  -   
1817920182,מיסים ועלויות ,47600,  -   ,  -   ,  -   
1817920431,חשמל-סיירת הורים ,47600,  -   ,"  5,900 ",  -   
1828200110,שכר קובע ,47600,"  286,580 ","  309,992 ","  33,963 "
1828200120,תוספות שאינן בשכר קובע ,47600,"  1,058 ",  -   ,  -   
1828200140,החזר הוצאות ,47600,"  57,370 ","  14,328 ","  1,824 "
1828200181,הפרשות סוציאליות ,47600,"  63,716 ","  71,912 ","  7,986 "
1828200182,מיסים ועלויות ,47600,"  26,113 ","  25,021 ","  2,770 "
1828200410,"פרוייקט גרעין עירוני-שכ""ד",47600,"  25,000 ","  25,000 ","  25,000 "
1828200411,"שכ""ד מדריכי נוער ",47600,"  5,000 ","  5,000 ","  5,000 "
1828200781,חוסן קהילתי בשעת חירום ,47600,  -   ,  -   ,"  54,390 "
1828200782,תרומת קהילת קנדה-עמוד ענן,47600,  -   ,  -   ,  -   
1828211431,חשמל-קלוב תעופה ,47600,"  25,500 ","  23,000 ","  22,894 "
1828211540,הוצאות תקשורת ,47600,"  8,000 ","  7,000 ","  5,810 "
1828900870,תנועות נוער ,47600,"  500,000 ","  250,000 ",  -   
1828500420,תחזוקת מבנים ,47610,"  19,000 ","  19,000 ","  19,000 "
1828500431,חשמל ,47610,  -   ,"  15,000 ",  -   
1828500434,שירותי נקיון ,47610,"  24,000 ","  22,000 ","  17,346 "
1828500743,רכישת כלים מכשירים וציוד ,47610,"  9,500 ","  9,500 ",  -   
1828500780,הוצאות פעולה-הקצבה ,47610,"  50,000 ","  50,000 ","  50,000 "
1328250790,קרן פראט-פ.חינוכית חברתית,47620,"  -370,000 ","  -370,000 ","  -204,866 "
1828250110,שכר קובע ,47620,"  89,049 ","  120,306 ","  111,115 "
1828250120,תוספות שאינן בשכר קובע ,47620,  -   ,  -   ,  -   
1828250130,שעות נוספות ,47620,"  10,528 ",  -   ,  -   
1828250140,החזר הוצאות ,47620,"  17,741 ","  1,961 ","  5,388 "
1828250181,הפרשות סוציאליות ,47620,"  26,424 ","  31,005 ","  28,229 "
1828250182,מיסים ועלויות ,47620,"  8,865 ","  9,262 ","  8,822 "
1828250780,פעילות חינוכית חברתית ,47620,"  230,000 ","  230,000 ","  154,795 "
1328231420,דמי חוגים ,47700,"  -115,000 ","  -140,000 ","  -94,983 "
1328231490,הכנסות מסדנת בוקר ,47700,  -100 ,"  -20,000 ",  -   
1828230110,שכר קובע(מנהלה( ,47700,"  383,726 ","  163,543 ","  168,123 "
1828230120,תוספות שאינן בשכר קובע ,47700,"  117,857 ","  49,823 ","  50,996 "
1828230130,שעות נוספות ,47700,  -   ,"  3,681 ","  2,977 "
1828230140,החזר הוצאות ,47700,"  64,111 ","  29,429 ","  24,541 "
1828230181,הפרשות סוציאליות ,47700,"  84,778 ","  35,809 ","  35,429 "
1828230182,מיסים ועלויות ,47700,"  42,978 ","  18,654 ","  18,666 "
1828231110,שכר קובע(הדרכה( ,47700,"  263,800 ","  453,835 ","  427,007 "
1828231120,תוספות שאינן בשכר קובע ,47700,"  55,284 ","  49,860 ","  37,721 "
1828231130,שעות נוספות ,47700,  -   ,  -   ,  -   
1828231140,החזר הוצאות ,47700,"  25,706 ","  51,747 ","  51,538 "
1828231181,הפרשות סוציאליות ,47700,"  53,151 ","  80,886 ","  76,513 "
1828231182,מיסים ועלויות ,47700,"  26,026 ","  41,835 ","  39,002 "
1828231289,השתתפות בשי לחגים ,47700,"  3,000 ",  -   ,  -   
1828231410,שכר דירה ,47700,"  22,000 ","  21,000 ","  29,963 "
1828231420,תחזוקת מבנים ,47700,"  7,500 ","  7,500 ","  3,956 "
1828231431,חשמל ,47700,"  27,900 ","  23,700 ","  23,007 "
1828231432,מים ,47700,"  9,000 ","  3,000 ","  3,809 "
1828231434,שרותי נקיון ,47700,"  80,000 ","  76,000 ","  52,211 "
1828231440,ביטוח מבנים ותכולה ,47700,"  3,500 ","  3,400 ","  3,312 "
1828231570,מיכון ,47700,"  3,900 ","  3,700 ","  3,674 "
1828231720,הוצ פעולה הקצבות ,47700,"  20,000 ","  20,000 ","  20,000 "
1828231743,רכישת כלים מכשירים וציוד ,47700,"  9,000 ","  8,500 ","  4,665 "
1828231752,רואה חשבון ,47700,"  6,000 ","  5,000 ",  -   
1828231753,עבודות קבלניות ,47700,"  10,000 ","  10,000 ",  -   
1828231759,אבטחה ,47700,"  13,000 ","  13,000 ","  9,950 "
1828231782,תיאטרון לנוער ,47700,"  19,000 ","  19,000 ","  18,002 "
1828231783,הוצאות סדנת בוקר ,47700,"  5,000 ","  5,000 ",  -   
1329300992,העברה מיועדת-משרד הספורט ,47800,  -100 ,  -   ,  -   
1329900990,השתת.בסל ספורט-משרד ספורט,47800,"  -850,000 ","  -700,000 ","  -994,962 "
1829100110,שכר קובע(מנהלה( ,47800,"  435,603 ","  457,683 ","  447,354 "
1829100120,תוספות שאינן בשכר קובע ,47800,"  47,272 ","  51,608 ","  51,267 "
1829100130,שעות נוספות ,47800,"  15,860 ","  12,758 ","  12,773 "
1829100140,החזר הוצאות ,47800,"  102,506 ","  107,801 ","  114,348 "
1829100181,הפרשות סוציאליות ,47800,"  87,233 ","  86,497 ","  86,707 "
1829100182,מיסים ועלויות ,47800,"  45,640 ","  47,766 ","  47,425 "
1829100540,הוצאות תקשורת-מינהל ,47800,"  7,500 ","  7,000 ","  5,209 "
1829100561,צילום מסמכים ,47800,"  1,600 ","  1,500 ","  1,601 "
1829100780,הפועל ספורט למקומות עבודה,47800,"  48,000 ","  48,000 ",  -   
1829200870,היכל הספורט רב תכליתי ,47800,"  500,000 ",  -   ,  -   
1829300431,חשמל ,47800,"  119,600 ","  90,500 ","  107,244 "
1829300440,ביטוח ת.אישיות-ספורטאים ,47800,"  49,600 ","  49,100 ","  47,411 "
1829300540,הוצאות תקשורת ,47800,"  4,000 ","  4,000 ","  2,873 "
1829300550,פרסום והדפסות ,47800,  -   ,  -   ,  -   
1829300580,הוצאות אירגוניות ,47800,  -   ,  -   ,  -   
1829300749,ציוד ספורט ,47800,"  5,000 ","  5,000 ",  -   
1829300756,אחזקת מגרשי ספורט ואולמות,47800,"  28,500 ","  28,500 ","  23,500 "
1829300780,ארועי ספורט ותחרויות ,47800,"  3,000 ","  3,000 ","  3,000 "
1829300782,העברה מיועדת-משרד הספורט ,47800,  100 ,  -   ,  -   
1829300783,פעילות ספורט קהילתית ,47800,"  200,000 ","  270,000 ","  150,000 "
1829300784,פעילות ספורט כדורסל ,47800,"  100,000 ","  100,000 ",  -   
1829300785,אתלטיקה קלה ,47800,"  130,000 ","  130,000 ",  -   
1829300850,מילגות לספורטאים מצטיינים,47800,"  100,000 ","  100,000 ","  94,000 "
1829900810,סל ספורט-כיוונים ,47800,"  1,700,000 ","  1,400,000 ","  1,694,962 "
1829910819,מרכז הטניס ,47800,"  190,000 ","  190,000 ","  190,000 "
1829200431,חשמל-וסרמיל ,47810,"  179,100 ","  170,000 ","  160,665 "
1829200432,מים-וסרמיל ,47810,"  700,000 ","  500,000 ","  512,460 "
1829200751,אחזקת גינון-וסרמיל ,47810,"  204,000 ","  170,000 ","  170,000 "
1829200752,אחזקת אצטדיון וסרמיל ,47810,"  120,000 ","  120,000 ","  30,000 "
1829200753,נקיון אצטדיונים ומגרשי א.,47810,"  222,000 ","  222,000 ","  222,000 "
1829200754,אחזקת מתקני ספורט ,47810,"  150,000 ","  150,000 ","  150,000 "
1829210751,אחזקת גינון מג.אימון וסרמ,47810,"  78,000 ","  65,000 ","  65,000 "
1829220431,חשמל-מגרש טאובל ,47810,"  20,700 ","  13,500 ","  16,302 "
1829220432,מים-מגרש טאובל ,47810,"  250,000 ","  165,500 ","  183,742 "
1829220440,ביטוח מבנים-טאובל ,47810,"  1,800 ","  1,800 ","  1,706 "
1829220751,אחזקת גינון מגרש טאובל ,47810,"  78,000 ","  65,000 ","  65,000 "
1829230431,חשמל-מגרש נ.לון ,47810,"  63,000 ","  60,000 ","  56,503 "
1829230440,ביטוח מבנה-מגרש נ.לון ,47810,"  1,800 ","  1,800 ","  1,706 "
1829230751,אחזקת גינון מגרש נ.לון ,47810,"  78,000 ","  65,000 ","  65,000 "
1829231432,מים-מגרש נ.לון ,47810,"  34,000 ",  -   ,  -   
1829240751,אחזקת גינון מגרשי נירים ,47810,"  150,000 ","  125,000 ","  125,000 "
1829250431,חשמל-מגרש נ.נוי ,47810,"  30,500 ","  25,000 ","  24,872 "
1829250432,מים-מגרש נ.נוי ,47810,"  160,000 ","  169,100 ","  115,378 "
1829250440,ביטוח-מגרש נ.נוי ,47810,"  1,800 ","  1,800 ","  1,706 "
1829250751,אחזקת גינון מגרש נ.נוי ,47810,"  78,000 ","  65,000 ","  65,000 "
1829270751,אחזקת גינון מגרש מקיף ו ,47810,"  78,000 ","  65,000 ","  65,000 "
1829280431,"חשמל-מגרשי אימונים אצ""ל 1",47810,"  288,000 ","  210,000 ","  206,483 "
1829280432,"מים-מגרשי אימונים אצ""ל 1 ",47810,"  1,028,900 ","  900,000 ","  930,274 "
1829280753,מגרשי אימונים ומיניפיץ ,47810,"  406,000 ","  406,000 ","  406,000 "
1325110420,דמי חוגים ,48100,"  -1,800,000 ","  -2,100,000 ","  -1,838,645 "
1325110921,השתת.בתקציב המוסד ,48100,"  -450,000 ","  -350,000 ","  -452,035 "
1325110929,מילגות לתלמידים ,48100,"  -32,000 ","  -42,000 ","  -29,081 "
1825100110,שכר קובע (מנהלה( ,48100,"  478,330 ","  453,091 ","  371,536 "
1825100120,תוספות שאינן בשכר קובע ,48100,"  102,035 ","  99,789 ","  76,238 "
1825100130,שעות נוספות ,48100,"  30,229 ","  49,606 ","  32,846 "
1825100140,החזר הוצאות ,48100,"  16,807 ","  6,960 ","  8,131 "
1825100181,הפרשות סוציאליות ,48100,"  110,177 ","  107,153 ","  83,092 "
1825100182,מיסים ועלויות ,48100,"  47,968 ","  47,743 ","  37,823 "
1825110110,שכר קובע (הוראה( ,48100,"  2,835,407 ","  3,906,308 ","  3,523,683 "
1825110120,תוספות שאינן בשכר קובע ,48100,"  30,070 ","  7,912 ","  18,578 "
1825110130,שעות נוספות ,48100,  -   ,  17 ,  10 
1825110140,החזר הוצאות ,48100,"  80,670 ","  114,135 ","  96,622 "
1825110181,הפרשות סוציאליות ,48100,"  534,274 ","  654,169 ","  598,712 "
1825110182,מיסים ועלויות ,48100,"  218,512 ","  294,460 ","  267,042 "
1825110289,השתתפות בשי לחגים ,48100,"  21,000 ","  23,400 ","  20,075 "
1825110420,תחזוקת מבנים ,48100,"  18,000 ","  15,000 ","  3,068 "
1825110431,חשמל ,48100,"  103,300 ","  82,700 ","  92,626 "
1825110432,מים ,48100,"  20,000 ","  3,000 ","  2,552 "
1825110434,שרותי נקיון ,48100,"  185,000 ","  160,000 ","  118,534 "
1825110440,ביטוח מבנה ותכולה ,48100,"  5,300 ","  5,200 ","  5,018 "
1825110540,הוצאות תקשורת ,48100,"  11,000 ",  -   ,  -   
1825110561,צילום מסמכים ,48100,"  4,000 ","  4,000 ",  -   
1825110570,מיכון קונסרבטוריון ,48100,"  18,900 ","  18,000 ","  17,674 "
1825110759,אבטחה ,48100,"  105,000 ",  -   ,  -   
1825110781,אירועים מוזיקלים ,48100,"  20,000 ","  16,000 ","  16,330 "
1825110850,מילגות לתלמידים ,48100,"  32,000 ","  42,000 ","  29,081 "
1326200990,השתת.משרד המדע והתרבות ,48200,"  -50,000 ","  -30,000 ","  -329,295 "
1826200431,חשמל ,48200,  -   ,  -   ,  -   
1826200432,מים ,48200,  -   ,  -   ,  -   
1826200440,ביטוח מבנה ותכולה ,48200,"  14,300 ","  14,100 ","  13,648 "
1826200783,הקצבת משרד התרבות ,48200,"  50,000 ","  30,000 ","  145,784 "
1826200870,השתתפות בתפעול מוזיאון ,48200,"  1,433,827 ","  1,395,127 ","  1,395,000 "
1325300491,הכנסות מאירועים ומחול ,48300,"  -10,000 ","  -10,000 ","  -9,260 "
1325300990,השתת.משרד המדע והתרבות ,48300,"  -120,000 ","  -120,000 ","  -120,000 "
1825300434,שירותי נקיון-מרכז מחול ,48300,"  24,500 ","  21,000 ","  16,268 "
1825300440,ביטוח תכולה ,48300,"  1,800 ","  1,800 ","  1,706 "
1825300540,הוצאות תקשורת ,48300,"  1,000 ","  1,000 ",  360 
1825300743,רכישת תלבושות ,48300,"  17,000 ","  17,000 ","  15,986 "
1825300780,הקצבת משרד התרבות ,48300,"  120,000 ","  120,000 ","  99,825 "
1825300781,להקת מחול עירונית ,48300,"  170,000 ","  170,000 ","  164,200 "
1825300782,"בי""ס רוקד ",48300,"  33,000 ","  32,000 ","  30,866 "
1825300783,"תזמורת כלי נשיפה ע""ש נ.אל",48300,"  34,000 ","  34,000 ","  33,239 "
1825300784,"הוצאות פעולה ע""ח הכנסות ",48300,"  10,000 ","  10,000 ","  1,899 "
1825300785,הוצ' פעולה מחול וזמר ,48300,"  9,000 ","  8,000 ","  3,798 "
1825300786,"להקת מחול ""שלווה"" ",48300,"  81,000 ","  81,000 ","  81,000 "
1825300788,פסטיבל כרמיאל ,48300,"  30,000 ","  31,000 ","  26,927 "
1825310821,תמיכה בלהקות מחול ,48300,"  617,000 ","  280,000 ","  280,000 "
1825311986,תמיכה מותנית בלהקות מחול ,48300,"  73,000 ",  -   ,  -   
1322240990,הקצבת משרד התרבות זמר ומח,49100,  -   ,  -   ,"  -80,000 "
1322240994,מ.התיירות-אירוע פארק הילד,49100,  -   ,  -   ,  -   
1822240780,ארועי חינוך ותרבות ,49100,"  50,000 ","  50,000 ","  40,328 "
1822240783,חבורות זמר ,49100,"  50,000 ","  50,000 ","  49,500 "
1822240784,מ.התיירות-אירוע פארק הילד,49100,  -   ,  -   ,  -   
1323000490,הכנסות שונות ,49200,"  -2,000 ","  -2,000 ","  -1,400 "
1823000110,שכר קובע ,49200,"  726,164 ","  838,800 ","  761,483 "
1823000120,תוספות שאינן בשכר קובע ,49200,"  110,302 ","  127,410 ","  105,314 "
1823000130,שעות נוספות ,49200,"  67,469 ","  59,011 ","  47,879 "
1823000140,החזר הוצאות ,49200,"  82,404 ","  83,414 ","  68,454 "
1823000181,הפרשות סוציאליות ,49200,"  179,092 ","  203,568 ","  178,963 "
1823000182,מיסים ועלויות ,49200,"  75,114 ","  84,233 ","  74,764 "
1823000420,תחזוקת מבנים ,49200,"  50,000 ","  50,000 ","  73,849 "
1823000431,חשמל ,49200,"  215,400 ","  187,500 ","  193,179 "
1823000432,מים ,49200,"  32,000 ","  12,400 ","  21,059 "
1823000434,שרותי נקיון ,49200,"  250,000 ","  192,000 ","  151,380 "
1823000440,ביטוח מבנה ותכולה ,49200,"  17,900 ","  17,700 ","  17,060 "
1823000470,הוצאות משרדיות ,49200,"  3,000 ","  3,000 ","  2,115 "
1823000523,דמי חבר א.מנהלי ספריות ,49200,  600 ,  600 ,  200 
1823000524,מינויים ,49200,"  3,000 ","  3,000 ","  2,808 "
1823000550,פרסום והדפסות ,49200,"  5,000 ","  5,000 ","  4,964 "
1823000561,צילום מסמכים ,49200,"  2,700 ","  4,700 ","  1,566 "
1823000575,אחזקת תוכנות ,49200,"  12,000 ","  12,000 ",  -   
1823000580,הוצאות אירגוניות ,49200,"  5,000 ","  5,000 ","  2,686 "
1823000743,רכישת כלים מכשירים וציוד ,49200,"  13,500 ","  15,000 ","  6,653 "
1823000752,רואה חשבון ,49200,"  6,000 ","  5,000 ",  -   
1823000759,אבטחה בספריה עירונית ,49200,"  120,000 ","  85,000 ","  76,968 "
1823000780,עידוד הקריאה ,49200,"  33,000 ","  30,000 ","  30,057 "
1823000782,"הוצאות ע""ח הכנסה ",49200,"  2,000 ","  2,000 ",  -   
1823000783,הוצאות פעולה אומנים ,49200,"  30,000 ",  -   ,  -   
1327000922,העברה מיועדת ת. תורנית ,49300,"  -200,000 ","  -200,000 ","  -531,379 "
1827000110,שכר קובע ,49300,"  106,744 ","  104,948 ","  106,563 "
1827000120,תוספות שאינן בשכר קובע ,49300,"  28,112 ","  30,754 ","  29,987 "
1827000140,החזר הוצאות ,49300,"  29,614 ","  31,725 ","  29,236 "
1827000181,הפרשות סוציאליות ,49300,"  24,774 ","  24,398 ","  23,814 "
1827000182,מיסים ועלויות ,49300,"  12,456 ","  12,642 ","  12,518 "
1827000540,הוצאות תקשורת ,49300,"  8,000 ","  8,000 ","  3,183 "
1827000561,צילום מסמכים ,49300,"  2,200 ","  2,000 ",  389 
1827000722,הקצבה מיועדת ת. תורנית ,49300,"  200,000 ","  200,000 ","  531,379 "
1827000780,תרבות תורנית ,49300,"  515,000 ","  515,000 ","  502,689 "
1326500651,השתתפות תאטרון באולם ,49400,  -   ,  -   ,  -   
1326501990,השתת.מ.התרבות באירוע פתיח,49400,  -   ,  -   ,"  -280,000 "
1826500440,ביטוח מבנה ותכולה ,49400,"  223,900 ","  221,400 ","  213,819 "
1826500540,הוצאות תקשורת ,49400,"  22,000 ","  25,000 ","  11,820 "
1826500576,שירותי תוכנה ומיחשוב ,49400,  -   ,  -   ,"  71,920 "
1826500870,השתתפות בפעילות המשכן-כיו,49400,"  6,618,638 ","  6,618,638 ","  6,488,638 "
1826501440,ביטוח שבר מכני-משכן ,49400,"  77,500 ","  76,700 ","  74,046 "
1824100440,ביטוח מבנה ותכולה-מ.קפלן ,49500,"  5,300 ","  5,200 ","  5,018 "
1824100870,"מתנ""ס פאני קפלן ",49500,"  310,000 ","  310,000 ","  310,000 "
1824200110,שכר קובע ,49500,"  189,035 ","  136,006 ","  131,266 "
1824200120,תוספות שאינן בשכר קובע ,49500,"  18,216 ","  13,509 ","  12,634 "
1824200130,שעות נוספות ,49500,"  45,526 ","  42,341 ","  39,600 "
