,,,,,,,,,,,,,," הצעת התקציב בש""ח ",
9,7,5,0,2,5,4,4,7,1,1744520579,קישור ,49800,  -   ,  -   ,  -   
3,4,7,0,2,5,4,4,7,1,1744520743,רכישת כלים מכשירים וציוד ,49800,  -   ,  -   ,"  10,000 "
0,8,7,0,2,5,4,4,7,1,1744520780,העברה מיועדת-משרד התחבורה,49800,"  129,563 ",  -   ,  -   
1,8,7,0,2,5,4,4,7,1,1744520781,"הוצאות ע""ח הכנסות ",49800,  -   ,  -   ,  -   
2,8,7,0,2,5,4,4,7,1,1744520782,רכישת אביזרים ושיפוץ מגרש,49800,"  23,741 ","  55,555 ",  -   
3,8,7,0,2,5,4,4,7,1,1744520783,הוצא.פעולה בטיחות בדרכים ,49800,"  12,855 ","  16,945 ","  25,000 "
4,8,7,0,2,5,4,4,7,1,1744520784,פעילות בטיחות בדרכים ,49800,"  411,877 ","  540,000 ","  437,000 "
5,8,7,0,2,5,4,4,7,1,1744520785,הפעלת מרכז הדרכה ,49800,  -   ,  -   ,  -   
0,1,1,0,0,0,6,4,7,1,1746000110,שכר קובע ,56100,"  1,427,415 ","  1,415,494 ","  1,484,863 "
0,2,1,0,0,0,6,4,7,1,1746000120,תוספות שאינן בשכר קובע ,56100,"  387,359 ","  360,104 ","  407,029 "
0,3,1,0,0,0,6,4,7,1,1746000130,שעות נוספות ,56100,"  37,395 ","  32,681 ","  43,625 "
0,4,1,0,0,0,6,4,7,1,1746000140,החזר הוצאות ,56100,"  575,784 ","  517,982 ","  542,388 "
1,8,1,0,0,0,6,4,7,1,1746000181,הפרשות סוציאליות ,56100,"  365,801 ","  341,563 ","  379,198 "
2,8,1,0,0,0,6,4,7,1,1746000182,מיסים ועלויות ,56100,"  183,554 ","  170,738 ","  187,228 "
8,8,2,0,0,0,6,4,7,1,1746000288,השתתפות בשי לחגים ,56100,"  21,700 ","  22,100 ","  22,000 "
0,2,4,0,0,0,6,4,7,1,1746000420,תחזוקת מבנים ,56100,"  34,199 ","  34,200 ","  34,200 "
1,3,4,0,0,0,6,4,7,1,1746000431,חשמל ,56100,"  37,747 ","  39,000 ","  35,000 "
2,3,4,0,0,0,6,4,7,1,1746000432,מים ,56100,  -   ,  -   ,  -   
3,3,4,0,0,0,6,4,7,1,1746000433,חומרי ניקיון ,56100,  656 ,"  1,000 ","  1,000 "
4,3,4,0,0,0,6,4,7,1,1746000434,שירותי נקיון ,56100,"  18,078 ","  25,000 ","  27,000 "
5,3,4,0,0,0,6,4,7,1,1746000435,ביוב ,56100,  -   ,  -   ,  -   
0,4,4,0,0,0,6,4,7,1,1746000440,ביטוח מבנה ותכולה ,56100,"  1,500 ","  1,500 ","  1,500 "
0,7,4,0,0,0,6,4,7,1,1746000470,ציוד משרדי ,56100,  933 ,"  1,140 ","  1,150 "
1,1,5,0,0,0,6,4,7,1,1746000511,אירוח וכיבוד ,56100,"  1,373 ","  1,900 ","  1,900 "
2,1,5,0,0,0,6,4,7,1,1746000512,"אש""ל ונסיעות ",56100,  -   ,"  1,000 ","  1,000 "
2,2,5,0,0,0,6,4,7,1,1746000522,ספרות מקצועית ,56100,  -   ,"  1,000 ","  1,000 "
3,2,5,0,0,0,6,4,7,1,1746000523,דמי חבר בארגונים ,56100,"  1,300 ","  3,000 ","  3,000 "
0,4,5,0,0,0,6,4,7,1,1746000540,הוצאות תקשורת ,56100,"  37,244 ","  35,700 ","  38,000 "
1,6,5,0,0,0,6,4,7,1,1746000561,צילום מסמכים ,56100,  676 ,"  1,500 ","  2,000 "
0,2,7,0,0,0,6,4,7,1,1746000720,חומרים ,56100,  -   ,  -   ,  -   
5,2,7,0,0,0,6,4,7,1,1746000725,חומרי אינסטלציה וטיפטוף ,56100,  -   ,"  8,550 ","  8,600 "
8,2,7,0,0,0,6,4,7,1,1746000728,"חומרים,גדרות,מעקות ",56100,"  4,918 ","  8,550 ","  8,600 "
1,3,7,0,0,0,6,4,7,1,1746000731,דלק ,56100,"  12,423 ","  13,000 ","  13,000 "
5,3,7,0,0,0,6,4,7,1,1746000735,שכירת רכב ,56100,"  68,710 ","  72,000 ","  73,300 "
2,4,7,0,0,0,6,4,7,1,1746000742,תיקון כלי עבודה ,56100,"  10,606 ","  11,400 ","  11,400 "
3,4,7,0,0,0,6,4,7,1,1746000743,כלי עבודה וציוד כללי ,56100,"  11,786 ","  19,950 ","  20,000 "
7,4,7,0,0,0,6,4,7,1,1746000747,ביגוד לצרכי עבודה ,56100,  -   ,"  4,750 ","  4,800 "
0,5,7,0,0,0,6,4,7,1,1746000750,פעולות יעול בהשקיית גינון,56100,"  595,022 ",  -   ,  -   
1,5,7,0,0,0,6,4,7,1,1746000751,אחזקת שטחי גינון ,56100,"  10,512,341 ","  13,473,000 ","  13,432,000 "
2,5,7,0,0,0,6,4,7,1,1746000752,גיזום ,56100,"  189,684 ","  200,000 ","  203,000 "
3,5,7,0,0,0,6,4,7,1,1746000753,אחזקת מתקני משחק ,56100,"  1,215,199 ","  1,350,000 ",  -   
4,5,7,0,0,0,6,4,7,1,1746000754,פרחים עונתיים ,56100,  -   ,  -   ,  -   
5,5,7,0,0,0,6,4,7,1,1746000755,אחזקת מע' השקיה ממוחשבת ,56100,"  221,015 ","  231,000 ","  330,000 "
6,5,7,0,0,0,6,4,7,1,1746000756,בדיקות מעבדה ,56100,  -   ,  500 ,  500 
7,5,7,0,0,0,6,4,7,1,1746000757,עבודות מסגרות ואינסטלציה ,56100,"  86,549 ","  100,000 ","  100,000 "
8,5,7,0,0,0,6,4,7,1,1746000758,"עבודות רג""י בקבלנות ",56100,  -   ,  -   ,"  700,000 "
2,7,7,0,0,0,6,4,7,1,1746000772,מים להשקיה ,56100,"  5,074,721 ","  6,650,000 ","  7,000,000 "
1,8,7,0,0,0,6,4,7,1,1746000781,מבצע סכך ,56100,  -   ,  -   ,  -   
2,8,7,0,0,0,6,4,7,1,1746000782,הוצאות אחרות לפעולה ,56100,  754 ,"  1,000 ","  1,000 "
0,3,9,0,0,0,6,4,7,1,1746000930,רכישת ציוד יסודי ,56100,  -   ,  -   ,  -   
6,8,9,1,0,0,6,4,7,1,1746001986,ה.מ.כלי עבודה וציוד כללי ,56100,  -   ,  -   ,"  5,000 "
6,8,9,2,0,0,6,4,7,1,1746002986,ה.מ.אחזקת שטחי גינון ,56100,  -   ,  -   ,"  568,000 "
6,8,9,3,0,0,6,4,7,1,1746003986,הוצאה מותנית גיזום ,56100,  -   ,  -   ,"  147,000 "
6,8,9,4,0,0,6,4,7,1,1746004986,הוצאה מותנית פרחים עונתיי,56100,  -   ,  -   ,"  300,000 "
6,8,9,5,0,0,6,4,7,1,1746005986,ה.מ.הכנת תשתיות מים לגינו,56100,  -   ,  -   ,"  150,000 "
1,5,7,0,0,1,6,4,7,1,1746100751,תגבור פינוי גזם ,56100,  -   ,  -   ,  -   
2,5,7,0,0,1,6,4,7,1,1746100752,הכנת תשתיות מים לגינון ,56100,  -   ,  -   ,  -   
7,5,7,0,0,3,6,4,7,1,1746300757,אחזקת מזרקות ,34600,"  189,600 ","  250,000 ","  350,000 "
1,7,7,0,0,3,6,4,7,1,1746300771,חשמל למזרקות ,34600,"  81,639 ","  90,000 ","  130,000 "
2,7,7,0,0,3,6,4,7,1,1746300772,מים למזרקות ,34600,"  12,002 ","  35,100 ","  60,000 "
0,5,7,0,0,4,6,4,7,1,1746400750,אחזקת מתקני משחק ,56100,  -   ,  -   ,"  1,368,000 "
1,5,7,0,0,4,6,4,7,1,1746400751,אחזקת ריהוט גן ,56100,  -   ,  -   ,  -   
6,8,9,0,0,4,6,4,7,1,1746400986,הוצאה מותנית אחזקת ריהוט ,56100,  -   ,  -   ,"  100,000 "
0,1,1,0,0,0,9,4,7,1,1749000110,שכר קובע ,34700,"  157,163 ","  144,130 ","  149,710 "
0,2,1,0,0,0,9,4,7,1,1749000120,תוספות שאינן בשכר קובע ,34700,"  75,389 ","  66,813 ","  70,500 "
0,3,1,0,0,0,9,4,7,1,1749000130,שעות נוספות ,34700,"  18,812 ","  14,896 ","  22,272 "
0,4,1,0,0,0,9,4,7,1,1749000140,החזר הוצאות ,34700,"  69,680 ","  60,812 ","  51,608 "
1,8,1,0,0,0,9,4,7,1,1749000181,תוספות סוציאליות ,34700,"  44,456 ","  39,697 ","  41,589 "
2,8,1,0,0,0,9,4,7,1,1749000182,מיסים ועלויות ,34700,"  24,217 ","  21,638 ","  22,175 "
0,2,7,0,0,0,9,4,7,1,1749000720,חומרי חשמל ,34700,  225 ,"  14,250 ","  14,250 "
3,4,7,0,0,0,9,4,7,1,1749000743,רכישת כלים מכשירים וציוד ,34700,"  3,442 ","  3,800 ","  9,594 "
0,1,1,0,0,1,9,4,7,1,1749100110,שכר קובע ,44200,"  1,976,637 ","  1,908,676 ","  1,937,510 "
0,2,1,0,0,1,9,4,7,1,1749100120,תוספות שאינן בשכר קובע ,44200,"  339,505 ","  320,593 ","  336,377 "
0,3,1,0,0,1,9,4,7,1,1749100130,שעות נוספות ,44200,"  21,411 ","  47,692 ","  20,679 "
0,4,1,0,0,1,9,4,7,1,1749100140,החזר הוצאות ,44200,"  304,012 ","  286,221 ","  269,575 "
1,8,1,0,0,1,9,4,7,1,1749100181,הפרשות סוציאליות ,44200,"  433,348 ","  418,057 ","  416,827 "
2,8,1,0,0,1,9,4,7,1,1749100182,מיסים ועלויות ,44200,"  200,604 ","  192,613 ","  194,443 "
8,8,2,0,0,1,9,4,7,1,1749100288,השתתפות בשי לחגים ,44200,"  30,200 ","  30,800 ","  31,000 "
0,2,4,0,0,1,9,4,7,1,1749100420,תחזוקת מבנים ,44200,  -   ,  -   ,  -   
1,3,4,0,0,1,9,4,7,1,1749100431,חשמל ,44200,"  31,700 ","  28,500 ","  14,000 "
2,3,4,0,0,1,9,4,7,1,1749100432,מים ,44200,  -   ,  -   ,  -   
3,3,4,0,0,1,9,4,7,1,1749100433,חומרי נקיון ,44200,  918 ,"  1,500 ","  1,500 "
4,3,4,0,0,1,9,4,7,1,1749100434,שירותי נקיון ,44200,"  11,344 ","  12,000 ","  13,000 "
5,3,4,0,0,1,9,4,7,1,1749100435,ביוב ,44200,  -   ,  -   ,  -   
0,4,4,0,0,1,9,4,7,1,1749100440,ביטוח מבנה ותכולה ,44200,"  4,600 ","  4,600 ","  4,700 "
1,4,4,0,0,1,9,4,7,1,1749100441,ביטוח רכב ,44200,"  8,668 ","  9,500 ","  9,500 "
2,4,4,0,0,1,9,4,7,1,1749100442,שיפוי עבור נזקים ,44200,  -   ,  -   ,  -   
1,1,5,0,0,1,9,4,7,1,1749100511,אירוח וכיבוד ,44200,"  1,235 ","  2,090 ","  2,000 "
0,4,5,0,0,1,9,4,7,1,1749100540,הוצאות תקשורת ,44200,"  26,356 ","  26,700 ","  22,400 "
1,6,5,0,0,1,9,4,7,1,1749100561,צילום מסמכים ,44200,  882 ,"  1,200 ","  1,200 "
0,2,7,0,0,1,9,4,7,1,1749100720,חומרים ,44200,  -   ,  -   ,  -   
1,3,7,0,0,1,9,4,7,1,1749100731,דלק ,44200,"  88,698 ","  90,000 ","  80,000 "
2,3,7,0,0,1,9,4,7,1,1749100732,תיקוני רכב ,44200,"  4,453 ","  6,000 ","  6,000 "
3,3,7,0,0,1,9,4,7,1,1749100733,אגרת רישוי רכב ,44200,  152 ,  200 ,  200 
5,3,7,0,0,1,9,4,7,1,1749100735,השכרת רכב ,44200,"  345,818 ","  365,000 ","  370,300 "
3,4,7,0,0,1,9,4,7,1,1749100743,רכישת כלים מכשירים וציוד ,44200,"  12,854 ","  34,200 ","  34,000 "
7,4,7,0,0,1,9,4,7,1,1749100747,ביגוד לצרכי עבודה ,44200,  -   ,  -   ,  -   
0,3,9,0,0,1,9,4,7,1,1749100930,רכישת ציוד יסודי ,44200,  -   ,  -   ,  -   
0,4,4,0,1,1,9,4,7,1,1749110440,ביטוח-עבודות קבלניות ,44200,"  10,726 ","  10,700 ","  11,000 "
0,1,1,0,0,2,9,4,7,1,1749200110,שכר קובע ,13210,"  222,098 ","  292,104 ","  266,836 "
0,2,1,0,0,2,9,4,7,1,1749200120,תוספות שאינן בשכר קובע ,13210,"  119,749 ","  191,306 ","  202,039 "
0,3,1,0,0,2,9,4,7,1,1749200130,שעות נוספות ,13210,"  26,644 ","  29,933 ","  63,308 "
0,4,1,0,0,2,9,4,7,1,1749200140,החזר הוצאות ,13210,"  41,502 ","  46,557 ","  70,181 "
1,8,1,0,0,2,9,4,7,1,1749200181,הפרשות סוציאליות ,13210,"  60,739 ","  78,618 ","  82,729 "
2,8,1,0,0,2,9,4,7,1,1749200182,מיסים ועלויות ,13210,"  30,943 ","  39,798 ","  42,238 "
3,3,4,0,0,2,9,4,7,1,1749200433,חומרי נקיון ,13210,"  7,089 ","  4,000 ","  4,000 "
0,4,4,0,0,2,9,4,7,1,1749200440,ביטוח אש-פ.החייל האוסטרלי,13210,"  49,696 ","  48,000 ","  49,200 "
0,7,4,0,0,2,9,4,7,1,1749200470,ציוד משרדי ,13210,"  1,016 ","  2,850 ","  2,850 "
1,1,5,0,0,2,9,4,7,1,1749200511,אירוח וכיבוד ,13210,"  3,400 ","  2,850 ","  2,850 "
0,4,5,0,0,2,9,4,7,1,1749200540,הוצאות תקשורת ,13210,  -   ,  -   ,"  18,000 "
2,4,7,0,0,2,9,4,7,1,1749200742,אחזקת מערכות ט.מ.ס. ,13210,"  1,794 ","  9,500 ","  7,000 "
3,4,7,0,0,2,9,4,7,1,1749200743,רכישת כלים מכשירים וציוד ,13210,"  34,286 ","  33,250 ","  33,250 "
0,5,7,0,0,2,9,4,7,1,1749200750,שירותי נקיון בפארק ,13210,"  49,927 ","  52,500 ","  50,000 "
1,5,7,0,0,2,9,4,7,1,1749200751,אחזקת גינון ,13210,"  190,259 ","  220,000 ","  235,000 "
2,5,7,0,0,2,9,4,7,1,1749200752,אחזקת מתקני משחק ,13210,"  28,544 ","  30,000 ","  36,000 "
3,5,7,0,0,2,9,4,7,1,1749200753,תחזוקת אתר הפארק ,13210,  -   ,  -   ,  -   
9,5,7,0,0,2,9,4,7,1,1749200759,שמירה ,13210,"  325,041 ","  370,000 ","  360,000 "
9,8,7,0,0,2,9,4,7,1,1749200789,"תחזוקת אתר הפארק ע""ח תמיכ",13210,  -   ,  -   ,  -   
2,4,7,0,0,3,9,4,7,1,1749300742,אחזקת ציוד ,56100,  -   ,  -   ,  -   
3,4,7,0,0,3,9,4,7,1,1749300743,רכישת כלים מכשירים וציוד ,56100,  -   ,  -   ,"  100,000 "
0,5,7,0,0,3,9,4,7,1,1749300750,"פארק נחל ב""ש-אחזקה ",56100,  -   ,"  400,000 ","  200,000 "
1,5,7,0,0,3,9,4,7,1,1749300751,עבודות קבלניות ,56100,  -   ,  -   ,"  350,000 "
2,5,7,0,0,3,9,4,7,1,1749300752,אחזקת שטחי גינון ,56100,  -   ,  -   ,"  825,570 "
9,5,7,0,0,3,9,4,7,1,1749300759,אבטחה ,56100,  -   ,  -   ,"  450,000 "
1,7,7,0,0,3,9,4,7,1,1749300771,מים ,56100,  -   ,  -   ,  -   
0,2,1,0,0,0,1,5,7,1,1751000120,תוספות שאינן בשכר קובע ,16200,  -   ,  -   ,  -   
0,3,1,0,0,0,1,5,7,1,1751000130,שעות נוספות ,16200,"  90,154 ","  85,373 ","  79,848 "
0,4,1,0,0,0,1,5,7,1,1751000140,החזר הוצאות ,16200,  -   ,  -   ,  -   
1,8,1,0,0,0,1,5,7,1,1751000181,הפרשות סוציאליות ,16200,"  13,316 ","  12,609 ","  11,792 "
2,8,1,0,0,0,1,5,7,1,1751000182,מיסים ועלויות ,16200,"  6,710 ","  6,354 ","  5,942 "
1,1,5,0,0,0,1,5,7,1,1751000511,אירוח וכיבוד ,16200,  206 ,  -   ,  -   
0,8,7,0,0,0,1,5,7,1,1751000780,הוצאות פעולה - עצמאות ,16200,"  1,245,061 ","  1,245,000 ","  1,245,000 "
1,8,7,0,0,0,1,5,7,1,1751000781,"הוצאות ע""ח הכנסות מיוחדות",16200,"  51,561 ",  100 ,  100 
6,8,9,0,0,0,1,5,7,1,1751000986,הוצאה מותנית עצמאות ,16200,  -   ,  -   ,"  55,000 "
0,1,1,0,0,0,2,5,7,1,1752000110,שכר קובע ,16100,"  715,997 ","  646,379 ","  595,186 "
0,2,1,0,0,0,2,5,7,1,1752000120,תוספות שאינן בשכר קובע ,16100,"  130,760 ","  113,693 ","  134,430 "
0,3,1,0,0,0,2,5,7,1,1752000130,שעות נוספות ,16100,"  144,290 ","  11,396 ","  187,995 "
0,4,1,0,0,0,2,5,7,1,1752000140,החזר הוצאות ,16100,"  167,283 ","  128,241 ","  138,575 "
1,8,1,0,0,0,2,5,7,1,1752000181,הפרשות סוציאליות ,16100,"  162,233 ","  120,010 ","  151,154 "
2,8,1,0,0,0,2,5,7,1,1752000182,מיסים ועלויות ,16100,"  88,491 ","  67,674 ","  79,951 "
0,1,4,0,0,0,2,5,7,1,1752000410,השכרת אולם לאירועים ,16100,  -   ,  -   ,  -   
1,1,5,0,0,0,2,5,7,1,1752000511,אירוח וכיבוד ,16100,"  24,328 ","  22,800 ","  25,000 "
2,1,5,0,0,0,2,5,7,1,1752000512,"אש""ל ונסיעות ",16100,"  2,306 ","  2,000 ","  2,000 "
3,2,5,0,0,0,2,5,7,1,1752000523,דמי חבר בארגונים ,16100,  -   ,  600 ,  600 
0,4,5,0,0,0,2,5,7,1,1752000540,הוצאות תקשורת ,16100,"  23,452 ","  24,300 ","  28,400 "
0,5,5,0,0,0,2,5,7,1,1752000550,פרסום והדפסות ,16100,"  61,206 ","  66,500 ","  66,500 "
5,5,5,0,0,0,2,5,7,1,1752000555,פרסום בשלטים ,16100,  -   ,  -   ,  -   
1,6,5,0,0,0,2,5,7,1,1752000561,צילום מסמכים ,16100,  635 ,"  2,000 ","  3,000 "
4,7,5,0,0,0,2,5,7,1,1752000574,תקשורת מחשבים ,16100,  -   ,  -   ,  -   
0,8,5,0,0,0,2,5,7,1,1752000580,הוצאות אירגוניות ,16100,"  6,066 ","  8,550 ","  9,000 "
0,1,7,0,0,0,2,5,7,1,1752000710,הובלות והסעות קבלניות ,16100,"  9,590 ","  10,000 ","  10,000 "
0,2,7,0,0,0,2,5,7,1,1752000720,חומרים ,16100,  -   ,  -   ,  -   
1,4,7,0,0,0,2,5,7,1,1752000741,שכירת כלים מכשירים וציוד ,16100,"  16,075 ","  15,000 ","  15,000 "
3,4,7,0,0,0,2,5,7,1,1752000743,רכישת כלים מכשירים וציוד ,16100,"  5,990 ","  8,550 ","  9,000 "
0,5,7,0,0,0,2,5,7,1,1752000750,הנחייה והגברה ,16100,"  36,366 ","  40,000 ","  40,000 "
1,5,7,0,0,0,2,5,7,1,1752000751,עבודות קבלניות ,16100,"  16,049 ",  -   ,  -   
2,5,7,0,0,0,2,5,7,1,1752000752,תיקון מחסומים ,16100,  -   ,"  7,000 ","  10,000 "
9,5,7,0,0,0,2,5,7,1,1752000759,אבטחה ושמירה ,16100,"  56,918 ","  60,000 ","  60,000 "
0,6,7,0,0,0,2,5,7,1,1752000760,"שירותי כבאות ומד""א ",16100,"  19,837 ","  30,000 ","  30,000 "
9,6,7,0,0,0,2,5,7,1,1752000769,שירות לאומי ,16100,  -   ,"  18,000 ","  18,000 "
0,8,7,0,0,0,2,5,7,1,1752000780,הוצאות פעולה-טכסים ,16100,"  882,809 ","  1,607,600 ","  1,390,000 "
1,8,7,0,0,0,2,5,7,1,1752000781,אליפות כדור לוח ,16100,  -   ,  -   ,  -   
2,8,7,0,0,0,2,5,7,1,1752000782,אירועים בהשתת.ר.פיתוח נגב,16100,  -   ,  -   ,  -   
3,8,7,0,0,0,2,5,7,1,1752000783,"תמלוגים- אקו""ם ",16110,"  76,736 ","  78,000 ","  81,000 "
4,8,7,0,0,0,2,5,7,1,1752000784,תמלוג.פד.מוסיקה ים תיכוני,16110,"  26,930 ","  28,000 ","  28,000 "
5,8,7,0,0,0,2,5,7,1,1752000785,תמלוגים-פדרציית תקליטים ,16110,"  33,072 ","  38,000 ","  41,000 "
6,8,7,0,0,0,2,5,7,1,1752000786,"תמלוגים-אשכולות ועיל""ם ",16110,"  76,654 ","  79,000 ","  80,000 "
7,8,7,0,0,0,2,5,7,1,1752000787,טקס פתיחת פארק הייטק ,16100,  -   ,  -   ,  -   
8,8,7,0,0,0,2,5,7,1,1752000788,שבוע הספר העברי ,16100,  -   ,"  249,000 ","  240,000 "
9,8,7,0,0,0,2,5,7,1,1752000789,"הוצאות ע""ח הכנסות ",16100,  -   ,  100 ,  -   
6,8,9,0,0,0,2,5,7,1,1752000986,הוצאה מותנית טכסים ,16100,  -   ,  -   ,"  10,000 "
0,3,1,1,0,0,2,5,7,1,1752001130,שעות נוספות-אירועים ,16100,  -   ,"  134,947 ","  126,265 "
1,8,1,1,0,0,2,5,7,1,1752001181,הפרשות סוציאליות ,16100,  -   ,"  26,042 ","  25,253 "
2,8,1,1,0,0,2,5,7,1,1752001182,מיסים ועלויות ,16100,  -   ,"  9,470 ","  9,353 "
0,8,7,1,0,0,2,5,7,1,1752001780,אירועי עיר עתיקה ,72710,  -   ,"  600,000 ","  600,000 "
1,8,7,1,0,0,2,5,7,1,1752001781,שבוע בריאות ,16100,  -   ,"  80,000 ","  80,000 "
5,1,8,0,0,0,3,5,7,1,1753000815,אימוץ חיל ההנדסה ,16100,"  24,900 ","  20,000 ","  20,000 "
0,1,1,0,0,0,4,5,7,1,1754000110,שכר קובע ,16300,"  281,869 ","  393,789 ","  207,019 "
0,2,1,0,0,0,4,5,7,1,1754000120,תוספות שאינן בשכר קובע ,16300,"  25,093 ","  27,881 ","  19,172 "
0,3,1,0,0,0,4,5,7,1,1754000130,שעות נוספות ,16300,  924 ,"  1,039 ",  -   
0,4,1,0,0,0,4,5,7,1,1754000140,החזר הוצאות ,16300,"  1,820 ","  2,034 ","  8,869 "
1,8,1,0,0,0,4,5,7,1,1754000181,הפרשות סוציאליות ,16300,"  100,771 ","  113,218 ","  64,857 "
2,8,1,0,0,0,4,5,7,1,1754000182,מיסים ועלויות ,16300,"  32,963 ","  37,084 ","  22,029 "
1,1,5,0,0,0,4,5,7,1,1754000511,אירוח וכיבוד ,16300,"  7,076 ","  10,450 ","  10,000 "
2,1,5,0,0,0,4,5,7,1,1754000512,"אש""ל ונסיעות ",16300,  114 ,  500 ,  500 
4,1,5,0,0,0,4,5,7,1,1754000514,מתנות ,16300,"  22,383 ","  25,000 ","  25,000 "
2,2,5,0,0,0,4,5,7,1,1754000522,ספרות מקצועית ,16300,  -   ,  500 ,  500 
3,2,5,0,0,0,4,5,7,1,1754000523,דמי חבר בארגונים ,16300,  -   ,"  1,000 ","  1,000 "
0,4,5,0,0,0,4,5,7,1,1754000540,"הוצאות תקשורת קרן ב""ש ",16300,"  14,387 ","  14,900 ","  10,800 "
0,5,5,0,0,0,4,5,7,1,1754000550,פרסום והדפסות ,16300,"  4,550 ","  4,750 ","  5,000 "
0,8,5,0,0,0,4,5,7,1,1754000580,הוצאות אירגוניות ,16300,"  7,735 ","  6,650 ","  6,650 "
1,8,5,0,0,0,4,5,7,1,1754000581,צילומים ,16300,  -   ,"  2,500 ","  5,000 "
0,1,7,0,0,0,4,5,7,1,1754000710,הובלות והסעות קבלניות ,16300,"  2,468 ","  15,000 ","  15,000 "
1,3,7,0,0,0,4,5,7,1,1754000731,דלק ,16300,"  9,331 ","  17,000 ","  17,000 "
5,3,7,0,0,0,4,5,7,1,1754000735,שכירת רכב ,16300,"  38,209 ","  40,100 ",  -   
0,8,7,0,0,0,4,5,7,1,1754000780,"נסיעת משלחות לחו""ל ",16300,"  31,469 ","  50,400 ","  50,400 "
2,8,7,0,0,0,4,5,7,1,1754000782,"אירוח משלחות)חו""ל( ",16300,"  31,345 ","  33,500 ","  33,500 "
1,2,8,0,0,0,4,5,7,1,1754000821,"אגודת ידידים ב""ש וופרטל ",75100,"  3,792 ",  -   ,  -   
1,8,7,0,0,0,5,5,7,1,1755000781,"תמלוגים-אקו""ם ",16110,  -   ,  -   ,  -   
2,8,7,0,0,0,5,5,7,1,1755000782,תמלוגים-פד.מוסיקה ים תיכו,16110,  -   ,  -   ,  -   
3,8,7,0,0,0,5,5,7,1,1755000783,תמלוגים-פדרציית תקליטים ,16110,  -   ,  -   ,  -   
4,8,7,0,0,0,5,5,7,1,1755000784,"תמלוגים-אשכולות ועיל""ם ",16110,  -   ,  -   ,  -   
6,8,9,0,0,0,6,5,7,1,1756000986,הוצאה מותנית כנסים ופסטיב,16100,  -   ,  -   ,"  600,000 "
0,1,1,0,0,0,1,6,7,1,1761000110,שכר קובע ,13400,"  1,507,154 ","  1,543,645 ","  1,604,220 "
0,2,1,0,0,0,1,6,7,1,1761000120,תוספות שאינן בשכר קובע ,13400,"  424,252 ","  444,896 ","  392,457 "
0,3,1,0,0,0,1,6,7,1,1761000130,שעות נוספות ,13400,"  11,708 ","  10,618 ","  4,496 "
0,4,1,0,0,0,1,6,7,1,1761000140,החזר הוצאות ,13400,"  176,117 ","  178,151 ","  171,168 "
1,8,1,0,0,0,1,6,7,1,1761000181,הפרשות סוציאליות ,13400,"  376,395 ","  380,719 ","  428,509 "
2,8,1,0,0,0,1,6,7,1,1761000182,מיסים ועלויות ,13400,"  164,085 ","  167,659 ","  164,018 "
1,1,5,0,0,0,1,6,7,1,1761000511,אירוח וכיבוד ,13400,"  7,576 ","  4,750 ","  5,000 "
2,1,5,0,0,0,1,6,7,1,1761000512,"אש""ל ונסיעות ",13400,  -   ,  500 ,  500 
2,2,5,0,0,0,1,6,7,1,1761000522,ספרות מקצועית ,13400,  -   ,  500 ,  500 
0,4,5,0,0,0,1,6,7,1,1761000540,הוצאות תקשורת ,13400,"  77,886 ","  80,100 ","  125,800 "
0,5,5,0,0,0,1,6,7,1,1761000550,פרסום והדפסות ,13400,"  7,037 ","  11,400 ","  13,000 "
1,6,5,0,0,0,1,6,7,1,1761000561,צילום מסמכים ,13400,"  5,731 ","  5,000 ","  7,500 "
5,7,5,0,0,0,1,6,7,1,1761000575,מיכון מוקד עירוני ,13400,  -   ,  -   ,  -   
0,8,5,0,0,0,1,6,7,1,1761000580,הוצאות אירגוניות ,13400,"  3,949 ","  1,710 ","  1,800 "
1,3,7,0,0,0,1,6,7,1,1761000731,דלק ,13400,"  112,223 ","  118,000 ","  132,000 "
5,3,7,0,0,0,1,6,7,1,1761000735,שכירת רכב תפעולי ,13400,"  185,327 ","  193,500 ","  228,000 "
3,4,7,0,0,0,1,6,7,1,1761000743,רכישת מכשירים כלים וציוד ,13400,"  25,857 ","  38,000 ","  38,000 "
4,4,7,0,0,0,1,6,7,1,1761000744,כלים למערכות אזעקה ,13400,"  35,999 ","  34,200 ","  34,200 "
7,4,7,0,0,0,1,6,7,1,1761000747,ביגוד לצרכי עבודה ,13400,  -   ,"  9,500 ","  9,500 "
0,5,7,0,0,0,1,6,7,1,1761000750,עבודות קבלניות ,13400,"  19,167 ","  28,000 ","  28,000 "
1,5,7,0,0,0,1,6,7,1,1761000751,ע.קבלניות נותני שירות ,13400,"  17,105 ",  -   ,  -   
6,5,7,0,0,0,1,6,7,1,1761000756,בקרת צי רכב ,13400,  -   ,"  45,000 ","  50,000 "
9,6,7,0,0,0,1,6,7,1,1761000769,שירות לאומי ,13400,  -   ,"  18,000 ","  18,000 "
0,1,1,0,0,0,2,6,7,1,1762000110,שכר קובע ,13300,"  118,347 ","  114,175 ","  116,200 "
0,2,1,0,0,0,2,6,7,1,1762000120,תוספות שאינן בשכר קובע ,13300,"  22,976 ","  21,840 ","  21,671 "
0,3,1,0,0,0,2,6,7,1,1762000130,שעות נוספות ,13300,"  1,954 ","  1,844 ","  1,646 "
