,,,,,,,,,,חשבון ,שם חשבון ,מחלקה , ביצוע 2010  , תקציב 2011 מע , הצעת תקציב 20 
1,5,7,0,0,0,2,4,7,1,1742000751,אחזקת אומנות סביבתית ,103000,  -   ,  -   ,  -   
4,5,7,0,0,0,2,4,7,1,1742000754,אחזקת קווי ניקוז ,103000,"  211,163 ","  250,000 ","  350,000 "
0,8,7,0,0,0,2,4,7,1,1742000780,הוצאות שונות ,103000,  266 ,  700 ,  700 
6,8,9,0,0,0,2,4,7,1,1742000986,ה.מ.אחזקת כבישים ומדרכות ,103000,  -   ,"  2,000,000 ",  -   
0,1,1,0,0,0,3,4,7,1,1743000110,שכר קובע ,34300,"  624,002 ","  608,311 ","  634,725 "
0,2,1,0,0,0,3,4,7,1,1743000120,תוספות שאינן בשכר קובע ,34300,"  109,291 ","  104,748 ","  112,894 "
0,3,1,0,0,0,3,4,7,1,1743000130,שעות נוספות ,34300,"  16,501 ","  14,621 ","  7,744 "
0,4,1,0,0,0,3,4,7,1,1743000140,החזר הוצאות ,34300,"  184,712 ","  177,505 ","  179,437 "
1,8,1,0,0,0,3,4,7,1,1743000181,הפרשות סוציאליות ,34300,"  153,613 ","  148,900 ","  154,108 "
2,8,1,0,0,0,3,4,7,1,1743000182,מיסים ועלויות ,34300,"  70,608 ","  68,336 ","  71,338 "
0,2,4,0,0,0,3,4,7,1,1743000420,אחזקת מזגנים ,34300,  -   ,"  3,000 ","  3,000 "
2,3,4,0,0,0,3,4,7,1,1743000432,מים ,34300,  -   ,  -   ,  -   
5,3,4,0,0,0,3,4,7,1,1743000435,ביוב ,34300,  -   ,  -   ,  -   
1,1,5,0,0,0,3,4,7,1,1743000511,אירוח וכיבוד ,34300,"  2,165 ","  2,375 ","  2,500 "
0,4,5,0,0,0,3,4,7,1,1743000540,הוצאות תקשורת ,34300,"  16,140 ","  16,700 ","  22,600 "
2,8,5,0,0,0,3,4,7,1,1743000582,כרטיסי איזי פארק ,34300,  -   ,  210 ,  210 
1,3,7,0,0,0,3,4,7,1,1743000731,דלק ,34300,"  28,093 ","  32,000 ","  28,500 "
5,3,7,0,0,0,3,4,7,1,1743000735,שכירת רכב ,34300,"  127,245 ","  151,000 ","  155,600 "
4,5,7,0,0,0,3,4,7,1,1743000754,חיסכון בחשמל ,34300,  -   ,  -   ,  -   
6,5,7,0,0,0,3,4,7,1,1743000756,בקרת הוצאות חשמל ,34300,"  34,104 ","  58,000 ","  58,000 "
0,8,7,0,0,0,3,4,7,1,1743000780,הוצאות לפעולה ,34300,  -   ,"  1,000 ","  1,000 "
0,5,9,0,0,0,3,4,7,1,1743000950,סקר אנרגיה ,34300,  -   ,"  40,000 ","  40,000 "
0,1,1,0,0,1,3,4,7,1,1743100110,שכר קובע ,34400,"  75,554 ","  72,249 ","  79,202 "
0,2,1,0,0,1,3,4,7,1,1743100120,תוספות שאינן בשכר קובע ,34400,"  36,208 ","  33,556 ","  36,309 "
0,3,1,0,0,1,3,4,7,1,1743100130,שעות נוספות ,34400,"  21,374 ","  20,480 ","  17,490 "
0,4,1,0,0,1,3,4,7,1,1743100140,החזר הוצאות ,34400,"  32,590 ","  28,960 ","  29,485 "
1,8,1,0,0,1,3,4,7,1,1743100181,הפרשות סוציאליות ,34400,"  23,387 ","  21,981 ","  23,448 "
2,8,1,0,0,1,3,4,7,1,1743100182,מיסים ועלויות ,34400,"  12,503 ","  11,703 ","  12,444 "
0,4,4,0,0,1,3,4,7,1,1743100440,ביטוח עמודי תאורה ,34400,"  2,717 ","  16,000 ","  17,000 "
0,5,7,0,0,1,3,4,7,1,1743100750,אחזקת רשת תאורה ,34400,"  3,969,713 ","  3,835,000 ","  3,001,535 "
1,5,7,0,0,1,3,4,7,1,1743100751,אחזקת תשתיות תאורה ,34400,"  397,357 ","  400,000 ","  400,000 "
2,5,7,0,0,1,3,4,7,1,1743100752,החלפת פנסים ,34400,"  188,820 ","  190,000 ","  190,000 "
3,5,7,0,0,1,3,4,7,1,1743100753,אחזקת עמודי תאורה ,34400,"  281,244 ","  285,000 ","  285,000 "
4,5,7,0,0,1,3,4,7,1,1743100754,חסכון בתאורת חוץ-עמעמים ,34400,  -   ,  -   ,  -   
1,7,7,0,0,1,3,4,7,1,1743100771,חשמל לתאורה ,34400,  -   ,  -   ,  -   
6,8,9,0,0,1,3,4,7,1,1743100986,ה.מ.התקנת תאורה דקורטיבית,34400,  -   ,"  500,000 ",  -   
1,7,7,0,1,1,3,4,7,1,1743110771,חשמל לתאורה ,34400,"  7,874,385 ","  8,200,000 ","  10,041,000 "
0,1,1,0,0,0,4,4,7,1,1744000110,שכר קובע ,34200,"  448,008 ","  514,927 ","  545,289 "
0,2,1,0,0,0,4,4,7,1,1744000120,תוספות שאינן בשכר קובע ,34200,"  15,093 ","  17,260 ","  15,624 "
0,3,1,0,0,0,4,4,7,1,1744000130,שעות נוספות ,34200,"  14,549 ","  16,027 ","  16,302 "
0,4,1,0,0,0,4,4,7,1,1744000140,החזר הוצאות ,34200,"  92,726 ","  92,810 ","  84,158 "
1,8,1,0,0,0,4,4,7,1,1744000181,הפרשות סוציאליות ,34200,"  72,508 ","  82,272 ","  88,323 "
2,8,1,0,0,0,4,4,7,1,1744000182,מיסים ועלויות ,34200,"  43,362 ","  48,713 ","  50,722 "
2,1,5,0,0,0,4,4,7,1,1744000512,"אש""ל ונסיעות ",34200,  -   ,  800 ,  800 
1,2,5,0,0,0,4,4,7,1,1744000521,השתלמויות ,34200,  -   ,"  15,000 ",  -   
2,2,5,0,0,0,4,4,7,1,1744000522,ספרות מקצועית ,34200,  312 ,"  1,000 ","  1,000 "
0,4,5,0,0,0,4,4,7,1,1744000540,הוצאות תקשורת ,34200,"  10,605 ","  11,500 ","  9,000 "
2,8,5,0,0,0,4,4,7,1,1744000582,כרטיסי איזי פארק ,34200,  -   ,  210 ,  210 
1,3,7,0,0,0,4,4,7,1,1744000731,דלק ,34200,"  18,507 ","  20,000 ","  15,000 "
5,3,7,0,0,0,4,4,7,1,1744000735,השכרת רכב ,34200,"  66,583 ","  64,100 ","  65,600 "
0,1,1,0,0,1,4,4,7,1,1744100110,שכר קובע ,34500,"  73,490 ","  86,607 ","  82,484 "
0,2,1,0,0,1,4,4,7,1,1744100120,תוספות שאינן בשכר קובע ,34500,"  28,783 ","  32,962 ","  31,294 "
0,3,1,0,0,1,4,4,7,1,1744100130,שעות נוספות ,34500,"  6,819 ","  6,356 ","  4,325 "
0,4,1,0,0,1,4,4,7,1,1744100140,החזר הוצאות ,34500,"  35,358 ","  42,479 ","  36,616 "
1,8,1,0,0,1,4,4,7,1,1744100181,תוספות סוציאליות ,34500,"  19,653 ","  22,750 ","  21,372 "
2,8,1,0,0,1,4,4,7,1,1744100182,מיסים ועלויות ,34500,"  10,961 ","  12,760 ","  11,934 "
0,4,4,0,0,1,4,4,7,1,1744100440,ביטוח רמזורים ,34500,"  18,933 ","  111,600 ","  118,300 "
1,5,7,0,0,1,4,4,7,1,1744100751,אחזקת רמזורים ,34500,"  2,031,856 ","  2,296,240 ","  2,492,400 "
5,5,7,0,0,1,4,4,7,1,1744100755,החלפת פנסים בצמתים ,34500,"  247,033 ","  200,000 ","  200,000 "
1,7,7,0,0,1,4,4,7,1,1744100771,חשמל לרמזורים ,34500,"  701,924 ","  709,000 ","  792,000 "
2,4,7,0,0,3,4,4,7,1,1744300742,אחזקת מעקות תנועה ,103000,"  195,684 ","  200,000 ","  250,000 "
0,5,7,0,0,3,4,4,7,1,1744300750,עבודות בטיחות ,103000,"  182,037 ","  300,000 ","  375,000 "
1,5,7,0,0,3,4,4,7,1,1744300751,אחזקת מעקות תנועה ,103000,  -   ,  -   ,  -   
2,4,7,0,0,4,4,4,7,1,1744400742,אחזקת תמרורים ,103000,"  129,490 ","  280,000 ","  250,000 "
1,5,7,0,0,4,4,4,7,1,1744400751,אחזקת שלטי רחוב ,103000,"  97,340 ","  100,000 ","  150,000 "
0,1,1,0,0,5,4,4,7,1,1744500110,שכר קובע ,17500,"  700,311 ","  681,114 ","  612,756 "
0,2,1,0,0,5,4,4,7,1,1744500120,תוספות שאינן בשכר קובע ,17500,"  108,869 ","  102,545 ","  74,737 "
0,3,1,0,0,5,4,4,7,1,1744500130,שעות נוספות ,17500,"  7,173 ","  9,300 ","  2,264 "
0,4,1,0,0,5,4,4,7,1,1744500140,החזר הוצאות ,17500,"  173,267 ","  159,890 ","  124,802 "
1,8,1,0,0,5,4,4,7,1,1744500181,הפרשות סוציאליות ,17500,"  150,219 ","  144,932 ","  128,795 "
2,8,1,0,0,5,4,4,7,1,1744500182,מיסים ועלויות ,17500,"  75,152 ","  72,313 ","  62,904 "
1,3,4,0,0,5,4,4,7,1,1744500431,חשמל ,17500,  -   ,  -   ,  -   
3,3,4,0,0,5,4,4,7,1,1744500433,חומרי נקיון ,17500,  -   ,"  2,000 ","  2,000 "
4,3,4,0,0,5,4,4,7,1,1744500434,שירותי נקיון ,17500,"  13,946 ","  13,500 ","  29,400 "
1,1,5,0,0,5,4,4,7,1,1744500511,אירוח וכיבוד ,17500,  575 ,"  1,500 ","  1,500 "
2,2,5,0,0,5,4,4,7,1,1744500522,ספרות מקצועית ,17500,"  1,500 ","  1,500 ","  1,500 "
3,2,5,0,0,5,4,4,7,1,1744500523,דמי חבר מהנדסי בטיחות ,17500,  600 ,"  2,000 ","  2,000 "
0,4,5,0,0,5,4,4,7,1,1744500540,הוצאות תקשורת ,17500,"  16,833 ","  16,300 ","  14,000 "
0,5,5,0,0,5,4,4,7,1,1744500550,פרסום והדפסות ,17500,"  6,680 ","  10,000 ","  10,000 "
1,6,5,0,0,5,4,4,7,1,1744500561,צילום מסמכים ,17500,  -   ,"  3,000 ","  12,000 "
6,7,5,0,0,5,4,4,7,1,1744500576,תוכנת בטיחות ופיתוח ,17500,  -   ,  -   ,"  9,700 "
9,7,5,0,0,5,4,4,7,1,1744500579,קישור ,17500,  -   ,  -   ,  -   
0,8,5,0,0,5,4,4,7,1,1744500580,הוצאות אירגוניות ,17500,"  8,268 ","  12,000 ","  12,000 "
1,3,7,0,0,5,4,4,7,1,1744500731,דלק ,17500,"  15,248 ","  15,000 ","  31,000 "
5,3,7,0,0,5,4,4,7,1,1744500735,השכרת רכב ,17500,"  26,493 ","  32,800 ","  33,700 "
3,4,7,0,0,5,4,4,7,1,1744500743,רכישת כלים מכשירים וציוד ,17500,"  1,834 ","  10,000 ","  10,000 "
7,4,7,0,0,5,4,4,7,1,1744500747,ביגוד לצרכי עבודה ,17500,  -   ,"  2,400 ","  2,400 "
0,1,1,0,2,5,4,4,7,1,1744520110,שכר קובע ,49800,"  271,995 ","  261,824 ","  278,146 "
0,2,1,0,2,5,4,4,7,1,1744520120,תוספות שאינן בשכר קובע ,49800,"  91,031 ","  86,057 ","  90,115 "
0,3,1,0,2,5,4,4,7,1,1744520130,שעות נוספות ,49800,"  15,693 ","  14,723 ","  16,925 "
0,4,1,0,2,5,4,4,7,1,1744520140,החזר הוצאות ,49800,"  59,435 ","  53,370 ","  60,500 "
1,8,1,0,2,5,4,4,7,1,1744520181,הפרשות סוציאליות ,49800,"  74,938 ","  71,427 ","  77,726 "
2,8,1,0,2,5,4,4,7,1,1744520182,מיסים ועלויות ,49800,"  33,220 ","  31,500 ","  34,433 "
0,2,4,0,2,5,4,4,7,1,1744520420,תחזוקת מבנים ,49800,  -   ,"  12,000 ","  12,000 "
1,3,4,0,2,5,4,4,7,1,1744520431,חשמל-מרכז הדרכה ,49800,"  8,511 ","  10,000 ","  9,200 "
4,3,4,0,2,5,4,4,7,1,1744520434,שירותי נקיון ,49800,"  13,556 ","  20,000 ","  20,000 "
1,1,5,0,2,5,4,4,7,1,1744520511,אירוח וכיבוד ,49800,"  1,526 ","  1,900 ","  2,000 "
3,2,5,0,2,5,4,4,7,1,1744520523,דמי חבר-בטרם בעיר-בטיחות ,49800,  -   ,  -   ,"  15,000 "
0,4,5,0,2,5,4,4,7,1,1744520540,הוצאות תקשורת-מרכז הדרכה ,49800,"  6,046 ","  6,400 ","  6,000 "
0,5,5,0,2,5,4,4,7,1,1744520550,פרסום והדפסות ,49800,  -   ,"  2,500 ","  5,000 "
1,6,5,0,2,5,4,4,7,1,1744520561,צילום מסמכים ,49800,"  1,280 ","  1,500 ","  2,000 "
9,7,5,0,2,5,4,4,7,1,1744520579,קישור ,49800,  -   ,  -   ,  -   
3,4,7,0,2,5,4,4,7,1,1744520743,רכישת כלים מכשירים וציוד ,49800,  -   ,"  16,000 ","  16,000 "
0,8,7,0,2,5,4,4,7,1,1744520780,העברה מיועדת-משרד התחבורה,49800,  -   ,  -   ,  -   
2,8,7,0,2,5,4,4,7,1,1744520782,רכישת אביזרים ושיפוץ מגרש,49800,"  44,926 ","  55,555 ",  -   
3,8,7,0,2,5,4,4,7,1,1744520783,הוצא.פעולה בטיחות בדרכים ,49800,"  15,692 ","  20,000 ","  30,000 "
4,8,7,0,2,5,4,4,7,1,1744520784,פעילות בטיחות בדרכים ,49800,"  430,970 ","  577,000 ","  577,000 "
0,1,1,0,0,0,6,4,7,1,1746000110,שכר קובע ,56100,"  1,437,738 ","  1,514,863 ","  1,689,764 "
0,2,1,0,0,0,6,4,7,1,1746000120,תוספות שאינן בשכר קובע ,56100,"  404,852 ","  407,029 ","  435,969 "
0,3,1,0,0,0,6,4,7,1,1746000130,שעות נוספות ,56100,"  49,045 ","  43,625 ","  62,967 "
0,4,1,0,0,0,6,4,7,1,1746000140,החזר הוצאות ,56100,"  544,552 ","  542,388 ","  558,494 "
1,8,1,0,0,0,6,4,7,1,1746000181,הפרשות סוציאליות ,56100,"  371,588 ","  379,198 ","  426,658 "
2,8,1,0,0,0,6,4,7,1,1746000182,מיסים ועלויות ,56100,"  184,284 ","  187,228 ","  211,991 "
8,8,2,0,0,0,6,4,7,1,1746000288,השתתפות בשי לחגים ,56100,"  21,044 ","  22,000 ","  23,900 "
0,2,4,0,0,0,6,4,7,1,1746000420,תחזוקת מבנים ,56100,"  29,405 ","  34,200 ","  34,200 "
1,3,4,0,0,0,6,4,7,1,1746000431,חשמל ,56100,"  32,043 ","  35,000 ","  20,100 "
2,3,4,0,0,0,6,4,7,1,1746000432,מים ,56100,  -   ,  -   ,  -   
3,3,4,0,0,0,6,4,7,1,1746000433,חומרי ניקיון ,56100,  975 ,"  1,000 ","  1,000 "
4,3,4,0,0,0,6,4,7,1,1746000434,שירותי נקיון ,56100,"  26,797 ","  27,000 ","  28,000 "
5,3,4,0,0,0,6,4,7,1,1746000435,ביוב ,56100,  -   ,  -   ,  -   
0,4,4,0,0,0,6,4,7,1,1746000440,ביטוח מבנה ותכולה ,56100,  267 ,"  1,500 ","  1,700 "
0,7,4,0,0,0,6,4,7,1,1746000470,ציוד משרדי ,56100,"  1,647 ","  1,150 ","  2,000 "
1,1,5,0,0,0,6,4,7,1,1746000511,אירוח וכיבוד ,56100,"  1,859 ","  1,900 ","  2,000 "
2,1,5,0,0,0,6,4,7,1,1746000512,"אש""ל ונסיעות ",56100,  -   ,"  1,000 ","  1,000 "
2,2,5,0,0,0,6,4,7,1,1746000522,ספרות מקצועית ,56100,  -   ,"  1,000 ","  1,000 "
3,2,5,0,0,0,6,4,7,1,1746000523,דמי חבר בארגונים ,56100,"  1,850 ","  3,000 ","  3,000 "
0,4,5,0,0,0,6,4,7,1,1746000540,הוצאות תקשורת ,56100,"  35,359 ","  38,000 ","  32,000 "
1,6,5,0,0,0,6,4,7,1,1746000561,צילום מסמכים ,56100,"  2,477 ","  2,000 ","  2,000 "
0,2,7,0,0,0,6,4,7,1,1746000720,חומרים ,56100,  -   ,  -   ,  -   
5,2,7,0,0,0,6,4,7,1,1746000725,חומרי אינסטלציה וטיפטוף ,56100,  -   ,"  8,600 ","  9,000 "
8,2,7,0,0,0,6,4,7,1,1746000728,חומרים גדרות מעקות ,56100,  107 ,"  8,600 ","  9,000 "
1,3,7,0,0,0,6,4,7,1,1746000731,דלק ,56100,"  21,112 ","  13,000 ","  23,000 "
5,3,7,0,0,0,6,4,7,1,1746000735,שכירת רכב ,56100,"  70,904 ","  73,300 ","  75,900 "
2,4,7,0,0,0,6,4,7,1,1746000742,תיקון כלי עבודה ,56100,"  11,265 ","  11,400 ","  11,500 "
3,4,7,0,0,0,6,4,7,1,1746000743,כלי עבודה וציוד כללי ,56100,"  7,238 ","  20,000 ","  25,000 "
7,4,7,0,0,0,6,4,7,1,1746000747,ביגוד לצרכי עבודה ,56100,  -   ,"  4,800 ","  4,800 "
0,5,7,0,0,0,6,4,7,1,1746000750,פעולות יעול בהשקיית גינון,56100,  -   ,  -   ,  -   
1,5,7,0,0,0,6,4,7,1,1746000751,אחזקת שטחי גינון ,56100,"  12,509,834 ","  13,402,000 ","  13,800,000 "
2,5,7,0,0,0,6,4,7,1,1746000752,גיזום ,56100,"  179,730 ","  203,000 ","  210,000 "
3,5,7,0,0,0,6,4,7,1,1746000753,אחזקת מתקני משחק ,56100,"  1,237,870 ",  -   ,  -   
4,5,7,0,0,0,6,4,7,1,1746000754,פרחים עונתיים ,56100,  -   ,  -   ,  -   
5,5,7,0,0,0,6,4,7,1,1746000755,אחזקת מע' השקיה ממוחשבת ,56100,"  229,855 ","  330,000 ","  330,000 "
6,5,7,0,0,0,6,4,7,1,1746000756,בדיקות מעבדה ,56100,  -   ,  500 ,  500 
7,5,7,0,0,0,6,4,7,1,1746000757,עבודות מסגרות ואינסטלציה ,56100,"  20,195 ","  100,000 ","  100,000 "
8,5,7,0,0,0,6,4,7,1,1746000758,"עבודות רג""י בקבלנות ",56100,  -   ,"  700,000 ","  711,000 "
9,6,7,0,0,0,6,4,7,1,1746000769,שירות לאומי ,56100,  -   ,  -   ,"  38,000 "
2,7,7,0,0,0,6,4,7,1,1746000772,מים להשקיה ,56100,"  8,165,901 ","  7,000,000 ","  7,300,000 "
0,8,7,0,0,0,6,4,7,1,1746000780,השתת.באחזקת גינות קהילתיו,56100,  -   ,  -   ,"  20,000 "
1,8,7,0,0,0,6,4,7,1,1746000781,מבצע סכך ,56100,  -   ,  -   ,  -   
2,8,7,0,0,0,6,4,7,1,1746000782,הוצאות אחרות לפעולה ,56100,  166 ,"  1,000 ","  1,000 "
0,3,9,0,0,0,6,4,7,1,1746000930,רכישת ציוד יסודי ,56100,  -   ,  -   ,  -   
6,8,9,1,0,0,6,4,7,1,1746001986,ה.מ.כלי עבודה וציוד כללי ,56100,  -   ,"  5,000 ",  -   
6,8,9,2,0,0,6,4,7,1,1746002986,ה.מ.אחזקת שטחי גינון ,56100,  -   ,"  568,000 ",  -   
6,8,9,3,0,0,6,4,7,1,1746003986,הוצאה מותנית גיזום ,56100,  -   ,"  147,000 ",  -   
6,8,9,4,0,0,6,4,7,1,1746004986,הוצאה מותנית פרחים עונתיי,56100,  -   ,"  300,000 ",  -   
6,8,9,5,0,0,6,4,7,1,1746005986,ה.מ.הכנת תשתיות מים לגינו,56100,  -   ,"  150,000 ",  -   
1,5,7,0,0,1,6,4,7,1,1746100751,תגבור פינוי גזם ,56100,  -   ,  -   ,  -   
2,5,7,0,0,1,6,4,7,1,1746100752,הכנת תשתיות מים לגינון ,56100,  -   ,  -   ,  -   
0,1,1,0,0,3,6,4,7,1,1746300110,שכר קובע ,104000,  -   ,  -   ,"  31,578 "
0,2,1,0,0,3,6,4,7,1,1746300120,תוספות שאינן בשכר קובע ,104000,  -   ,  -   ,"  6,979 "
0,3,1,0,0,3,6,4,7,1,1746300130,שעות נוספות ,104000,  -   ,  -   ,"  1,280 "
0,4,1,0,0,3,6,4,7,1,1746300140,החזר הוצאות ,104000,  -   ,  -   ,"  6,287 "
1,8,1,0,0,3,6,4,7,1,1746300181,הפרשות סוציאליות ,104000,  -   ,  -   ,"  8,360 "
2,8,1,0,0,3,6,4,7,1,1746300182,מיסים ועלויות ,104000,  -   ,  -   ,"  3,536 "
1,3,7,0,0,3,6,4,7,1,1746300731,דלק ,104000,  -   ,  -   ,"  20,000 "
5,3,7,0,0,3,6,4,7,1,1746300735,השכרת רכב ,104000,  -   ,  -   ,"  33,000 "
7,5,7,0,0,3,6,4,7,1,1746300757,אחזקת מזרקות ,104000,"  249,980 ","  350,000 ","  550,000 "
1,7,7,0,0,3,6,4,7,1,1746300771,חשמל למזרקות ,104000,"  71,696 ","  130,000 ","  120,000 "
2,7,7,0,0,3,6,4,7,1,1746300772,מים למזרקות ,104000,  835 ,"  60,000 ","  237,800 "
2,4,4,0,0,4,6,4,7,1,1746400442,שיפוי עבור נזקים ,56100,  -   ,  -   ,  -   
0,5,7,0,0,4,6,4,7,1,1746400750,אחזקת מתקני משחק ,56100,  -   ,"  1,368,000 ","  1,368,000 "
1,5,7,0,0,4,6,4,7,1,1746400751,אחזקת ריהוט גן ,56100,  -   ,  -   ,  -   
6,8,9,0,0,4,6,4,7,1,1746400986,הוצאה מותנית אחזקת ריהוט ,56100,  -   ,"  100,000 ",  -   
0,1,1,0,0,0,9,4,7,1,1749000110,שכר קובע ,34700,"  157,896 ","  149,710 ","  158,638 "
0,2,1,0,0,0,9,4,7,1,1749000120,תוספות שאינן בשכר קובע ,34700,"  76,694 ","  70,500 ","  76,138 "
0,3,1,0,0,0,9,4,7,1,1749000130,שעות נוספות ,34700,"  24,278 ","  22,272 ","  15,394 "
0,4,1,0,0,0,9,4,7,1,1749000140,החזר הוצאות ,34700,"  57,182 ","  51,608 ","  61,400 "
1,8,1,0,0,0,9,4,7,1,1749000181,תוספות סוציאליות ,34700,"  44,674 ","  41,589 ","  44,309 "
2,8,1,0,0,0,9,4,7,1,1749000182,מיסים ועלויות ,34700,"  23,850 ","  22,175 ","  23,864 "
0,2,7,0,0,0,9,4,7,1,1749000720,חומרי חשמל ,34700,"  11,159 ","  14,250 ","  14,250 "
3,4,7,0,0,0,9,4,7,1,1749000743,רכישת כלים מכשירים וציוד ,34700,"  3,775 ","  9,594 ","  17,500 "
0,1,1,0,0,1,9,4,7,1,1749100110,שכר קובע ,102000,"  1,934,744 ","  1,937,510 ","  2,021,804 "
0,2,1,0,0,1,9,4,7,1,1749100120,תוספות שאינן בשכר קובע ,102000,"  341,525 ","  336,377 ","  344,732 "
0,3,1,0,0,1,9,4,7,1,1749100130,שעות נוספות ,102000,"  21,139 ","  20,679 ","  19,853 "
0,4,1,0,0,1,9,4,7,1,1749100140,החזר הוצאות ,102000,"  284,373 ","  269,575 ","  265,820 "
1,8,1,0,0,1,9,4,7,1,1749100181,הפרשות סוציאליות ,102000,"  420,481 ","  416,827 ","  438,693 "
2,8,1,0,0,1,9,4,7,1,1749100182,מיסים ועלויות ,102000,"  196,031 ","  194,443 ","  204,520 "
8,8,2,0,0,1,9,4,7,1,1749100288,השתתפות בשי לחגים ,102000,"  29,328 ","  31,000 ","  33,700 "
0,2,4,0,0,1,9,4,7,1,1749100420,תחזוקת מבנים ,102000,  -   ,  -   ,  -   
1,3,4,0,0,1,9,4,7,1,1749100431,חשמל ,102000,"  18,794 ","  14,000 ","  24,500 "
2,3,4,0,0,1,9,4,7,1,1749100432,מים ,102000,  -   ,  -   ,  -   
3,3,4,0,0,1,9,4,7,1,1749100433,חומרי נקיון ,102000,  668 ,"  1,500 ","  1,500 "
4,3,4,0,0,1,9,4,7,1,1749100434,שירותי נקיון ,102000,"  12,662 ","  13,000 ","  14,500 "
5,3,4,0,0,1,9,4,7,1,1749100435,ביוב ,102000,  -   ,  -   ,  -   
0,4,4,0,0,1,9,4,7,1,1749100440,ביטוח מבנה ותכולה ,102000,  800 ,"  4,700 ","  5,000 "
1,4,4,0,0,1,9,4,7,1,1749100441,ביטוח רכב ,102000,"  9,169 ","  9,500 ","  10,000 "
2,4,4,0,0,1,9,4,7,1,1749100442,שיפוי עבור נזקים ,102000,  -   ,  -   ,  -   
1,1,5,0,0,1,9,4,7,1,1749100511,אירוח וכיבוד ,102000,"  1,442 ","  2,000 ","  2,000 "
0,4,5,0,0,1,9,4,7,1,1749100540,הוצאות תקשורת ,102000,"  22,759 ","  22,400 ","  21,000 "
1,6,5,0,0,1,9,4,7,1,1749100561,צילום מסמכים ,102000,  601 ,"  1,200 ","  1,250 "
0,2,7,0,0,1,9,4,7,1,1749100720,חומרים ,102000,  307 ,  -   ,  -   
1,3,7,0,0,1,9,4,7,1,1749100731,דלק ,102000,"  79,086 ","  80,000 ","  97,000 "
2,3,7,0,0,1,9,4,7,1,1749100732,תיקוני רכב ,102000,"  5,942 ","  6,000 ","  7,000 "
3,3,7,0,0,1,9,4,7,1,1749100733,אגרת רישוי רכב ,102000,  157 ,  200 ,"  1,000 "
5,3,7,0,0,1,9,4,7,1,1749100735,השכרת רכב ,102000,"  358,450 ","  370,300 ","  416,400 "
3,4,7,0,0,1,9,4,7,1,1749100743,רכישת כלים מכשירים וציוד ,102000,"  10,502 ","  30,445 ","  20,000 "
7,4,7,0,0,1,9,4,7,1,1749100747,ביגוד לצרכי עבודה ,102000,  -   ,  -   ,  -   
0,4,4,0,1,1,9,4,7,1,1749110440,ביטוח-עבודות קבלניות ,102000,"  1,333 ","  11,000 ","  8,300 "
0,1,1,0,0,2,9,4,7,1,1749200110,שכר קובע ,105000,"  277,565 ","  266,836 ","  282,141 "
0,2,1,0,0,2,9,4,7,1,1749200120,תוספות שאינן בשכר קובע ,105000,"  163,504 ","  202,039 ","  209,020 "
0,3,1,0,0,2,9,4,7,1,1749200130,שעות נוספות ,105000,"  66,377 ","  63,308 ","  67,909 "
0,4,1,0,0,2,9,4,7,1,1749200140,החזר הוצאות ,105000,"  71,844 ","  70,181 ","  68,440 "
1,8,1,0,0,2,9,4,7,1,1749200181,הפרשות סוציאליות ,105000,"  85,493 ","  82,729 ","  87,691 "
2,8,1,0,0,2,9,4,7,1,1749200182,מיסים ועלויות ,105000,"  43,715 ","  42,238 ","  44,553 "
3,3,4,0,0,2,9,4,7,1,1749200433,חומרי נקיון ,105000,"  3,979 ","  4,000 ","  4,000 "
0,4,4,0,0,2,9,4,7,1,1749200440,ביטוח אש-פ.החייל האוסטרלי,105000,  -   ,"  49,200 ",  -   
0,7,4,0,0,2,9,4,7,1,1749200470,ציוד משרדי ,105000,  -   ,"  2,850 ","  3,000 "
1,1,5,0,0,2,9,4,7,1,1749200511,אירוח וכיבוד ,105000,"  2,195 ","  2,850 ","  4,000 "
0,4,5,0,0,2,9,4,7,1,1749200540,הוצאות תקשורת ,105000,"  16,444 ","  18,000 ","  15,500 "
1,6,5,0,0,2,9,4,7,1,1749200561,צילום מסמכים ,105000,  -   ,  -   ,"  2,000 "
2,4,7,0,0,2,9,4,7,1,1749200742,אחזקת מערכות ט.מ.ס. ,105000,  -   ,"  7,000 ","  7,000 "
3,4,7,0,0,2,9,4,7,1,1749200743,רכישת כלים מכשירים וציוד ,105000,"  26,206 ","  33,250 ","  33,250 "
0,5,7,0,0,2,9,4,7,1,1749200750,שירותי נקיון בפארק ,105000,"  52,173 ","  50,000 ","  50,000 "
1,5,7,0,0,2,9,4,7,1,1749200751,אחזקת גינון ,105000,"  160,244 ","  235,000 ","  235,000 "
2,5,7,0,0,2,9,4,7,1,1749200752,אחזקת מתקני משחק ,105000,"  28,374 ","  36,000 ","  36,000 "
3,5,7,0,0,2,9,4,7,1,1749200753,תחזוקת אתר הפארק ,105000,  -   ,  -   ,  -   
9,5,7,0,0,2,9,4,7,1,1749200759,שמירה ,105000,"  336,088 ","  360,000 ","  403,538 "
2,4,7,0,0,3,9,4,7,1,1749300742,אחזקת ציוד ,56100,  -   ,  -   ,  -   
3,4,7,0,0,3,9,4,7,1,1749300743,רכישת כלים מכשירים וציוד ,56100,  -   ,"  100,000 ","  100,000 "
