,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
,,,,8175,ביטוח תלמידים,,,,,
817500440,ביטוח תלמידים,81,440,817500,הוצאות ביטוח תלמידים (במקביל בהכנסות סעיף 3175/420),1100,1080,708,708,714
,,,,8175,"סה""כ - ביטוח תלמידים:",1100,1080,708,708,714
,,,,8177,קציני ביקור סדיר,,,,,
817700100,קציני ביקור סדיר,81,100,817700,משכורות כוללות ,642,590,593,545,531
,,,,8177,"סה""כ - קציני ביקור סדיר:",642,590,593,545,531
,,,,8178,הסעות תלמידים,,,,,
817800750,הסעות תלמידים,81,750,817800,מימון הסעים (מתחייב),7448,7921,7736,7696,7485
817800751,הסעות תלמידים,81,751,817800,מימון הסעים - תוספת עירונית ,3509,3025,3043,2316,1669
817800752,הסעות תלמידים,81,752,817800,ליווי הסעים בחינוך המיוחד,5038,4557,4732,4612,3183
817800780,הסעות תלמידים,81,780,817800,"מימון היסעים פר קפיטה - בהשתתפות משרד החינוך (כולל בי""ס ימי)",300,0,0,0,0
817800781,הסעות תלמידים,81,781,817800,מימון היסעים פר קפיטה - סבסוד הרשות,300,0,0,0,0
,,,,8178,"סה""כ - הסעות תלמידים:",16595,15503,15511,14624,12337
,,,,8179,"המרכז להוראה מתקנת - ""מטרה""",,,,,
817900100,המרכז להוראה מתקנת,81,100,817900,שכר עובדי הוראה ,1512,1250,1230,1230,1065
817900101,המרכז להוראה מתקנת,81,101,817900,שכר עובדי הוראה - מועדוניות רווחה ,149,153,150,150,153
817900102,המרכז להוראה מתקנת,81,102,817900,שכר מינהלה ,460,420,423,423,402
817900103,המרכז להוראה מתקנת,81,103,817900,שכר פסיכולוגים - אבחון דידקטי וקשב ,134,135,135,135,157
817900410,המרכז להוראה מתקנת,2,410,817900,שכר דירה,250,245,275,275,245
817900420,המרכז להוראה מתקנת,5,420,817900,תיקונים ואחזקה,4,4,4,4,4
817900430,המרכז להוראה מתקנת,81,430,817900,הוצאות חשמל,18,18,18,18,16
817900470,המרכז להוראה מתקנת,81,470,817900,ציוד משרדי שוטף,10,10,10,10,10
817900540,המרכז להוראה מתקנת,10,540,817900,טלפון ישיר,5,5,5,5,3
817900742,המרכז להוראה מתקנת,81,742,817900,אחזקת מכונת צילום,5,5,5,5,3
817900750,המרכז להוראה מתקנת,5,750,817900,עבודות נקיון בקבלנות,49,49,47,49,45
817900751,המרכז להוראה מתקנת,81,751,817900,אבחון דידקטי וקשב,149,150,150,150,134
817900755,המרכז להוראה מתקנת,81,755,817900,"העסקת כ""א באמצעות חב' השמה",50,50,50,50,34
817900780,המרכז להוראה מתקנת,81,780,817900,הוצאות שוטפות ואחרות ,65,60,60,60,63
817900850,המרכז להוראה מתקנת,81,850,817900,הנחות לתלמידים (כולל ועדת הנחות),110,100,100,100,109
817900860,המרכז להוראה מתקנת,81,860,817900,סבסוד אבחונים - נזקקים ,100,100,100,100,51
817900930,המרכז להוראה מתקנת,81,930,817900,רכישת ציוד יסודי,10,20,20,20,20
,,,,8179,"סה""כ - המרכז להוראה מתקנת - ""מטרה"":",3080,2774,2782,2784,2514
,,,,81791,תלמידי חוץ,,,,,
817910760,תלמידי חוץ,81,760,817910,מימון שכר לימוד לתלמידי חוץ - חינוך רגיל ,300,260,260,260,249
817910761,תלמידי חוץ,81,761,817910,מימון שכר לימוד לתלמידי חוץ - חינוך מיוחד ,1620,1600,1600,1600,1556
,,,,81791,"סה""כ - תלמידי חוץ:",1920,1860,1860,1860,1804
,,,,81792,יום לימודים ארוך,,,,,
817920100,"יול""א",81,100,817920,משכורות כוללות - פיקוח על צהרונים,93,86,90,90,82
817920101,"יול""א",81,101,817920,שעות תגבור - שכר בשעות אפקטיביות,239,0,0,0,0
817920750,"יול""א",81,750,817920,"הפעלת יול""א באמצעות קרן קרב ושונות  (ב- 2015 עבר ליסודיים סעיף 8132/780)",0,0,0,0,4411
817920751,"יול""א",82,751,817920,"תיגבור וחיזוק החינוך הממלכתי דתי (באמצעות מתנ""ס פוסטר) ",0,105,105,105,105
817920752,"יול""א",82,752,817920,"תיגבור וחיזוק צהרונים בגנ""י (3)",200,200,200,200,146
817920782,"יול""א",81,782,817920,"יול""א חינוך מיוחד",0,70,70,70,49
817920783,"יול""א",81,783,817920,סבסוד אוכלוסיות חלשות (צהרונים) א'-ג' (ב- 2015 הופרד מיסודיים סעיף 8132/784),120,170,170,170,0
817920784,"יול""א",81,784,817920,"יול""א בהרצל כולל ארוחות והעשרה (ב- 2015 הופרד מסעיפים: 8132/784 ו- 81792/750)",0,604,604,444,0
817920785,"יול""א",81,785,817920,"הפעלת יול""א ביד התשעה (ב- 2015 הופרד מגנ""י סעיף 812/784)",20,20,20,20,0
817920786,"יול""א",81,786,817920,סבסוד תלמידי א' - ג' שישתלבו בצהרון בתוך בתי הספר,212,0,0,0,0
817920787,"יול""א",81,787,817920,"יול""א במתנ""ס לילדי הרצל",165,0,0,0,0
817920788,"יול""א",82,788,817920,"סבסוד יול""א בגני-ילדים באמצעות מתנ""ס פוסטר (ב- 2016 עבר מסעיף 81792/870)",713,0,0,0,0
817920870,"יול""א",82,870,817920,"סבסוד יול""א בגני-ילדים באמצעות מתנ""ס פוסטר (ב- 2016 עבר לסעיף 81792/788)",0,750,750,750,486
,,,,81792,"סה""כ - יום לימודים ארוך:",1762,2005,2009,1849,5279
,,,,81793,הנחות וסיוע לתלמידים במערכת החינוך,,,,,
817930850,הנחות וסיוע לתלמידים במערכת החינוך,81,850,817930,(סיוע לתלמידים נזקקים (ועדת הנחות כולל נסיעות,166,186,186,186,127
817930855,הנחות וסיוע לתלמידים במערכת החינוך,81,855,817930,סבסוד תלמידי החינוך הדתי הלומדים מחוץ לעיר,478,478,478,320,413
817930856,הנחות וסיוע לתלמידים במערכת החינוך,81,856,817930,"מצויינות ומלגות לתחרויות בחו""ל",20,20,20,20,0
817930860,הנחות וסיוע לתלמידים במערכת החינוך,81,860,817930,"החזרי הנחות לבתי""ס  ",98,98,98,98,98
817930861,הנחות וסיוע לתלמידים במערכת החינוך,81,861,817930,"הנחות צהרונים (בתי""ס)",120,120,115,285,264
,,,,81793,"סה""כ - הנחות וסיוע לתלמידים במערכת החינוך:",882,902,897,909,901
,,,,81795,פעולות בטיחות,,,,,
817950781,פעולות בטיחות ,7,781,817950,פעולות בטיחות במערך החינוך ,250,250,250,250,178
817951755,פעולות בטיחות ,81,755,817951,העסקת מלווים במעברי חצייה,250,253,253,227,258
,,,,81795,"סה""כ - פעולות בטיחות :",500,503,503,477,436
,,,,81796,תחזוקת מוסדות חינוך והצטיידות,,,,,
817960100,"הצטיידות ותחזוקת מוס""ח",5,100,817960,עובדי תחזוקת מבני חינוך (סעיף מתחלק בין חינוך לבין כלל העירייה - יחד עם ס. 9383/100),1022,970,970,1080,1071
817960420,"הצטיידות ותחזוקת מוס""ח",5,420,817960,"תיקונים ואחזקת מבנים ורהוט - מוסדות חינוך (יסודיים, חט""ב ותיכונים בניהול עצמי)",700,900,900,800,780
817960421,"הצטיידות ותחזוקת מוס""ח",5,421,817960,"תיקונים ואחזקת מתקני משחק בבתי""ס",71,80,80,90,78
817960423,"הצטיידות ותחזוקת מוס""ח",5,423,817960,"ביקורת והדרכות בטיחות אש - מוס""ח (כללי בפרק .721)",80,100,100,200,5
817960425,"הצטיידות ותחזוקת מוס""ח",81,425,817960,אחזקת בתי ספר (כנגד הכנסות מדמי שימוש - סעיף 317960/420),260,240,240,970,735
817960426,"הצטיידות ותחזוקת מוס""ח",2,426,817960,"העברה לבתי""ס בגין הכנסות ממערכות פוטו וולטאיות",70,68,70,70,65
817960432,"הצטיידות ותחזוקת מוס""ח",81,432,817960,"הוצאות צריכת מים ואגרת ביוב - מוסדות חינוך (יסודיים, חט""ב ותיכונים בניהול עצמי)",77,77,77,77,22
817960720,"הצטיידות ותחזוקת מוס""ח",5,720,817960,חומרים ונורות חשמל ,100,120,120,120,118
817960740,"הצטיידות ותחזוקת מוס""ח",5,740,817960,ציוד כיבוי אש - אחזקה וחידוש,122,152,152,152,122
817960747,"הצטיידות ותחזוקת מוס""ח",5,747,817960,אחזקת ציוד ומזגנים במוסדות חינוך ,600,580,580,580,676
817960750,"הצטיידות ותחזוקת מוס""ח",3,750,817960,"שרותי אחזקה חיצוניים לעבודות גינון בגנ""י ובבתי""ס שאינם בניהול עצמי ",673,641,641,580,540
817960780,"הצטיידות ותחזוקת מוס""ח",3,780,817960,"שימור גנים וחידוש צמחיה בבתי""ס שאינם בניהול עצמי",265,263,263,323,321
817960781,"הצטיידות ותחזוקת מוס""ח",5,781,817960,בטיחות מוסדות חינוך,550,650,650,550,489
817960782,"הצטיידות ותחזוקת מוס""ח",5,782,817960,פריסה וקיפול הצללות+אחזקה,330,400,400,400,110
817960783,"הצטיידות ותחזוקת מוס""ח",5,783,817960,"בדיקות וסקרי בטיחות במוס""ח ",240,240,240,240,237
817960930,"הצטיידות ותחזוקת מוס""ח",81,930,817960,"רכישת ציוד יסודי לבתי""ס וגנ""י",350,235,235,150,314
817960931,"הצטיידות ותחזוקת מוס""ח",10,931,817960,"חידוש ציוד יסודי למיחשוב לבתי""ס וגנ""י",200,250,250,250,602
817960932,"הצטיידות ותחזוקת מוס""ח",81,932,817960,"פרוייקט ""מחשב לכל ילד""",36,36,36,36,26
,,,,81796,"סה""כ - תחזוקת מוסדות חינוך והצטיידות:",5746,6002,6004,6668,6310
,,,,81797,קידום נוער  (הועבר מפרק .8285),,,,,
817970100,קידום נוער,81,100,817970,משכורות כוללות ,920,1070,1123,1123,1115
817970430,קידום נוער,81,430,817970,הוצאות חשמל,8,8,8,8,5
817970432,קידום נוער,81,432,817970,הוצאות צריכת מים ואגרת ביוב,3,3,3,3,0
817970540,קידום נוער,10,540,817970,טלפון ישיר,10,10,12,12,9
817970550,קידום נוער,12,550,817970,פרסומים ודפוס,2,2,2,2,0
817970750,קידום נוער,5,750,817970,נקיון בקבלנות במועדון נוער עולה בסיכון,20,20,20,52,18
817970780,קידום נוער,81,780,817970,הוצאות אחרות לפעולות,100,84,84,84,70
,,,,8179,"סה""כ - קידום נוער:",1063,1197,1252,1284,1217
,,,,818,"השכלת מבוגרים - תהילה, הנח' הלשון, תיכונית וקתדרה עממית",,,,,
818000100,השכלת מבוגרים,82,100,818000,משכורות כוללות (הוראה),0,0,0,0,60
818000540,השכלת מבוגרים,10,540,818000,טלפון ישיר,3,3,3,3,3
818000550,השכלת מבוגרים,12,550,818000,פרסומים ודפוס,5,5,5,5,5
818000781,השכלת מבוגרים,82,781,818000,מרכז הורות (באמצעות בית פוסטר)  (החל משנת 2016 בסעיף 818/870),0,50,50,50,50
818000870,השכלת מבוגרים,82,870,818000,מרכז הורות (באמצעות בית פוסטר)  (בשנת 2016 עבר מסעיף 818/781),130,0,0,0,0
818000871,השכלת מבוגרים,82,871,818000,מכללת גימלאים ,71,75,75,75,75
,,,,818,"סה""כ - השכלת מבוגרים:",209,133,133,133,193
,,,,81,"סה""כ - חינוך:",0,0,0,0,0
,,,,82,"תרבות, נוער וספורט",,,,,
,,,,821,"מינהל תנו""ס",,,,,
821000100,"מינהל תנו""ס",82,100,821000,משכורות כוללות,408,400,264,264,667
821000102,"מינהל תנו""ס",82,102,821000,"משכורות כוללות - חשבות תנו""ס",398,200,200,200,190
821000430,"מינהל תנו""ס",82,430,821000,הוצאות חשמל ,26,25,25,25,0
821000470,"מינהל תנו""ס",82,470,821000,ציוד משרדי שוטף ,30,45,45,45,36
821000511,"מינהל תנו""ס",82,511,821000,הוצאות כיבוד (כלל מחלקתי - כולל אולמות ספורט),36,36,36,36,29
821000540,"מינהל תנו""ס",10,540,821000,טלפון ישיר ,21,22,20,20,27
821000755,"מינהל תנו""ס",82,755,821000,"העסקת כ""א באמצעות חב' השמה (בנות שירות לאומי)",25,25,25,38,31
821000780,"מינהל תנו""ס",82,780,821000,החזר לתאגיד התרבות העירוני בגין 50% מעלות שכר חשבת,0,0,0,0,176
821000930,"מינהל תנו""ס",82,930,821000,"רכישת ציוד יסודי ואחזקתו - מנהלת תנו""ס",100,0,0,0,0
,,,,821,"סה""כ - מינהל תנו""ס:",1044,753,615,628,1155
,,,,822,פעולות תרבות,,,,,
822000100,פעולות תרבות,82,100,822000,משכורות כוללות ,856,660,860,860,657
822000420,פעולות תרבות,5,420,822000,תיקונים ואחזקה - מרכזים קהילתיים ,11,11,11,11,11
822000550,פעולות תרבות,12,550,822000,פרסומים ודפוס ,130,130,130,130,127
822000551,פעולות תרבות,12,551,822000,עדלאידע - פרסומים ודפוס,100,99,100,100,0
822000720,פעולות תרבות,82,720,822000,"הוצאות שונות פעולות תנו""ס (מותנה בהכנסות - סעיף 322/420)",60,60,60,60,58
822000750,פעולות תרבות,5,750,822000,עדלאידע - הוצאות תחזוקה ולוגיסטיקה,235,450,500,250,0
822000751,פעולות תרבות,9,751,822000,עדלאידע - אבטחה בקבלנות,220,0,0,0,0
822000783,פעולות תרבות,82,783,822000,ארועים ופעולות תרבות ,620,613,613,600,628
822000784,פעולות תרבות,82,784,822000,"ארועי ""שבת תרבות""",63,63,63,63,63
822000785,פעולות תרבות,82,785,822000,ארועי קיץ (כולל פרסומים ודפוס),200,200,200,200,133
822000786,פעולות תרבות,82,786,822000,  (מוסיקה בגן בן שפר (כולל אבטחה ופרסום,180,180,180,180,133
822000788,פעולות תרבות,82,788,822000,עדלאידע - הוצאות לפעולות ,1000,1000,1000,1000,1004
822000789,פעולות תרבות,82,789,822000,מופעים בפארק,650,650,650,650,648
822001780,פעולות תרבות,82,780,822001,הוצאות בגין חגיגת המימונה,56,56,56,56,56
822001781,פעולות תרבות,82,781,822001,אירועי קיץ בשכונות,80,100,100,100,0
822001782,פעולות תרבות,82,782,822001,טקס עולים לכיתה א' ויריד חוגים,80,0,0,0,0
822001960,פעולות תרבות,82,960,822001,"רזרבת מנהל תנו""ס",100,100,100,100,127
,,,,822,"סה""כ - פעולות תרבות:",4641,4372,4623,4360,3644
,,,,8221,מינהלת סוקולוב ,,,,,
822100100,המרכז החדש,1,100,822100,משכורות כוללות,368,360,390,390,318
822100410,המרכז החדש,2,410,822100,שכר דירה,27,12,16,0,0
822100550,המרכז החדש,12,550,822100,פרסומים ודפוס,80,100,100,100,97
822100755,המרכז החדש,1,755,822100,העסקה באמצעות חברת השמה,0,0,0,0,75
822100780,המרכז החדש,1,780,822100,ארועי תרבות וקידום המסחר,400,400,400,400,318
822100781,המרכז החדש,1,781,822100,שאטלים ממרכז העיר,400,0,0,0,0
,,,,8221,"סה""כ - מינהלת סוקולוב:",1275,872,906,890,807
,,,,823,ספריה עירונית מרכזית,,,,,
823000100,ספריה עירונית מרכזית,82,100,823000,משכורות כוללות,2488,2400,2500,2500,2418
823000420,ספריה עירונית מרכזית,5,420,823000,תיקונים ואחזקה,7,7,7,7,7
823000429,ספריה עירונית מרכזית,2,429,823000,ועד בית,12,9,12,12,9
823000430,ספריה עירונית מרכזית,82,430,823000,הוצאות חשמל,78,76,76,76,71
823000450,ספריה עירונית מרכזית,82,450,823000,ריהוט ואחזקתו,20,20,20,20,18
823000470,ספריה עירונית מרכזית,82,470,823000,ציוד משרדי שוטף,28,35,35,35,35
823000522,ספריה עירונית מרכזית,82,522,823000,עיתונים,25,25,25,25,25
823000540,ספריה עירונית מרכזית,10,540,823000,טלפון ישיר,20,20,25,25,19
823000550,ספריה עירונית מרכזית,12,550,823000,פרסומים ודפוס,30,29,29,29,29
823000570,ספריה עירונית מרכזית,10,570,823000,הוצאות מיכון (כולל שירות לתוכנת אידאה),179,178,178,178,170
823000720,ספריה עירונית מרכזית,82,720,823000,רכישת ספרים ומדיה מגנטית (מותנה בהכנסות - סעיף 323/420),40,50,30,30,37
823000721,ספריה עירונית מרכזית,82,721,823000,סיוע לספריות לווין (ספרים ואירועים),60,50,50,50,50
823000750,ספריה עירונית מרכזית,5,750,823000,נקיון בקבלנות,91,90,90,94,92
823000751,ספריה עירונית מרכזית,9,751,823000,אבטחה בקבלנות ,122,116,116,109,110
823000752,ספריה עירונית מרכזית,5,752,823000,אחזקת מעלית בקבלנות,21,31,31,18,18
823000780,ספריה עירונית מרכזית,82,780,823000,הוצאות אחרות,30,30,30,30,27
823000781,ספריה עירונית מרכזית,82,781,823000,פעולות תרבות (מותנה בהכנסות - סעיף 323/421),90,90,80,80,102
823000783,ספריה עירונית מרכזית,82,783,823000,ארועי תרבות וחוגים,50,50,50,50,50
,,,,823,"סה""כ - ספריה עירונית מרכזית:",3391,3306,3384,3368,3286
,,,,8231,ספריה באזור מערבי,,,,,
823100100,ספריה באזור המערבי,82,100,823100, משכורות כוללות,78,76,57,57,50
,,,,8231,"סה""כ - ספריה באזור מערבי:",78,76,57,57,50
,,,,8232,ספריה ביד התשעה,,,,,
823200100,ספריה ביד התשעה,82,100,823200,הוצאות שכר - העסקה בעירייה,132,130,138,138,128
823200870,ספריה ביד התשעה,82,870,823200,"הקצבות למתנ""ס להפעלת הספריה",159,167,167,167,165
,,,,8232,"סה""כ - ספריה ביד התשעה:",291,297,305,305,293
,,,,8233,ספריה בנוה ישראל,,,,,
823300870,ספריה בנוה ישראל,82,870,823300,"הקצבות למתנ""ס להפעלת הספריה (כולל תחזוקה) ",162,162,162,162,160
,,,,8233,"סה""כ - ספריה בנוה ישראל:",162,162,162,162,160
,,,,8234,ספריה בנוף ים,,,,,
823400100,ספריה בנוף-ים,82,100,823400,משכורות כוללות  ,134,132,150,150,127
823400540,ספריה בנוף-ים,10,540,823400,טלפון ישיר,2,2,3,3,2
823400780,ספריה בנוף-ים,82,780,823400,פעולות תרבות (מותנה בהכנסות - סעיף 3234/421),20,20,20,20,20
,,,,8234,"סה""כ - ספריה בנוף ים:",156,154,173,173,148
,,,,8241,"מתנ""ס בית פוסטר",,,,,
824100781,"מתנ""ס בית פוסטר",82,781,824100,"""עמליה"" בנווה עמל (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר מסעיף 8241/871)",95,0,0,0,0
824100782,"מתנ""ס בית פוסטר",82,782,824100,"מנהל מרכז ופעילות קהילתית הרצליה ב' (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר מסעיף 8241/872)",114,0,0,0,0
824100783,"מתנ""ס בית פוסטר",82,783,824100,"מנהל מרכז ופעילות קהילתית הרצליה הצעירה (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר מסעיף 8241/873)",114,0,0,0,0
824100784,"מתנ""ס בית פוסטר",82,784,824100,"מנהל מרכז ופעילות קהילתית מרכז העיר (באמצעות מתנ""ס בית פוסטר) ",57,0,0,0,0
824100870,"מתנ""ס בית פוסטר",82,870,824100,"הקצבות שוטפות להפעלת המתנ""ס בשכונה ",1273,1340,1340,1340,1320
824100871,"מתנ""ס בית פוסטר",82,871,824100,"""עמליה"" בנווה עמל (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר לסעיף 8241/781)",0,100,100,100,0
824100872,"מתנ""ס בית פוסטר",82,872,824100,"מנהל מרכז ופעילות קהילתית הרצליה ב' (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר לסעיף 8241/782)",0,120,120,120,0
824100873,"מתנ""ס בית פוסטר",82,873,824100,"מנהל מרכז ופעילות קהילתית הרצליה הצעירה (באמצעות מתנ""ס בית פוסטר) (ב- 2016 עבר לסעיף 8241/783)",0,120,120,120,0
824100875,"מתנ""ס בית פוסטר",82,875,824100,"הפעלת מועדון בית כליי (באמצעות מתנ""ס בית פוסטר)",62,0,0,0,0
,,,,8241,"סה""כ - מתנ""ס בית פוסטר:",1715,1680,1680,1680,1320
,,,,8242,"מתנ""ס יד התשעה - ""מולדובן""",,,,,
824200101,"""מתנ""ס יד-התשעה - ""מולדובן",82,101,824200,שכר אב בית ,137,135,143,143,131
824200780,"""מתנ""ס יד-התשעה - ""מולדובן",82,780,824200,פעילות קהילתית - הרצליה הירוקה,80,0,0,0,0
824200870,"""מתנ""ס יד-התשעה - ""מולדובן",82,870,824200,"הקצבות שוטפות להפעלת המתנ""ס בשכונה ",1022,1076,1076,1076,1060
,,,,8242,"סה""כ - מתנ""ס יד התשעה - ""מולדובן"":",1239,1211,1219,1219,1191
,,,,8243,"מתנ""ס נוה ישראל",,,,,
824300870,"מתנ""ס נוה-ישראל",82,870,824300,"הקצבות שוטפות להפעלת המתנ""ס בשכונה",1283,1320,1320,1320,1300
,,,,8243,"סה""כ - מתנ""ס נוה ישראל:",1283,1320,1320,1320,1300
,,,,82451,"מרכז קהילתי יבור (ע""י מתנ""ס נוה ישראל)",,,,,
824510101,מרכז קהילתי יבור,82,101,824510,שכר ריכוז ומינהלה ,184,184,180,180,171
824510870,מרכז קהילתי יבור,82,870,824510,"הקצבות למתנ""ס נוה ישראל עבור המרכז ",779,812,812,812,800
824510871,מרכז קהילתי יבור,82,871,824510,"מנהל מרכז ופעילות קהילתית יבור ( באמצעות מתנ""ס נווה ישראל)",88,0,0,0,0
,,,,82451,"סה""כ - מרכז קהילתי יבור:",1051,996,992,992,971
,,,,82453,"מועדון נחלת עדה (ע""י מתנ""ס יד התשעה)",,,,,
824530102,מועדון בנחלת עדה,82,102,824530,שכר מדריכים ,112,110,110,110,102
824530103,מועדון בנחלת עדה,82,103,824530,שכר שרתים,60,59,59,59,54
824530780,מועדון בנחלת עדה,82,780,824530,פעילות קהילתית - נחלת עדה,35,0,0,0,0
824530870,מועדון בנחלת עדה,82,870,824530,"הקצבה להפעלת מועדון נחלת עדה (באמצעות מתנ""ס יד התשעה)",475,475,475,475,468
,,,,82453,"סה""כ - מועדון נחלה עדה:",682,644,644,644,624
,,,,82457,מרכז קהילתי ואולם ספורט בנוף ים,,,,,
824570100,מרכז קהילתי בנוף-ים,82,100,824570,שכר עובדי מינהלה ,132,130,155,155,122
824570870,מרכז קהילתי בנוף-ים,82,870,824570,הקצבה לבית פוסטר להפעלת המרכז,591,597,597,597,588
,,,,82457,"סה""כ - מרכז קהילתי ואולם ספורט בנוף ים:",723,727,752,752,710
,,,,82458,מועדון שיכון דרום,,,,,
824580780,מועדון שיכון דרום,82,780,824580,הוצאות לפעולות (כולל סדנת דרמה),60,60,60,60,76
,,,,82458,"סה""כ - מועדון שיכון דרום:",60,60,60,60,76
,,,,8251,מרכז המוסיקה העירוני - קונסרבטוריון,,,,,
825100432,מרכז המוסיקה,82,432,825100,הוצאות צריכת מים ואגרת ביוב,16,16,16,16,14
825100550,מרכז המוסיקה,12,550,825100,פרסומים ודפוס,22,22,22,22,22
825100750,מרכז המוסיקה,5,750,825100,אחזקת מעלית וביטוח מזגנים,18,18,18,18,15
825100850,מרכז המוסיקה,82,850,825100,מלגות לתלמידי הקונסרבטוריון,20,20,20,20,5
825100860,מרכז המוסיקה,82,860,825100,השתתפות במימון הנחות  ,200,200,200,200,110
825100870,מרכז המוסיקה,82,870,825100,"הקצבות למתנ""ס יד התשעה למרכז המוסיקה  ",637,670,670,670,660
825100871,מרכז המוסיקה,82,871,825100,הקצבות לשלוחה במערב העיר  ,451,475,475,475,468
825100872,מרכז המוסיקה,82,872,825100,"הקצבות לשלוחה בבי""ס לב-טוב   ",99,104,104,104,102
825100873,מרכז המוסיקה,82,873,825100,"הקצבה למתנ""ס יד התשעה להפעלת מרכז למוסיקה אתנית ",0,41,41,41,40
,,,,8251,"סה""כ - מרכז המוסיקה העירוני - קונסרבטוריון:",1463,1566,1566,1566,1435
,,,,8254,להקות זמר ומחול,,,,,
825400100,להקות זמר ומחול,82,100,825400,משכורות כוללות,266,260,270,270,257
825400550,להקות זמר ומחול,12,550,825400,פרסומים ודפוס,25,24,24,24,23
825400750,להקות זמר ומחול,82,750,825400,"""שרותי ניהול וליווי מוסיקלי ""יחדיו",58,58,58,58,48
825400751,להקות זמר ומחול,82,751,825400,"""שרותי ניהול וליווי מוסיקלי להקת ""זמר לך",51,51,51,51,42
825400780,להקות זמר ומחול,82,780,825400,הוצאות לפעולות,80,80,80,80,79
825400781,להקות זמר ומחול,82,781,825400,"הוצאות להקת ""גלגל במעגל""",160,160,160,160,157
825400870,להקות זמר ומחול,82,870,825400,"הקצבה למתנ""ס יד התשעה לפעילות העדה האתיופית",29,30,30,30,20
825400980,להקות זמר ומחול,82,980,825400,"תשלום זכויות יוצרים  (אקו""ם, פדרציה ופי""ל)",160,160,160,160,148
,,,,8254,"סה""כ - להקות זמר ומחול:",829,823,833,833,775
,,,,8262,"יד לבנים, מוזיאון הרצליה לאמנות (מ- 2015 מופעל באמצעות תאגיד התרבות העירוני)",,,,,
826200100,יד לבנים - מוזיאון,82,100,826200,משכורות כוללות ,456,535,535,575,822
826200420,יד לבנים - מוזיאון,5,420,826200,תיקונים ואחזקה (החל מ- 2016 כולל סעיף 8262/751),108,11,11,11,11
826200430,יד לבנים - מוזיאון,82,430,826200,הוצאות חשמל,0,0,0,0,357
826200440,יד לבנים - מוזיאון,82,440,826200,ביטוח,280,280,280,280,214
826200540,יד לבנים - מוזיאון,10,540,826200,טלפון ישיר,0,0,0,0,20
826200550,יד לבנים - מוזיאון,12,550,826200,"פרסומים, דפוס ויח""צ",0,0,0,0,70
826200710,יד לבנים - מוזיאון,82,710,826200,הובלות,0,0,0,0,33
826200750,יד לבנים - מוזיאון,9,750,826200,אבטחה בקבלנות ,0,0,0,0,153
826200751,יד לבנים - מוזיאון,5,751,826200,אחזקת  טלוויזיה במעגל סגור ומערכות מיזוג אויר ומעלית (ב- 2016 אוחד עם סעיף 8262/420),0,110,110,120,72
826200752,יד לבנים - מוזיאון,82,752,826200,שירותי אחזקה חיצוניים,0,0,0,0,50
826200753,יד לבנים - מוזיאון,5,753,826200,נקיון בקבלנות ,0,0,0,0,613
826200781,יד לבנים - מוזיאון,82,781,826200,הפקת קטלוגים ושימור האוסף,0,0,0,0,33
826200782,יד לבנים - מוזיאון,82,782,826200,הוצאות לפעולות ופרוייקטים מיוחדים ,0,0,0,0,451
826200783,יד לבנים - מוזיאון,82,783,826200,"חידוש ופיתוח תכנים במוז""ה",0,0,0,0,60
826200980,יד לבנים - מוזיאון,82,980,826200,הוצאות מחשוב האוסף - מותנה בתמיכה ממשרד התרבות,0,0,0,0,28
,,,,8262,"סה""כ - יד לבנים, מוזיאון הרצליה לאמנות:",844,936,936,986,2988
,,,,82621,מוזיאון הראשונים,,,,,
826210100,מוזיאון הראשונים,82,100,826210,משכורות כוללות,527,518,518,518,485
826210420,מוזיאון הראשונים,5,420,826210,תיקונים ואחזקה,4,4,4,4,0
826210430,מוזיאון הראשונים,82,430,826210,הוצאות חשמל,21,21,21,21,16
826210540,מוזיאון הראשונים,10,540,826210,טלפון ישיר,5,5,5,5,3
826210550,מוזיאון הראשונים,12,550,826210,פרסומים ודפוס,20,28,28,28,17
826210750,מוזיאון הראשונים,9,750,826210,אבטחה בקבלנות ,141,137,139,134,128
826210751,מוזיאון הראשונים,5,751,826210,נקיון בקבלנות ,47,47,47,47,44
826210780,מוזיאון הראשונים,82,780,826210,הוצאות לפעולות ואחרות,80,80,80,80,60
,,,,82621,"סה""כ - מוזיאון הראשונים:",845,840,842,837,753
,,,,8264,תאגיד התרבות העירוני,,,,,
826400410,תאגיד התרבות העירוני,2,410,826400,שכר דירה - סינמטק ,350,340,375,375,336
826400411,תאגיד התרבות העירוני,2,411,826400,שכר דירה ודמי ניהול - המרכז לאם ולתינוק ,650,300,410,410,372
826400870,תאגיד התרבות העירוני,82,870,826400,הקצבה להיכל לאומנויות הבמה ,1895,2070,2070,2070,2105
826400871,תאגיד התרבות העירוני,82,871,826400,הקצבה למרכז לאם ולתינוק ,447,440,440,440,440
