,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
,,,,813601,"סה""כ - הערכה, מידע ובקרה:",284,299,299,299,309
,,,,8138,בתי ספר של החופש הגדול  (בהשתתפות משרד החינוך),,,,,
813800100,"הפעלת בתי""ס של החופש הגדול",81,100,813800,משכורות כוללות,70,51,51,0,0
813800101,"הפעלת בתי""ס של החופש הגדול",81,101,813800,משכורות כוללות - סייעות רפואיות,30,17,17,0,0
813800750,"הפעלת בתי""ס של החופש הגדול",81,750,813800,ניקיון בקבלנות,143,70,70,0,0
813800751,"הפעלת בתי""ס של החופש הגדול",5,751,813800,אבטחה בקבלנות,67,65,65,0,0
813800752,"הפעלת בתי""ס של החופש הגדול",81,752,813800,הסעות וליווי תלמידים,93,93,93,0,0
813800780,"הפעלת בתי""ס של החופש הגדול",81,780,813800,הפעלת בתי ספר של החופש הגדול,1290,611,880,0,0
813800860,"הפעלת בתי""ס של החופש הגדול",81,860,813800,הנחות לנזקקים,80,45,35,0,0
813800870,"הפעלת בתי""ס של החופש הגדול",81,870,813800,"תפעול שוטף - הקצבה לניהול עצמי - בי""ס יסודיים",120,99,99,0,0
,,,,8138,"סה""כ - בתי ספר של החופש הגדול:",1893,1051,1310,0,0
,,,,814,חטיבות ביניים,,,,,
814000100,חטיבות הביניים,81,100,814000,שכר עובדי מינהל ושרותים (ב- 2015 הופרד לסעיפים 101-106),0,5409,5415,5515,5306
814000101,חטיבות הביניים,81,101,814000,שכר עובדי מינהל ושרותים - הנגיד,1046,0,0,0,0
814000102,חטיבות הביניים,81,102,814000,שכר עובדי מינהל ושרותים - יד גיורא,824,0,0,0,0
814000103,חטיבות הביניים,81,103,814000,שכר עובדי מינהל ושרותים - בן גוריון,1066,0,0,0,0
814000104,חטיבות הביניים,81,104,814000,שכר עובדי מינהל ושרותים - רעות,927,0,0,0,0
814000105,חטיבות הביניים,81,105,814000,שכר עובדי מינהל ושרותים - זאב,988,0,0,0,0
814000106,חטיבות הביניים,81,106,814000,שכר עובדי מינהל ושרותים - סמדר,692,0,0,0,0
814000107,חטיבות הביניים,81,107,814000,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל שעות הוראה אפקטיביות) ",885,1027,1027,850,1020
814000108,חטיבות הביניים,81,108,814000,"שכר הוראה מרכזי למידה - תוכנית ""כנפיים""",500,515,515,342,360
814000570,חטיבות הביניים,10,570,814000,הוצאות מיכון,158,154,154,154,125
814000750,חטיבות הביניים,81,750,814000,נקיון בקבלנות,1589,1573,1635,1635,1339
814000780,חטיבות הביניים,81,780,814000,"החזר הוצאות לחט""ב בגין שכירויות שונות (50%) (הכנסות בסעיף 430/670)",32,57,57,57,0
814000784,חטיבות הביניים,81,784,814000,הוצאות להפעלת יוזמות ופרוייקטים פדגוגיים ,786,1282,1282,885,1061
814000871,חטיבות הביניים,82,871,814000,(כיתות ספורט הנגיד (באמצעות בני-הרצליה,50,50,50,50,50
814000872,חטיבות הביניים,82,872,814000,(כיתות ספורט בן גוריון (באמצעות בני-הרצליה,50,50,50,50,50
814000873,חטיבות הביניים,82,873,814000,"מועדוני ספורט בית-ספריים (סמדר, ב""ג, הנגיד, זאב - ע""י בני הרצליה)",80,56,100,100,62
814000878,חטיבות הביניים,81,878,814000,הקצבות לניהול עצמי ,1540,1500,1500,1500,1511
,,,,814,"סה""כ - חטיבות ביניים:",11213,11673,11785,11138,10884
,,,,814001,"בי""ס על יסודי צומח ממ""ד",,,,,
814001100,"בי""ס על יסודי צומח ממ""ד",81,100,814001,שכר הוראה - ממלכתי דתי,583,463,463,411,290
814001101,"בי""ס על יסודי צומח ממ""ד",81,101,814001,שכר מינהלה - ממלכתי דתי,150,145,180,180,60
814001780,"בי""ס על יסודי צומח ממ""ד",81,780,814001,הוצאות שוטפות - ממלכתי דתי (כולל פרסום והסעות),177,128,128,128,112
,,,,814001,"סה""כ - בי""ס על יסודי צומח ממ""ד:",910,736,771,719,462
,,,,8141,אשכול פיס זאב,,,,,
814100100,אשכול פיס זאב,81,100,814100,משכורות כוללות ,558,539,540,540,527
814100750,אשכול פיס זאב,5,750,814100,אחזקת מערכות ציוד ומיזוג אוויר בקבלנות ,55,55,55,55,43
814100751,אשכול פיס זאב,5,751,814100,אחזקת מעלית בקבלנות ,12,12,12,12,8
814100870,אשכול פיס זאב,82,870,814100,"הקצבה לבית פוסטר להפעלה אחה""צ (כולל שכר ע' מנהלה)",317,312,312,312,312
814100878,אשכול פיס זאב,81,878,814100,הקצבה לניהול עצמי,278,278,278,278,278
,,,,8141,"סה""כ - אשכול פיס זאב:",1220,1196,1197,1197,1167
,,,,8152,"בתי ספר תיכוניים - עירוניים  (הראשונים, היובל, החדש)",,,,,
815200101,חינוך על-יסודי,81,101,815200,משכורות כוללות - תיכון הראשונים - הוראה,19513,19647,19620,19320,19463
815200102,חינוך על-יסודי,81,102,815200,משכורות כוללות - תיכון היובל - הוראה,16601,17100,17175,17325,17339
815200103,חינוך על-יסודי,81,103,815200,משכורות כוללות - תיכון עירוני החדש - הוראה,14297,13462,13440,13840,12873
815200105,חינוך על-יסודי,81,105,815200,מחוייבות אישית,25,23,17,17,30
815200107,חינוך על-יסודי,81,107,815200,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל ש' הוראה אפקטיביות) ",715,493,493,325,539
815200110,חינוך על-יסודי,81,110,815200,משכורות כוללות - פיקוח רפואי (הופרד מסעיף  8152/751),210,200,196,276,170
815200111,חינוך על-יסודי,81,111,815200,משכורות כוללות - תיכון הראשונים - מינהלה,2443,2453,2430,2360,2404
815200112,חינוך על-יסודי,81,112,815200,משכורות כוללות - תיכון היובל - מינהלה,2420,2338,2310,2310,2266
815200113,חינוך על-יסודי,81,113,815200,משכורות כוללות - תיכון חדש - מינהלה,1604,1511,1550,1630,1568
815200570,חינוך על-יסודי,10,570,815200,הוצאות מיכון,142,138,138,138,123
815200750,חינוך על-יסודי,81,750,815200,נקיון בקבלנות,946,900,900,900,832
815200751,חינוך על-יסודי,81,751,815200,פיקוח רפואי (עבר לסעיף  8152/110),20,20,20,20,5
815200755,חינוך על-יסודי,81,755,815200,"מ""מ מזכירות ושרתים - באמצ' חב'  כח-אדם",48,80,80,0,0
815200780,חינוך על-יסודי,81,780,815200,החזר הוצאות לתיכונים בגין הפעלת קיוסקים (50%) (הכנסות בסעיף 430/670) ,330,590,400,400,588
815200781,חינוך על-יסודי,81,781,815200,"סיוע בהכנת פרופיל ורמת שירות של בתיה""ס",35,35,35,35,35
815200784,חינוך על-יסודי,81,784,815200,הוצאות להפעלת יוזמות ופרוייקטים פדגוגיים ,554,600,600,396,493
815200785,חינוך על-יסודי,81,785,815200,הוצאות להשתלמות מורים מצטיינים,30,50,50,50,35
815200873,חינוך על-יסודי,82,873,815200,מועדוני ספורט בית ספריים  (היובל והראשונים) ,80,65,100,100,80
815200878,חינוך על-יסודי,81,878,815200,"הקצבות לניהול עצמי (כולל תחזוקה, צריכת מים וגינון)",1854,1854,1854,1854,1863
,,,,8152,"סה""כ - בתי""ס תיכוניים:",61867,61559,61408,61296,60705
,,,,81521,תיכון הנדסאים,,,,,
815210100,תיכון הנדסאים,81,100,815210,משכורות כוללות - עובדי הוראה ,7925,7520,7500,7600,6783
815210104,תיכון הנדסאים,81,104,815210,משכורות כוללות - עובדי מינהלה ,820,712,734,734,731
815210780,תיכון הנדסאים,81,780,815210,הוצאות שוטפות ושונות,185,145,145,145,258
,,,,81521,"סה""כ - תיכון הנדסאים:",8930,8377,8379,8479,7772
,,,,8159,תיכון דור,,,,,
815900100,תיכון דור ,81,100,815900,שכר עובדי הוראה  ,2560,2644,2655,2875,2075
815900101,תיכון דור ,81,101,815900,שכר מינהלה,520,501,500,500,479
815900102,תיכון דור ,81,102,815900,"שכר יול""א (מותנה במימון משר""ח - סעיף 3159/922)",717,800,790,695,651
815900430,תיכון דור ,81,430,815900,הוצאות חשמל ,88,78,78,78,75
815900432,תיכון דור ,81,432,815900,הוצאות צריכת מים ואגרת ביוב,76,38,38,38,114
815900511,תיכון דור ,81,511,815900,שתיה וכיבוד ,5,5,5,5,5
815900540,תיכון דור ,81,540,815900,טלפון ישיר,12,12,12,12,10
815900720,תיכון דור ,81,720,815900,הוצאות שוטפות ושונות,73,78,78,78,45
815900740,תיכון דור ,81,740,815900,חומרים וציוד טכנולוגי,20,20,20,20,20
815900742,תיכון דור ,81,742,815900,אחזקת מכונת צילום,9,9,9,9,6
815900750,תיכון דור ,81,750,815900,נקיון בקבלנות,196,160,192,192,154
815900780,תיכון דור ,81,780,815900,"הוצאות לפעולות יול""א לרבות הזנה  (מותנה במימון משר""ח - סעיף 3159/922)",500,400,400,400,322
,,,,8159,"סה""כ - תיכון דור:",4776,4745,4777,4902,3955
,,,,8168,קרן מילגות עירוניות,,,,,
816800850,קרן מלגות עירוניות,1,850,816800,"מפעל מלגות (מתוכם 50 אלש""ח לטובת מלגות לפולין)",200,200,360,200,175
,,,,8168,"סה""כ - קרן מלגות עירוניות:",200,200,360,200,175
,,,,8171,אבטחת מוסדות חינוך,,,,,
817100100,אבטחת מוסדות חינוך,5,100,817100,שכר קציני בטחון,430,415,415,415,391
817100541,אבטחת מוסדות חינוך,5,541,817100,אחזקת מערכת לחצני מצוקה,110,110,110,110,100
817100720,אבטחת מוסדות חינוך,5,720,817100,הוצאות שוטפות ואחזקת מערכות אזעקה וכריזה,200,210,210,210,150
817100730,אבטחת מוסדות חינוך,5,730,817100,אחזקת רכבים - תיפעולי ,49,49,42,42,35
817100750,אבטחת מוסדות חינוך,5,750,817100,אבטחת מוסדות חינוך,4320,4235,4235,4195,3417
,,,,8171,"סה""כ - אבטחת מוסדות חינוך:",5109,5019,5012,4972,4094
,,,,8172,מרכז פדגוגי - פיסגה,,,,,
817200100,מרכז פדגוגי,81,100,817200,משכורות כוללות ,526,508,495,495,475
817200420,מרכז פדגוגי,5,420,817200,תיקונים ואחזקה,3,1,1,3,0
817200430,מרכז פדגוגי,81,430,817200,הוצאות חשמל  ,63,63,63,63,53
817200432,מרכז פדגוגי,81,432,817200,הוצאות מים  ,30,30,30,30,0
817200750,מרכז פדגוגי,81,750,817200,נקיון בקבלנות,152,168,186,193,163
817200751,מרכז פדגוגי,5,751,817200,אחזקת מעלית בקבלנות,16,16,13,10,9
817200752,מרכז פדגוגי,5,752,817200,"נקיון בקבלנות (מרכז פסג""ה הישן)",0,7,7,0,0
817200870,מרכז פדגוגי,81,870,817200,הקצבה לניהול עצמי,100,122,122,122,110
,,,,8172,"סה""כ - מרכז פדגוגי - פיסגה:",890,915,917,916,810
,,,,81721,מרכז המדעים,,,,,
817210100,מרכז המדעים,81,100,817210,משכורות כוללות (מ- 2014 העסקה בשעות אפקטיביות בסעיף 102),975,940,1190,1190,1492
817210101,מרכז המדעים,81,101,817210,משכורות כוללות - פרוייקט שיגור לויין,0,0,0,0,78
817210102,מרכז המדעים,81,102,817210,משכורות כוללות - בשעות אפקטיביות (ב- 2014 הופרד מסעיף 100),485,485,485,485,0
817210103,מרכז המדעים,81,103,817210,משכורות כוללות - בשעות אפקטיביות (במקביל בהכנסות בסעיף 31721/420),170,170,170,170,0
817210107,מרכז המדעים,81,107,817210,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל ש' הוראה אפקטיביות) (ב- 2015 הועבר מסעיף 784) ",92,0,0,0,0
817210420,מרכז המדעים,5,420,817210,תיקונים ואחזקה,70,70,70,70,56
817210430,מרכז המדעים,81,430,817210,הוצאות חשמל,140,126,140,140,123
817210432,מרכז המדעים,81,432,817210,הוצאות צריכת מים ואגרת ביוב,72,72,72,72,84
817210540,מרכז המדעים,81,540,817210,טלפון ישיר,15,15,15,15,12
817210570,מרכז המדעים,10,570,817210,הוצאות מיכון,98,98,98,98,91
817210750,מרכז המדעים,81,750,817210,נקיון בקבלנות,315,259,240,240,207
817210751,מרכז המדעים,5,751,817210,אחזקת מעלית בקבלנות ,14,14,14,14,10
817210780,מרכז המדעים,81,780,817210,הוצאות לפעולות (מ- 2014 חלק מההוצאות  בסעיף 781),323,348,348,348,501
817210781,מרכז המדעים,81,781,817210,הוצאות לפעולות (ב- 2014 הופרד מסעיף 780. במקביל בהכנסות בסעיף 31721/420),190,190,190,190,0
817210784,מרכז המדעים,81,784,817210,הוצאות לפעולות יוזמות ופרוייקטים לקידום המדעים (ב- 2015 הועבר לסעיף 107),0,137,137,101,44
,,,,81721,"סה""כ - מרכז המדעים:",2959,2924,3169,3133,2699
,,,,8173,שרות פסיכולוגי חינוכי,,,,,
817300100,שרות פסיכולוגי חינוכי,81,100,817300,משכורות כוללות - פסיכולוגים,4900,4774,4767,4520,4528
817300102,שרות פסיכולוגי חינוכי,81,102,817300,משכורות כוללות - מזכירות,352,325,340,340,337
817300103,שרות פסיכולוגי חינוכי,81,103,817300,שכר פסיכולוגי (מותנה בהכנסות מהעמותה לילדים בסיכון - סעיף 3173/490),150,0,0,0,0
817300107,שרות פסיכולוגי חינוכי,81,107,817300,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל ש' הוראה אפקטיביות) ",61,78,78,54,62
817300220,שרות פסיכולוגי חינוכי,81,220,817300,"שכר אבחונים (כולל בשלות לבי""ס) ",100,100,100,100,99
817300221,שרות פסיכולוגי חינוכי,81,221,817300,שכר אבחונים (במקביל להכנסות בסעיף 3173/421) ,50,50,50,50,47
817300420,שרות פסיכולוגי חינוכי,5,420,817300,תיקונים ואחזקה,5,5,5,5,4
817300430,שרות פסיכולוגי חינוכי,81,430,817300,הוצאות חשמל,30,30,30,30,29
817300432,שרות פסיכולוגי חינוכי,81,432,817300,הוצאות צריכת מים ואגרת ביוב,11,11,11,11,13
817300521,שרות פסיכולוגי חינוכי,81,521,817300,"השתלמויות והדרכה (כולל השתת' משר""ח)",94,119,119,94,93
817300540,שרות פסיכולוגי חינוכי,81,540,817300,טלפון ישיר,15,15,15,15,12
817300720,שרות פסיכולוגי חינוכי,81,720,817300,הוצאות שוטפות ושונות  (כולל נפגעי אלימות),60,59,59,59,58
817300742,שרות פסיכולוגי חינוכי,81,742,817300,אחזקת מכונת צילום,3,3,3,3,2
817300750,שרות פסיכולוגי חינוכי,5,750,817300,נקיון בקבלנות,52,50,52,52,45
817300780,שרות פסיכולוגי חינוכי,81,780,817300,"איבחונים (כולל בשלות לבי""ס) ",20,20,0,0,18
,,,,8173,"סה""כ - שרות פסיכולוגי חינוכי:",5903,5639,5629,5333,5346
,,,,81741,ריפוי שיניים,,,,,
817410751,ריפוי שיניים,81,751,817410,הפעלת חינוך לבריאות השן (מותנה במימון משרד הבריאות - סעיף 31741/940) ,180,175,180,180,181
817410755,ריפוי שיניים,81,755,817410,"העסקת כ""א באמצעות חב' השמה (מותנה במימון מ. הבריאות - סעיף 31741/940)",190,155,190,190,104
817410850,ריפוי שיניים,81,850,817410,סבסוד טיפולי שיניים לתלמידים,80,90,90,90,14
,,,,81741,"סה""כ - ריפוי שיניים:",450,420,460,460,298
,,,,8175,ביטוח תלמידים,,,,,
817500440,ביטוח תלמידים,81,440,817500,הוצאות ביטוח תלמידים (כנגד הכנסות),708,690,690,690,687
,,,,8175,"סה""כ - ביטוח תלמידים:",708,690,690,690,687
,,,,8177,קציני ביקור סדיר,,,,,
817700100,קציני ביקור סדיר,81,100,817700,משכורות כוללות ,545,525,525,525,515
,,,,8177,"סה""כ - קציני ביקור סדיר:",545,525,525,525,515
,,,,8178,הסעות תלמידים,,,,,
817800750,הסעות תלמידים,81,750,817800,מימון הסעים (מתחייב),7696,7614,7700,7700,6651
817800751,הסעות תלמידים,81,751,817800,מימון הסעים - תוספת עירונית  (כולל הסעות לבני ברק),2316,1665,1579,1200,1643
817800752,הסעות תלמידים,81,752,817800,ליווי הסעים בחינוך המיוחד,4612,3655,3656,3160,2727
,,,,8178,"סה""כ - הסעות תלמידים:",14624,12934,12935,12060,11022
,,,,8179,"המרכז להוראה מתקנת - ""מטרה""",,,,,
817900100,המרכז להוראה מתקנת,81,100,817900,שכר עובדי הוראה ,1230,1083,1000,1000,975
817900101,המרכז להוראה מתקנת,81,101,817900,שכר עובדי הוראה - מועדוניות רווחה ,150,130,130,100,123
817900102,המרכז להוראה מתקנת,81,102,817900,שכר מינהלה ,423,409,410,410,407
817900103,המרכז להוראה מתקנת,81,103,817900,שכר פסיכולוגים - אבחון דידקטי וקשב ,135,174,175,200,176
817900410,המרכז להוראה מתקנת,2,410,817900,שכר דירה,275,250,250,250,238
817900420,המרכז להוראה מתקנת,5,420,817900,תיקונים ואחזקה,4,4,4,4,4
817900430,המרכז להוראה מתקנת,81,430,817900,הוצאות חשמל,18,18,18,18,14
817900470,המרכז להוראה מתקנת,81,470,817900,ציוד משרדי שוטף,10,10,10,10,10
817900540,המרכז להוראה מתקנת,81,540,817900,טלפון ישיר,5,5,5,5,2
817900742,המרכז להוראה מתקנת,81,742,817900,אחזקת מכונת צילום,5,5,5,5,3
817900750,המרכז להוראה מתקנת,5,750,817900,עבודות נקיון בקבלנות,49,47,49,49,41
817900751,המרכז להוראה מתקנת,81,751,817900,אבחון דידקטי וקשב,150,135,135,110,146
817900755,המרכז להוראה מתקנת,81,755,817900,"העסקת כ""א באמצעות חב' השמה",50,50,50,50,29
817900780,המרכז להוראה מתקנת,81,780,817900,הוצאות שוטפות ואחרות ,60,65,65,65,64
817900850,המרכז להוראה מתקנת,81,850,817900,הנחות לתלמידים (כולל ועדת הנחות),100,100,100,100,0
817900860,המרכז להוראה מתקנת,81,860,817900,סבסוד אבחונים - נזקקים ,100,100,100,100,0
817900930,המרכז להוראה מתקנת,81,930,817900,רכישת ציוד יסודי - חד-פעמי,20,20,20,20,0
,,,,8179,"סה""כ - המרכז להוראה מתקנת - ""מטרה"":",2784,2605,2526,2496,2233
,,,,81791,תלמידי חוץ,,,,,
817910760,תלמידי חוץ,81,760,817910,מימון שכר לימוד לתלמידי חוץ - חינוך רגיל ,260,255,255,255,241
817910761,תלמידי חוץ,81,761,817910,מימון שכר לימוד לתלמידי חוץ - חינוך מיוחד ,1600,1502,1352,1352,1493
,,,,81791,"סה""כ - תלמידי חוץ:",1860,1757,1607,1607,1735
,,,,81792,יום לימודים ארוך,,,,,
817920100,"יול""א",81,100,817920,משכורות כוללות - פיקוח על צהרונים,90,87,80,80,76
817920750,"יול""א",81,750,817920,"הפעלת יול""א באמצעות קרן קרב ושונות  (ב- 2015 עבר ליסודיים סעיף 8132/780)",0,4684,4690,4410,3830
817920751,"יול""א",82,751,817920,"תיגבור וחיזוק החינוך הממלכתי דתי (באמצעות מתנ""ס פוסטר) ",105,105,105,100,103
817920752,"יול""א",82,752,817920,"תיגבור וחיזוק צהרונים בגנ""י (3)",200,161,161,108,108
817920780,"יול""א",82,780,817920,"סייעות יול""א בגני ילדים באמצעות מתנ""ס פוסטר",0,0,0,250,0
817920782,"יול""א",81,782,817920,"יול""א חינוך מיוחד",70,80,80,80,99
817920783,"יול""א",81,783,817920,סבסוד אוכלוסיות חלשות (צהרונים) א'-ג' (ב- 2015 הופרד מיסודיים סעיף 8132/784),170,0,0,0,0
817920784,"יול""א",81,784,817920,"יול""א בהרצל כולל ארוחות והעשרה (ב- 2015 הופרד מסעיפים: 8132/784 ו- 81792/750)",444,0,0,0,0
817920785,"יול""א",81,785,817920,"הפעלת יול""א ביד התשעה (ב- 2015 הופרד מגנ""י סעיף 812/784)",20,0,0,0,0
817920870,"יול""א",82,870,817920,"סבסוד יול""א בגני-ילדים באמצעות מתנ""ס פוסטר",750,662,662,400,490
,,,,81792,"סה""כ - יום לימודים ארוך:",1849,5779,5778,5428,4706
,,,,81793,הנחות וסיוע לתלמידים במערכת החינוך,,,,,
817930850,הנחות וסיוע לתלמידים במערכת החינוך,81,850,817930,(סיוע לתלמידים נזקקים (ועדת הנחות כולל נסיעות,186,142,142,142,161
817930855,הנחות וסיוע לתלמידים במערכת החינוך,81,855,817930,סבסוד תלמידי החינוך הדתי הלומדים מחוץ לעיר,320,438,438,420,437
817930856,הנחות וסיוע לתלמידים במערכת החינוך,81,856,817930,"מצויינות ומלגות לתחרויות בחו""ל",20,20,20,20,0
817930860,הנחות וסיוע לתלמידים במערכת החינוך,81,860,817930,"החזרי הנחות לבתי""ס  ",98,98,98,98,98
817930861,הנחות וסיוע לתלמידים במערכת החינוך,81,861,817930,"הנחות צהרונים (בתי""ס)",285,300,300,0,0
,,,,81793,"סה""כ - הנחות וסיוע לתלמידים במערכת החינוך:",909,998,998,680,696
,,,,81795,פעולות בטיחות,,,,,
817950781,פעולות בטיחות ,7,781,817950,פעולות בטיחות במערך החינוך ,250,250,250,250,232
817951755,פעולות בטיחות ,81,755,817951,העסקת מלווים במעברי חצייה,227,241,243,198,219
,,,,81795,"סה""כ - פעולות בטיחות :",477,491,493,448,451
,,,,81796,תחזוקת מוסדות חינוך והצטיידות,,,,,
817960100,"הצטיידות ותחזוקת מוס""ח",5,100,817960,עובדי תחזוקת מבני חינוך (סעיף מתחלק בין חינוך לבין כלל העירייה - יחד עם ס. 9383/100),1080,1045,1045,1020,1012
817960420,"הצטיידות ותחזוקת מוס""ח",5,420,817960,"תיקונים ואחזקת מבנים ורהוט - מוסדות חינוך (יסודיים, חט""ב ותיכונים בניהול עצמי)",800,765,765,750,659
817960421,"הצטיידות ותחזוקת מוס""ח",5,421,817960,"תיקונים ואחזקת מתקני משחק בבתי""ס",90,90,100,100,78
817960423,"הצטיידות ותחזוקת מוס""ח",5,423,817960,"ביקורת והדרכות בטיחות אש - מוס""ח (כללי בפרק .721)",200,250,250,250,0
817960425,"הצטיידות ותחזוקת מוס""ח",81,425,817960,אחזקת בתי ספר (כנגד הכנסות מדמי שימוש - סעיף 317960/420),970,300,300,420,449
817960426,"הצטיידות ותחזוקת מוס""ח",2,426,817960,"העברה לבתי""ס בגין הכנסות ממערכות פוטו וולטאיות",70,70,70,70,70
817960432,"הצטיידות ותחזוקת מוס""ח",81,432,817960,"הוצאות צריכת מים ואגרת ביוב - מוסדות חינוך (יסודיים, חט""ב ותיכונים בניהול עצמי)",77,77,77,77,18
817960720,"הצטיידות ותחזוקת מוס""ח",5,720,817960,חומרים ונורות חשמל ,120,120,120,100,71
817960740,"הצטיידות ותחזוקת מוס""ח",5,740,817960,ציוד כיבוי אש - אחזקה וחידוש,152,122,122,102,97
817960747,"הצטיידות ותחזוקת מוס""ח",5,747,817960,אחזקת ציוד ומזגנים במוסדות חינוך ,580,740,830,930,507
817960750,"הצטיידות ותחזוקת מוס""ח",3,750,817960,"שרותי אחזקה חיצוניים לעבודות גינון בגנ""י ובבתי""ס שאינם בניהול עצמי ",580,541,541,541,357
817960780,"הצטיידות ותחזוקת מוס""ח",3,780,817960,"שימור גנים וחידוש צמחיה בבתי""ס שלא בניהול עצמי",323,323,323,323,253
817960781,"הצטיידות ותחזוקת מוס""ח",5,781,817960,בטיחות מוסדות חינוך,550,500,500,500,477
817960782,"הצטיידות ותחזוקת מוס""ח",5,782,817960,פריסה וקיפול הצללות+אחזקה,400,530,530,530,408
817960783,"הצטיידות ותחזוקת מוס""ח",5,783,817960,"בדיקות וסקרי בטיחות במוס""ח (ב- 2014 הופרד מסעיפים 721/781-2)",240,240,237,237,0
817960930,"הצטיידות ותחזוקת מוס""ח",81,930,817960,"רכישת ציוד יסודי לבתי""ס וגנ""י",150,318,318,318,298
817960931,"הצטיידות ותחזוקת מוס""ח",10,931,817960,"חידוש ציוד יסודי למיחשוב לבתי""ס וגנ""י",250,502,502,502,1176
817960932,"הצטיידות ותחזוקת מוס""ח",81,932,817960,"פרוייקט ""מחשב לכל ילד""",36,39,39,39,-5
,,,,81796,"סה""כ - תחזוקת מוסדות חינוך והצטיידות:",6668,6572,6669,6809,5925
,,,,81797,קידום נוער  (הועבר מפרק .8285),,,,,
817970100,קידום נוער,81,100,817970,משכורות כוללות ,1123,1070,1050,1050,1050
817970430,קידום נוער,81,430,817970,הוצאות חשמל,8,8,8,8,5
817970432,קידום נוער,81,432,817970,הוצאות צריכת מים ואגרת ביוב,3,3,3,3,0
817970540,קידום נוער,81,540,817970,טלפון ישיר,12,12,12,12,9
817970550,קידום נוער,12,550,817970,פרסומים ודפוס,2,2,2,2,0
817970750,קידום נוער,5,750,817970,נקיון בקבלנות במועדון נוער עולה בסיכון,52,50,50,19,16
817970780,קידום נוער,81,780,817970,הוצאות אחרות לפעולות,84,90,90,90,87
,,,,8179,"סה""כ - קידום נוער:",1284,1235,1215,1184,1167
,,,,818,"השכלת מבוגרים - תהילה, הנח' הלשון, תיכונית וקתדרה עממית",,,,,
818000100,השכלת מבוגרים,82,100,818000,משכורות כוללות (הוראה),0,65,65,65,94
818000540,השכלת מבוגרים,82,540,818000,טלפון ישיר,3,3,3,3,2
818000550,השכלת מבוגרים,12,550,818000,פרסומים ודפוס,5,5,5,5,3
818000780,השכלת מבוגרים,82,780,818000,הוצאות לפעולות ,0,50,50,50,31
818000781,השכלת מבוגרים,82,781,818000,"בי""ס להורים (באמצעות בית פוסטר) ",50,50,50,50,32
818000871,השכלת מבוגרים,82,871,818000,מכללת גימלאים ,75,75,75,75,0
,,,,818,"סה""כ - השכלת מבוגרים:",133,248,248,248,162
,,,,81,"סה""כ - חינוך:",0,0,0,0,0
,,,,82,"תרבות, נוער וספורט",,,,,
,,,,821,"מינהל תנו""ס",,,,,
821000100,"מינהל תנו""ס",82,100,821000,משכורות כוללות,264,596,596,710,693
821000102,"מינהל תנו""ס",82,102,821000,"משכורות כוללות - חשבות תנו""ס",200,196,196,196,186
821000430,"מינהל תנו""ס",82,430,821000,הוצאות חשמל (ב- 2014 הופרד מסעיף 811/430),25,25,25,25,0
821000470,"מינהל תנו""ס",82,470,821000,ציוד משרדי שוטף ,45,36,36,36,30
821000511,"מינהל תנו""ס",82,511,821000,הוצאות כיבוד (כלל מחלקתי - כולל אולמות ספורט),36,36,30,30,24
821000540,"מינהל תנו""ס",82,540,821000,טלפון ישיר ,20,20,20,20,10
821000755,"מינהל תנו""ס",82,755,821000,"העסקת כ""א באמצעות חב' השמה (בנות שירות לאומי)",38,36,36,36,21
821000780,"מינהל תנו""ס",82,780,821000,החזר לתאגיד התרבות העירוני בגין 50% מעלות שכר חשבת,0,176,176,176,172
,,,,821,"סה""כ - מינהל תנו""ס:",628,1121,1115,1229,1137
,,,,822,פעולות תרבות,,,,,
822000100,פעולות תרבות,82,100,822000,משכורות כוללות (מ- 2014 כולל סעיף 8252/100),860,760,760,760,558
822000420,פעולות תרבות,5,420,822000,תיקונים ואחזקה - מרכזים קהילתיים (ב- 2014 הועבר מפרקים .82451-3-7),11,11,11,11,0
822000550,פעולות תרבות,12,550,822000,פרסומים ודפוס ,130,130,130,130,95
822000551,פעולות תרבות,12,551,822000,עדלאידע - פרסומים ודפוס,100,0,0,0,0
822000720,פעולות תרבות,82,720,822000,"הוצאות שונות פעולות תנו""ס (במקביל בהכנסות - סעיף 322/420)",60,60,50,50,35
822000750,פעולות תרבות,5,750,822000,עדלאידע - הוצאות תחזוקה ולוגיסטיקה,250,0,0,0,0
822000783,פעולות תרבות,82,783,822000,ארועים ופעולות תרבות (מ- 2014 כולל סעיף 8254/783),600,628,628,628,658
822000784,פעולות תרבות,82,784,822000,"ארועי ""שבת תרבות""",63,63,63,63,62
822000785,פעולות תרבות,82,785,822000,ארועי קיץ (כולל פרסומים ודפוס),200,155,155,200,180
822000786,פעולות תרבות,82,786,822000,  (מוסיקה בגן בן שפר (כולל אבטחה ופרסום,180,180,180,220,214
822000788,פעולות תרבות,82,788,822000,עדלאידע - הוצאות לפעולות (לא כולל אבטחה ופרסום),1000,1000,1000,1000,0
