,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
746100130,130,746100,1,,שעות נוספות       ,שכר,0.00% ,193700,193700,258237.95
746100140,140,746100,1,,השתתפות באחזקת רכב,שכר,4.91% ,519300,495000,470796.2
746100200,200,746100,1,,שכר עובדים ללא תקן, ,,,,
746100210,210,746100,1,,השכר הקובע        ,שכר,28.92% ,185900,144200,76088.39
746100253,253,746100,1,,עובדים חיצוניים   ,שכר,0.00% ,20000,20000,0
746100400,400,746100,1,,אחזקת בנינים וציוד, ,,,,
746100431,431,746100,1,,חשמל              ,קשיח,0.00% ,60000,60000,37524.68
746100432,432,746100,1,,מים               ,קשיח,0.00% ,4200000,4200000,5252607.8
746100433,433,746100,1,,חומרי נקיון       ,גמיש,0.00% ,3000,3000,2214.69
746100437,437,746100,1,,אחזקת אזעקה       ,קשיח,0.00% ,2000,2000,1999.8
746100470,470,746100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,4500,4500,3288.95
746100471,471,746100,1,,מכשירי כתיבה      ,גמיש,0.00% ,20000,20000,18803.43
746100492,492,746100,1,,השתתפות בעזר 092  ,קשיח,3.94% ,276900,266400,237147
746100500,500,746100,1,,הוצאות מינהליות   , ,,,,
746100511,511,746100,1,,אירוח וכיבוד      ,גמיש,-25.00% ,2400,3200,3199.17
746100512,512,746100,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,1000,1000,0
746100522,522,746100,1,,ספרים ועיתונים    ,גמיש,0.00% ,3800,3800,3328
746100544,544,746100,1,,הוצאות דאר        ,קשיח,0.00% ,1200,1200,444.84
746100562,562,746100,1,,הדפסות            ,גמיש,0.00% ,2400,2400,2211
746100565,565,746100,1,,צילומים והעתקות   ,גמיש,0.00% ,8700,8700,8652.2
746100571,571,746100,1,,"מיכון וענ""א       ",קשיח,20.59% ,220800,183100,172671.68
746100580,580,746100,1,,יועצים-חיצוניים   ,קשיח,16.68% ,851800,730000,650652.1
746100596,596,746100,1,,השתתפות בעזר 096  ,קשיח,-6.23% ,274100,292300,262684
746100700,700,746100,1,,הוצאות לפעולות    , ,,,,
746100715,715,746100,1,,עבודות קבלניות-רכב,גמיש,0.00% ,50000,50000,90809
746100722,722,746100,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,100000,100000,104285.86
746100728,728,746100,1,,רכישת צמחים       ,גמיש,0.00% ,60000,60000,58207
746100742,742,746100,1,,כלים וציוד        ,גמיש,-2.29% ,46900,48000,6363.1
746100754,754,746100,1,,עבודות מסגרות,קשיח,0.00% ,70000,70000,336115.7
746100756,756,746100,1,,שמירה בקבלנות     ,גמיש,-15.45% ,450000,532200,371954.7
746100757,757,746100,1,,גיזום עצים בקבלנות,גמיש,0.00% ,800000,800000,797904.16
746100758,758,746100,1,,קבלני גינון גנים  ,קשיח,11.66% ,9100000,8150000,7971286.11
746100759,759,746100,1,,"עב"" קבלניות שונות ",גמיש,0.00% ,355000,355000,332190.4
746100780,780,746100,1,,אחזקת אדניות      ,גמיש,0.00% ,55000,55000,52184
746100781,781,746100,1,,תחרות קירייה יפה  ,גמיש,0.00% ,4800,4800,3065
746100782,782,746100,1,,אחזקת פינת ליטוף  ,גמיש,0.00% ,200000,200000,179888.57
746100783,783,746100,1,,עבודות הדברת מזיקים,גמיש,0.00% ,250000,0,0
746100784,784,746100,1,,גן הקקטוסים,גמיש,0.00% ,7400,7400,5675.2
746100794,794,746100,1,,השתתפות בעזר 094  ,קשיח,1.91% ,144100,141400,125616
746100923,923,746100,1,,תחז' יצירות אומנות,גמיש,0.00% ,500000,500000,449999.91
746100931,931,746100,1,,רכישות חד פעמיות  ,גמיש,-54.35% ,84000,184000,163054.94
746100932,932,746100,1,,אחזקת מזרקות,קשיח,11.11% ,500000,450000,448567.8
746100933,933,746100,1,,אחזקת מתקני משחק,קשיח,-8.70% ,1050000,1150000,1075345.4
746100934,934,746100,1,,עבודות טכניות,קשיח,0.00% ,910000,910000,510000
746100935,935,746100,1,,תיקונים מוונדליזם,גמיש,-100.00% ,0,300000,442101
746100936,936,746100,1,,אחזקת ספסלים,גמיש,0.00% ,270000,270000,220287
746100937,937,746100,1,,אחזקת מתקני כושר,גמיש,29.73% ,240000,185000,140000
746700432,432,746700,1,,מים               ,קשיח,0.00% ,750000,750000,696445.31
746700780,780,746700,1,,אחזקת פארק פרס,גמיש,0.00% ,,,
746700870,870,746700,1,,אחזקת פארק פרס,גמיש,27.78% ,2300000,1800000,1620000
746700871,871,746700,1,,אחזקת מגדל המים,גמיש,0.00% ,4800,4800,4800
746700931,931,746700,1,,"הוצאות ח""פ - פארק",גמיש,0.00% ,,,0
751000210,210,751000,1,,השכר הקובע        ,שכר,0.00% ,16900,16900,403.62
751000400,400,751000,1,,אחזקת בנינים וציוד, ,,,,
751000700,700,751000,1,,הוצאות לפעולות    , ,,,,
751000782,782,751000,1,,הפקת ארועים       ,גמיש,0.00% ,820000,820000,712539.11
752000514,514,752000,1,,מתנות עירייה      ,גמיש,0.00% ,22400,22400,5540
752000700,700,752000,1,,הוצאות לפעולות    , ,,,,
752000781,781,752000,1,,ארועים            ,גמיש,0.00% ,80000,80000,79992.32
752000783,783,752000,1,,רכ'מדליונים וספרים,גמיש,0.00% ,15400,15400,13177
752000784,784,752000,1,,75 שנים לחולון,גמיש,-100.00% ,0,200000,0
753000800,800,753000,1,,השת' תמיכות תרומות, ,,                ,                ,
753000881,881,753000,1,,אימוץ הגדוד ועד   ,גמיש,0.00% ,6400,6400,0
753000883,883,753000,1,,"אימוץ ממר""מ       ",גמיש,0.00% ,3200,3200,0
754000513,513,754000,1,,משלח' נכנסות/יוצאות,גמיש,0.00% ,150000,150000,125619.97
754000515,515,754000,1,,משלחות נוער,גמיש,0.00% ,240000,240000,182301.9
754000700,700,754000,1,,הוצאות לפעולות    , ,,,,
761000110,110,761000,1,,השכר הקובע-תקציבית,שכר,-45.48% ,323200,592800,578507.06
761000119,119,761000,1,,השכר הקובע-צוברת  ,שכר,21.29% ,1841600,1518400,1022442.45
761000122,122,761000,1,,ביגוד             ,שכר,-8.09% ,35200,38300,31161.35
761000126,126,761000,1,,דמי הבראה         ,שכר,-3.95% ,89900,93600,75168.7
761000130,130,761000,1,,שעות נוספות       ,שכר,0.00% ,340200,340200,384888.75
761000140,140,761000,1,,השתתפות באחזקת רכב,שכר,0.68% ,148600,147600,143286.95
761000471,471,761000,1,,מכשירי כתיבה      ,גמיש,0.00% ,10000,10000,4381
761000492,492,761000,1,,השתתפות בעזר 092  ,קשיח,3.95% ,113200,108900,96982
761000511,511,761000,1,,אירוח וכיבוד      ,גמיש,-24.14% ,4400,5800,5867.59
761000544,544,761000,1,,הוצאות דאר        ,קשיח,0.00% ,1500,1500,21.36
761000562,562,761000,1,,הדפסות            ,גמיש,0.00% ,1600,1600,0
761000571,571,761000,1,,"מיכון וענ""א       ",קשיח,20.53% ,123900,102800,96975.63
761000596,596,761000,1,,השתתפות בעזר 096  ,קשיח,-6.27% ,74700,79700,71673
761000743,743,761000,1,,ציוד ואחזקתו      ,גמיש,0.00% ,8000,8000,265.2
761000754,754,761000,1,,עבודות קבלניות    ,גמיש,0.00% ,12000,12000,0
761000757,757,761000,1,,תשאולים והודעות,גמיש,0.00% ,5600,5600,357.49
761000931,931,761000,1,,רכישות חד פעמיות  ,גמיש,-12.50% ,700,800,0
764000100,100,764000,1,,שכר עובדים לפי תקן, ,,,,
764000110,110,764000,1,,השכר הקובע-תקציבית,שכר,1.84% ,143800,141200,136651.45
764000119,119,764000,1,,השכר הקובע-צוברת  ,שכר,2.37% ,95200,93000,91186.3
764000122,122,764000,1,,ביגוד             ,שכר,0.00% ,5200,5200,4232
764000126,126,764000,1,,דמי הבראה         ,שכר,0.00% ,12900,12900,10248
764000140,140,764000,1,,השתתפות באחזקת רכב,שכר,1.85% ,22000,21600,21584.3
764000400,400,764000,1,,אחזקת בנינים וציוד, ,,,,
764000471,471,764000,1,,מכשירי כתיבה      ,גמיש,0.00% ,4500,4500,3577.55
764000500,500,764000,1,,הוצאות מינהליות   , ,,,,
764000544,544,764000,1,,הוצאות דאר        ,קשיח,0.00% ,8500,8500,7593.54
764000562,562,764000,1,,הדפסות            ,גמיש,50.00% ,3000,2000,1980
764000571,571,764000,1,,"מיכון וענ""א       ",קשיח,20.52% ,27600,22900,21597.19
764000580,580,764000,1,,יעוץ חיצוני       ,גמיש,0.00% ,28000,28000,24804
764000700,700,764000,1,,הוצאות לפעולות    , ,,,,
764000723,723,764000,1,,אדניות            ,גמיש,25.00% ,2000,1600,0
764000782,782,764000,1,,סדנאות            ,גמיש,0.00% ,1600,1600,0
765000800,800,765000,1,,השת' תמיכות תרומות, ,,                ,                ,
765000811,811,765000,1,,הקצבה למרכז השלטון,קשיח,0.00% ,450000,450000,499500
765000812,812,765000,1,,"השת' ביה""ד למשמעת",קשיח,0.00% ,27000,27000,24000
767000119,119,767000,1,,השכר הקובע-צוברת  ,שכר,9.18% ,274800,251700,198159.37
767000122,122,767000,1,,ביגוד             ,שכר,62.96% ,4400,2700,5025.5
767000126,126,767000,1,,דמי הבראה         ,שכר,75.93% ,9500,5400,9981.1
767000140,140,767000,1,,השתתפות באחזקת רכב,שכר,28.09% ,38300,29900,32095.35
767000440,440,767000,1,,קופת ביטוח        ,קשיח,0.00% ,350000,350000,344324.37
767000441,441,767000,1,,בטוח תושבים צד ג' ,קשיח,14.29% ,220000,192500,142851
767000442,442,767000,1,,השת' עצמית - גוף,קשיח,0.00% ,1500000,1500000,2495520.47
767000443,443,767000,1,,השת' עצמית - רכוש,קשיח,71.43% ,600000,350000,321276.67
767000444,444,767000,1,,ביטוח חבות מעביד  ,קשיח,0.00% ,24900,24900,28680
767000445,445,767000,1,,ביטוח חבות מקצועית,קשיח,0.00% ,7000,7000,6680
767000446,446,767000,1,,סחורה בהעברה,קשיח,0.00% ,800,800,450
767000447,447,767000,1,,נאמנות עובדים,קשיח,10.14% ,15200,13800,11500
767000448,448,767000,1,,ביטוח אש,קשיח,-12.26% ,873000,995000,693794
767000580,580,767000,1,,יעוץ לביטוח       ,קשיח,0.00% ,55000,55000,47200
767000581,581,767000,1,,טיפול משפטי,קשיח,0.00% ,500000,500000,499972.38
769000100,100,769000,1,,שכר עובדים לפי תקן, ,,                ,                ,
769000110,110,769000,1,,השכר הקובע-תקציבית,שכר,15.27% ,101900,88400,92684.76
769000119,119,769000,1,,השכר הקובע-צוברת  ,שכר,2.48% ,107400,104800,103412.9
769000122,122,769000,1,,ביגוד             ,שכר,0.00% ,5200,5200,4232
769000126,126,769000,1,,דמי הבראה         ,שכר,0.00% ,13400,13400,10675
769000140,140,769000,1,,השתתפות באחזקת רכב,שכר,46.79% ,16000,10900,15690.8
769000400,400,769000,1,,אחזקת בנינים וציוד, ,,,,
769000432,432,769000,1,,מים               ,קשיח,0.00% ,2200,2200,0
769000471,471,769000,1,,מכשירי כתיבה      ,גמיש,0.00% ,10000,10000,6427.24
769000511,511,769000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,3000,4000,4236.4
769000519,519,769000,1,,תרומות            ,גמיש,0.00% ,16000,16000,0
769000561,561,769000,1,,שיכפולים          ,גמיש,0.00% ,2000,2000,0
769000562,562,769000,1,,הדפסות            ,גמיש,0.00% ,4000,4000,306.7
769000580,580,769000,1,,בקרה - ועדת תמיכות,גמיש,0.00% ,29500,29500,0
769000700,700,769000,1,,הוצאות לפעולות    , ,,,,
769000721,721,769000,1,,"חמרים לתחזוקת ""נקודת חן""",גמיש,0.00% ,800,800,0
769000751,751,769000,1,,"עבודות קבלניות ""נקודת חן""",גמיש,0.00% ,6400,6400,4362
769000752,752,769000,1,,נקיון בית הוועד,קשיח,-3.23% ,9000,9300,7474.16
769000780,780,769000,1,,השתתפויות         ,גמיש,0.00% ,450000,450000,577295.96
769000781,781,769000,1,,מצגת יד לבנים,גמיש,0.00% ,16000,16000,14858
769000782,782,769000,1,,תמלוגים-על מוסיקה ,גמיש,0.00% ,280000,280000,280121
769000784,784,769000,1,,קשר עם חיילים     ,גמיש,0.00% ,396000,396000,357451.2
769000786,786,769000,1,,מעמד האשה,גמיש,0.00% ,240000,240000,135411.31
769000800,800,769000,1,,השת' תמיכות תרומות, ,,,,
769000811,811,769000,1,,קמחא דפסחא,גמיש,0.00% ,114000,114000,82751
769000813,813,769000,1,,תמיכה לראש השנה,גמיש,0.00% ,35000,35000,24000
769000816,816,769000,1,,הקצבה לועד הורים שכולים,גמיש,0.00% ,31000,31000,30000
769000820,820,769000,1,,תמיכה במוסדות דת  ,גמיש,0.00% ,520000,520000,520000
769000821,821,769000,1,,ועדת תמיכות       ,גמיש,0.00% ,155000,155000,145567
769000884,884,769000,1,,שמות לאנדרטה      ,גמיש,0.00% ,12000,12000,0
769000885,885,769000,1,,טיפול במשפ' שכולות,גמיש,0.00% ,30000,30000,2685.1
769100210,210,769100,1,,השכר הקובע,שכר,53.46% ,39900,26000,20702.64
769100253,253,769100,1,,שכר הדרכה,שכר,0.00% ,4000,4000,0
769100471,471,769100,1,,מכשירי כתיבה      ,גמיש,0.00% ,3000,3000,2772.2
769100511,511,769100,1,,אירוח וכיבוד      ,גמיש,0.00% ,1600,1600,1520.94
769100544,544,769100,1,,הוצאות דאר        ,גמיש,11.11% ,40000,36000,37172.69
769100561,561,769100,1,,שיכפולים          ,גמיש,0.00% ,5200,5200,3035
769100723,723,769100,1,,חומרים            ,גמיש,0.00% ,1100,1100,0
769100752,752,769100,1,,נקיון בית העובד,קשיח,-3.23% ,9000,9300,7028.2
769100781,781,769100,1,,פעולות תרבות      ,גמיש,0.00% ,11800,11800,4931.8
769100782,782,769100,1,,יריד אומנים       ,גמיש,0.00% ,2000,2000,0
769100931,931,769100,1,,ציוד חד פעמי      ,גמיש,0.00% ,2000,2000,1983.3
772100110,110,772100,1,,השכר הקובע-תקציבית,שכר,0.96% ,126300,125100,120914.78
772100119,119,772100,1,,השכר הקובע-צוברת  ,שכר,5.19% ,1000600,951200,927587.72
772100122,122,772100,1,,ביגוד             ,שכר,0.00% ,12200,12200,9735.95
772100126,126,772100,1,,דמי הבראה         ,שכר,1.49% ,27300,26900,21350
772100130,130,772100,1,,שעות נוספות       ,שכר,0.00% ,19300,19300,19303.35
772100140,140,772100,1,,השתתפות באחזקת רכב,שכר,-26.19% ,103700,140500,134317.35
772100350,350,772100,1,,ליסינג - 67-221-30,שכר,0.00% ,42500,0,0
772100351,351,772100,1,,הוצאות - 67-221-30,שכר,0.00% ,21900,0,0
772100420,420,772100,1,,כיבוי אש          ,גמיש,0.00% ,2000,2000,0
772100433,433,772100,1,,חומרי נקיון       ,גמיש,0.00% ,3000,3000,2133.34
772100470,470,772100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,2500,2500,1723.93
772100471,471,772100,1,,מכשירי כתיבה      ,גמיש,0.00% ,15000,15000,14991.37
772100492,492,772100,1,,השתתפות בעזר 092  ,קשיח,3.99% ,70400,67700,60223
772100511,511,772100,1,,אירוח וכיבוד      ,גמיש,0.00% ,11000,11000,8664.21
772100512,512,772100,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,3400,3400,1770
772100522,522,772100,1,,ספרים ועיתונים    ,גמיש,3.85% ,2700,2600,2463.84
772100544,544,772100,1,,הוצאות דאר        ,קשיח,0.00% ,700,700,206.07
772100550,550,772100,1,,פירסומים          ,גמיש,0.00% ,4800,0,1048
772100561,561,772100,1,,שיכפולים          ,גמיש,0.00% ,1900,1900,601
772100562,562,772100,1,,הדפסות            ,גמיש,0.00% ,1100,1100,118
772100565,565,772100,1,,"תצאו""ת            ",גמיש,0.00% ,16000,16000,4012
772100571,571,772100,1,,"מיכון וענ""א       ",קשיח,20.49% ,82900,68800,64897.45
772100596,596,772100,1,,השתתפות בעזר 096  ,קשיח,-6.00% ,9400,10000,9003
772100722,722,772100,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,1200,0,0
772100752,752,772100,1,,נקיון בקבלנות     ,קשיח,0.00% ,16000,16000,12742.33
772100754,754,772100,1,,פינויים           ,גמיש,0.00% ,4000,4000,407.1
772100759,759,772100,1,,עבודות אחזקה,גמיש,0.00% ,320000,320000,210290
772100781,781,772100,1,,"פעולות סמנכ""ל",גמיש,0.00% ,7700,7700,7691
772100794,794,772100,1,,השתתפות בעזר 094  ,קשיח,2.15% ,9500,9300,8246
772100870,870,772100,1,,"השתתפות במט""י     ",גמיש,0.00% ,150000,150000,150000
772100931,931,772100,1,,רכישות            ,גמיש,0.00% ,3500,0,1533
772100960,960,772100,1,,פעולות לעידוד א.ת.,גמיש,0.00% ,48000,48000,31117
781100100,100,781100,1,,שכר עובדים לפי תקן, ,,                ,                ,
781100110,110,781100,1,,השכר הקובע-תקציבית,שכר,-20.61% ,972900,1225400,1182075.11
781100119,119,781100,1,,השכר הקובע-צוברת  ,שכר,8.03% ,4863700,4502000,3990053.55
781100122,122,781100,1,,ביגוד             ,שכר,-15.72% ,25200,29900,24173.95
781100126,126,781100,1,,דמי הבראה         ,שכר,-8.97% ,232300,255200,202451.6
781100130,130,781100,1,,שעות נוספות       ,שכר,0.00% ,916800,916800,750585.4
781100140,140,781100,1,,השתתפות באחזקת רכב,שכר,1.95% ,240300,235700,227808.3
781100253,253,781100,1,,חברה קבלנית       ,שכר,0.00% ,200000,200000,716641.66
781100400,400,781100,1,,אחזקת בנינים וציוד, ,,,,
781100410,410,781100,1,,דמי שכירות,קשיח,0.00% ,300000,0,
781100431,431,781100,1,,חשמל              ,קשיח,0.00% ,56400,56400,53862.23
781100432,432,781100,1,,מים               ,קשיח,0.00% ,1400,1400,0
781100433,433,781100,1,,חומרי נקיון       ,גמיש,0.00% ,8800,8800,5914.05
781100437,437,781100,1,,אחזקת אזעקה       ,קשיח,-34.43% ,4000,6100,3967.16
781100441,441,781100,1,,בטוח תאונות אישיות,קשיח,0.00% ,400,400,200
781100470,470,781100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,7000,7000,5150.32
781100471,471,781100,1,,מכשירי כתיבה      ,גמיש,0.00% ,50000,50000,49939.14
781100492,492,781100,1,,השתתפות בעזר 092  ,קשיח,3.95% ,347400,334200,297459
781100500,500,781100,1,,הוצאות מינהליות   , ,,,,
781100511,511,781100,1,,אירוח וכיבוד      ,גמיש,0.00% ,25000,25000,14913.27
781100512,512,781100,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,200,200,131
781100516,516,781100,1,,כיבוד-ארוע'עירונים,גמיש,0.00% ,6600,6600,5339.36
781100544,544,781100,1,,הוצאות דאר        ,קשיח,285.71% ,54000,14000,14199.37
781100550,550,781100,1,,פירסומים          ,גמיש,0.00% ,2400,2400,2000
781100561,561,781100,1,,שיכפולים          ,גמיש,0.00% ,20000,20000,17051
781100562,562,781100,1,,הדפסות            ,גמיש,0.00% ,30000,30000,9000
781100565,565,781100,1,,ציוד לעררי חניה,גמיש,0.00% ,36000,36000,31802.3
781100570,570,781100,1,,עיבוד נתונים      ,גמיש,0.00% ,22700,22700,0
781100571,571,781100,1,,"מיכון וענ""א       ",קשיח,20.58% ,331100,274600,258954.58
781100580,580,781100,1,,שמאות ומדידות     ,גמיש,0.00% ,6400,6400,3619
781100596,596,781100,1,,השתתפות בעזר 096  ,קשיח,-6.24% ,839000,894800,793528.64
781100700,700,781100,1,,הוצאות לפעולות    , ,,,,
781100715,715,781100,1,,עבודות קבלניות-רכב,גמיש,0.00% ,800,800,0
781100722,722,781100,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,4800,4800,3646.35
781100735,735,781100,1,,ליסינג,גמיש,0.00% ,162000,162000,0
781100744,744,781100,1,,מדים וציוד אישי   ,גמיש,0.00% ,57000,57000,60336.3
781100751,751,781100,1,,עבודות קבלניות    ,גמיש,0.00% ,4100,4100,1860
781100752,752,781100,1,,נקיון בקבלנות     ,קשיח,13.04% ,52000,46000,49517.54
781100759,759,781100,1,,גרירות            ,גמיש,0.00% ,6400,6400,5760
781100780,780,781100,1,,מבצעים מיוחדים    ,גמיש,0.00% ,25000,25000,18051.8
781100781,781,781100,1,,"""לולהטק"" - ניהול ואכיפה",גמיש,193.75% ,94000,32000,0
781100789,789,781100,1,,כביסה             ,גמיש,0.00% ,4800,4800,519.48
781100794,794,781100,1,,השתתפות בעזר 094  ,קשיח,1.85% ,38500,37800,33597
781100900,900,781100,1,,הוצאות חד פעמיות  , ,,,,
781100932,932,781100,1,,רכישות חד-פעמיות  ,גמיש,0.00% ,16000,16000,14383.84
781200541,541,781200,1,,משלוחים           ,קשיח,0.00% ,400000,400000,357534.08
781200542,542,781200,1,,עררים תשובה שלילית,גמיש,0.00% ,120000,120000,0
781200544,544,781200,1,,הוצאות דאר        ,קשיח,0.00% ,30000,30000,30091.38
781200561,561,781200,1,,שיכפולים          ,גמיש,0.00% ,1500,1500,413
781200562,562,781200,1,,הדפסות            ,גמיש,0.00% ,74000,74000,51322
781200570,570,781200,1,,עיבוד נתונים      ,קשיח,0.00% ,550000,550000,467225.14
781200757,757,781200,1,,אכיפת חניה-מ.ג.ע.ר.,גמיש,0.00% ,,,
781200758,758,781200,1,,מסופוני חניה,קשיח,0.00% ,120000,120000,0
781200780,780,781200,1,,ניהול עררי חניה,גמיש,0.00% ,24000,24000,0
781300119,119,781300,1,,השכר הקובע-צוברת  ,שכר,0.00% ,403600,403600,0
781300471,471,781300,1,,מכשירי כתיבה      ,גמיש,0.00% ,3000,3000,2548.39
781300561,561,781300,1,,שיכפולים          ,גמיש,0.00% ,1600,1600,0
781300735,735,781300,1,,ליסינג,גמיש,0.00% ,100000,100000,75320.35
781300780,780,781300,1,,הפעלת סירת שיקמה,גמיש,0.00% ,20000,20000,16176.52
782000100,100,782000,1,,שכר עובדים לפי תקן, ,,                ,                ,
782000110,110,782000,1,,השכר הקובע-תקציבית,שכר,-16.41% ,407000,486900,433920.4
782000119,119,782000,1,,השכר הקובע-צוברת  ,שכר,15.55% ,796400,689200,665148.21
782000122,122,782000,1,,ביגוד             ,שכר,10.34% ,25600,23200,21964.8
782000126,126,782000,1,,דמי הבראה         ,שכר,-5.51% ,49700,52600,43921.6
782000130,130,782000,1,,שעות נוספות       ,שכר,0.00% ,62400,62400,63113.35
782000140,140,782000,1,,השתתפות באחזקת רכב,שכר,52.77% ,132300,86600,95871.9
782000400,400,782000,1,,אחזקת בנינים וציוד, ,,,,
782000410,410,782000,1,,שכר דירה ועד בית  ,קשיח,0.00% ,110000,110000,77346.48
782000420,420,782000,1,,כיבוי אש          ,גמיש,0.00% ,2000,2000,0
782000431,431,782000,1,,חשמל              ,קשיח,0.00% ,16300,16300,19052.99
782000432,432,782000,1,,מים               ,קשיח,0.00% ,2300,2300,0
782000433,433,782000,1,,חומרי נקיון       ,גמיש,0.00% ,4000,4000,1842.82
782000437,437,782000,1,,מנוי למוקד,קשיח,0.00% ,2000,2000,1983.58
782000450,450,782000,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,2300,2300,0
782000470,470,782000,1,,אחזקת מכונות משרד ,גמיש,0.00% ,3600,3600,1858.19
782000471,471,782000,1,,מכשירי כתיבה      ,גמיש,0.00% ,36000,36000,35470.41
782000500,500,782000,1,,הוצאות מינהליות   , ,,,,
782000511,511,782000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,9000,12000,7292.9
782000512,512,782000,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,200,200,0
782000522,522,782000,1,,ספרים ועיתונים    ,גמיש,0.00% ,1500,1500,735
782000540,540,782000,1,,הוצאות טלפון      ,קשיח,0.00% ,10000,10000,3602.36
782000544,544,782000,1,,הוצאות דאר        ,קשיח,0.00% ,120600,120600,121867.71
782000562,562,782000,1,,הדפסות            ,גמיש,0.00% ,30000,30000,8193.82
782000571,571,782000,1,,"מיכון וענ""א       ",קשיח,20.56% ,179400,148800,140275.89
782000580,580,782000,1,,משטרה הוצ'לפועל   ,קשיח,0.00% ,0,0,17640.59
782000700,700,782000,1,,הוצאות לפעולות    , ,,,,
782000721,721,782000,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,500,500,0
782000751,751,782000,1,,עבודות קבלניות    ,גמיש,0.00% ,4000,4000,3725
782000752,752,782000,1,,נקיון בקבלנות     ,קשיח,-6.37% ,25000,26700,22461.12
782000756,756,782000,1,,שמירה בקבלנות     ,קשיח,1.92% ,106000,104000,76929.95
782000780,780,782000,1,,השתת' בשכר שופטים ,קשיח,11.11% ,400000,360000,387093
782000794,794,782000,1,,השתתפות בעזר 094  ,קשיח,3.13% ,3300,3200,2807
782000871,871,782000,1,,השתתפות בשכר עדים ,גמיש,0.00% ,7000,7000,3650
782000900,900,782000,1,,הוצאות חד פעמיות  , ,,,,
782000931,931,782000,1,,רכישות            ,גמיש,0.00% ,14000,14000,3103.39
811100110,110,811100,1,,השכר הקובע-תקציבית,שכר,-13.17% ,1062500,1223700,1482010.91
811100119,119,811100,1,,השכר הקובע-צוברת  ,שכר,45.24% ,5571400,3836000,3861355.32
811100122,122,811100,1,,ביגוד             ,שכר,-11.69% ,76300,86400,76618.95
811100126,126,811100,1,,דמי הבראה         ,שכר,-6.22% ,185500,197800,165573.9
811100130,130,811100,1,,שעות נוספות       ,שכר,0.00% ,254700,254700,267967.9
811100140,140,811100,1,,השתתפות באחזקת רכב,שכר,2.04% ,614700,602400,609637.3
811100250,250,811100,1,,שכר מושאלים,שכר,0.00% ,0,0,55536.07
811100263,263,811100,1,,עובדי חברה,שכר,42.32% ,190000,133500,163270.56
811100264,264,811100,1,,סבלות וצביעה,שכר,0.00% ,100000,100000,16219.46
811100350,350,811100,1,,ליסינג ......,שכר,0.00% ,35700,0,0
811100351,351,811100,1,,הוצאות .....,שכר,0.00% ,20000,0,5946.4
811100432,432,811100,1,,מים               ,קשיח,0.00% ,1800,1800,0
811100435,435,811100,1,,השת' באחזקת מחשבים,קשיח,37.50% ,1100000,800000,684181.36
811100436,436,811100,1,,אחזקת מזגנים      ,גמיש,0.00% ,350000,350000,348292
811100437,437,811100,1,,אחזקת הזעקה,קשיח,0.00% ,2000,2000,1983.58
811100438,438,811100,1,,ביטחון ובטיחות    ,גמיש,0.00% ,500000,500000,413682.88
811100470,470,811100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,10000,10000,5315.45
811100471,471,811100,1,,מכשירי כתיבה      ,גמיש,0.00% ,87000,87000,75477.57
811100492,492,811100,1,,השתתפות בעזר 092  ,קשיח,3.95% ,968600,931800,850907.03
811100511,511,811100,1,,אירוח וכיבוד      ,גמיש,-24.79% ,18200,24200,20778.74
811100512,512,811100,1,,"נסיעות ואש""ל      ",גמיש,-16.67% ,2500,3000,0
811100522,522,811100,1,,ספרים ועיתונים    ,גמיש,-16.67% ,2000,2400,0
811100544,544,811100,1,,הוצאות דאר        ,קשיח,10.43% ,69900,63300,66286.79
811100550,550,811100,1,,פירסומים          ,גמיש,0.00% ,13000,13000,10927
811100551,551,811100,1,,מודעות והדבקתן    ,גמיש,-37.50% ,1000,1600,0
811100562,562,811100,1,,הדפסות            ,גמיש,-13.33% ,13000,15000,6005.74
811100571,571,811100,1,,"מיכון וענ""א       ",קשיח,20.56% ,353600,293300,276528.77
811100583,583,811100,1,,שרותי הקלדה,גמיש,0.00% ,50000,50000,24000
811100596,596,811100,1,,השתתפות בעזר 096  ,קשיח,-6.00% ,9400,10000,9003
811100710,710,811100,1,,הובלות אינוונטר   ,גמיש,0.00% ,50000,50000,53771
811100750,750,811100,1,,עבודות פיתוח      ,גמיש,0.00% ,0,0,239970.47
811100751,751,811100,1,,תיקוני שמשות      ,גמיש,0.00% ,60000,60000,55640
811100752,752,811100,1,,נקיון בקבלנות     ,קשיח,0.00% ,200000,200000,247612.57
