חשבון ,,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016,מותנה 2016 
1752000783,752000783,75,אירועים ,1750000,1330400,499800,1613000,1500000,113000
1752000784,752000784,75,טכסים עירוניים שונים ,1750000,684000,608000,855000,755000,100000
1752000786,752000786,75,כנס משתחררים/מתגייסים ,1750000,28800,0,36000,36000,0
1752000787,752000787,75,פסטיבל היין ,1750000,554000,0,635000,600000,35000
1752000788,752000788,75,פסטיבל מדטירני ,1750000,2100000,2100000,2500000,2300000,200000
1752000789,752000789,75,ג'אז מונמרט ועוד ,1750000,1000000,150000,1000000,900000,100000
1753000810,753000810,75,פעולות אימוץ יחידות ,1753000,58000,0,60000,60000,0
1754000110,754000110,75,שכר ,1754000,219000,125000,236000,236000,0
1754000120,754000120,75,תוספות ,1754000,32000,8900,10000,10000,0
1754000130,754000130,75,שעות נוספות ,1754000,0,0,18000,16200,1800
1754000140,754000140,75,החזר הוצ' רכב ,1754000,59000,28900,52000,52000,0
1754000141,754000141,75,הוצ' אחרות ,1754000,13000,8500,14000,14000,0
1754000181,754000181,75,הפרשות סוציאליות ,1754000,48000,30000,49000,49000,0
1754000182,754000182,75,מיסים ועלויות ,1754000,44000,23100,45000,45000,0
1754000210,754000210,75,שכר עובדים זמניים ,1754000,0,0,0,0,0
1754000540,754000540,75,דואר וטלפון ,1754000,2000,400,2000,2000,0
1754000542,754000542,75,"רט""ן- תקשורת סלולרית ",1754000,2500,1800,3000,3000,0
1754000580,754000580,75,פעילות - קשרי חוץ ,1754000,670000,62800,670000,400000,270000
1761000110,761000110,76,השכר הקובע ,6761000,1727000,1241800,1727000,1727000,0
1761000120,761000120,76,תוספות שלא נכללות בשכר ,6761000,581000,485400,581000,581000,0
1761000130,761000130,76,שעות נוספות ,6761000,281000,208900,281000,252900,28100
1761000140,761000140,76,החזר הוצאות רכב ,6761000,458000,293800,482000,482000,0
1761000141,761000141,76,החזר הוצאות אחר ,6761000,55000,45600,60000,60000,0
1761000181,761000181,76,הפרשות סוציאליות ,6761000,317000,232000,320000,320000,0
1761000182,761000182,76,מיסים ועליות ,6761000,426000,313000,430000,430000,0
1761000210,761000210,76,משכורת זמניים ,6761000,930000,763100,1100000,1100000,0
1761000470,761000470,76,ציוד משרדי מתכלה ,6761000,4300,4000,4300,4300,0
1761000471,761000471,76,מכונות צילום ,6761000,3500,0,3700,3700,0
1761000522,761000522,76,ספרות מקצועית ועתונות ,6761000,3000,1700,3000,3000,0
1761000530,761000530,76,רכב צמוד 1827934 ,6761000,50000,27400,50000,50000,0
1761000540,761000540,76,דואר וטלפון ,6761000,25000,17400,27000,27000,0
1761000542,761000542,76,"רט""ן ",6761000,0,0,0,0,0
1761000570,761000570,76,מיכון-אוטומציה ,6761000,50000,15400,50000,50000,0
1761000572,761000572,76,תוכנת מוקד ,6761000,99000,6600,99000,99000,0
1761000577,761000577,76,גלישה סלולארית למהנדס תור,6761000,0,0,0,0,0
1761000580,761000580,76,מענה טלפוני ,6761000,15000,3900,10000,10000,0
1761000581,761000581,76,התמקצעות והדרכה ,6761000,0,0,10000,5000,5000
1761000582,761000582,76,כרטיסיות למתנדבים ,6761000,21000,13000,21000,21000,0
1761000730,761000730,76, 55-926-69,6761000,0,0,0,0,0
1761000731,761000731,76,רכב - 3814979תפעולי ,6761000,45000,14500,45000,45000,0
1761000732,761000732,76,רכב -5592669- תפעולי ,6761000,40000,14700,30000,30000,0
1761000733,761000733,76,רכב - 14-746-67 תפעולי ,6761000,35000,12500,35000,35000,0
1761000734,761000734,76,יעה אופני ,6761000,0,0,0,0,0
1761000735,761000735,76,טרקטור מוקד90543 ,6761000,300000,199400,300000,300000,0
1761000737,761000737,76,רכב תפעולי 59-392-64 ,6761000,0,76300,120000,120000,0
1761000738,761000738,76,יאה אופני 1248189 ,6761000,15000,0,15000,15000,0
1761000739,761000739,76,יעה אופני - 1248189 ,6761000,0,2600,20000,20000,0
1761000740,761000740,76,כלים מכשירים וציוד ,6761000,14500,13600,14500,14500,0
1761000741,761000741,76,רכישות-מהנדס תורן ,6761000,14500,7400,14500,14500,0
1761000742,761000742,76,רכישות-כלים לחורף ,6761000,6800,5300,6800,6800,0
1761000750,761000750,76,עבודות קבלניות ,6761000,100000,35700,100000,100000,0
1761000751,761000751,76,"שפפי""ם-הסרת מיפגעים ",6761000,100000,8400,100000,100000,0
1761000753,761000753,76,מוקד רואה ,6761000,85000,5200,85000,85000,0
1761000756,761000756,76,משוב לתושב ,6761000,9000,0,30000,30000,0
1761000760,761000760,76,שרות לאומי ,6761000,20000,12600,44000,44000,0
1761000779,761000779,76,בטיחות עובדים ,6761000,9000,4000,9000,9000,0
1761000981,761000981,76,הוצ' חד פעמיות - צוק איתן,1761000,0,0,0,0,0
1762000110,762000110,76,השכר הקובע ,6762000,143000,103700,142000,142000,0
1762000120,762000120,76,תוספות ,6762000,34000,29000,35000,35000,0
1762000140,762000140,76,החזר הוצאות ,6762000,32000,28600,35000,35000,0
1762000141,762000141,76,החזר הוצאות ,6762000,5000,3900,6000,6000,0
1762000181,762000181,76,הפרשות סוציאליות ,6762000,30000,22700,31000,31000,0
1762000182,762000182,76,מיסים ועלויות ,6762000,28000,21200,30000,30000,0
1762000470,762000470,76,ציוד משרדי מתכלה ,6762000,4300,1200,4300,4300,0
1762000522,762000522,76,ספרות מקצועית ,6762000,2000,0,2000,2000,0
1762000572,762000572,76,תוכנת חופש מידע ,6762000,59000,0,59000,59000,0
1762000730,762000730,76,יעה אופני ,6762000,0,0,20000,20000,0
1763000110,763000110,76,השכר הקובע ,6763000,3382000,2408900,3948000,3156000,792000
1763000120,763000120,76,תוספות שלא נכללות בשכר ,6763000,320000,291900,363000,363000,0
1763000130,763000130,76,שעות נוספות ,6763000,677000,461300,751000,675900,75100
1763000140,763000140,76,החזר הוצאות רכב ,6763000,255000,159000,370000,370000,0
1763000141,763000141,76,החזר הוצאות אחר ,6763000,129000,109700,177000,177000,0
1763000181,763000181,76,הפרשות סוציאליות ,6763000,851000,615000,1025000,1025000,0
1763000182,763000182,76,משכורת זמניים ,6763000,698000,496900,829000,829000,0
1763000210,763000210,76,עובדים זמניים ,6763000,1100000,324100,500000,500000,0
1763000420,763000420,76,נקיון מנהלת א'+טו'+רכזים ,6763000,45000,24300,45000,45000,0
1763000470,763000470,76,ציוד מתכלה ,6763000,24700,18100,26000,26000,0
1763000471,763000471,76,מכונות צילום ,6763000,3500,0,3700,3700,0
1763000510,763000510,76,כיבוד ,6763000,10000,7000,10000,10000,0
1763000530,763000530,76,רכב צמוד סיטי - 7657471 ,6763000,0,0,30000,30000,0
1763000531,763000531,76,רכב צמוד - 2138234 ,6763000,35000,15400,35000,35000,0
1763000532,763000532,76,רכב צמוד - 3331634 ,6763000,35000,22300,35000,35000,0
1763000533,763000533,76, 33-317-34,6763000,35000,21400,35000,35000,0
1763000534,763000534,76,רכב צמוד 6981752 ,6763000,35000,4800,60000,60000,0
1763000535,763000535,76,רכב צמוד 1827734 ,6763000,50000,21900,50000,50000,0
1763000536,763000536,76,רכב צמוד 1827634 ,6763000,50000,22500,50000,50000,0
1763000537,763000537,76,1827534,6763000,50000,25400,50000,50000,0
1763000538,763000538,76,רכב צמוד א+סיטי7180475 74,6763000,50000,20500,0,0,0
1763000539,763000539,76,רכב צמוד 2138334 ,6763000,50000,28900,50000,50000,0
1763000540,763000540,76,דואר וטלפון ,6763000,72000,38900,65000,65000,0
1763000542,763000542,76,"רט""ן ",6763000,41500,26600,40000,40000,0
1763000570,763000570,76,מיכון ועיבוד נתונים ,6763000,5000,0,5000,5000,0
1763000730,763000730,76,אחזקת אופניים ,6763000,20000,7000,20000,20000,0
1763000771,763000771,76,חשמל לפעולות ,6763000,5000,2700,5000,5000,0
1763000780,763000780,76,התאמות ושיפוצים-מינהלות ,6763000,30000,12900,70000,50000,20000
1763000781,763000781,76,שכירות חדרי מנהלות הרובע ,6763000,247000,162600,247000,247000,0
1763000782,763000782,76,שיתוף הציבור ,6763000,184000,65000,185000,150000,35000
1763000786,763000786,76,מיגון מנהלת רובע א'+טו' ,6763000,2300,800,2600,2600,0
1763000930,763000930,76,ציוד יסודי ,6763000,45000,27600,45000,30000,15000
1763001530,763001530,76,רכב צמוד - 29-590-70 ,6763000,0,0,0,0,0
1764000110,764000110,76,השכר הקובע ,6764000,401000,293600,404000,404000,0
1764000120,764000120,76,תוספות שלא נכללות בשכר ,6764000,141000,124100,155000,155000,0
1764000130,764000130,76,שעות נוספות ,6764000,4000,300,1000,900,100
1764000140,764000140,76,החזר הוצאות רכב ,6764000,95000,77300,110000,110000,0
1764000141,764000141,76,החזר הוצאות אחר ,6764000,15000,11300,16000,16000,0
1764000181,764000181,76,הפרשות סוציאליות ,6764000,63000,49400,66000,66000,0
1764000182,764000182,76,מיסים ועלויות ,6764000,88000,65800,94000,94000,0
1764000470,764000470,76,ציוד משרדי מתכלה ,6764000,4300,2000,4300,4300,0
1764000471,764000471,76,מכונות צילום ,6764000,3500,0,3700,3700,0
1764000540,764000540,76,דואר וטלפון ,6764000,2000,1000,2000,2000,0
1764000542,764000542,76,"רט""ן-תקשורת סלולרית ",6764000,1300,800,2000,2000,0
1764000550,764000550,76,פירסומים ,6764000,0,0,0,0,0
1764000740,764000740,76,כלים מכשירים וציוד ,6764000,24000,11900,24000,24000,0
1764000742,764000742,76,רכישות ציוד לועדי בית ,6764000,20400,11100,20400,20400,0
1764000760,764000760,76,פעולות יזומות לועדי בתים ,6764000,36000,0,0,0,0
1767000441,767000441,76,ביטוח ,1767000,4100000,2592100,4500000,4000000,500000
1767000442,767000442,76,שיפוי-חב ביטוח בגין נזקים,1767000,0,-37200,0,0,0
1767000443,767000443,76,השתתפות עצמית ,1767000,1000000,0,3000000,1000000,2000000
1767000750,767000750,76,עבודות קבלניות ,1767000,80000,41300,80000,80000,0
1769001110,769001110,76,השכר הקובע ,1769001,66000,48800,67000,67000,0
1769001120,769001120,76,תוספות שלא נכללות בשכר ,1769001,32000,25300,31000,31000,0
1769001130,769001130,76,שעות נוספות ,1769001,0,0,0,0,0
1769001140,769001140,76,החזר הוצאות רכב ,1769001,29000,23300,30000,30000,0
1769001141,769001141,76,החזר הוצאות אחר ,1769001,4000,2900,4000,4000,0
1769001181,769001181,76,הפרשות סוציאליות ,1769001,10000,7600,10000,10000,0
1769001182,769001182,76,מיסים ועלויות ,1769001,17000,13000,18000,18000,0
1769003110,769003110,76,השכר הקובע ,1769003,303000,63200,235000,235000,0
1769003120,769003120,76,תוספות שלא נכללות בשכר ,1769003,51000,12600,40000,40000,0
1769003130,769003130,76,שעות נוספות ,1769003,17000,0,9000,8100,900
1769003140,769003140,76,החזר הוצאות רכב ,1769003,12000,3200,11000,11000,0
1769003141,769003141,76,החזר הוצאות אחר ,1769003,0,2900,4000,4000,0
1769003181,769003181,76,הפרשות סוציאליות ,1769003,41000,7400,31000,31000,0
1769003182,769003182,76,מיסים ועלויות ,1769003,50000,9900,41000,41000,0
1769003470,769003470,76,ציוד משרדי מתכלה ,1769003,2000,0,2000,2000,0
1769003540,769003540,76,דואר וטלפון ,1769003,1000,200,1000,1000,0
1769003542,769003542,76,"רט""ן-תקשורת סלולרית ",1769003,1300,0,2000,2000,0
1769003551,769003551,76,קמפיינים ,1769003,0,0,0,0,0
1769003710,769003710,76,הובלות והסעות קבלניות ,1769003,3000,0,3000,3000,0
1769003777,769003777,76,פרסומים לפעולות ,1769003,8000,0,8000,8000,0
1769003780,769003780,76,אירועי מ. נשים ,1769003,270000,6100,270000,220000,50000
1769003781,769003781,76,כנס נשים ,1769003,0,0,100000,70000,30000
1769004810,769004810,76,דמי-חבר מרכז שלטון מקומי ,1769004,550000,541400,550000,550000,0
1769005820,769005820,76,עמותות כלליות ,1769005,580000,252600,580000,580000,0
1769006820,769006820,76,עידוד יזמות ,1769006,0,0,0,0,0
1773001540,773001540,77,הוצ' טלפון ,1773001,0,0,0,0,0
1773001760,773001760,77,פארק לכיש-חופית ,1773001,2160000,2087100,2160000,1950000,210000
1773001763,773001763,77,פיסול - חופית ,1773001,34000,15600,34000,34000,0
1773001766,773001766,77,טיילת אחזקה - חופית ,1773001,71100,20800,71100,71100,0
1773001767,773001767,77,שימור אתרים - חופית ,1773001,179100,43300,179100,179100,0
1773001768,773001768,77,שדרוג תיירות - חופית ,1773001,347400,163200,347400,297400,50000
1773002760,773002760,77,צפרות - חופים ,1773001,35700,0,35700,35700,0
1773002761,773002761,77,לשכת תיירות-אחזקה שוטפת ,1773001,500000,73500,500000,250000,250000
1773005750,773005750,77,הפעלת חניון משאיות ,1773005,0,0,0,0,0
1781000110,781000110,78,השכר הקובע ,6780000,2465000,1782300,2728000,2564000,164000
1781000120,781000120,78,תוספות של נכללות בשכר ,6780000,304000,261600,292000,292000,0
1781000130,781000130,78,שעות נוספות ,6780000,958000,666600,944000,849600,94400
1781000140,781000140,78,החזר הוצאות רכב ,6780000,529000,291800,538000,538000,0
1781000141,781000141,78,החזר הוצאות אחר ,6780000,237000,185600,256000,256000,0
1781000181,781000181,78,הפרשות סוציאליות ,6780000,536000,407500,624000,624000,0
1781000182,781000182,78,מיסים ועלויות ,6780000,610000,426400,656000,656000,0
1781000210,781000210,78,עובדים זמניים ,6781000,270000,0,0,0,0
1781000212,781000212,78,ביגוד פיקוח עירוני ,6781000,0,0,25500,25500,0
1781000470,781000470,78,ציוד משרדי מתכלה ,6780000,5000,4300,5000,5000,0
1781000471,781000471,78,מכונות צילום ופקס ,6780000,5800,0,6200,6200,0
1781000510,781000510,78,כיבוד ,6781000,1000,700,1000,1000,0
1781000530,781000530,78, 33-318-34,6780000,50000,40200,30000,30000,0
1781000540,781000540,78,דואר וטלפון ,6780000,2000,1000,2000,2000,0
1781000542,781000542,78,"רט""ן - רשת טלפונים ניידים",6780000,80600,49900,42000,42000,0
1781000570,781000570,78,חומרה - מחשוב ,6781000,0,0,10000,10000,0
1781000572,781000572,78,הפעלת יישום סלולרי בפיקוח,6780000,120000,26000,120000,120000,0
1781000731,781000731,78,רכב -50-296-11 ליסינג ,6780000,70000,51400,80000,80000,0
1781000733,781000733,78,קטנועים - 5 ,6780000,60000,61800,80000,80000,0
1781000735,781000735,78,רכב 9062253 ,6780000,70000,59400,90000,90000,0
1781000736,781000736,78,רכב 1862474 תפעולי ,6780000,30000,21400,30000,30000,0
1781000737,781000737,78,רכב תפעולי 4585552 ליסינג,6781000,50000,28800,45000,45000,0
1781000738,781000738,78,רכב תפעולי 4585652 ליסינג,6781000,50000,29700,50000,50000,0
1781000739,781000739,78,רכב 4585752 ליסינג ,6781000,50000,29600,50000,50000,0
1781000750,781000750,78,עבודות קבלניות ,6780000,35000,400,65000,65000,0
1781000760,781000760,78,שאילתות משרדי ממשלה ,6780000,21000,0,21000,21000,0
1781000761,781000761,78,שאילתות משרד הפנים ,6780000,5000,0,5000,5000,0
1781000778,781000778,78,טפסים ,6780000,50000,14500,50000,50000,0
1781000779,781000779,78,בטיחות עבדים ,6780000,11000,5500,11000,11000,0
1781000930,781000930,78,רכישת ציוד יסודי ,6781000,43400,11700,43400,20400,23000
1781001110,781001110,78,השכר הקובע ,6781001,785000,558400,912000,562000,350000
1781001120,781001120,78,תוספת שלא נכללות בשכר ,6781001,70000,55200,76000,76000,0
1781001130,781001130,78,שעות נוספות ,6781001,268000,153700,264000,237600,26400
1781001140,781001140,78,החזר הוצאות רכב ,6781001,121000,77000,117000,117000,0
1781001141,781001141,78,החזר הוצאות אחר ,6781001,81000,46000,76000,76000,0
1781001181,781001181,78,הפרשות סוציאליות ,6781001,222000,157100,255000,255000,0
1781001182,781001182,78,מיסים ועלויות ,6781001,172000,119500,202000,202000,0
1781001470,781001470,78,ציוד משרדי מתכלה ,6781001,1700,500,1700,1700,0
1781001471,781001471,78,מכונות צילום ,6781001,0,0,0,0,0
1781001510,781001510,78,כיבוד ,6781001,1000,700,1000,1000,0
1781001530,781001530,78,רכב צמוד 18-278-34 ,6781001,0,5600,35000,35000,0
1781001540,781001540,78,דואר וטלפון ,6781001,1000,700,1500,1500,0
1781001542,781001542,78,"רט""ן - רשת טלפונים ניידים",6781001,14000,8900,15000,15000,0
1781001571,781001571,78,חומרה - מחשוב ,6781001,0,0,0,0,0
1781001572,781001572,78,דמי שימוש מערכת מיחשוב ,6781001,62000,0,92000,92000,0
1781001577,781001577,78,קישור משרדי החניה ,6781001,0,0,0,0,0
1781001730,781001730,78,רכב ליסינג - 9284833 ,6781001,15000,15900,90000,90000,0
1781001731,781001731,78, 3קטנועים ,6781001,59000,10800,59000,59000,0
1781001732,781001732,78,רכב תפעולי 4353752 ליסינג,6781001,45000,35500,48000,48000,0
1781001733,781001733,78,רכב תפעולי 4353852 ליסינג,6781001,45000,27900,50000,50000,0
1781001734,781001734,78,אחזקת 4 אופניים ,6781001,0,100,15000,15000,0
1781001750,781001750,78,אכיפת גביה-חניה ,6781001,2768000,1481100,2824000,2824000,0
1781001751,781001751,78,אכיפה מנהלית ,6781001,1587000,1029400,1588000,1588000,0
1781001752,781001752,78,אכיפה - מדחני צג ,6781001,605000,116300,337000,337000,0
1781001753,781001753,78,אכיפה - מדחני כרטיס ,6781001,513300,1400,5500,5500,0
1781001754,781001754,78,החזר הוצ' אכיפה מנהלית ,6781001,2600000,1160900,2600000,1600000,1000000
1781001755,781001755,78,עמלת תשלום באמצעות נייד/א,6781001,20000,100,20000,20000,0
1781001756,781001756,78,שאילתות מ.התחבורה ,6781001,0,0,0,0,0
1781001757,781001757,78,עב' קבלניות ,6781001,0,0,0,0,0
1781001778,781001778,78,טפסים ,6781001,0,0,0,0,0
1781001779,781001779,78,בטיחות עובדים ,6781001,5000,2500,5000,5000,0
1781001930,781001930,78,ציוד יסודי ,6781001,4300,2500,3900,3900,0
1781002730,781002730,78,רכב 50-272-11 ליסינג ,6781002,70000,52700,80000,80000,0
1781002751,781002751,78,עמלת גביה -שילוט ,6781002,1600000,0,1000000,800000,200000
1811000110,811000110,81,השכר הקובע ,4811000,1995000,1312500,2196000,1473800,722200
1811000120,811000120,81,תוספות שלא נכללות בשכר ,4811000,363000,262900,347000,347000,0
1811000130,811000130,81,שעות נוספות ,4811000,75000,56400,142000,127800,14200
1811000140,811000140,81,החזר הוצאות רכב ,4811000,369000,251300,476000,476000,0
1811000141,811000141,81,החזר הוצאות אחר ,4811000,86000,66900,107000,107000,0
1811000181,811000181,81,הפרשות סוציאליות ,4811000,423000,308400,495000,495000,0
1811000182,811000182,81,מיסים ועלויות ,4811000,397000,262100,451000,451000,0
1811000210,811000210,81,כוח אדם ,4810000,0,0,100000,100000,0
1811000470,811000470,81,ציוד משרדי מתכלה ,4811000,38300,19900,40000,40000,0
1811000471,811000471,81,מכונות צילום ,4811000,12800,12800,13700,13700,0
1811000510,811000510,81,אשל וכיבוד ,4811000,5000,1900,5000,5000,0
1811000511,811000511,81,אירוח וכיבוד ,4811000,0,0,0,0,0
1811000522,811000522,81,ספרות מקצועית ועתונות ,4811000,5000,2500,5000,5000,0
1811000530,811000530,81,רכב ראש מינהל 75-183-53 ,4811000,60000,48000,70000,70000,0
1811000531,811000531,81,רכב צמוד מהנדס מינהל ,4811000,0,0,0,0,0
1811000540,811000540,81,טלפון ,4811000,11000,8400,14000,14000,0
1811000541,811000541,81,בולים ודואר ,4811000,30000,17300,30000,30000,0
1811000542,811000542,81,תקשורת סלולרית ,4811000,18600,11600,20000,20000,0
1811000550,811000550,81,פרסומים ,4811000,70000,25500,70000,70000,0
1811000580,811000580,81,יועצים_למינהל ,4811000,300000,333300,300000,300000,0
1811000750,811000750,81,תמלוגים -מוסיקה ,4811000,165000,158200,170000,170000,0
1811000760,811000760,81,יועץ חשמל_והנדסה ,4811000,30000,0,30000,30000,0
1811000763,811000763,81,תוכנית לאומית לתקשוב ,4811000,0,684200,1300000,1300000,0
1811000771,811000771,81,חשמל דירות מורות חיילות ,4811000,10000,7400,10000,10000,0
1811000780,811000780,81,פרויקטים חינוכיים ,4811000,600000,613600,600000,450000,150000
1811000781,811000781,81,"מסע פולין והכנה לצה""ל הכר",4811000,500000,309600,750000,500000,250000
1811000782,811000782,81,"העצמת כ""א בהוראה ",4811000,360000,139300,400000,250000,150000
1811000783,811000783,81,גיבוש לעובדי הוראה ,4811000,100000,-1200,0,0,0
1811000784,811000784,81,ערכים ומורשת-יזמות חינוך ,4811000,950000,642300,890000,890000,0
1811000785,811000785,81,מעורבות חברתית ,4811000,0,0,0,0,0
1811000920,811000920,81,העברה מתקציב פיתוח לרגיל ,4811000,6800000,3119900,6800000,6500000,300000
1811001110,811001110,81,שכר הקובע מח רישום ,4811001,332000,229500,342000,342000,0
1811001120,811001120,81,תוספות שלא נכללות בשכר ,4811001,0,35500,37000,37000,0
1811001130,811001130,81,שעות נוספות ,4811001,4000,10300,12000,10800,1200
1811001140,811001140,81,החזר הוצאות רכב ,4811001,52000,47100,62000,62000,0
1811001141,811001141,81,החזר הוצאות אחרות ,4811001,34000,11900,19000,19000,0
1811001181,811001181,81,הפרשות סוציאליות ,4811001,70000,60500,84000,84000,0
1811001182,811001182,81,מיסים ועלויות ,4811001,52000,43000,61000,61000,0
1811001760,811001760,81,הוצאות רישום מוסדות חינוך,4811001,60000,11500,75000,75000,0
1812100110,812100110,81,השהשכר הקובע ,4812100,703000,510800,724000,724000,0
1812100120,812100120,81,תוספות שלא נכללות בשכר ,4812100,182000,96600,111000,111000,0
1812100130,812100130,81,שעות נוספות ,4812100,52000,77900,112000,100800,11200
1812100140,812100140,81,החזר הוצאות רכב ,4812100,99000,73000,87000,87000,0
1812100141,812100141,81,החזר הוצאות אחר ,4812100,9000,29000,47000,47000,0
1812100181,812100181,81,הפרשות סוציאליות ,4812100,147000,97600,136000,136000,0
1812100182,812100182,81,מיסים ועלויות ,4812100,143000,106400,158000,158000,0
1812100471,812100471,81,מכונות צילום ופקסים ,4812100,7000,7000,7500,7500,0
1812100540,812100540,81,דואר וטלפון ,4812100,4000,2800,4500,4500,0
1812100542,812100542,81,תקשורת סלולרית ,4812100,5000,4200,5000,5000,0
1812100545,812100545,81,אינטרנט גנים ,4812100,0,0,0,0,0
1812100730,812100730,81, 67-016-14רכב תפעולי אלי ,4812100,28000,6600,28000,28000,0
1812100731,812100731,81,92-334-57נגרר ,4812100,3000,400,3000,3000,0
1812100760,812100760,81,סל תרבות ,4812100,5600000,3396100,5000000,5000000,0
1812100764,812100764,81,"תכנית שמיד גנ""י ",4812100,480000,257900,480000,480000,0
1812100779,812100779,81,בטיחות עובדים ,4812100,2000,1100,2000,2000,0
1812100780,812100780,81,יוזמות המחלקה ,4812100,160000,62800,250000,100000,150000
1812100781,812100781,81,גנים יחודיים ,4812100,110000,25900,110000,110000,0
1812100782,812100782,81,פעילות בגנים מדעיים ,4812100,120000,26400,40000,40000,0
1812100783,812100783,81,פרוייקטים חינוכיים ,4812100,850000,382400,1300000,850000,450000
1812100784,812100784,81,פעילות גוגלה גנים ,4812100,200000,78700,350000,150000,200000
1812101730,812101730,81," 44-227-62קטנוע גנ""י שלומ",4812100,0,0,0,0,0
1812200110,812200110,81,השכר הקובע ,4812200,11344000,8132100,13047000,13047000,0
1812200120,812200120,81,תוספות שלא נכללות בשכר ,4812200,1005000,994000,1194000,1194000,0
1812200130,812200130,81,שעות נוספות ,4812200,54000,28900,153000,137700,15300
1812200140,812200140,81,החזר הוצאות רכב ,4812200,3000,0,1000,1000,0
1812200141,812200141,81,החזר הוצאות אחר ,4812200,519000,374300,602000,602000,0
1812200181,812200181,81,הפרשות סוציאליות ,4812200,1784000,1340700,2160000,2160000,0
1812200182,812200182,81,מיסים ועלויות ,4812200,1603000,1127600,1894000,1894000,0
1812200210,812200210,81,סייעות מגשרות ,4812200,2200000,1416200,0,0,0
1812200211,812200211,81,השכר הקובע/זמניים ,4812200,1500000,1294900,0,0,0
1812200433,812200433,81,חומרי נקיון ,4812200,104000,92000,270000,270000,0
1812200540,812200540,81,דואר וטלפון ,4812200,150000,102400,170000,170000,0
1812200575,812200575,81,שירותים שונים-גנים ,4812200,140000,49500,140000,140000,0
1812200720,812200720,81,דמי מחזור ,4812200,350000,199700,1050000,1050000,0
1812200722,812200722,81,"ציוד מתכלה למחשוב גנ""י ",4812200,30000,8100,30000,30000,0
1812200740,812200740,81,כלים מכשירים וציוד ,4812200,100000,52000,300000,300000,0
1812200742,812200742,81,מערכות אזעקה ,4812200,70000,49900,70000,70000,0
1812200750,812200750,81,עבודות קבלניות ,4812200,380000,170000,900000,800000,100000
1812200771,812200771,81,חשמל גני חובה ,4812200,800000,525500,750000,750000,0
1812200772,812200772,81,מים גנים ,4812200,1100000,421500,1000000,1000000,0
1812200930,812200930,81,מיחשוב ,4812200,60000,56900,100000,60000,40000
1812201110,812201110,81,השכר הקובע ,4812200,5577000,4300300,5977000,5977000,0
1812201120,812201120,81,תוספות שלא נכללות בשכר ,4812200,435000,504100,515000,515000,0
1812201130,812201130,81,שעות נוספות ,4812200,13000,37900,508000,206000,302000
1812201141,812201141,81,החזר הוצאות אחר ,4812200,243000,217800,302000,302000,0
1812201181,812201181,81,הפרשות סוציאליות ,4812200,1404000,1122800,1523000,1523000,0
1812201182,812201182,81,מיסים ועלויות ,4812200,761000,588400,934000,934000,0
1812300110,812300110,81,השכר הקובע ,4812300,6581000,4358900,11130000,10255000,875000
1812300120,812300120,81,תוספות שלא נכללות בשכר ,4812300,621000,541700,555000,555000,0
1812300130,812300130,81,שעות נוספות ,4812300,57000,32400,84000,75600,8400
1812300140,812300140,81,החזר הוצאות רכב ,4812300,20000,13900,18000,18000,0
1812300141,812300141,81,החזר הוצאות אחר ,4812300,325000,233200,445000,423000,22000
1812300181,812300181,81,הפרשות סוציאליות ,4812300,871000,603100,2020000,1816000,204000
1812300182,812300182,81,מיסים ועלויות ,4812300,943000,617600,1482000,1382000,100000
1812300410,812300410,81,שכר דירה ודמי חכירה ,4812300,0,0,0,0,0
1812300433,812300433,81,חומרי נקיון ,4812300,105000,81300,0,0,0
1812300720,812300720,81,חומרים ,4812300,590000,267900,0,0,0
1812300740,812300740,81,כלים מכשירים וציוד ,4812300,88000,44500,0,0,0
1812300742,812300742,81,מערכות אזעקה ,4812300,30000,15000,30000,30000,0
1812300750,812300750,81,עבודות קבלניות ,4812300,300000,221800,0,0,0
1812300765,812300765,81,שאילת גננות טרום חובה ,4812300,20500000,15460800,25000000,22000000,3000000
1812300771,812300771,81,חשמל גני טרום חובה ,4812300,300000,190800,270000,270000,0
1812300930,812300930,81,הצטיידות יסודי לגנים חדשי,4812300,70000,33100,100000,70000,30000
1812500750,812500750,81,יול'ה -דמי רישום ,4812500,0,0,0,0,0
1812500760,812500760,81,יול'ה-שנתי ,4812500,20000000,11051900,19600000,19600000,0
1812501760,812501760,81,פנימיות יום-גנ'י ,4812500,350000,270900,380000,380000,0
1812600433,812600433,81,חומרי נקיון-ח.מיוחד ,4812100,40000,29600,0,0,0
1812600720,812600720,81,דמי מחזור-חומרי מלאכה ,4812100,71000,35500,0,0,0
1812600740,812600740,81,כלים מכשירים וציוד ,4812100,35000,12300,0,0,0
1812600742,812600742,81,מערכות אזעקה-ח.מיוחד ,4812100,25000,9100,0,0,0
1812600750,812600750,81,עבודות קבלניות-ח.מיוחד ,4812100,120000,3800,0,0,0
1812800760,812800760,81,יול'ה-קיץ ,4812800,0,0,0,0,0
1813100110,813100110,81,השכר הקובע ,4813100,557000,441800,602000,602000,0
1813100120,813100120,81,תוספות שלא נכללות בשכר ,4813100,30000,31900,33000,33000,0
1813100130,813100130,81,שעות נוספות ,4813100,21000,27900,36000,32400,3600
1813100140,813100140,81,החזר הוצאות רכב ,4813100,28000,9900,13000,13000,0
